,name,github_id,npm_id,category,maven_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,maven_url,maven_latest_release_published_at,maven_dependent_project_count,show,projectrank_placing,trending,labels,demo_url,pypi_id,pypi_url,pypi_latest_release_published_at,nuget_id,github_release_downloads,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,brew_id,conda_id,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads
62,theme-ui,system-ui/theme-ui,theme-ui,ui-frameworks,,https://github.com/system-ui/theme-ui,https://github.com/system-ui/theme-ui,MIT,2019-04-03 22:10:49.000,2022-01-10 17:18:30.000,2022-01-10 17:10:56.000,3949.0,124.0,547,49.0,1314.0,75.0,527.0,4196,2022-01-05 10:05:26.000,0.13.1,361.0,"Build consistent, themeable React apps based on constraint-based design principles.",19795.0,18701.0,137,36,https://www.npmjs.com/package/theme-ui,2021-05-19 08:13:11.218,1094.0,351402.0,351402.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
63,React Ace,securingsincity/react-ace,react-ace,editors,org.webjars.npm:react-ace,https://github.com/securingsincity/react-ace,https://github.com/securingsincity/react-ace,MIT,2014-11-29 05:15:14.000,2022-01-11 01:01:50.000,2021-11-04 01:38:59.000,1154.0,35.0,551,30.0,930.0,149.0,289.0,3372,2021-10-22 01:16:22.000,9.5.0,95.0,React Ace Component.,17352.0,15019.0,116,36,https://www.npmjs.com/package/react-ace,2021-10-22 01:15:52.387,2332.0,999957.0,999968.0,https://search.maven.org/artifact/org.webjars.npm/react-ace,2018-11-03 00:00:00.000,1.0,True,2,,,https://securingsincity.github.io/react-ace/,,,,,938.0,,,,,,,,,,,,,,,,,
64,docz,doczjs/docz,docz,dev-tools,,https://github.com/doczjs/docz,https://github.com/doczjs/docz,MIT,2018-03-17 04:24:10.000,2022-01-07 11:50:39.000,2021-11-09 19:42:48.000,1599.0,1.0,1379,187.0,462.0,98.0,1116.0,22067,2020-04-05 08:58:58.000,2.3.1,274.0,It has never been so easy to document your things!.,7868.0,5842.0,130,35,https://www.npmjs.com/package/docz,2021-09-10 12:11:28.492,2026.0,66551.0,66551.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,
65,Bit,teambit/bit,bit-bin,dev-tools,,https://github.com/teambit/bit,https://github.com/teambit/bit,Apache-2.0,2017-01-22 14:51:43.000,2022-01-11 03:59:08.000,2022-01-11 03:59:07.000,9126.0,399.0,798,179.0,3757.0,220.0,1221.0,14546,2020-07-13 09:59:04.000,14.8.8,757.0,"Build, distribute, and collaborate on components.",97.0,9.0,64,35,https://www.npmjs.com/package/bit-bin,2021-07-05 14:30:42.755,88.0,9497.0,9606.0,,,,True,2,,,,,,,,6006.0,,,,,,,,,,,,,,,,,
66,blitz,blitz-js/blitz,blitz,cms-frameworks,,https://github.com/blitz-js/blitz,https://github.com/blitz-js/blitz,MIT,2020-02-17 21:54:15.000,2022-01-10 12:17:39.000,2022-01-10 12:17:38.000,2369.0,163.0,619,116.0,1641.0,153.0,953.0,10584,2022-01-06 15:32:27.000,0.45.0,355.0,The Fullstack React Framework built on Next.js.,1404.0,1398.0,270,35,https://www.npmjs.com/package/blitz,2022-01-06 15:26:40.098,6.0,16623.0,16623.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
67,React-Toastify,fkhadra/react-toastify,react-toastify,notifications,,https://github.com/fkhadra/react-toastify,https://github.com/fkhadra/react-toastify,MIT,2016-11-08 12:32:52.000,2022-01-05 12:11:08.000,2021-11-03 18:51:28.000,1090.0,2.0,425,47.0,180.0,43.0,449.0,8222,2021-11-03 18:53:43.000,8.1.0,123.0,React notification made easy !.,143571.0,139933.0,71,35,https://www.npmjs.com/package/react-toastify,2021-11-03 18:52:17.547,3638.0,2740881.0,2740881.0,,,,True,1,,,https://fkhadra.github.io/react-toastify/introduction/,,,,,,,,,,,,,,,,,,,,,,
68,baseweb,uber/baseweb,baseui,ui-frameworks,,https://github.com/uber/baseweb,https://github.com/uber/baseweb,MIT,2018-03-09 01:32:10.000,2022-01-07 20:46:58.000,2022-01-04 22:06:12.000,2982.0,64.0,667,79.0,3813.0,99.0,776.0,7277,2022-01-04 22:12:41.459,10.7.1,667.0,A React Component library implementing the Base design language.,2737.0,2662.0,220,35,https://www.npmjs.com/package/baseui,2022-01-04 22:12:41.459,75.0,95542.0,95542.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
69,material-table,mbrn/material-table,material-table,data-tables,,https://github.com/mbrn/material-table,https://github.com/mbrn/material-table,MIT,2018-08-06 13:15:08.000,2022-01-06 05:03:24.000,2021-04-21 11:22:33.000,1576.0,,1048,52.0,619.0,101.0,2395.0,3214,2021-04-21 11:24:11.402,1.69.3,187.0,Datatable for React based on material-uis table with additional features.,18672.0,18264.0,198,35,https://www.npmjs.com/package/material-table,2021-04-21 11:24:11.402,408.0,397610.0,397610.0,,,,True,2,,['material-ui'],,,,,,,,,,,,,,,,,,,,,,,
70,Electron,electron/electron,electron,desktop-apps,,https://github.com/electron/electron,https://github.com/electron/electron,MIT,2013-04-12 01:47:36.000,2022-01-10 22:23:59.810,,,,13090,,,1553.0,,99659,2022-01-03 23:23:47.914,16.0.6,661.0,"Build cross-platform desktop apps with JavaScript, HTML, and CSS.",27117.0,,777,34,https://www.npmjs.com/package/electron,2022-01-10 22:23:59.810,27117.0,1671930.0,1671930.0,,,,True,1,-1.0,,,,,,,,,,,,,,,,,,,,,,,,
71,Tauri,tauri-apps/tauri,tauri,desktop-apps,,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,MIT,2019-07-13 09:09:37.000,2022-01-10 18:33:36.000,2022-01-10 18:33:35.000,2020.0,194.0,649,299.0,2010.0,137.0,782.0,27104,2021-08-23 14:51:22.000,cli.rs-v1.0.0-beta.7,100.0,"Build smaller, faster, and more secure desktop applications with a web frontend.",787.0,771.0,135,34,https://www.npmjs.com/package/tauri,2021-01-24 12:41:34.564,7.0,666.0,10954.333333333334,,,,True,1,11.0,,,,,,,2305.0,,,,,tauri-utils,https://crates.io/crates/tauri-utils,2021-04-25 21:08:22.344,9.0,10032.333333333334,78496.0,,,,,,,
72,visx,airbnb/visx,@visx/group,data-viz,,https://github.com/airbnb/visx,https://github.com/airbnb/visx,MIT,2017-03-15 16:25:41.000,2022-01-06 19:30:26.000,2022-01-05 00:41:58.000,3017.0,35.0,558,157.0,640.0,98.0,523.0,14630,2021-08-17 20:42:16.915,2.1.0,76.0,visx | visualization components.,198.0,175.0,128,34,https://www.npmjs.com/package/@visx/group,2021-08-10 07:12:40.063,23.0,363879.0,363879.0,,,,True,2,,,https://airbnb.io/visx/gallery,,,,,,,,,,,,,,,,,,,,,,
73,sql.js,sql-js/sql.js,sql.js,others,,https://github.com/sql-js/sql.js,https://github.com/sql-js/sql.js,MIT,2012-02-27 03:05:49.000,2021-12-30 09:35:40.000,2021-09-30 15:23:15.000,482.0,,914,239.0,132.0,103.0,265.0,9679,2021-09-30 15:31:29.334,1.6.2,33.0,A javascript library to run SQLite on the web.,4193.0,3558.0,42,34,https://www.npmjs.com/package/sql.js,2021-09-30 15:31:29.334,635.0,178919.0,179543.0,,,,True,2,,,,,,,,16241.0,,,,,,,,,,,,,,,,,
74,ncc,vercel/ncc,@vercel/ncc,dev-tools,,https://github.com/vercel/ncc,https://github.com/vercel/ncc,MIT,2018-11-13 04:00:21.000,2022-01-02 00:04:05.000,2022-01-01 23:54:43.000,486.0,24.0,205,54.0,405.0,146.0,303.0,6274,2021-12-18 20:33:29.595,0.33.1,74.0,"Compile a Node.js project into a single file. Supports TypeScript, binary addons, dynamic requires.",9136.0,8965.0,45,34,https://www.npmjs.com/package/@vercel/ncc,2021-12-18 20:33:29.595,171.0,550013.0,550013.0,,,,True,3,,,,,,,,,,,,,,,,,,,ncc,,,,,,
75,react-data-grid,adazzle/react-data-grid,react-data-grid,data-tables,org.webjars.npm:react-data-grid,https://github.com/adazzle/react-data-grid,https://github.com/adazzle/react-data-grid,MIT,2015-03-06 10:15:04.000,2022-01-11 03:20:25.000,2021-12-09 14:29:05.000,2175.0,3.0,1892,130.0,1387.0,70.0,1228.0,5050,2019-04-03 17:25:26.810,6.1.0,1006.0,Feature-rich and customizable data grid React component.,5626.0,5010.0,125,34,https://www.npmjs.com/package/react-data-grid,2021-05-26 14:56:53.386,616.0,214669.0,214669.0,https://search.maven.org/artifact/org.webjars.npm/react-data-grid,2017-11-11 17:55:34.000,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,
76,eui,elastic/eui,@elastic/eui,ui-frameworks,org.webjars.npm:elastic__eui,https://github.com/elastic/eui,https://github.com/elastic/eui,ICU,2017-10-18 14:49:20.000,2022-01-10 23:39:03.000,2022-01-06 00:08:31.000,4081.0,171.0,587,304.0,3042.0,385.0,2058.0,3306,2022-01-05 18:39:37.000,44.0.0,387.0,Elastic UI Framework.,124.0,80.0,207,34,https://www.npmjs.com/package/@elastic/eui,2022-01-05 18:31:34.641,44.0,198185.0,198260.0,https://search.maven.org/artifact/org.webjars.npm/elastic__eui,2020-08-21 00:00:00.000,,False,3,,,,,,,,3465.0,,,,,,,,,,,,,,,,,
77,editor.js,codex-team/editor.js,@editorjs/editorjs,editors,org.webjars.npm:editorjs__editorjs,https://github.com/codex-team/editor.js,https://github.com/codex-team/editor.js,Apache-2.0,2015-11-28 20:56:35.000,2022-01-06 08:57:00.000,2021-11-24 18:14:24.000,615.0,1.0,1360,214.0,808.0,457.0,614.0,17732,2021-09-20 15:59:27.000,2.22.3,41.0,A block-styled editor with clean JSON output.,2853.0,2741.0,36,33,https://www.npmjs.com/package/@editorjs/editorjs,2021-11-24 20:05:38.213,112.0,80868.0,80922.0,https://search.maven.org/artifact/org.webjars.npm/editorjs__editorjs,2021-07-06 13:05:49.000,,True,2,,,,,,,,3248.0,,,,,,,,,,,,,,,,,
78,react-draft-wysiwyg,jpuri/react-draft-wysiwyg,react-draft-wysiwyg,editors,,https://github.com/jpuri/react-draft-wysiwyg,https://github.com/jpuri/react-draft-wysiwyg,MIT,2016-09-04 18:33:34.000,2022-01-10 10:50:13.000,2021-05-05 01:18:14.000,826.0,,990,85.0,345.0,573.0,367.0,5472,2021-05-05 01:18:31.148,1.14.7,130.0,A Wysiwyg editor build on top of ReactJS and DraftJS. https://jpuri.github.io/react-draft-wysiwyg.,18477.0,17442.0,83,33,https://www.npmjs.com/package/react-draft-wysiwyg,2021-05-05 01:18:31.148,1035.0,608452.0,608452.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,
79,react-quill,zenoamaro/react-quill,react-quill,editors,,https://github.com/zenoamaro/react-quill,https://github.com/zenoamaro/react-quill,MIT,2014-11-07 12:25:40.000,2021-12-01 19:33:42.000,2021-08-18 17:37:34.000,425.0,,662,59.0,149.0,198.0,412.0,4789,2020-03-29 19:25:46.394,1.3.5,48.0,A Quill component for React.,20774.0,19685.0,52,33,https://www.npmjs.com/package/react-quill,2020-03-29 18:18:10.355,1089.0,795992.0,795994.0,,,,True,2,,,,,,,,187.0,,,,,,,,,,,,,,,,,
80,Perspective,finos/perspective,@finos/perspective,data-tables,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-01-07 18:07:44.000,2022-01-06 21:41:52.000,4989.0,231.0,428,98.0,1155.0,70.0,419.0,4106,2022-01-06 01:42:23.000,1.1.0,60.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",249.0,221.0,65,33,https://www.npmjs.com/package/@finos/perspective,2022-01-05 23:51:03.528,19.0,7811.0,12811.0,,,,True,2,,,https://perspective.finos.org/,perspective-python,https://pypi.org/project/perspective-python,2022-01-06 01:42:23.000,,,,,,,,,,,,,,conda-forge/perspective,9.0,3056.0,https://anaconda.org/conda-forge/perspective,2021-12-27 21:24:59.366,36950.0
81,MUI-Datatables,gregnb/mui-datatables,mui-datatables,data-tables,,https://github.com/gregnb/mui-datatables,https://github.com/gregnb/mui-datatables,MIT,2017-11-04 19:49:44.000,2021-12-22 18:43:20.000,2021-10-30 11:06:48.000,984.0,29.0,824,43.0,543.0,521.0,790.0,2263,2021-10-25 12:05:16.226,4.0.0,148.0,Datatables for React using Material-UI - https://www.material-ui-datatables.com.,6612.0,6409.0,140,33,https://www.npmjs.com/package/mui-datatables,2021-10-25 12:05:16.226,203.0,172577.0,172577.0,,,,True,2,,['material-ui'],,,,,,,,,,,,,,,,,,,,,,,
82,React Data Table,jbetancur/react-data-table-component,react-data-table-component,data-tables,,https://github.com/jbetancur/react-data-table-component,https://github.com/jbetancur/react-data-table-component,Apache-2.0,2018-03-16 04:31:39.000,2021-12-19 18:43:46.000,2021-12-19 18:43:44.000,899.0,11.0,251,23.0,374.0,56.0,568.0,1347,2021-12-18 15:36:39.000,7.4.6,174.0,"A responsive table library with built-in sorting, pagination, selection, expandable rows, and customizable styling.",6594.0,6524.0,54,33,https://www.npmjs.com/package/react-data-table-component,2021-12-18 15:31:52.672,70.0,169812.0,169812.0,,,,True,2,,,https://jbetancur.github.io/react-data-table-component/,,,,,,,,,,,,,,,,,,,,,,
83,tabler,tabler/tabler,tabler,ui-frameworks,org.webjars.npm:tabler,https://github.com/tabler/tabler,https://github.com/tabler/tabler,MIT,2018-02-01 09:08:59.000,2022-01-10 22:29:14.000,2022-01-09 20:52:41.000,1825.0,77.0,2788,606.0,441.0,52.0,439.0,24751,2021-12-07 19:46:26.000,1.0.0-beta5,28.0,Tabler is free and open-source HTML Dashboard UI Kit built on Bootstrap.,95.0,89.0,69,32,https://www.npmjs.com/package/tabler,2017-09-11 23:14:32.082,6.0,298.0,298.0,https://search.maven.org/artifact/org.webjars.npm/tabler,2021-11-03 07:51:37.000,,True,3,,['bootstrap'],,,,,,,,,,,,,,,,,,,,,,,
84,Evergreen,segmentio/evergreen,evergreen-ui,ui-frameworks,org.webjars.npm:github-com-segmentio-evergreen,https://github.com/segmentio/evergreen,https://github.com/segmentio/evergreen,MIT,2017-07-30 10:03:14.000,2022-01-10 21:47:13.000,2022-01-04 16:58:44.000,821.0,37.0,746,121.0,935.0,33.0,370.0,11390,2022-01-04 16:54:49.000,6.6.5,222.0,Evergreen React UI Framework by Segment.,2985.0,2831.0,130,32,https://www.npmjs.com/package/evergreen-ui,2022-01-04 16:46:14.385,154.0,54273.0,54273.0,https://search.maven.org/artifact/org.webjars.npm/github-com-segmentio-evergreen,2019-02-06 00:00:00.000,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
85,Remotion,remotion-dev/remotion,@remotion/renderer,others,,https://github.com/remotion-dev/remotion,https://github.com/remotion-dev/remotion,ICU,2020-06-23 19:49:10.000,2022-01-10 15:16:20.000,2022-01-09 15:16:50.000,3525.0,368.0,371,63.0,410.0,48.0,289.0,8940,2022-01-06 17:37:37.000,2.6.1,350.0,Create videos programmatically in React.,252.0,251.0,80,32,https://www.npmjs.com/package/@remotion/renderer,2021-12-12 16:35:33.372,1.0,6000.0,6000.0,,,,False,3,12.0,,,,,,,,,,,,,,,,,,,,,,,,
86,BizCharts,alibaba/BizCharts,bizcharts,data-viz,,https://github.com/alibaba/BizCharts,https://github.com/alibaba/BizCharts,MIT,2017-11-10 08:27:54.000,2021-12-07 02:32:49.000,2021-12-06 10:48:33.000,974.0,5.0,651,147.0,194.0,298.0,992.0,5782,2021-12-07 02:34:01.000,4.1.15,229.0,Powerful data visualization library based on G2 and React.,13000.0,11801.0,79,32,https://www.npmjs.com/package/bizcharts,2021-12-07 02:30:24.101,1199.0,93976.0,93976.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,
87,twin.macro,ben-rogerson/twin.macro,twin.macro,styling,,https://github.com/ben-rogerson/twin.macro,https://github.com/ben-rogerson/twin.macro,MIT,2020-02-19 04:45:25.000,2022-01-10 12:08:43.000,2022-01-02 03:13:05.000,770.0,12.0,120,29.0,143.0,14.0,235.0,5215,2021-12-07 23:59:40.000,2.8.2,62.0,"Twin blends the magic of Tailwind with the flexibility of css-in-js (emotion, styled-components, stitches and goober)..",5560.0,5493.0,35,32,https://www.npmjs.com/package/twin.macro,2021-12-07 23:59:18.539,67.0,164326.0,164326.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
88,Reactive Search,appbaseio/reactivesearch,@appbaseio/reactivesearch,other-components,,https://github.com/appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,Apache-2.0,2017-02-15 15:21:24.000,2022-01-10 18:26:57.000,2022-01-10 18:23:31.000,3591.0,87.0,458,64.0,732.0,166.0,890.0,4538,2022-01-10 18:26:58.000,1.25.0-ue,295.0,Search UI components for React and Vue: powered by appbase.io / Elasticsearch.,229.0,125.0,64,32,https://www.npmjs.com/package/@appbaseio/reactivesearch,2022-01-10 17:58:10.136,104.0,16560.0,16560.0,,,,True,2,,,https://opensource.appbase.io/reactivesearch/#examples,,,,,,,,,,,,,,,,,,,,,,
89,Notistack,iamhosseindhv/notistack,notistack,notifications,,https://github.com/iamhosseindhv/notistack,https://github.com/iamhosseindhv/notistack,MIT,2018-08-04 21:05:47.000,2021-12-29 16:35:24.000,2021-10-31 03:49:11.000,480.0,2.0,248,24.0,147.0,24.0,293.0,2606,2021-10-31 03:52:26.752,2.0.3,92.0,Highly customizable notification snackbars (toasts) that can be stacked on top of each other.,15802.0,15328.0,45,32,https://www.npmjs.com/package/notistack,2021-10-31 03:39:16.160,474.0,1148315.0,1148315.0,,,,True,3,,['material-ui'],https://iamhosseindhv.com/notistack/demos,,,,,,,,,,,,,,,,,,,,,,
90,react-monaco-editor,react-monaco-editor/react-monaco-editor,react-monaco-editor,editors,,https://github.com/react-monaco-editor/react-monaco-editor,https://github.com/react-monaco-editor/react-monaco-editor,MIT,2016-09-05 07:11:05.000,2022-01-01 19:07:40.000,2022-01-01 19:03:15.000,449.0,42.0,284,18.0,209.0,27.0,242.0,2567,2021-10-26 20:47:08.479,0.46.0,71.0,Monaco Editor for React.,10742.0,10232.0,64,32,https://www.npmjs.com/package/react-monaco-editor,2021-10-26 20:47:08.479,510.0,239863.0,239863.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,
91,react-json-view,mac-s-g/react-json-view,react-json-view,file-handling,org.webjars.npm:react-json-view,https://github.com/mac-s-g/react-json-view,https://github.com/mac-s-g/react-json-view,MIT,2017-03-26 06:01:36.000,2021-11-30 05:39:18.000,2021-03-09 03:27:31.000,732.0,,329,24.0,187.0,132.0,89.0,2405,2021-03-09 03:08:46.252,1.21.3,111.0,JSON viewer for react.,26741.0,25832.0,33,32,https://www.npmjs.com/package/react-json-view,2021-03-09 03:08:46.252,909.0,1066134.0,1066134.0,https://search.maven.org/artifact/org.webjars.npm/react-json-view,2018-01-12 00:00:00.000,,True,2,,,https://mac-s-g.github.io/react-json-view/demo/dist/,,,,,,,,,,,,,,,,,,,,,,
92,components,primer/react,@primer/components,ui-frameworks,,https://github.com/primer/react,https://github.com/primer/react,MIT,2018-02-17 00:09:05.000,2022-01-11 00:24:31.000,2022-01-10 17:52:12.000,6514.0,151.0,225,21.0,1318.0,66.0,402.0,1517,2021-12-22 12:33:14.000,34.1.0,3732.0,An implementation of GitHubs Primer Design System using React.,57.0,14.0,88,32,https://www.npmjs.com/package/@primer/components,2021-12-08 18:39:49.931,43.0,191014.0,191014.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
93,react-csv,react-csv/react-csv,react-csv,file-handling,,https://github.com/react-csv/react-csv,https://github.com/react-csv/react-csv,MIT,2016-11-25 12:55:39.000,2022-01-05 11:52:14.000,2022-01-03 15:09:05.000,228.0,44.0,241,16.0,100.0,81.0,138.0,861,2021-12-20 12:06:28.617,2.2.1,39.0,React components to build CSV files on the fly basing on Array/literal object of data.,8940.0,8602.0,38,32,https://www.npmjs.com/package/react-csv,2021-12-20 12:06:28.617,338.0,838143.0,838143.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,
94,ReactPage,react-page/react-page,@react-page/editor,editors,,https://github.com/react-page/react-page,https://github.com/react-page/react-page,MIT,2015-05-29 12:19:44.000,2021-12-30 14:18:08.786,2021-12-30 14:09:49.000,1210.0,15.0,583,159.0,375.0,8.0,647.0,8722,2021-12-30 14:18:26.000,4.4.1,271.0,"Next-gen, highly customizable content editor for the browser - based on React and written in TypeScript. WYSIWYG on..",95.0,83.0,52,31,https://www.npmjs.com/package/@react-page/editor,2021-12-30 14:18:08.786,12.0,4325.0,4325.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,
95,React Flow,wbkd/react-flow,react-flow-renderer,other-components,,https://github.com/wbkd/react-flow,https://github.com/wbkd/react-flow,MIT,2019-07-15 14:47:30.000,2022-01-09 04:18:48.000,2022-01-03 16:17:51.000,2300.0,154.0,502,65.0,825.0,84.0,703.0,8557,2022-01-03 16:19:04.000,9.7.2,192.0,"Highly customizable library for building interactive node-based UIs, editors, flow charts and diagrams.",9.0,,45,31,https://www.npmjs.com/package/react-flow-renderer,2022-01-04 10:16:23.305,9.0,288974.0,288974.0,,,,True,2,,,https://reactflow.dev/examples/,,,,,,,,,,,,,,,,,,,,,,
96,react-vis,uber/react-vis,react-vis,data-viz,cljsjs:react-vis,https://github.com/uber/react-vis,https://github.com/uber/react-vis,MIT,2016-02-22 20:45:50.000,2021-09-03 11:19:49.000,2020-07-13 14:33:01.000,876.0,,820,2135.0,631.0,327.0,507.0,8108,2019-04-19 03:58:15.000,1.11.7,99.0,Data Visualization Components.,640.0,,122,31,https://www.npmjs.com/package/react-vis,2017-04-22 00:52:57.632,640.0,260811.0,260811.0,https://search.maven.org/artifact/cljsjs/react-vis,2020-02-09 17:45:49.000,,False,2,,,http://uber.github.io/react-vis/examples/showcases/,,,,,,,,,,,,,,,,,,,,,,
97,Rebass,rebassjs/rebass,rebass,ui-frameworks,org.webjars.npm:rebass,https://github.com/rebassjs/rebass,https://github.com/rebassjs/rebass,MIT,2015-02-11 14:48:09.000,2021-10-31 08:29:24.000,2021-08-03 19:54:17.000,2024.0,,604,69.0,662.0,74.0,429.0,7577,2019-10-28 19:08:45.057,4.0.7,109.0,React primitive UI components built with styled-system.,12336.0,11323.0,58,31,https://www.npmjs.com/package/rebass,2019-10-28 19:08:45.057,1013.0,213302.0,213302.0,https://search.maven.org/artifact/org.webjars.npm/rebass,2016-08-09 00:00:00.000,,True,3,,,https://codesandbox.io/s/github/rebassjs/rebass/tree/master/examples/sandbox,,,,,,,,,,,,,,,,,,,,,,
98,react-avatar-editor,mosch/react-avatar-editor,react-avatar-editor,other-components,org.webjars.npm:react-avatar-editor,https://github.com/mosch/react-avatar-editor,https://github.com/mosch/react-avatar-editor,MIT,2014-12-12 01:22:23.000,2021-12-07 13:01:05.000,2021-09-03 07:54:44.000,529.0,,331,39.0,150.0,5.0,209.0,1854,2021-07-23 09:01:09.370,12.0.0,67.0,Small avatar & profile picture component. Resize and crop uploaded images using a intuitive user interface.,4776.0,4478.0,62,31,https://www.npmjs.com/package/react-avatar-editor,2021-07-23 09:01:09.370,298.0,291109.0,291109.0,https://search.maven.org/artifact/org.webjars.npm/react-avatar-editor,2016-10-01 20:23:54.000,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,
99,ant-design-charts,ant-design/ant-design-charts,@ant-design/charts,data-viz,,https://github.com/ant-design/ant-design-charts,https://github.com/ant-design/ant-design-charts,MIT,2020-03-09 09:08:31.000,2022-01-07 16:52:16.000,2022-01-07 16:52:15.000,748.0,149.0,261,16.0,368.0,146.0,585.0,965,2022-01-07 16:02:34.000,1.3.4,98.0,A React Chart Library.,2383.0,2376.0,35,31,https://www.npmjs.com/package/@ant-design/charts,2022-01-07 15:55:34.890,7.0,111956.0,111956.0,,,,True,2,,['ant-design'],,,,,,,,,,,,,,,,,,,,,,,
100,muuri,haltu/muuri,muuri,other-components,org.webjars.npm:muuri,https://github.com/haltu/muuri,https://github.com/haltu/muuri,MIT,2015-12-21 07:00:44.000,2021-12-11 05:10:49.000,2021-07-09 19:05:04.000,516.0,,597,182.0,28.0,80.0,400.0,9815,2021-07-09 19:14:08.022,0.9.5,22.0,"Infinite responsive, sortable, filterable and draggable layouts.",862.0,822.0,14,30,https://www.npmjs.com/package/muuri,2021-07-09 19:14:08.022,40.0,50305.0,50305.0,https://search.maven.org/artifact/org.webjars.npm/muuri,2020-02-26 00:00:00.000,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,
101,searchkit,searchkit/searchkit,searchkit,other-components,,https://github.com/searchkit/searchkit,https://github.com/searchkit/searchkit,Apache-2.0,2015-11-19 18:27:43.000,2022-01-09 14:08:57.000,2021-11-14 11:53:04.000,1968.0,6.0,408,93.0,504.0,39.0,531.0,4351,2021-11-03 19:04:48.000,3.0.0-canary.46,93.0,GraphQL API & React UI components for Elasticsearch. The easiest way to build a great search experience.,763.0,608.0,53,30,https://www.npmjs.com/package/searchkit,2021-01-13 21:30:25.068,155.0,10253.0,10253.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,
102,dnd-kit,clauderic/dnd-kit,@dnd-kit/core,other-components,,https://github.com/clauderic/dnd-kit,https://github.com/clauderic/dnd-kit,MIT,2020-11-26 00:46:52.000,2022-01-10 22:08:49.000,2022-01-10 22:04:48.000,336.0,50.0,147,26.0,170.0,80.0,244.0,3578,2022-01-10 22:08:50.000,@dnd-kit/core@5.0.1,74.0,"The modern, lightweight, performant, accessible and extensible drag & drop toolkit for React.",317.0,315.0,29,30,https://www.npmjs.com/package/@dnd-kit/core,2022-01-10 22:08:47.253,2.0,350301.0,350301.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,
103,react-rte,sstur/react-rte,react-rte,editors,org.webjars.npm:github-com-sstur-react-rte,https://github.com/sstur/react-rte,https://github.com/sstur/react-rte,ISC,2016-02-25 02:36:56.000,2022-01-05 17:00:36.000,2021-11-30 15:51:07.000,316.0,2.0,423,45.0,96.0,180.0,149.0,2687,2021-12-01 15:05:41.000,0.16.4,39.0,Pure React rich text WYSIWYG editor based on draft-js.,2831.0,2533.0,46,30,https://www.npmjs.com/package/react-rte,2016-02-24 23:30:39.985,298.0,98256.0,98256.0,https://search.maven.org/artifact/org.webjars.npm/github-com-sstur-react-rte,2021-04-13 14:58:29.000,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
104,react-digraph,uber/react-digraph,react-digraph,editors,,https://github.com/uber/react-digraph,https://github.com/uber/react-digraph,MIT,2016-11-11 07:43:00.000,2022-01-02 16:18:54.000,2021-09-25 04:17:54.000,460.0,,250,1551.0,158.0,77.0,100.0,2235,2021-09-25 04:40:42.000,8.0.0-beta.8,96.0,A library for creating directed graph editors.,274.0,251.0,45,30,https://www.npmjs.com/package/react-digraph,2021-09-25 04:27:21.587,23.0,14903.0,14903.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
