,name,github_id,npm_id,category,maven_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,maven_url,maven_latest_release_published_at,maven_dependent_project_count,show,projectrank_placing,trending,labels,demo_url,pypi_id,pypi_url,pypi_latest_release_published_at,nuget_id,github_release_downloads,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,brew_id,conda_id,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads
105,Semiotic,nteract/semiotic,semiotic,data-viz,,https://github.com/nteract/semiotic,https://github.com/nteract/semiotic,Apache-2.0,2017-03-16 17:46:24.000,2022-01-10 03:34:08.000,2022-01-10 03:33:54.000,2456.0,161.0,148,44.0,152.0,35.0,417.0,2231,2020-12-02 04:27:28.174,1.20.6,205.0,A data visualization framework combining React & D3.,368.0,325.0,30,30,https://www.npmjs.com/package/semiotic,2022-01-04 17:06:06.876,43.0,16704.0,16704.0,,,,True,3,,,https://semiotic.nteract.io/examples,,,,,,,,,,,,,,,,,,,,,,
106,Monaco React,suren-atoyan/monaco-react,@monaco-editor/react,editors,,https://github.com/suren-atoyan/monaco-react,https://github.com/suren-atoyan/monaco-react,MIT,2019-06-16 07:46:31.000,2021-12-26 15:50:23.000,2021-11-24 09:16:14.000,382.0,4.0,128,11.0,49.0,42.0,199.0,1467,2021-10-03 14:26:32.000,4.3.1,88.0,Monaco Editor for React - use the monaco-editor in any React application without needing to use webpack (or..,3976.0,3862.0,31,30,https://www.npmjs.com/package/@monaco-editor/react,2021-10-03 14:25:47.775,114.0,387760.0,387760.0,,,,True,3,,,https://monaco-react.surenatoyan.com/,,,,,,,,,,,,,,,,,,,,,,
107,elastic-charts,elastic/elastic-charts,@elastic/charts,data-viz,,https://github.com/elastic/elastic-charts,https://github.com/elastic/elastic-charts,ICU,2019-01-14 11:49:41.000,2022-01-10 17:46:02.000,2022-01-10 15:33:09.000,1079.0,74.0,81,249.0,858.0,231.0,460.0,243,2022-01-10 15:33:18.938,42.1.0,290.0,Elastic Charts library.,200.0,191.0,30,30,https://www.npmjs.com/package/@elastic/charts,2022-01-10 15:33:18.938,9.0,131706.0,131706.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,
108,Reactotron,infinitered/reactotron,reactotron,dev-tools,,https://github.com/infinitered/reactotron,https://github.com/infinitered/reactotron,MIT,2016-04-15 21:58:32.000,2021-11-16 17:18:06.000,2021-11-16 17:18:05.000,1257.0,1.0,827,166.0,754.0,122.0,376.0,13363,2019-08-28 01:19:24.000,2.17.1,100.0,"A desktop app for inspecting your React JS and React Native projects. macOS, Linux, and Windows.",81.0,,103,29,https://www.npmjs.com/package/reactotron,2016-08-09 12:27:37.454,81.0,1527.0,29508.0,,,,True,3,,,,,,,,1930748.0,,,,,,,,,,,,,,,,,
109,headlessui,tailwindlabs/headlessui,headlessui,ui-frameworks,,https://github.com/tailwindlabs/headlessui,https://github.com/tailwindlabs/headlessui,MIT,2020-09-16 09:53:09.000,2021-12-31 01:15:10.000,2021-11-08 13:21:01.000,241.0,11.0,442,158.0,230.0,83.0,297.0,12564,2021-11-08 10:21:38.000,@headlessui/react@v1.4.2,29.0,"Completely unstyled, fully accessible UI components, designed to integrate beautifully with Tailwind CSS.",120.0,120.0,27,29,https://www.npmjs.com/package/headlessui,2020-09-13 00:34:17.623,,4691.0,4691.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
110,React Hot Toast,timolins/react-hot-toast,react-hot-toast,notifications,,https://github.com/timolins/react-hot-toast,https://github.com/timolins/react-hot-toast,MIT,2020-12-07 22:05:40.000,2022-01-04 14:35:50.000,2022-01-04 14:35:08.000,215.0,7.0,133,18.0,45.0,38.0,60.0,4384,2022-01-04 14:37:11.000,2.2.0,13.0,Smoking hot React Notifications.,7903.0,7898.0,19,29,https://www.npmjs.com/package/react-hot-toast,2022-01-04 14:35:47.019,5.0,449746.0,449746.0,,,,True,3,,,https://react-hot-toast.com/,,,,,,,,,,,,,,,,,,,,,,
111,react-sortable-tree,frontend-collective/react-sortable-tree,react-sortable-tree,other-components,org.webjars.npm:react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,MIT,2016-07-22 08:36:25.000,2021-08-03 20:06:48.000,2021-06-11 13:41:37.000,553.0,,809,70.0,344.0,321.0,297.0,4360,2020-08-10 08:00:07.000,2.8.0,65.0,Drag-and-drop sortable component for nested data and hierarchies.,3439.0,3132.0,38,29,https://www.npmjs.com/package/react-sortable-tree,2020-08-10 07:56:50.631,307.0,283142.0,283142.0,https://search.maven.org/artifact/org.webjars.npm/react-sortable-tree,2016-12-07 00:00:00.000,,True,3,,,https://frontend-collective.github.io/react-sortable-tree/?path=/story/basics--minimal-implementation,,,,,,,,,,,,,,,,,,,,,,
112,react-copy-to-clipboard,nkbt/react-copy-to-clipboard,react-copy-to-clipboard,other-components,org.webjars.npm:react-copy-to-clipboard,https://github.com/nkbt/react-copy-to-clipboard,https://github.com/nkbt/react-copy-to-clipboard,MIT,2015-07-04 09:10:02.000,2021-08-17 15:55:10.000,2021-08-17 15:55:09.000,515.0,,113,18.0,90.0,18.0,68.0,1900,2021-08-17 13:21:12.109,5.0.4,28.0,Copy-to-clipboard React component.,64008.0,59851.0,18,29,https://www.npmjs.com/package/react-copy-to-clipboard,2021-08-17 13:21:12.109,4157.0,2537161.0,2537161.0,https://search.maven.org/artifact/org.webjars.npm/react-copy-to-clipboard,2021-03-12 07:03:15.000,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
113,why-did-you-render,welldone-software/why-did-you-render,why-did-you-render,dev-tools,,https://github.com/welldone-software/why-did-you-render,https://github.com/welldone-software/why-did-you-render,MIT,2018-11-10 19:31:09.000,2022-01-06 15:35:54.000,2022-01-06 15:35:54.000,411.0,9.0,128,38.0,66.0,16.0,150.0,7809,2021-11-14 16:43:54.000,6.2.3,81.0,why-did-you-render by Welldone Software monkey patches React to notify you about potentially avoidable re-renders...,4749.0,4749.0,29,28,https://www.npmjs.com/package/why-did-you-render,2020-05-17 14:12:57.191,,211.0,211.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
114,react-diagrams,projectstorm/react-diagrams,@projectstorm/react-diagrams,data-viz,org.webjars.npm:storm-react-diagrams,https://github.com/projectstorm/react-diagrams,https://github.com/projectstorm/react-diagrams,MIT,2016-06-03 09:10:01.000,2022-01-05 16:30:56.000,2021-11-12 17:17:34.000,842.0,2.0,953,140.0,197.0,252.0,470.0,6640,2021-08-10 00:10:06.057,6.6.1,29.0,"a super simple, no-nonsense diagramming library written in react that just works.",231.0,204.0,82,28,https://www.npmjs.com/package/@projectstorm/react-diagrams,2021-08-10 00:10:06.057,27.0,31445.0,31445.0,https://search.maven.org/artifact/org.webjars.npm/storm-react-diagrams,2017-12-11 00:00:00.000,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
115,React-Move,sghall/react-move,react-move,animations,org.webjars.npm:github-com-tannerlinsley-react-move,https://github.com/sghall/react-move,https://github.com/sghall/react-move,MIT,2017-03-20 15:38:13.000,2021-09-20 20:55:33.000,2021-06-13 06:33:28.000,524.0,,204,56.0,36.0,2.0,39.0,6401,2021-06-13 05:41:59.344,6.5.0,60.0,"React Move | Beautiful, data-driven animations for React.",4736.0,4354.0,13,28,https://www.npmjs.com/package/react-move,2021-06-13 05:41:59.344,382.0,311723.0,311723.0,https://search.maven.org/artifact/org.webjars.npm/github-com-tannerlinsley-react-move,2017-08-03 00:00:00.000,,True,1,,,https://react-move-docs.netlify.app/#/demos/node-group,,,,,,,,,,,,,,,,,,,,,,
116,material-ui-chip-input,TeamWertarbyte/material-ui-chip-input,material-ui-chip-input,other-components,org.webjars.npm:material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,MIT,2016-09-07 16:47:10.000,2021-10-21 14:50:06.000,2020-09-08 13:18:49.000,305.0,,194,14.0,93.0,38.0,237.0,726,2019-12-01 15:35:30.000,1.1.0,73.0,A chip input field using Material-UI.,5318.0,4833.0,51,28,https://www.npmjs.com/package/material-ui-chip-input,2019-12-01 15:47:13.811,484.0,182204.0,182204.0,https://search.maven.org/artifact/org.webjars.npm/material-ui-chip-input,2019-03-26 00:00:00.000,1.0,False,3,,['material-ui'],https://mui.wertarbyte.com/#material-ui-chip-input,,,,,,,,,,,,,,,,,,,,,,
117,material-ui-dropzone,Yuvaleros/material-ui-dropzone,material-ui-dropzone,file-handling,,https://github.com/Yuvaleros/material-ui-dropzone,https://github.com/Yuvaleros/material-ui-dropzone,MIT,2017-10-16 11:50:16.000,2021-12-16 21:55:16.000,2020-10-01 14:00:45.000,427.0,,201,8.0,139.0,97.0,128.0,415,2020-09-20 20:21:49.283,3.5.0,32.0,A Material-UI file upload dropzone.,4217.0,4124.0,48,28,https://www.npmjs.com/package/material-ui-dropzone,2020-09-20 20:21:49.283,93.0,166607.0,166607.0,,,,False,3,,['material-ui'],https://yuvaleros.github.io/material-ui-dropzone/,,,,,,,,,,,,,,,,,,,,,,
118,React-Datasheet,nadbm/react-datasheet,react-datasheet,data-tables,,https://github.com/nadbm/react-datasheet,https://github.com/nadbm/react-datasheet,MIT,2016-09-25 19:18:17.000,2021-10-17 09:53:27.000,2021-08-05 02:48:08.000,277.0,,456,44.0,115.0,116.0,97.0,4883,2021-02-14 04:56:00.552,1.4.9,46.0,Excel-like data grid (table) component for React.,659.0,615.0,44,27,https://www.npmjs.com/package/react-datasheet,2021-02-14 04:56:00.552,44.0,88064.0,88064.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
119,react-refetch,heroku/react-refetch,react-refetch,data-fetching,,https://github.com/heroku/react-refetch,https://github.com/heroku/react-refetch,MIT,2015-11-11 21:02:02.000,2021-10-12 14:35:48.000,2021-10-12 14:35:48.000,639.0,,151,111.0,121.0,37.0,102.0,3417,2019-10-28 22:11:40.841,3.0.1,82.0,"A simple, declarative, and composable way to fetch data for React components.",937.0,758.0,71,27,https://www.npmjs.com/package/react-refetch,2020-01-20 05:17:56.980,179.0,19849.0,19849.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
120,GGEditor,alibaba/GGEditor,gg-editor,data-viz,,https://github.com/alibaba/GGEditor,https://github.com/alibaba/GGEditor,MIT,2018-08-24 05:50:30.000,2020-09-10 10:08:53.000,2020-07-10 10:33:23.000,405.0,,536,77.0,124.0,277.0,203.0,3228,2020-07-10 10:34:08.312,3.1.3,48.0,A visual graph editor based on G6 and React.,2214.0,2138.0,6,27,https://www.npmjs.com/package/gg-editor,2020-07-10 10:34:08.312,76.0,15423.0,15423.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,
121,tabler-react,tabler/tabler-react,tabler-react,ui-frameworks,,https://github.com/tabler/tabler-react,https://github.com/tabler/tabler-react,MIT,2018-04-12 21:32:09.000,2021-09-21 03:55:23.000,2021-03-07 23:12:06.000,1363.0,,449,58.0,388.0,71.0,147.0,1838,2019-06-04 21:54:09.577,1.30.1,66.0,React components and demo for the Tabler UI theme.,647.0,624.0,34,27,https://www.npmjs.com/package/tabler-react,2019-06-30 13:10:01.077,23.0,9032.0,9032.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
122,restful-react,contiamo/restful-react,restful-react,data-fetching,,https://github.com/contiamo/restful-react,https://github.com/contiamo/restful-react,MIT,2018-06-29 12:52:25.000,2022-01-07 11:53:21.000,2021-12-27 22:34:17.000,618.0,7.0,107,21.0,223.0,37.0,126.0,1825,2021-12-27 22:28:09.722,15.9.4,194.0,"A consistent, declarative way of interacting with RESTful backends, featuring code-generation from Swagger and OpenAPI..",323.0,307.0,49,27,https://www.npmjs.com/package/restful-react,2021-12-27 22:28:09.722,16.0,39100.0,39100.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
123,Drawflow,jerosoler/Drawflow,drawflow,data-viz,,https://github.com/jerosoler/Drawflow,https://github.com/jerosoler/Drawflow,MIT,2020-04-21 17:59:14.000,2022-01-04 07:47:19.000,2022-01-04 07:42:38.000,212.0,22.0,286,38.0,30.0,42.0,279.0,1569,2022-01-04 07:47:20.000,0.0.55,53.0,Simple flow library.,63.0,61.0,11,27,https://www.npmjs.com/package/drawflow,2022-01-04 07:46:08.025,2.0,5250.0,5250.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
124,fullcalendar-react,fullcalendar/fullcalendar-react,@fullcalendar/react,other-components,,https://github.com/fullcalendar/fullcalendar-react,https://github.com/fullcalendar/fullcalendar-react,MIT,2018-12-03 21:32:44.000,2021-11-03 04:11:23.000,2021-11-03 03:48:13.000,184.0,1.0,63,15.0,3.0,23.0,130.0,1111,2021-11-03 04:09:30.051,5.10.1,26.0,An official React component for FullCalendar.,7806.0,7717.0,3,27,https://www.npmjs.com/package/@fullcalendar/react,2021-11-03 04:09:30.051,89.0,336135.0,336135.0,,,,True,3,-1.0,,,,,,,,,,,,,,,,,,,,,,,,
125,rsuite-table,rsuite/rsuite-table,rsuite-table,data-tables,,https://github.com/rsuite/rsuite-table,https://github.com/rsuite/rsuite-table,MIT,2016-06-10 16:19:14.000,2022-01-06 09:34:13.876,2022-01-06 09:29:23.000,534.0,34.0,97,17.0,173.0,23.0,92.0,487,2022-01-06 09:34:13.876,5.3.1,180.0,A React table component.,1955.0,1914.0,16,27,https://www.npmjs.com/package/rsuite-table,2022-01-06 09:34:13.876,41.0,80884.0,80884.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
126,coreui-free-bootstrap-admin-template,coreui/coreui-free-bootstrap-admin-template,@coreui/ajax,admin-dashboards,org.webjars.npm:coreui__ajax,https://github.com/coreui/coreui-free-bootstrap-admin-template,https://github.com/coreui/coreui-free-bootstrap-admin-template,MIT,2016-08-04 12:30:57.000,2021-11-29 10:00:54.000,2021-11-29 09:50:16.000,605.0,4.0,2937,460.0,105.0,25.0,451.0,11059,2021-11-29 09:52:43.000,4.1.0,36.0,Free Bootstrap 5 admin & dashboard template.,7.0,,26,26,https://www.npmjs.com/package/@coreui/ajax,2018-02-28 12:32:30.603,7.0,129.0,133.0,https://search.maven.org/artifact/org.webjars.npm/coreui__ajax,2018-03-15 00:00:00.000,,True,2,,,,,,,,245.0,,,,,,,,,,,,,,,,,
127,Unstated Next,jamiebuilds/unstated-next,unstated-next,state-management,,https://github.com/jamiebuilds/unstated-next,https://github.com/jamiebuilds/unstated-next,MIT,2019-05-02 00:44:35.000,2022-01-02 13:47:15.000,2020-05-04 17:55:59.000,23.0,,129,33.0,39.0,50.0,27.0,3797,2019-05-13 23:34:47.580,1.1.0,3.0,200 bytes to never think about React state management libraries ever again.,2480.0,2343.0,11,26,https://www.npmjs.com/package/unstated-next,2019-05-13 23:34:47.580,137.0,166547.0,166547.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,
128,React Email Editor,unlayer/react-email-editor,react-email-editor,editors,,https://github.com/unlayer/react-email-editor,https://github.com/unlayer/react-email-editor,MIT,2017-10-01 22:44:29.000,2021-12-03 20:44:48.000,2021-11-22 21:59:01.000,99.0,3.0,500,46.0,16.0,122.0,90.0,3154,2021-11-22 21:59:30.657,1.5.0,23.0,Drag-n-Drop Email Editor Component for React.js.,455.0,439.0,7,26,https://www.npmjs.com/package/react-email-editor,2021-11-22 21:59:30.657,16.0,43080.0,43080.0,,,,True,3,,,https://react-email-editor-demo.netlify.app/,,,,,,,,,,,,,,,,,,,,,,
129,Viser,viserjs/viser,viser-react,data-viz,,https://github.com/viserjs/viser,https://github.com/viserjs/viser,MIT,2017-10-27 16:47:46.000,2021-10-06 20:42:40.000,2020-07-30 03:40:48.000,502.0,,122,39.0,182.0,131.0,324.0,1538,2019-12-24 13:03:44.941,2.4.8,65.0,viser is a toolkit fit for data vis engineer. https://viserjs.gitee.io/.,2724.0,2686.0,22,26,https://www.npmjs.com/package/viser-react,2019-12-24 13:03:44.941,38.0,5693.0,5693.0,,,,False,3,,,https://viserjs.github.io/demoHome.html,,,,,,,,,,,,,,,,,,,,,,
130,react-mde,andrerpena/react-mde,react-mde,editors,,https://github.com/andrerpena/react-mde,https://github.com/andrerpena/react-mde,MIT,2016-11-26 18:10:16.000,2021-07-04 22:19:50.000,2021-07-04 22:19:50.000,765.0,,147,15.0,129.0,58.0,144.0,1304,2021-05-04 08:58:15.604,11.5.0,111.0,React Markdown Editor.,1732.0,1639.0,50,26,https://www.npmjs.com/package/react-mde,2021-05-04 08:58:15.604,93.0,114400.0,114400.0,,,,True,3,,,http://andrerpena.me/react-mde/,,,,,,,,,,,,,,,,,,,,,,
131,React Flow Chart,MrBlenny/react-flow-chart,@mrblenny/react-flow-chart,other-components,,https://github.com/MrBlenny/react-flow-chart,https://github.com/MrBlenny/react-flow-chart,MIT,2018-11-07 01:34:23.000,2021-10-05 19:55:26.000,2020-06-28 02:55:27.000,268.0,,272,30.0,75.0,92.0,105.0,1193,2020-06-28 02:56:37.000,0.0.14,14.0,"A flexible, stateless, declarative flow chart library for react.",191.0,171.0,29,26,https://www.npmjs.com/package/@mrblenny/react-flow-chart,2020-06-28 02:55:34.091,20.0,13674.0,13674.0,,,,False,3,,,https://mrblenny.github.io/react-flow-chart/index.html?path=/story/state--internal-react-state,,,,,,,,,,,,,,,,,,,,,,
132,React ApexCharts,apexcharts/react-apexcharts,react-apexcharts,data-viz,,https://github.com/apexcharts/react-apexcharts,https://github.com/apexcharts/react-apexcharts,MIT,2018-08-20 13:36:46.000,2022-01-06 08:11:46.000,2021-11-18 20:14:17.000,179.0,2.0,85,6.0,63.0,139.0,145.0,863,2021-04-12 12:08:42.212,1.3.9,24.0,React Component for ApexCharts.,22506.0,22314.0,20,26,https://www.npmjs.com/package/react-apexcharts,2021-04-12 12:08:42.212,192.0,437735.0,437735.0,,,,True,3,-2.0,,https://apexcharts.com/react-chart-demos/,,,,,,,,,,,,,,,,,,,,,,
133,Storybook Addon Material-UI,react-theming/storybook-addon-material-ui,storybook-addon-material-ui,dev-tools,,https://github.com/react-theming/storybook-addon-material-ui,https://github.com/react-theming/storybook-addon-material-ui,MIT,2016-09-13 08:30:16.000,2021-12-26 12:13:44.000,2021-12-26 12:13:44.000,247.0,2.0,114,25.0,53.0,15.0,63.0,546,2020-01-04 17:03:56.000,0.9.0-alpha.21,56.0,Addon for storybook wich wrap material-ui components into MuiThemeProvider. This helps and simplifies development of..,1152.0,960.0,41,26,https://www.npmjs.com/package/storybook-addon-material-ui,2021-02-20 19:36:07.318,192.0,144225.0,144225.0,,,,True,3,,['material-ui'],,,,,,,,,,,,,,,,,,,,,,,
134,React FilePond,pqina/react-filepond,react-filepond,file-handling,,https://github.com/pqina/react-filepond,https://github.com/pqina/react-filepond,MIT,2018-03-08 14:52:44.000,2021-10-11 14:01:32.000,2021-10-11 14:01:32.000,100.0,,67,14.0,15.0,14.0,165.0,1192,2021-02-11 12:26:38.817,7.1.1,26.0,A handy FilePond adapter component for React.,2585.0,2443.0,6,25,https://www.npmjs.com/package/react-filepond,2021-02-11 12:26:38.817,142.0,75866.0,75866.0,,,,True,3,,,https://codesandbox.io/s/react-filepond-live-demo-iw9ri,,,,,,,,,,,,,,,,,,,,,,
135,react-simple-code-editor,satya164/react-simple-code-editor,react-simple-code-editor,editors,org.webjars.npm:react-simple-code-editor,https://github.com/satya164/react-simple-code-editor,https://github.com/satya164/react-simple-code-editor,MIT,2018-06-21 14:15:50.000,2021-10-05 07:35:58.000,2021-02-03 10:37:47.000,101.0,,123,11.0,34.0,35.0,27.0,986,2020-01-17 14:38:58.265,0.11.0,35.0,Simple no-frills code editor with syntax highlighting.,8459.0,7487.0,10,25,https://www.npmjs.com/package/react-simple-code-editor,2020-01-17 14:38:58.265,971.0,724100.0,724100.0,https://search.maven.org/artifact/org.webjars.npm/react-simple-code-editor,2019-03-25 00:00:00.000,1.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
136,Supabase UI,supabase/ui,@supabase/ui,ui-frameworks,,https://github.com/supabase/ui,https://github.com/supabase/ui,MIT,2020-12-11 10:41:08.000,2022-01-10 23:19:59.000,2021-12-20 20:06:44.000,705.0,16.0,88,14.0,160.0,36.0,107.0,931,2021-12-09 21:32:29.000,0.36.2,120.0,Supabase UI Library.,613.0,613.0,38,25,https://www.npmjs.com/package/@supabase/ui,2020-12-23 10:07:30.739,,5782.0,5782.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
137,CodeFlask,kazzkiq/CodeFlask,codeflask,editors,,https://github.com/kazzkiq/CodeFlask,https://github.com/kazzkiq/CodeFlask,MIT,2015-08-15 19:58:05.000,2022-01-09 11:59:31.000,2020-06-05 16:46:21.000,190.0,,99,23.0,48.0,24.0,61.0,891,2019-05-13 00:11:15.298,1.4.1,17.0,A micro code-editor for awesome web pages.,433.0,357.0,28,25,https://www.npmjs.com/package/codeflask,2019-05-13 00:11:15.298,76.0,23803.0,23803.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,
138,react-markdown-editor-lite,HarryChen0506/react-markdown-editor-lite,react-markdown-editor-lite,editors,,https://github.com/HarryChen0506/react-markdown-editor-lite,https://github.com/HarryChen0506/react-markdown-editor-lite,MIT,2019-01-21 03:56:31.000,2021-12-02 05:57:59.000,2021-12-02 05:28:18.000,476.0,6.0,126,13.0,99.0,24.0,123.0,701,2021-12-02 05:58:29.000,1.3.2,47.0,a light-weight Markdown editor based on React. Reactmarkdown.,1132.0,1109.0,20,25,https://www.npmjs.com/package/react-markdown-editor-lite,2021-12-02 05:57:20.007,23.0,24664.0,24664.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
139,Monaco Yaml,remcohaszing/monaco-yaml,monaco-yaml,editors,,https://github.com/remcohaszing/monaco-yaml,https://github.com/remcohaszing/monaco-yaml,MIT,2018-02-26 06:08:04.000,2021-11-27 14:22:46.000,2021-11-27 14:22:46.000,290.0,43.0,38,4.0,84.0,13.0,55.0,101,2021-09-15 20:01:30.000,3.2.1,17.0,YAML plugin for the Monaco Editor.,119.0,118.0,20,25,https://www.npmjs.com/package/monaco-yaml,2021-11-09 21:01:55.395,1.0,156846.0,156846.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
140,Radix Primitives,radix-ui/primitives,@radix-ui/utils,ui-frameworks,,https://github.com/radix-ui/primitives,https://github.com/radix-ui/primitives,MIT,2020-06-19 13:23:22.000,2022-01-10 16:50:43.000,2021-12-20 11:50:31.000,860.0,69.0,85,14.0,658.0,90.0,231.0,2773,2021-01-27 10:06:42.425,0.0.3,3.0,"An open-source UI component library for building high-quality, accessible design systems and web apps. Maintained by..",34.0,2.0,10,24,https://www.npmjs.com/package/@radix-ui/utils,2021-01-27 10:06:42.425,32.0,7321.0,7321.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
141,RevoGrid,revolist/revogrid,@revolist/revogrid,data-tables,,https://github.com/revolist/revogrid,https://github.com/revolist/revogrid,MIT,2020-05-04 21:23:09.000,2021-12-23 20:40:49.000,2021-10-05 17:07:31.000,613.0,,101,29.0,101.0,72.0,110.0,1892,2021-10-05 17:09:37.000,3.0.98,213.0,Powerful virtual data grid smartsheet with advanced customization. Best features from excel plus incredible performance.,85.0,75.0,10,24,https://www.npmjs.com/package/@revolist/revogrid,2021-12-23 20:38:56.949,10.0,6720.0,6720.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
142,Material-UI Treasury,siriwatknp/mui-treasury,@mui-treasury/components,other-components,,https://github.com/siriwatknp/mui-treasury,https://github.com/siriwatknp/mui-treasury,MIT,2019-03-11 16:21:23.000,2021-12-09 01:19:14.000,2021-09-14 03:21:10.000,750.0,,134,26.0,887.0,63.0,232.0,1844,2021-02-03 01:12:27.460,1.10.1,53.0,A collection of ready-to-use components based on Material-UI.,90.0,58.0,19,24,https://www.npmjs.com/package/@mui-treasury/components,2021-06-18 16:46:52.506,32.0,7492.0,7492.0,,,,True,3,,['material-ui'],https://mui-treasury.com/components/,,,,,,,,,,,,,,,,,,,,,,
143,glide-data-grid,glideapps/glide-data-grid,@glideapps/glide-data-grid,data-tables,,https://github.com/glideapps/glide-data-grid,https://github.com/glideapps/glide-data-grid,MIT,2020-10-28 04:19:29.000,2021-12-23 20:35:35.000,2021-12-23 03:03:01.000,323.0,126.0,66,21.0,74.0,8.0,46.0,812,2021-12-16 17:57:31.220,3.2.1,134.0,"A high-performance React grid component, with rich rendering and first-class TypeScript support.",15.0,15.0,16,24,https://www.npmjs.com/package/@glideapps/glide-data-grid,2021-12-16 17:57:31.220,,2622.0,2622.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
144,React Spreadsheet,iddan/react-spreadsheet,react-spreadsheet,data-tables,,https://github.com/iddan/react-spreadsheet,https://github.com/iddan/react-spreadsheet,MIT,2018-02-18 17:12:32.000,2022-01-01 17:26:47.000,2022-01-01 17:24:16.000,756.0,5.0,59,10.0,96.0,22.0,72.0,627,2021-12-17 21:46:41.101,0.6.1,53.0,"Simple, customizable yet performant spreadsheet for React.",201.0,197.0,19,24,https://www.npmjs.com/package/react-spreadsheet,2021-12-17 21:46:41.101,4.0,19240.0,19240.0,,,,True,3,,,https://iddan.github.io/react-spreadsheet,,,,,,,,,,,,,,,,,,,,,,
145,mozaik,plouc/mozaik,mozaik,others,,https://github.com/plouc/mozaik,https://github.com/plouc/mozaik,MIT,2014-12-26 03:18:38.000,2021-09-21 03:42:07.000,2019-05-28 02:07:43.000,520.0,,367,98.0,177.0,86.0,91.0,3551,2016-04-14 11:53:39.000,1.4.4,64.0,Mozak is a tool based on nodejs / react / redux / nivo / d3 to easily craft beautiful dashboards.,127.0,53.0,31,23,https://www.npmjs.com/package/mozaik,2016-12-23 17:10:46.124,74.0,208.0,208.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,
146,react-design-editor,salgum1114/react-design-editor,react-design-editor,editors,,https://github.com/salgum1114/react-design-editor,https://github.com/salgum1114/react-design-editor,MIT,2018-06-26 01:03:54.000,2021-12-29 10:07:04.000,2021-12-29 08:33:37.000,445.0,20.0,254,37.0,63.0,50.0,114.0,898,2021-12-29 08:33:26.687,0.0.47,47.0,"React Design Editor has started to developed direct manipulation of editable design tools like Powerpoint, Weve..",9.0,7.0,3,23,https://www.npmjs.com/package/react-design-editor,2021-12-29 08:33:26.687,2.0,4888.0,4888.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,
147,react-pivottable,plotly/react-pivottable,react-pivottable,data-tables,,https://github.com/plotly/react-pivottable,https://github.com/plotly/react-pivottable,MIT,2017-08-14 18:36:06.000,2021-08-23 09:52:27.000,2020-11-19 15:02:35.000,110.0,,200,36.0,31.0,74.0,43.0,814,2020-11-19 15:06:48.000,0.11.0,24.0,React-based dragndrop pivot table with Plotly.js charts.,362.0,335.0,10,23,https://www.npmjs.com/package/react-pivottable,2020-11-19 15:04:38.247,27.0,20182.0,20182.0,,,,False,3,,,https://react-pivottable.js.org/,,,,,,,,,,,,,,,,,,,,,,
