,name,github_id,npm_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,demo_url,trending,github_release_downloads,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
17,Slate,ianstormtaylor/slate,slate,editors,https://github.com/ianstormtaylor/slate,https://github.com/ianstormtaylor/slate,MIT,2016-06-18 01:52:42.000,2021-04-15 15:04:26.000,2021-04-14 15:30:16.000,2258,406.0,2160.0,20328,,2021-04-01 05:46:34.024,0.62.0,480.0,A completely customizable framework for building rich text editors. (Currently in beta.).,63896.0,56898.0,397.0,33,https://www.npmjs.com/package/slate,2021-04-01 02:10:51.453,6998.0,955967.0,955967.0,True,2,,https://www.slatejs.org/examples/richtext,,,,,,,,
18,ag-Grid,ag-grid/ag-grid,ag-grid-community,data-tables,https://github.com/ag-grid/ag-grid,https://github.com/ag-grid/ag-grid,MIT,2014-12-23 16:20:14.000,2021-04-15 16:50:36.000,2021-03-02 13:14:25.000,1262,38.0,3947.0,7121,21402.0,2021-02-25 21:18:26.000,25.1.0,100.0,The best JavaScript Data Table for building Enterprise Applications. Supports React / Angular / Vue / Plain JavaScript.,1424.0,778.0,113.0,33,https://www.npmjs.com/package/ag-grid-community,2021-01-15 08:21:29.989,646.0,906699.0,906699.0,True,1,,,,,,,,,,
19,React-Toastify,fkhadra/react-toastify,react-toastify,notifications,https://github.com/fkhadra/react-toastify,https://github.com/fkhadra/react-toastify,MIT,2016-11-08 12:32:52.000,2021-04-07 21:18:34.000,2021-02-01 11:49:03.000,351,22.0,406.0,6608,1025.0,2021-02-01 13:53:05.000,7.0.3,114.0,React notification made easy !.,88684.0,82748.0,67.0,33,https://www.npmjs.com/package/react-toastify,2021-01-28 19:17:22.281,5936.0,2563321.0,2563321.0,True,1,,https://fkhadra.github.io/react-toastify/introduction/,,,,,,,,
20,React Chartjs 2,reactchartjs/react-chartjs-2,react-chartjs-2,data-viz,https://github.com/reactchartjs/react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,MIT,2016-05-06 22:01:08.000,2021-03-30 18:44:56.000,2020-11-28 04:12:38.000,687,153.0,362.0,3814,227.0,2020-11-06 12:38:11.000,2.11.1,62.0,React wrapper for Chart.js.,79376.0,72652.0,57.0,33,https://www.npmjs.com/package/react-chartjs-2,2020-11-06 06:02:07.189,6724.0,1483840.0,1483840.0,True,1,,https://reactchartjs.github.io/react-chartjs-2/,,,,,,,,
21,docz,doczjs/docz,docz,dev-tools,https://github.com/pedronauck/docz,https://github.com/pedronauck/docz,MIT,2018-03-17 04:24:10.000,2021-04-04 15:07:33.000,2020-11-19 15:31:27.000,1266,69.0,1097.0,20059,1581.0,2020-04-05 08:58:58.000,2.3.1,273.0,It has never been so easy to document your things!.,6571.0,5199.0,122.0,32,https://www.npmjs.com/package/docz,2020-04-07 10:55:25.773,1372.0,222618.0,222618.0,True,2,,,,,pedronauck/docz,,,,,
22,Blueprint,palantir/blueprint,@blueprintjs/core,ui-frameworks,https://github.com/palantir/blueprint,https://github.com/palantir/blueprint,Apache-2.0,2016-10-25 21:17:50.000,2021-04-15 09:25:54.000,2021-04-14 23:20:26.000,1843,561.0,1836.0,17596,,2021-03-24 22:54:22.501,3.42.0,140.0,A React-based UI toolkit for the web.,10963.0,8885.0,277.0,32,https://www.npmjs.com/package/@blueprintjs/core,2021-03-24 22:54:22.501,2078.0,661138.0,661138.0,True,3,,https://blueprintjs.com/docs/,,,,,,,,
23,Handsontable,handsontable/handsontable,handsontable,data-tables,https://github.com/handsontable/handsontable,https://github.com/handsontable/handsontable,ICU,2011-05-23 22:38:58.000,2021-04-15 15:27:03.000,2021-03-18 10:02:32.000,2577,665.0,5955.0,15037,7029.0,2021-03-16 10:58:01.000,8.3.2,100.0,"JavaScript data grid with a spreadsheet look & feel. Works for React, Angular, and Vue. Supported by the Handsontable..",4264.0,3540.0,117.0,32,https://www.npmjs.com/package/handsontable,2021-02-10 11:36:40.612,724.0,265899.0,265899.0,False,1,,https://handsontable.com/examples,,,,,,,,
24,nivo,plouc/nivo,@nivo/core,data-viz,https://github.com/plouc/nivo,https://github.com/plouc/nivo,MIT,2016-04-16 03:27:56.000,2021-04-15 03:39:48.000,2021-01-07 23:30:49.000,650,169.0,848.0,8595,1229.0,2020-11-27 14:36:21.000,0.66.0,49.0,"nivo provides a rich set of dataviz components, built on top of the awesome d3 and Reactjs libraries.",1326.0,1024.0,121.0,32,https://www.npmjs.com/package/@nivo/core,2020-11-27 14:33:04.742,302.0,644997.0,644997.0,True,2,,https://nivo.rocks/components/,,,,,,,,
25,Grommet,grommet/grommet,grommet,ui-frameworks,https://github.com/grommet/grommet,https://github.com/grommet/grommet,Apache-2.0,2015-03-24 08:54:10.000,2021-04-15 16:58:07.000,2021-04-12 16:32:29.000,868,206.0,2339.0,7167,5765.0,2021-03-26 21:13:33.000,2.17.1,131.0,"a react-based framework that provides accessibility, modularity, responsiveness, and theming in a tidy package.",7500.0,6268.0,287.0,32,https://www.npmjs.com/package/grommet,2021-03-26 21:11:28.753,1232.0,103011.0,103038.0,True,3,,https://v2.grommet.io/components,,1698.0,,,,,,
26,material-table,mbrn/material-table,material-table,data-tables,https://github.com/mbrn/material-table,https://github.com/mbrn/material-table,MIT,2018-08-06 13:15:08.000,2021-04-08 16:55:49.000,2020-11-17 09:07:01.000,920,203.0,2093.0,2944,1573.0,2020-08-23 16:38:26.000,1.69.0,184.0,Datatable for React based on material-ui's table with additional features.,14025.0,13497.0,198.0,32,https://www.npmjs.com/package/material-table,2020-08-23 16:32:05.989,528.0,532115.0,532115.0,True,1,['material-ui'],,,,,,,,,
27,Victory,FormidableLabs/victory,victory,data-viz,https://github.com/FormidableLabs/victory,https://github.com/FormidableLabs/victory,MIT,2015-07-02 22:36:50.000,2021-04-13 20:31:28.000,2021-04-13 20:31:24.000,424,161.0,1181.0,8810,,2021-04-08 00:05:39.886,35.5.0,184.0,A collection of composable React components for building interactive data visualizations.,9753.0,8381.0,234.0,31,https://www.npmjs.com/package/victory,2021-04-08 00:05:39.886,1372.0,738337.0,738337.0,True,2,,https://formidable.com/open-source/victory/gallery/,,,,,,,,
28,React Ace,securingsincity/react-ace,react-ace,editors,https://github.com/securingsincity/react-ace,https://github.com/securingsincity/react-ace,MIT,2014-11-29 05:15:14.000,2021-04-05 05:16:17.000,2021-03-31 01:47:22.000,516,107.0,282.0,3027,853.0,2021-03-28 00:46:55.237,9.4.0,92.0,React Ace Component.,15066.0,11486.0,116.0,31,https://www.npmjs.com/package/react-ace,2021-03-28 00:46:55.237,3580.0,1277535.0,1277546.0,True,2,,https://securingsincity.github.io/react-ace/,,816.0,,,,,,
29,react-json-view,mac-s-g/react-json-view,react-json-view,file-handling,https://github.com/mac-s-g/react-json-view,https://github.com/mac-s-g/react-json-view,MIT,2017-03-26 06:01:36.000,2021-04-15 00:43:44.000,2021-03-09 03:27:31.000,280,91.0,86.0,1989,732.0,2021-03-09 03:08:46.252,1.21.3,111.0,JSON viewer for react.,13925.0,12931.0,33.0,31,https://www.npmjs.com/package/react-json-view,2021-03-09 03:08:46.252,994.0,1184229.0,1184229.0,True,2,,https://mac-s-g.github.io/react-json-view/demo/dist/,,,,,,,,
30,Notistack,iamhosseindhv/notistack,notistack,notifications,https://github.com/iamhosseindhv/notistack,https://github.com/iamhosseindhv/notistack,MIT,2018-08-04 21:05:47.000,2021-04-03 15:01:07.000,2021-02-28 19:19:33.000,173,26.0,221.0,1924,470.0,2021-02-28 19:20:10.635,1.0.5,73.0,Highly customizable notification snackbars (toasts) that can be stacked on top of each other.,9639.0,9133.0,42.0,31,https://www.npmjs.com/package/notistack,2021-02-28 19:28:43.619,506.0,1210074.0,1210074.0,True,3,['material-ui'],https://iamhosseindhv.com/notistack/demos,,,,,,,,
31,emotion,emotion-js/emotion,@emotion/react,styling,https://github.com/emotion-js/emotion,https://github.com/emotion-js/emotion,MIT,2017-05-27 04:23:45.000,2021-04-15 17:20:45.000,2021-04-14 02:07:40.000,816,103.0,1169.0,12832,,2021-04-08 12:28:12.000,@emotion/serialize@1.0.2,100.0,CSS-in-JS library designed for high performance style composition.,9403.0,9403.0,256.0,30,https://www.npmjs.com/package/@emotion/react,2020-12-22 07:48:03.779,0.0,2879835.0,2879835.0,True,3,,,,,,,,,,
32,Rebass,rebassjs/rebass,rebass,ui-frameworks,https://github.com/rebassjs/rebass,https://github.com/rebassjs/rebass,MIT,2015-02-11 14:48:09.000,2021-04-10 14:22:48.000,2021-03-08 16:48:37.000,534,42.0,428.0,7235,2010.0,2019-10-28 19:08:45.057,4.0.7,109.0,React primitive UI components built with styled-system.,9917.0,8429.0,58.0,30,https://www.npmjs.com/package/rebass,2019-10-28 19:08:45.057,1488.0,422973.0,422973.0,True,3,,https://codesandbox.io/s/github/rebassjs/rebass/tree/master/examples/sandbox,,,,,,,,
33,BizCharts,alibaba/BizCharts,bizcharts,data-viz,https://github.com/alibaba/BizCharts,https://github.com/alibaba/BizCharts,MIT,2017-11-10 08:27:54.000,2021-03-09 03:02:44.000,2021-03-09 03:01:34.000,603,244.0,960.0,5569,943.0,2021-03-09 03:02:44.000,4.1.9,209.0,Powerful data visualization library based on G2 and React.,11888.0,10656.0,75.0,30,https://www.npmjs.com/package/bizcharts,2021-03-09 02:56:47.573,1232.0,142198.0,142198.0,True,2,,,,,,,,,,
34,React Suite,rsuite/rsuite,rsuite,ui-frameworks,https://github.com/rsuite/rsuite,https://github.com/rsuite/rsuite,MIT,2016-06-06 02:27:46.000,2021-04-14 16:21:28.000,2021-04-14 09:17:34.000,516,131.0,394.0,5417,1639.0,2021-03-11 09:35:16.987,4.9.3,211.0,A suite of React components .,3088.0,2956.0,51.0,30,https://www.npmjs.com/package/rsuite,2021-02-23 07:44:05.660,132.0,62093.0,62093.0,True,3,,https://rsuitejs.com/components/overview/,,,,,,,,
35,react-monaco-editor,react-monaco-editor/react-monaco-editor,react-monaco-editor,editors,https://github.com/react-monaco-editor/react-monaco-editor,https://github.com/react-monaco-editor/react-monaco-editor,MIT,2016-09-05 07:11:05.000,2021-03-30 15:09:25.000,2021-03-30 15:09:15.000,270,19.0,220.0,2149,349.0,2021-03-15 17:34:44.054,0.43.0,69.0,Monaco Editor for React.,9676.0,9080.0,60.0,30,https://www.npmjs.com/package/react-monaco-editor,2021-03-15 17:34:44.054,596.0,353325.0,353325.0,True,2,,,,,,,,,,
36,MUI-Datatables,gregnb/mui-datatables,mui-datatables,data-tables,https://github.com/gregnb/mui-datatables,https://github.com/gregnb/mui-datatables,MIT,2017-11-04 19:49:44.000,2021-04-09 20:31:26.000,2021-04-03 07:24:59.000,691,438.0,766.0,1969,925.0,2021-04-03 07:27:55.000,3.7.7,143.0,Datatables for React using Material-UI - https://www.material-ui-datatables.com.,4631.0,4377.0,129.0,30,https://www.npmjs.com/package/mui-datatables,2021-04-03 07:27:06.513,254.0,206658.0,206658.0,True,2,['material-ui'],,,,,,,,,
37,React-Move,sghall/react-move,react-move,animations,https://github.com/sghall/react-move,https://github.com/sghall/react-move,MIT,2017-03-20 15:38:13.000,2021-03-27 21:46:51.000,2021-02-03 23:11:22.000,196,4.0,35.0,6282,508.0,2020-06-30 01:48:33.306,6.3.0,58.0,"React Move | Beautiful, data-driven animations for React.",4205.0,3559.0,12.0,29,https://www.npmjs.com/package/react-move,2020-06-30 01:48:33.306,646.0,494603.0,494603.0,True,1,,https://react-move-docs.netlify.app/#/demos/node-group,,,,,,,,
38,react-csv,react-csv/react-csv,react-csv,file-handling,https://github.com/react-csv/react-csv,https://github.com/react-csv/react-csv,MIT,2016-11-25 12:55:39.000,2021-04-08 09:49:56.000,2020-07-09 05:32:23.000,211,101.0,113.0,739,164.0,2020-04-01 19:55:11.000,2.0.3,30.0,React components to build CSV files on the fly basing on Array/literal object of data.,6413.0,5891.0,26.0,29,https://www.npmjs.com/package/react-csv,2020-04-01 16:36:39.880,522.0,1051541.0,1051541.0,True,3,,,,,,,,,,
39,Ant Design Pro,ant-design/ant-design-pro,,admin-dashboards,https://github.com/ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,MIT,2017-08-25 10:40:44.000,2021-04-15 03:24:50.000,2021-04-15 03:14:13.000,6637,88.0,6891.0,28870,2285.0,2020-12-18 07:06:21.000,4.3.0,22.0,Use Ant Design like a Pro!.,2151.0,2151.0,278.0,28,,,,,,True,2,['ant-design'],https://preview.pro.ant.design/,,,,,,,,
40,react-virtualized,vaughn/react-virtualized,react-virtualized,data-tables,,https://github.com/bvaughn/react-virtualized,MIT,,2018-06-01 16:00:52.806,,2635,,,21380,,2020-12-18 22:16:25.269,9.22.3,294.0,"React components for efficiently rendering large, scrollable lists and tabular data.",5456.0,,,28,https://www.npmjs.com/package/react-virtualized,2018-06-01 16:00:52.806,5456.0,3601640.0,3601640.0,False,2,,https://bvaughn.github.io/react-virtualized/#/components/List,,,,,,,,
41,visx,airbnb/visx,@visx/group,data-viz,https://github.com/airbnb/visx,https://github.com/airbnb/visx,MIT,2017-03-15 16:25:41.000,2021-04-15 07:52:07.000,2021-04-13 20:26:21.000,483,87.0,440.0,13053,2870.0,2021-03-08 20:16:56.000,1.6.1,76.0,visx | visualization components.,40.0,40.0,108.0,28,https://www.npmjs.com/package/@visx/group,2021-03-08 20:10:00.881,0.0,166888.0,166888.0,True,3,,https://airbnb.io/visx/gallery,,,,,,,,
42,Evergreen,segmentio/evergreen,evergreen-ui,ui-frameworks,https://github.com/segmentio/evergreen,https://github.com/segmentio/evergreen,MIT,2017-07-30 10:03:14.000,2021-04-07 14:31:19.000,2020-12-04 22:52:34.000,633,73.0,291.0,10632,707.0,2020-09-28 15:23:38.000,5.1.2,204.0,Evergreen React UI Framework by Segment.,2244.0,2094.0,107.0,28,https://www.npmjs.com/package/evergreen-ui,2021-03-31 18:21:57.660,150.0,35088.0,35088.0,True,3,,,,,,,,,,
43,react-vis,uber/react-vis,react-vis,data-viz,https://github.com/uber/react-vis,https://github.com/uber/react-vis,MIT,2016-02-22 20:45:50.000,2021-04-01 19:13:19.000,2020-07-13 14:33:01.000,812,316.0,504.0,7782,876.0,2019-04-19 03:58:15.000,1.11.7,99.0,Data Visualization Components.,1048.0,,122.0,28,https://www.npmjs.com/package/react-vis,2017-04-22 00:52:57.632,1048.0,286456.0,286456.0,True,3,,http://uber.github.io/react-vis/examples/showcases/,,,,,,,,
44,react-data-grid,adazzle/react-data-grid,react-data-grid,data-tables,https://github.com/adazzle/react-data-grid,https://github.com/adazzle/react-data-grid,MIT,2015-03-06 10:15:04.000,2021-04-14 20:49:25.000,2021-04-13 12:15:45.000,1832,181.0,1056.0,4522,,2019-04-03 17:25:26.810,6.1.0,990.0,"Excel-like grid component built with React, with editors, keyboard navigation, copy & paste, and the like.",5047.0,4165.0,119.0,28,https://www.npmjs.com/package/react-data-grid,2021-04-13 12:16:46.257,882.0,245060.0,245060.0,True,2,,,,,,,,,,
45,Reactive Search,appbaseio/reactivesearch,@appbaseio/reactivesearch,other-components,https://github.com/appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,Apache-2.0,2017-02-15 15:21:24.000,2021-04-11 15:05:17.000,2021-04-10 05:19:27.000,442,163.0,850.0,4387,2378.0,2021-04-10 05:20:27.000,1.13.0-ue,273.0,"React, React Native and Vue UI components for building data-driven apps with Elasticsearch.",294.0,110.0,59.0,28,https://www.npmjs.com/package/@appbaseio/reactivesearch,2021-03-22 16:54:13.381,184.0,20612.0,20612.0,True,1,,https://opensource.appbase.io/reactivesearch/#examples,,,,,,,,
46,react-sortable-tree,frontend-collective/react-sortable-tree,react-sortable-tree,other-components,https://github.com/frontend-collective/react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,MIT,2016-07-22 08:36:25.000,2021-04-07 20:40:38.000,2020-08-10 07:57:42.000,725,298.0,292.0,4027,552.0,2020-08-10 08:00:07.000,2.8.0,65.0,Drag-and-drop sortable component for nested data and hierarchies.,2515.0,2167.0,37.0,28,https://www.npmjs.com/package/react-sortable-tree,2020-08-10 07:56:50.631,348.0,347630.0,347630.0,True,1,,https://frontend-collective.github.io/react-sortable-tree/?path=/story/basics--minimal-implementation,,,,,,,,
47,react-mde,andrerpena/react-mde,react-mde,editors,https://github.com/andrerpena/react-mde,https://github.com/andrerpena/react-mde,MIT,2016-11-26 18:10:16.000,2021-04-08 08:12:45.000,2021-04-05 21:40:24.000,132,52.0,142.0,1223,751.0,2021-04-05 21:53:42.000,11.1.0,107.0,React Markdown Editor.,1335.0,1197.0,48.0,28,https://www.npmjs.com/package/react-mde,2021-04-05 21:46:11.117,138.0,77840.0,77840.0,True,3,,http://andrerpena.me/react-mde/,,,,,,,,
48,React Data Table,jbetancur/react-data-table-component,react-data-table-component,data-tables,https://github.com/jbetancur/react-data-table-component,https://github.com/jbetancur/react-data-table-component,Apache-2.0,2018-03-16 04:31:39.000,2021-04-15 08:30:54.000,2021-02-23 03:34:34.000,186,34.0,459.0,949,787.0,2021-02-23 03:47:03.000,6.11.7,142.0,"A simple table library with built in sorting, pagination, selection, expandable rows and customizable styling.",3516.0,3428.0,36.0,28,https://www.npmjs.com/package/react-data-table-component,2021-02-23 03:36:16.853,88.0,145260.0,145260.0,True,2,,https://jbetancur.github.io/react-data-table-component/,,,,,,,,
