,name,github_id,category,npm_id,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,license,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,demo_url,github_release_downloads,trending,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
91,react-sortable-tree,frontend-collective/react-sortable-tree,other-components,react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,2016-07-22 08:36:25.000,2021-07-28 06:07:34.000,2021-06-11 13:41:37.000,754,312.0,295.0,4191,553.0,2020-08-10 08:00:07.000,2.8.0,65.0,Drag-and-drop sortable component for nested data and hierarchies.,2834.0,2486.0,38,28,https://www.npmjs.com/package/react-sortable-tree,MIT,2020-08-10 07:56:50.631,348.0,381820.0,381820.0,True,2,,https://frontend-collective.github.io/react-sortable-tree/?path=/story/basics--minimal-implementation,,,,,,,,
92,polaris-react,Shopify/polaris-react,ui-frameworks,@shopify/polaris,https://github.com/Shopify/polaris-react,https://github.com/Shopify/polaris-react,2017-04-20 18:26:34.000,2021-07-29 17:48:37.000,2021-07-29 16:15:28.000,796,289.0,1636.0,4180,,2021-07-12 17:49:20.000,6.6.0,393.0,Shopifys admin product component library.,3182.0,2924.0,270,28,https://www.npmjs.com/package/@shopify/polaris,MIT,2021-07-19 16:53:03.738,258.0,276174.0,276893.0,True,3,,,22311.0,,,,,,,
93,Perspective,finos/perspective,data-tables,@finos/perspective,https://github.com/finos/perspective,https://github.com/finos/perspective,2017-11-02 16:27:54.000,2021-07-28 20:14:16.000,2021-07-21 23:32:06.000,382,65.0,362.0,3474,4601.0,2021-07-08 06:14:18.000,0.10.0,48.0,Streaming pivot visualization via WebAssembly.,212.0,198.0,64,28,https://www.npmjs.com/package/@finos/perspective,Apache-2.0,2021-07-08 04:55:02.466,6.0,6979.0,9353.0,True,3,,https://perspective.finos.org/,,,,perspective-python,https://pypi.org/project/perspective-python,2021-07-08 06:14:18.000,8.0,2374.0
94,eui,elastic/eui,ui-frameworks,@elastic/eui,https://github.com/elastic/eui,https://github.com/elastic/eui,2017-10-18 14:49:20.000,2021-07-29 17:58:22.000,2021-07-29 00:06:11.000,526,395.0,1826.0,2942,3717.0,2021-07-28 21:27:30.000,36.1.0,345.0,Elastic UI Framework.,130.0,62.0,194,28,https://www.npmjs.com/package/@elastic/eui,ICU,2021-07-28 19:56:51.332,68.0,67888.0,67971.0,False,3,,,3354.0,,,,,,,
95,react-rte,sstur/react-rte,editors,react-rte,https://github.com/sstur/react-rte,https://github.com/sstur/react-rte,2016-02-25 02:36:56.000,2021-07-21 17:20:19.000,2021-05-02 21:12:55.000,404,173.0,145.0,2575,314.0,2016-02-24 23:30:39.985,1.0.0,38.0,Pure React rich text WYSIWYG editor based on draft-js.,2776.0,2302.0,46,28,https://www.npmjs.com/package/react-rte,ISC,2016-02-24 23:30:39.985,474.0,126941.0,126941.0,True,2,,,,,,,,,,
96,Monaco React,suren-atoyan/monaco-react,editors,@monaco-editor/react,https://github.com/suren-atoyan/monaco-react,https://github.com/suren-atoyan/monaco-react,2019-06-16 07:46:31.000,2021-07-27 05:17:30.000,2021-07-27 05:17:30.000,94,37.0,165.0,1141,365.0,2021-06-21 05:31:26.000,4.2.1,85.0,Monaco Editor for React - use the monaco-editor in any React application without needing to use webpack (or..,2366.0,2344.0,24,28,https://www.npmjs.com/package/@monaco-editor/react,MIT,2021-06-21 05:29:31.524,22.0,281647.0,281647.0,True,2,,https://monaco-react.surenatoyan.com/,,,,,,,,
97,ant-design-charts,ant-design/ant-design-charts,data-viz,@ant-design/charts,https://github.com/ant-design/ant-design-charts,https://github.com/ant-design/ant-design-charts,2020-03-09 09:08:31.000,2021-07-29 12:13:14.000,2021-07-29 12:13:14.000,177,64.0,443.0,721,593.0,2021-07-27 11:24:16.000,1.2.4,80.0,A React Chart Library.,1285.0,1285.0,32,28,https://www.npmjs.com/package/@ant-design/charts,MIT,2021-07-27 11:18:57.760,0.0,131838.0,131838.0,True,2,['ant-design'],,,,,,,,,
98,Bit,teambit/bit,dev-tools,bit-bin,https://github.com/teambit/bit,https://github.com/teambit/bit,2017-01-22 14:51:43.000,2021-07-29 15:58:59.000,2021-07-29 15:58:58.000,729,101.0,1151.0,13795,8411.0,2020-07-13 09:59:04.000,14.8.8,757.0,"Build, distribute, and collaborate on components.",18.0,8.0,58,27,https://www.npmjs.com/package/bit-bin,Apache-2.0,2021-07-05 14:30:42.755,10.0,10117.0,10222.0,True,3,,,5171.0,,,,,,,
99,muuri,haltu/muuri,other-components,muuri,https://github.com/haltu/muuri,https://github.com/haltu/muuri,2015-12-21 07:00:44.000,2021-07-09 19:14:08.022,2021-07-09 19:05:04.000,597,70.0,396.0,9630,516.0,2021-07-09 19:14:08.022,0.9.5,22.0,"Infinite responsive, sortable, filterable and draggable layouts.",763.0,719.0,14,27,https://www.npmjs.com/package/muuri,MIT,2021-07-09 19:14:08.022,44.0,56634.0,56634.0,True,3,,,,,,,,,,
100,ReactPage,react-page/react-page,editors,@react-page/editor,https://github.com/react-page/react-page,https://github.com/react-page/react-page,2015-05-29 12:19:44.000,2021-07-27 22:47:45.000,2021-06-22 12:35:33.000,554,15.0,628.0,8567,1154.0,2021-06-21 13:01:32.000,3.2.1,253.0,"Next-gen, highly customizable content editor for the browser - based on React and written in TypeScript. WYSIWYG on..",59.0,59.0,52,27,https://www.npmjs.com/package/@react-page/editor,MIT,2021-06-21 13:01:12.179,0.0,4155.0,4155.0,True,3,,,,,,,,,,
101,carbon,carbon-design-system/carbon,ui-frameworks,carbon-components-react,https://github.com/carbon-design-system/carbon,https://github.com/carbon-design-system/carbon,2017-03-13 14:23:59.000,2021-07-29 18:05:11.000,2021-07-29 17:53:13.000,1060,465.0,4474.0,4500,,2021-07-29 17:41:14.000,10.40.1,935.0,A design system built by IBM.,350.0,30.0,342,27,https://www.npmjs.com/package/carbon-components-react,Apache-2.0,2021-07-22 18:39:20.497,320.0,181502.0,181566.0,True,3,,,1416.0,,,,,,,
102,react-refetch,heroku/react-refetch,data-fetching,react-refetch,https://github.com/heroku/react-refetch,https://github.com/heroku/react-refetch,2015-11-11 21:02:02.000,2021-05-25 18:31:33.000,2021-04-05 23:58:04.000,151,37.0,102.0,3403,638.0,2019-10-28 22:11:40.841,3.0.1,82.0,"A simple, declarative, and composable way to fetch data for React components.",1046.0,732.0,70,27,https://www.npmjs.com/package/react-refetch,MIT,2020-01-20 05:17:56.980,314.0,25848.0,25848.0,True,3,,,,,,,,,,
103,react-digraph,uber/react-digraph,editors,react-digraph,https://github.com/uber/react-digraph,https://github.com/uber/react-digraph,2016-11-11 07:43:00.000,2021-06-09 06:37:33.000,2021-05-28 22:17:49.000,243,73.0,98.0,2145,455.0,2021-05-28 22:22:04.000,8.0.0-beta.7,95.0,A library for creating directed graph editors.,266.0,234.0,44,27,https://www.npmjs.com/package/react-digraph,MIT,2021-05-28 22:58:26.271,32.0,29668.0,29668.0,True,3,,,,,,,,,,
104,tabler-react,tabler/tabler-react,ui-frameworks,tabler-react,https://github.com/tabler/tabler-react,https://github.com/tabler/tabler-react,2018-04-12 21:32:09.000,2021-06-07 23:53:21.000,2021-03-07 23:12:06.000,426,58.0,147.0,1755,1363.0,2019-06-04 21:54:09.577,1.30.1,66.0,React components and demo for the Tabler UI theme.,627.0,585.0,34,27,https://www.npmjs.com/package/tabler-react,MIT,2019-06-30 13:10:01.077,42.0,9815.0,9815.0,True,3,,,,,,,,,,
105,fullcalendar-react,fullcalendar/fullcalendar-react,other-components,@fullcalendar/react,https://github.com/fullcalendar/fullcalendar-react,https://github.com/fullcalendar/fullcalendar-react,2018-12-03 21:32:44.000,2021-07-28 16:44:43.000,2021-07-28 12:31:08.000,54,20.0,116.0,961,182.0,2021-07-28 16:40:04.357,5.9.0,24.0,An official React component for FullCalendar.,5436.0,5316.0,3,27,https://www.npmjs.com/package/@fullcalendar/react,MIT,2021-07-28 16:40:04.357,120.0,309316.0,309316.0,True,3,,,,,,,,,,
106,React ApexCharts,apexcharts/react-apexcharts,data-viz,react-apexcharts,https://github.com/apexcharts/react-apexcharts,https://github.com/apexcharts/react-apexcharts,2018-08-20 13:36:46.000,2021-06-10 12:01:29.000,2021-06-10 12:01:22.000,76,115.0,135.0,781,159.0,2021-04-11 17:44:40.019,1.3.8,24.0,React Component for ApexCharts.,13715.0,13427.0,17,27,https://www.npmjs.com/package/react-apexcharts,MIT,2021-04-12 12:08:42.212,288.0,397123.0,397123.0,True,3,,https://apexcharts.com/react-chart-demos/,,,,,,,,
107,material-ui-chip-input,TeamWertarbyte/material-ui-chip-input,other-components,material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,2016-09-07 16:47:10.000,2021-04-13 10:30:39.000,2020-09-08 13:18:49.000,179,35.0,232.0,707,305.0,2019-12-01 15:35:30.000,1.1.0,73.0,A chip input field using Material-UI.,4865.0,4039.0,48,27,https://www.npmjs.com/package/material-ui-chip-input,MIT,2019-12-01 15:47:13.811,826.0,215928.0,215928.0,True,3,['material-ui'],https://mui.wertarbyte.com/#material-ui-chip-input,,,,,,,,
108,material-ui-dropzone,Yuvaleros/material-ui-dropzone,file-handling,material-ui-dropzone,https://github.com/Yuvaleros/material-ui-dropzone,https://github.com/Yuvaleros/material-ui-dropzone,2017-10-16 11:50:16.000,2021-07-14 23:15:59.000,2020-10-01 14:00:45.000,164,75.0,128.0,373,427.0,2020-09-20 20:21:49.283,3.5.0,32.0,A Material-UI file upload dropzone.,3413.0,3301.0,48,27,https://www.npmjs.com/package/material-ui-dropzone,MIT,2020-09-20 20:21:49.283,112.0,195408.0,195408.0,True,3,['material-ui'],https://yuvaleros.github.io/material-ui-dropzone/,,,,,,,,
109,react-diagrams,projectstorm/react-diagrams,data-viz,@projectstorm/react-diagrams,https://github.com/projectstorm/react-diagrams,https://github.com/projectstorm/react-diagrams,2016-06-03 09:10:01.000,2021-07-23 23:36:49.000,2021-07-23 23:36:34.000,914,233.0,462.0,6248,831.0,2021-07-11 16:21:47.654,6.6.0,28.0,"a super simple, no-nonsense diagramming library written in react that just works.",160.0,146.0,80,26,https://www.npmjs.com/package/@projectstorm/react-diagrams,MIT,2021-07-11 16:21:47.654,14.0,38942.0,38942.0,True,3,,,,,,,,,,
110,searchkit,searchkit/searchkit,other-components,searchkit,https://github.com/searchkit/searchkit,https://github.com/searchkit/searchkit,2015-11-19 18:27:43.000,2021-07-29 07:09:46.000,2021-07-28 18:40:23.000,401,13.0,516.0,4234,,2021-07-24 18:08:13.000,3.0.0-canary.41,93.0,GraphQL API & React UI components for Elasticsearch. The easiest way to build a great search experience.,869.0,583.0,51,26,https://www.npmjs.com/package/searchkit,Apache-2.0,2021-01-13 21:30:25.068,286.0,10742.0,10742.0,True,3,,,,,,,,,,
111,restful-react,contiamo/restful-react,data-fetching,restful-react,https://github.com/contiamo/restful-react,https://github.com/contiamo/restful-react,2018-06-29 12:52:25.000,2021-07-20 14:22:15.442,2021-07-20 14:20:27.000,98,30.0,125.0,1734,604.0,2021-07-20 14:21:35.000,15.8.0,188.0,"A consistent, declarative way of interacting with RESTful backends, featuring code-generation from Swagger and OpenAPI..",256.0,248.0,47,26,https://www.npmjs.com/package/restful-react,MIT,2021-07-20 14:22:15.442,8.0,39726.0,39726.0,True,3,,,,,,,,,,
112,react-mde,andrerpena/react-mde,editors,react-mde,https://github.com/andrerpena/react-mde,https://github.com/andrerpena/react-mde,2016-11-26 18:10:16.000,2021-07-04 22:19:50.000,2021-07-04 22:19:50.000,138,56.0,144.0,1272,765.0,2021-05-04 08:58:15.604,11.5.0,111.0,React Markdown Editor.,138.0,,50,26,https://www.npmjs.com/package/react-mde,MIT,2021-05-04 08:58:15.604,138.0,93724.0,93724.0,True,3,,http://andrerpena.me/react-mde/,,,,,,,,
113,components,primer/components,ui-frameworks,@primer/components,https://github.com/primer/components,https://github.com/primer/components,2018-02-17 00:09:05.000,2021-07-28 18:05:41.000,2021-07-28 18:04:55.000,177,72.0,333.0,1261,,2021-07-26 20:08:19.000,28.3.0,2873.0,A React implementation of GitHub's Primer Design System.,1047.0,999.0,71,26,https://www.npmjs.com/package/@primer/components,MIT,2021-07-27 23:46:26.730,48.0,46294.0,46294.0,True,3,,,,,,,,,,
114,React FilePond,pqina/react-filepond,file-handling,react-filepond,https://github.com/pqina/react-filepond,https://github.com/pqina/react-filepond,2018-03-08 14:52:44.000,2021-07-14 13:49:05.000,2021-07-14 13:49:05.000,60,14.0,159.0,1098,95.0,2021-02-11 12:26:38.817,7.1.1,26.0,A handy FilePond adapter component for React.,2324.0,2130.0,6,26,https://www.npmjs.com/package/react-filepond,MIT,2021-02-11 12:26:38.817,194.0,98349.0,98349.0,True,3,,https://codesandbox.io/s/react-filepond-live-demo-iw9ri,,,,,,,,
115,rsuite-table,rsuite/rsuite-table,data-tables,rsuite-table,https://github.com/rsuite/rsuite-table,https://github.com/rsuite/rsuite-table,2016-06-10 16:19:14.000,2021-07-27 07:17:52.000,2021-07-12 08:16:43.000,75,18.0,79.0,424,475.0,2021-05-12 05:36:00.374,3.15.1,167.0,A React table component.,1221.0,1151.0,12,26,https://www.npmjs.com/package/rsuite-table,MIT,2021-07-08 16:04:07.580,70.0,72176.0,72176.0,True,3,,,,,,,,,,
116,tabler,tabler/tabler,ui-frameworks,tabler,https://github.com/tabler/tabler,https://github.com/tabler/tabler,2018-02-01 09:08:59.000,2021-07-12 17:04:50.000,2021-05-09 19:19:09.000,2665,85.0,385.0,23847,362.0,2020-04-20 21:19:30.000,1.0.0-alpha.7,26.0,Tabler is free and open-source HTML Dashboard UI Kit built on Bootstrap.,47.0,43.0,62,25,https://www.npmjs.com/package/tabler,MIT,2017-09-11 23:14:32.082,4.0,845.0,845.0,True,3,['bootstrap'],,,,,,,,,
117,why-did-you-render,welldone-software/why-did-you-render,dev-tools,why-did-you-render,https://github.com/welldone-software/why-did-you-render,https://github.com/welldone-software/why-did-you-render,2018-11-10 19:31:09.000,2021-07-08 13:44:23.000,2021-06-13 09:45:59.000,106,12.0,136.0,6769,397.0,2021-06-13 09:49:45.000,6.2.0,79.0,why-did-you-render by Welldone Software monkey patches React to notify you about potentially avoidable re-renders...,3022.0,3022.0,26,25,https://www.npmjs.com/package/why-did-you-render,MIT,2020-05-17 14:12:57.191,,728.0,728.0,True,3,,,,,,,,,,
118,React Hot Toast,timolins/react-hot-toast,notifications,react-hot-toast,https://github.com/timolins/react-hot-toast,https://github.com/timolins/react-hot-toast,2020-12-07 22:05:40.000,2021-07-15 11:39:37.000,2021-07-15 11:39:37.000,87,26.0,37.0,3180,,2021-05-31 13:51:38.000,2.0.0,10.0,Smoking hot React Notifications.,2523.0,2523.0,14,25,https://www.npmjs.com/package/react-hot-toast,MIT,2021-05-31 13:47:35.593,0.0,186583.0,186583.0,True,3,,https://react-hot-toast.com/,,,,,,,,
119,GGEditor,alibaba/GGEditor,data-viz,gg-editor,https://github.com/alibaba/GGEditor,https://github.com/alibaba/GGEditor,2018-08-24 05:50:30.000,2020-09-10 10:08:53.000,2020-07-10 10:33:23.000,510,272.0,201.0,3123,405.0,2020-07-10 10:34:08.312,3.1.3,48.0,A visual graph editor based on G6 and React.,2004.0,1900.0,6,25,https://www.npmjs.com/package/gg-editor,MIT,2020-07-10 10:34:08.312,104.0,21573.0,21573.0,True,3,,,,,,,,,,
120,React Email Editor,unlayer/react-email-editor,editors,react-email-editor,https://github.com/unlayer/react-email-editor,https://github.com/unlayer/react-email-editor,2017-10-01 22:44:29.000,2021-06-17 17:31:57.000,2021-06-10 21:35:06.000,449,114.0,84.0,2942,90.0,2021-06-10 21:34:25.605,1.3.0,21.0,Drag-n-Drop Email Editor Component for React.js.,351.0,337.0,5,25,https://www.npmjs.com/package/react-email-editor,MIT,2021-06-10 21:34:25.605,14.0,34743.0,34743.0,True,3,,https://react-email-editor-demo.netlify.app/,,,,,,,,
121,Semiotic,nteract/semiotic,data-viz,semiotic,https://github.com/nteract/semiotic,https://github.com/nteract/semiotic,2017-03-16 17:46:24.000,2021-03-11 23:25:45.000,2020-12-02 03:45:24.000,135,114.0,397.0,2172,1988.0,2020-12-02 04:27:28.174,1.20.6,198.0,A data visualization framework combining React & D3.,377.0,311.0,24,25,https://www.npmjs.com/package/semiotic,Apache-2.0,2021-01-05 04:52:46.836,66.0,19000.0,19000.0,True,3,,https://semiotic.nteract.io/examples,,,,,,,,
122,Viser,viserjs/viser,data-viz,viser-react,https://github.com/viserjs/viser,https://github.com/viserjs/viser,2017-10-27 16:47:46.000,2021-06-17 08:40:35.000,2020-07-30 03:40:48.000,122,115.0,324.0,1490,502.0,2019-12-24 13:03:44.941,2.4.8,65.0,viser is a toolkit fit for data vis engineer. https://viserjs.gitee.io/.,2498.0,2452.0,22,25,https://www.npmjs.com/package/viser-react,MIT,2019-12-24 13:03:44.941,46.0,7117.0,7117.0,True,3,,https://viserjs.github.io/demoHome.html,,,,,,,,
123,React Flow Chart,MrBlenny/react-flow-chart,other-components,@mrblenny/react-flow-chart,https://github.com/MrBlenny/react-flow-chart,https://github.com/MrBlenny/react-flow-chart,2018-11-07 01:34:23.000,2021-06-15 17:01:15.000,2020-06-28 02:55:27.000,255,89.0,103.0,1134,268.0,2020-06-28 02:56:37.000,0.0.14,14.0,"A flexible, stateless, declarative flow chart library for react.",175.0,159.0,29,25,https://www.npmjs.com/package/@mrblenny/react-flow-chart,MIT,2020-06-28 02:55:34.091,16.0,18228.0,18228.0,False,3,,https://mrblenny.github.io/react-flow-chart/index.html?path=/story/state--internal-react-state,,,,,,,,
124,react-simple-code-editor,satya164/react-simple-code-editor,editors,react-simple-code-editor,https://github.com/satya164/react-simple-code-editor,https://github.com/satya164/react-simple-code-editor,2018-06-21 14:15:50.000,2021-04-06 21:51:05.000,2021-02-03 10:37:47.000,103,35.0,27.0,860,101.0,2020-01-17 14:38:58.265,0.11.0,35.0,Simple no-frills code editor with syntax highlighting.,6634.0,5034.0,10,25,https://www.npmjs.com/package/react-simple-code-editor,MIT,2020-01-17 14:38:58.265,1600.0,930620.0,930620.0,True,3,,,,,,,,,,
125,Storybook Addon Material-UI,react-theming/storybook-addon-material-ui,dev-tools,storybook-addon-material-ui,https://github.com/react-theming/storybook-addon-material-ui,https://github.com/react-theming/storybook-addon-material-ui,2016-09-13 08:30:16.000,2021-04-09 14:33:27.000,2021-03-25 21:33:47.000,113,14.0,63.0,533,176.0,2020-01-04 17:03:56.000,0.9.0-alpha.21,56.0,Addon for storybook wich wrap material-ui components into MuiThemeProvider. This helps and simplifies development of..,970.0,802.0,40,25,https://www.npmjs.com/package/storybook-addon-material-ui,MIT,2021-02-20 19:36:07.318,168.0,142564.0,142564.0,True,3,['material-ui'],,,,,,,,,
126,react-file-viewer,plangrid/react-file-viewer,file-handling,react-file-viewer,https://github.com/plangrid/react-file-viewer,https://github.com/plangrid/react-file-viewer,2017-05-16 04:05:21.000,2021-05-27 07:34:06.000,2019-11-13 20:16:39.000,196,113.0,12.0,308,118.0,2019-11-13 20:16:45.447,1.2.1,74.0,Extendable file viewer for web.,875.0,841.0,12,25,https://www.npmjs.com/package/react-file-viewer,MIT,2019-11-13 20:16:45.447,34.0,60775.0,60775.0,False,3,,,,,,,,,,
127,Tauri,tauri-apps/tauri,desktop-apps,tauri,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,2019-07-13 09:09:37.000,2021-07-29 18:10:32.000,2021-07-29 17:35:26.000,415,77.0,504.0,18888,,2021-07-16 14:21:59.000,create-tauri-app-v1.0.0-beta.3,100.0,"Build smaller, faster, and more secure desktop applications with a web frontend.",213.0,209.0,86,24,https://www.npmjs.com/package/tauri,MIT,2021-01-24 12:41:34.564,4.0,1001.0,1226.0,True,3,,,2709.0,,,,,,,
128,Reactotron,infinitered/reactotron,dev-tools,,https://github.com/infinitered/reactotron,https://github.com/infinitered/reactotron,2016-04-15 21:58:32.000,2021-06-25 19:11:46.000,2021-06-25 19:11:45.000,827,122.0,374.0,13059,1256.0,2019-08-28 01:19:24.000,2.17.1,100.0,"A desktop app for inspecting your React JS and React Native projects. macOS, Linux, and Windows.",,,103,24,,MIT,,,,26532.0,True,3,,,1671555.0,,,,,,,
129,Unstated Next,jamiebuilds/unstated-next,state-management,unstated-next,https://github.com/jamiebuilds/unstated-next,https://github.com/jamiebuilds/unstated-next,2019-05-02 00:44:35.000,2020-09-28 23:34:51.000,2020-05-04 17:55:59.000,117,50.0,27.0,3592,23.0,2019-05-13 23:34:47.580,1.1.0,3.0,200 bytes to never think about React state management libraries ever again.,1696.0,1636.0,11,24,https://www.npmjs.com/package/unstated-next,MIT,2019-05-13 23:34:47.580,60.0,157858.0,157858.0,False,3,,,,,,,,,,
130,dnd-kit,clauderic/dnd-kit,other-components,@dnd-kit/core,https://github.com/clauderic/dnd-kit,https://github.com/clauderic/dnd-kit,2020-11-26 00:46:52.000,2021-07-27 18:42:49.441,2021-07-27 18:37:45.000,90,59.0,151.0,2561,259.0,2021-06-17 17:16:18.000,@dnd-kit/core@3.1.1,53.0,"A modern, lightweight, performant, accessible and extensible drag & drop toolkit for React.",84.0,84.0,20,24,https://www.npmjs.com/package/@dnd-kit/core,MIT,2021-07-27 18:42:49.441,0.0,138996.0,138996.0,True,3,,,,,,,,,,
131,atomize,proksh/atomize,ui-frameworks,atomize,https://github.com/proksh/atomize,https://github.com/proksh/atomize,2019-07-03 12:28:04.000,2021-06-14 08:09:10.456,2021-06-11 09:35:11.000,163,22.0,20.0,1224,53.0,2021-06-14 08:09:10.456,1.0.28,25.0,Design System for developers build on styled-components & React JS.,328.0,316.0,11,24,https://www.npmjs.com/package/atomize,MIT,2021-06-14 08:09:10.456,12.0,4508.0,4508.0,True,3,,,,,,,,,,
132,react-markdown-editor-lite,HarryChen0506/react-markdown-editor-lite,editors,react-markdown-editor-lite,https://github.com/HarryChen0506/react-markdown-editor-lite,https://github.com/HarryChen0506/react-markdown-editor-lite,2019-01-21 03:56:31.000,2021-07-05 02:40:08.787,2021-07-05 02:36:48.000,116,20.0,116.0,615,469.0,2021-07-05 02:42:39.000,1.3.0,46.0,a light-weight Markdown editor based on React. Reactmarkdown.,839.0,821.0,18,24,https://www.npmjs.com/package/react-markdown-editor-lite,MIT,2021-07-05 02:40:08.787,18.0,32104.0,32104.0,True,3,,,,,,,,,,
133,Supabase UI,supabase/ui,ui-frameworks,@supabase/ui,https://github.com/supabase/ui,https://github.com/supabase/ui,2020-12-11 10:41:08.000,2021-07-29 07:48:39.000,2021-07-29 07:25:16.000,65,26.0,95.0,592,630.0,2021-07-29 07:48:46.000,0.31.0,99.0,Supabase UI Library.,308.0,308.0,30,24,https://www.npmjs.com/package/@supabase/ui,MIT,2020-12-23 10:07:30.739,,4733.0,4733.0,True,3,,,,,,,,,,
134,elastic-charts,elastic/elastic-charts,data-viz,@elastic/charts,https://github.com/elastic/elastic-charts,https://github.com/elastic/elastic-charts,2019-01-14 11:49:41.000,2021-07-29 16:59:12.000,2021-07-29 14:04:07.000,76,211.0,396.0,221,903.0,2021-07-28 16:49:03.685,33.1.0,252.0,Elastic Charts library.,156.0,150.0,28,24,https://www.npmjs.com/package/@elastic/charts,Apache-2.0,2021-07-28 16:49:03.685,6.0,32123.0,32123.0,True,3,,,,,,,,,,
135,React Lazylog,mozilla-frontend-infra/react-lazylog,other-components,react-lazylog,https://github.com/mozilla-frontend-infra/react-lazylog,https://github.com/mozilla-frontend-infra/react-lazylog,2017-04-27 16:46:34.000,2021-05-28 04:12:05.000,2020-07-23 15:46:22.000,75,54.0,23.0,213,159.0,2020-07-23 15:47:23.944,4.5.3,49.0,React Lazy Logviewer.,296.0,254.0,15,24,https://www.npmjs.com/package/react-lazylog,MPL-2.0,2020-07-23 15:47:23.944,42.0,78587.0,78587.0,True,3,,https://mozilla-frontend-infra.github.io/react-lazylog/#lazylog,,,,,,,,
136,RevoGrid,revolist/revogrid,data-tables,@revolist/revogrid,https://github.com/revolist/revogrid,https://github.com/revolist/revogrid,2020-05-04 21:23:09.000,2021-07-29 13:51:28.178,2021-07-23 11:56:41.000,74,39.0,101.0,1694,607.0,2021-07-23 11:59:23.930,3.0.97,172.0,Powerful virtual data grid smartsheet with advanced customization. Best features from excel plus incredible performance.,47.0,47.0,9,23,https://www.npmjs.com/package/@revolist/revogrid,MIT,2021-07-29 13:51:28.178,0.0,6088.0,6088.0,True,3,,,,,,,,,,
137,Material-UI Treasury,siriwatknp/mui-treasury,other-components,@mui-treasury/components,https://github.com/siriwatknp/mui-treasury,https://github.com/siriwatknp/mui-treasury,2019-03-11 16:21:23.000,2021-07-27 06:23:27.000,2021-06-18 17:07:27.000,114,51.0,230.0,1607,747.0,2021-02-03 01:12:27.460,1.10.1,53.0,A collection of ready-to-use components based on Material-UI.,26.0,26.0,18,23,https://www.npmjs.com/package/@mui-treasury/components,MIT,2021-06-18 16:46:52.506,0.0,10368.0,10368.0,True,3,['material-ui'],https://mui-treasury.com/components/,,,,,,,,
138,Reaviz,reaviz/reaviz,data-viz,reaviz,https://github.com/reaviz/reaviz,https://github.com/reaviz/reaviz,2020-04-17 21:17:18.000,2021-07-09 11:25:24.000,2021-07-09 11:22:19.000,60,15.0,7.0,1122,302.0,2021-06-18 11:51:01.755,10.3.0,234.0,Data visualization library for React based on D3.,166.0,160.0,8,23,https://www.npmjs.com/package/reaviz,Apache-2.0,2021-06-18 11:51:01.755,6.0,5756.0,5756.0,True,3,,,,,,,,,,
139,CodeFlask,kazzkiq/CodeFlask,editors,codeflask,https://github.com/kazzkiq/CodeFlask,https://github.com/kazzkiq/CodeFlask,2015-08-15 19:58:05.000,2020-11-08 20:58:12.000,2020-06-05 16:46:21.000,93,24.0,61.0,855,190.0,2019-05-13 00:11:15.298,1.4.1,17.0,A micro code-editor for awesome web pages.,406.0,312.0,28,23,https://www.npmjs.com/package/codeflask,MIT,2019-05-13 00:11:15.298,94.0,24029.0,24029.0,False,3,,,,,,,,,,
140,react-pivottable,plotly/react-pivottable,data-tables,react-pivottable,https://github.com/plotly/react-pivottable,https://github.com/plotly/react-pivottable,2017-08-14 18:36:06.000,2021-06-24 11:25:16.000,2020-11-19 15:02:35.000,186,68.0,42.0,773,110.0,2020-11-19 15:06:48.000,0.11.0,24.0,React-based drag'n'drop pivot table with Plotly.js charts.,318.0,282.0,10,23,https://www.npmjs.com/package/react-pivottable,MIT,2020-11-19 15:04:38.247,36.0,57802.0,57802.0,True,3,,https://react-pivottable.js.org/,,-1.0,,,,,,
141,React Spreadsheet,iddan/react-spreadsheet,data-tables,react-spreadsheet,https://github.com/iddan/react-spreadsheet,https://github.com/iddan/react-spreadsheet,2018-02-18 17:12:32.000,2021-07-26 15:32:48.000,2021-07-26 15:29:34.000,38,22.0,50.0,460,539.0,2021-07-26 15:32:39.572,0.5.6,42.0,"Simple, customizable yet performant spreadsheet for React.",151.0,145.0,17,23,https://www.npmjs.com/package/react-spreadsheet,MIT,2021-07-26 15:32:39.572,6.0,13905.0,13905.0,True,3,,https://iddan.github.io/react-spreadsheet,,,,,,,,
