,name,github_id,category,npm_id,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,license,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,demo_url,github_release_downloads,trending,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
40,react-testing-library,testing-library/react-testing-library,testing,react-testing-library,https://github.com/testing-library/react-testing-library,https://github.com/testing-library/react-testing-library,2018-03-19 13:39:49.000,2021-07-24 13:02:07.000,2021-07-15 01:45:28.000,846,17.0,506.0,14908,,2021-06-23 06:36:03.000,12.0.0,100.0,Simple and complete React DOM testing utilities that encourage good testing practices.,2611488.0,2606856.0,161,34,https://www.npmjs.com/package/react-testing-library,MIT,2019-05-30 18:10:43.138,4632.0,388193.0,388193.0,True,3,,,,,,,,,,
41,tinymce,tinymce/tinymce,editors,tinymce,https://github.com/tinymce/tinymce,https://github.com/tinymce/tinymce,2010-01-11 14:46:42.000,2021-07-29 08:38:55.000,2021-07-28 05:36:42.000,1814,735.0,4616.0,9627,24460.0,2021-06-23 06:52:34.480,5.8.2,136.0,"The world's #1 JavaScript library for rich text editing. Available for React, Vue and Angular.",3377.0,369.0,296,34,https://www.npmjs.com/package/tinymce,LGPL-2.1,2021-06-23 06:52:34.480,3008.0,915194.0,915194.0,False,1,,,,,,,,,,
42,swr,vercel/swr,data-fetching,swr,https://github.com/vercel/swr,https://github.com/vercel/swr,2019-10-28 18:16:01.000,2021-07-29 14:08:58.000,2021-07-29 13:58:02.000,624,75.0,376.0,18076,388.0,2021-05-03 16:57:23.630,0.5.6,82.0,React Hooks for remote data fetching.,28297.0,28271.0,109,33,https://www.npmjs.com/package/swr,MIT,2021-07-27 12:35:49.528,26.0,1410272.0,1410272.0,True,2,,,,,,,,,,
43,Handsontable,handsontable/handsontable,data-tables,handsontable,https://github.com/handsontable/handsontable,https://github.com/handsontable/handsontable,2011-05-23 22:38:58.000,2021-07-29 18:13:26.000,2021-07-28 10:23:21.000,2615,754.0,6168.0,15442,7155.0,2021-07-28 10:31:46.000,9.0.2,100.0,"JavaScript data grid with a spreadsheet look & feel. Works for React, Angular, and Vue. Supported by the Handsontable..",4512.0,3788.0,119,33,https://www.npmjs.com/package/handsontable,ICU,2021-07-28 10:27:18.095,724.0,620686.0,620686.0,False,2,,https://handsontable.com/examples,,,,,,,,
44,ag-Grid,ag-grid/ag-grid,data-tables,ag-grid-community,https://github.com/ag-grid/ag-grid,https://github.com/ag-grid/ag-grid,2014-12-23 16:20:14.000,2021-07-29 16:02:14.000,2021-07-29 15:04:24.000,1311,35.0,4071.0,7395,21404.0,2021-06-14 15:11:55.000,25.3.0,100.0,The best JavaScript Data Table for building Enterprise Applications. Supports React / Angular / Vue / Plain JavaScript.,1504.0,858.0,120,33,https://www.npmjs.com/package/ag-grid-community,MIT,2021-05-27 07:29:42.415,646.0,1026740.0,1026740.0,True,2,,,,,,,,,,
45,React-Toastify,fkhadra/react-toastify,notifications,react-toastify,https://github.com/fkhadra/react-toastify,https://github.com/fkhadra/react-toastify,2016-11-08 12:32:52.000,2021-06-15 20:40:06.000,2021-04-23 12:34:23.000,381,25.0,423.0,7064,1039.0,2021-04-23 12:38:06.000,7.0.4,116.0,React notification made easy !.,108249.0,102313.0,69,33,https://www.npmjs.com/package/react-toastify,MIT,2021-04-23 12:37:40.399,5936.0,2832934.0,2832934.0,True,1,,https://fkhadra.github.io/react-toastify/introduction/,,,,,,,,
46,React Chartjs 2,reactchartjs/react-chartjs-2,data-viz,react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,2016-05-06 22:01:08.000,2021-07-20 11:05:44.000,2021-07-20 11:05:44.000,786,174.0,391.0,4238,284.0,2021-07-20 10:59:16.182,3.0.4,69.0,"React wrapper for Chart.js 2.0 and 3.0, the most popular charting library.",92650.0,85926.0,62,33,https://www.npmjs.com/package/react-chartjs-2,MIT,2021-07-20 10:59:16.182,6724.0,1625576.0,1625576.0,True,1,,https://reactchartjs.github.io/react-chartjs-2/,,,,,,,,
47,material-table,mbrn/material-table,data-tables,material-table,https://github.com/mbrn/material-table,https://github.com/mbrn/material-table,2018-08-06 13:15:08.000,2021-07-26 20:34:12.000,2021-04-21 11:22:33.000,955,146.0,2226.0,3078,1576.0,2021-04-21 11:24:11.402,1.69.3,187.0,Datatable for React based on material-ui's table with additional features.,16046.0,15518.0,198,33,https://www.npmjs.com/package/material-table,MIT,2021-04-21 11:24:11.402,528.0,578306.0,578306.0,True,2,['material-ui'],,,,,,,,,
48,Semantic-UI,Semantic-Org/Semantic-UI,ui-frameworks,semantic-ui,https://github.com/Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,2013-04-08 23:32:04.000,2021-04-18 15:16:46.000,2018-10-21 20:59:02.000,5131,1045.0,5230.0,49442,6684.0,2018-10-21 21:03:55.194,2.4.2,100.0,Semantic is a UI component framework based around useful principles from natural language.,17169.0,12797.0,225,32,https://www.npmjs.com/package/semantic-ui,MIT,2018-10-21 21:03:55.194,4372.0,36307.0,36352.0,False,2,,,4032.0,,,,,,,
49,Slate,ianstormtaylor/slate,editors,slate,https://github.com/ianstormtaylor/slate,https://github.com/ianstormtaylor/slate,2016-06-18 01:52:42.000,2021-07-29 15:03:09.000,2021-07-27 06:40:17.000,2349,446.0,2205.0,21400,,2021-06-09 16:07:36.000,slate-react@0.65.2,509.0,A completely customizable framework for building rich text editors. (Currently in beta.).,67978.0,60980.0,409,32,https://www.npmjs.com/package/slate,MIT,2021-04-01 02:10:51.453,6998.0,808737.0,808737.0,True,1,,https://www.slatejs.org/examples/richtext,,,,,,,,
50,Blueprint,palantir/blueprint,ui-frameworks,@blueprintjs/core,https://github.com/palantir/blueprint,https://github.com/palantir/blueprint,2016-10-25 21:17:50.000,2021-07-29 15:29:44.000,2021-07-29 15:29:42.000,1886,588.0,1891.0,18006,,2021-07-15 17:20:56.472,3.47.0,149.0,A React-based UI toolkit for the web.,11624.0,9546.0,283,32,https://www.npmjs.com/package/@blueprintjs/core,Apache-2.0,2021-04-13 17:30:43.042,2078.0,659635.0,659635.0,True,2,,https://blueprintjs.com/docs/,,,,,,,,
51,emotion,emotion-js/emotion,styling,@emotion/react,https://github.com/emotion-js/emotion,https://github.com/emotion-js/emotion,2017-05-27 04:23:45.000,2021-07-28 10:42:31.000,2021-06-06 23:38:08.000,857,140.0,1192.0,13390,,2021-05-07 00:52:02.000,@emotion/cache@11.4.0,100.0,CSS-in-JS library designed for high performance style composition.,19289.0,19289.0,260,32,https://www.npmjs.com/package/@emotion/react,MIT,2021-05-07 00:51:52.620,0.0,4581136.0,4581136.0,True,3,,,,,,,,,,
52,nivo,plouc/nivo,data-viz,@nivo/core,https://github.com/plouc/nivo,https://github.com/plouc/nivo,2016-04-16 03:27:56.000,2021-07-27 12:38:21.000,2021-07-27 12:38:21.000,714,89.0,1015.0,9019,1460.0,2021-07-14 23:58:35.000,0.73.1,57.0,"nivo provides a rich set of dataviz components, built on top of the awesome d3 and Reactjs libraries.",1449.0,1147.0,148,32,https://www.npmjs.com/package/@nivo/core,MIT,2021-07-14 20:37:35.672,302.0,907805.0,907805.0,True,2,,https://nivo.rocks/components/,,,,,,,,
53,Grommet,grommet/grommet,ui-frameworks,grommet,https://github.com/grommet/grommet,https://github.com/grommet/grommet,2015-03-24 08:54:10.000,2021-07-29 16:22:14.000,2021-07-29 16:22:14.000,901,207.0,2460.0,7390,5938.0,2021-07-27 20:13:10.000,2.17.4,134.0,"a react-based framework that provides accessibility, modularity, responsiveness, and theming in a tidy package.",7976.0,6744.0,300,32,https://www.npmjs.com/package/grommet,Apache-2.0,2021-07-27 20:10:32.885,1232.0,96067.0,96095.0,True,2,,https://v2.grommet.io/components,1772.0,,,,,,,
54,react-json-view,mac-s-g/react-json-view,file-handling,react-json-view,https://github.com/mac-s-g/react-json-view,https://github.com/mac-s-g/react-json-view,2017-03-26 06:01:36.000,2021-07-20 12:05:36.000,2021-03-09 03:27:31.000,292,108.0,89.0,2155,732.0,2021-03-09 03:08:46.252,1.21.3,111.0,JSON viewer for react.,18598.0,17604.0,33,32,https://www.npmjs.com/package/react-json-view,MIT,2021-03-09 03:08:46.252,994.0,1071443.0,1071443.0,True,2,,https://mac-s-g.github.io/react-json-view/demo/dist/,,,,,,,,
55,editor.js,codex-team/editor.js,editors,@editorjs/editorjs,https://github.com/codex-team/editor.js,https://github.com/codex-team/editor.js,2015-11-28 20:56:35.000,2021-07-29 08:12:19.000,2021-07-21 19:14:12.000,1219,393.0,597.0,15978,523.0,2021-07-21 19:19:41.654,2.22.2,39.0,A block-styled editor with clean JSON output.,2141.0,2067.0,36,31,https://www.npmjs.com/package/@editorjs/editorjs,Apache-2.0,2021-07-21 19:19:41.654,74.0,66085.0,66111.0,True,2,,,1456.0,,,,,,,
56,zustand,pmndrs/zustand,state-management,zustand,https://github.com/pmndrs/zustand,https://github.com/pmndrs/zustand,2019-04-09 09:10:06.000,2021-07-24 13:03:42.000,2021-07-23 22:02:16.000,249,31.0,220.0,9818,512.0,2021-07-13 23:49:05.000,3.5.7,59.0,Bear necessities for state management in React.,4926.0,4906.0,72,31,https://www.npmjs.com/package/zustand,MIT,2021-06-09 00:28:50.157,20.0,442231.0,442231.0,True,2,,,,,,,,,,
57,Victory,FormidableLabs/victory,data-viz,victory,https://github.com/FormidableLabs/victory,https://github.com/FormidableLabs/victory,2015-07-02 22:36:50.000,2021-07-28 17:05:12.000,2021-07-27 21:51:41.000,443,158.0,1235.0,8993,,2021-07-23 18:45:16.418,35.9.3,204.0,A collection of composable React components for building interactive data visualizations.,10984.0,9612.0,234,31,https://www.npmjs.com/package/victory,MIT,2021-07-23 18:45:16.418,1372.0,561460.0,561460.0,True,2,,https://formidable.com/open-source/victory/gallery/,,,,,,,,
58,sql.js,sql-js/sql.js,others,sql.js,https://github.com/sql-js/sql.js,https://github.com/sql-js/sql.js,2012-02-27 03:05:49.000,2021-07-16 08:06:46.000,2021-07-16 08:01:13.000,874,97.0,254.0,8971,468.0,2021-03-15 10:04:56.737,1.5.0,30.0,A javascript library to run SQLite on the web.,3980.0,3182.0,40,31,https://www.npmjs.com/package/sql.js,MIT,2021-03-15 10:04:56.737,798.0,250618.0,251224.0,True,2,,,12131.0,,,,,,,
59,baseweb,uber/baseweb,ui-frameworks,baseui,https://github.com/uber/baseweb,https://github.com/uber/baseweb,2018-03-09 01:32:10.000,2021-07-29 16:16:00.000,2021-07-28 20:15:41.000,588,115.0,714.0,6603,2849.0,2021-07-26 23:46:16.140,10.0.0,561.0,A React Component library implementing the Base design language.,2085.0,2041.0,204,31,https://www.npmjs.com/package/baseui,MIT,2021-07-26 23:46:16.140,44.0,126343.0,126343.0,True,2,,,,,,,,,,
60,redux-toolkit,reduxjs/redux-toolkit,state-management,redux-toolkit,https://github.com/reduxjs/redux-toolkit,https://github.com/reduxjs/redux-toolkit,2018-03-03 21:21:53.000,2021-07-29 01:15:56.000,2021-07-29 01:15:54.000,444,58.0,710.0,5976,1030.0,2021-07-17 23:47:39.000,1.6.1,59.0,"The official, opinionated, batteries-included toolset for efficient Redux development.",89338.0,89334.0,152,31,https://www.npmjs.com/package/redux-toolkit,MIT,2015-10-21 03:50:29.233,4.0,6203.0,6203.0,True,2,,,,1.0,,,,,,
61,React Suite,rsuite/rsuite,ui-frameworks,rsuite,https://github.com/rsuite/rsuite,https://github.com/rsuite/rsuite,2016-06-06 02:27:46.000,2021-07-29 16:15:28.000,2021-07-28 18:00:52.000,583,153.0,429.0,5716,1640.0,2021-06-03 06:32:49.982,4.10.2,221.0,A suite of React components .,3930.0,3798.0,55,31,https://www.npmjs.com/package/rsuite,MIT,2021-07-23 02:13:05.584,132.0,70652.0,70652.0,True,2,,https://rsuitejs.com/components/overview/,,1.0,,,,,,
62,react-draft-wysiwyg,jpuri/react-draft-wysiwyg,editors,react-draft-wysiwyg,https://github.com/jpuri/react-draft-wysiwyg,https://github.com/jpuri/react-draft-wysiwyg,2016-09-04 18:33:34.000,2021-07-29 08:13:20.000,2021-05-05 01:18:14.000,910,528.0,359.0,5186,826.0,2021-05-05 01:18:31.148,1.14.7,130.0,A Wysiwyg editor build on top of ReactJS and DraftJS. https://jpuri.github.io/react-draft-wysiwyg.,15836.0,14264.0,83,31,https://www.npmjs.com/package/react-draft-wysiwyg,MIT,2021-05-05 01:18:31.148,1572.0,828302.0,828302.0,True,2,,,,,,,,,,
63,React Ace,securingsincity/react-ace,editors,react-ace,https://github.com/securingsincity/react-ace,https://github.com/securingsincity/react-ace,2014-11-29 05:15:14.000,2021-07-26 01:31:40.000,2021-06-06 18:02:48.000,524,114.0,284.0,3167,853.0,2021-06-06 01:33:51.714,9.4.1,93.0,React Ace Component.,16423.0,12843.0,116,31,https://www.npmjs.com/package/react-ace,MIT,2021-06-06 01:33:51.714,3580.0,1310594.0,1310606.0,True,2,,https://securingsincity.github.io/react-ace/,901.0,,,,,,,
64,Notistack,iamhosseindhv/notistack,notifications,notistack,https://github.com/iamhosseindhv/notistack,https://github.com/iamhosseindhv/notistack,2018-08-04 21:05:47.000,2021-07-25 23:44:52.000,2021-07-25 21:20:18.000,224,18.0,263.0,2186,477.0,2021-07-26 09:10:56.280,1.0.10,85.0,Highly customizable notification snackbars (toasts) that can be stacked on top of each other.,11911.0,11405.0,44,31,https://www.npmjs.com/package/notistack,MIT,2021-04-25 20:04:12.907,506.0,1390703.0,1390703.0,True,3,['material-ui'],https://iamhosseindhv.com/notistack/demos,,,,,,,,
65,primereact,primefaces/primereact,ui-frameworks,primereact,https://github.com/primefaces/primereact,https://github.com/primefaces/primereact,2016-12-16 15:56:27.000,2021-07-28 15:46:13.000,2021-07-28 15:46:07.000,466,183.0,1741.0,2139,4807.0,2021-07-16 13:39:38.000,6.5.0,88.0,The Most Complete React UI Component Library.,6145.0,5817.0,113,31,https://www.npmjs.com/package/primereact,MIT,2021-07-16 13:39:10.400,328.0,144991.0,144991.0,True,2,,,,,,,,,,
66,blitz,blitz-js/blitz,cms-frameworks,blitz,https://github.com/blitz-js/blitz,https://github.com/blitz-js/blitz,2020-02-17 21:54:15.000,2021-07-29 15:21:22.000,2021-07-29 15:21:21.000,486,149.0,776.0,8666,212.0,2021-07-21 22:38:18.000,0.38.6,304.0,The Fullstack React Framework built on Next.js.,945.0,939.0,230,30,https://www.npmjs.com/package/blitz,MIT,2021-07-21 22:37:13.986,6.0,13908.0,13908.0,True,3,,,,,,,,,,
67,Rebass,rebassjs/rebass,ui-frameworks,rebass,https://github.com/rebassjs/rebass,https://github.com/rebassjs/rebass,2015-02-11 14:48:09.000,2021-07-01 14:29:32.000,2021-06-30 17:05:25.000,604,74.0,429.0,7401,2020.0,2019-10-28 19:08:45.057,4.0.7,109.0,React primitive UI components built with styled-system.,11347.0,9859.0,58,30,https://www.npmjs.com/package/rebass,MIT,2019-10-28 19:08:45.057,1488.0,278623.0,278623.0,True,3,,https://codesandbox.io/s/github/rebassjs/rebass/tree/master/examples/sandbox,,,,,,,,
68,BizCharts,alibaba/BizCharts,data-viz,bizcharts,https://github.com/alibaba/BizCharts,https://github.com/alibaba/BizCharts,2017-11-10 08:27:54.000,2021-07-20 08:06:54.000,2021-07-13 06:11:40.000,635,259.0,973.0,5661,962.0,2021-07-06 07:56:25.000,4.1.11,216.0,Powerful data visualization library based on G2 and React.,12358.0,11126.0,78,30,https://www.npmjs.com/package/bizcharts,MIT,2021-07-06 07:39:27.956,1232.0,113644.0,113644.0,True,2,,,,,,,,,,
69,react-quill,zenoamaro/react-quill,editors,react-quill,https://github.com/zenoamaro/react-quill,https://github.com/zenoamaro/react-quill,2014-11-07 12:25:40.000,2021-06-25 08:22:43.000,2020-11-12 19:24:58.000,636,187.0,404.0,4477,414.0,2020-03-29 19:25:46.394,1.3.5,46.0,A Quill component for React.,16991.0,15437.0,51,30,https://www.npmjs.com/package/react-quill,MIT,2020-03-29 18:18:10.355,1554.0,811079.0,811081.0,True,2,,,179.0,,,,,,,
70,react-monaco-editor,react-monaco-editor/react-monaco-editor,editors,react-monaco-editor,https://github.com/react-monaco-editor/react-monaco-editor,https://github.com/react-monaco-editor/react-monaco-editor,2016-09-05 07:11:05.000,2021-07-27 06:57:28.859,2021-07-27 06:54:33.000,276,22.0,227.0,2319,379.0,2021-07-27 06:57:28.859,0.44.0,70.0,Monaco Editor for React.,10088.0,9492.0,62,30,https://www.npmjs.com/package/react-monaco-editor,MIT,2021-07-27 06:57:28.859,596.0,285847.0,285847.0,True,2,,,,,,,,,,
71,MUI-Datatables,gregnb/mui-datatables,data-tables,mui-datatables,https://github.com/gregnb/mui-datatables,https://github.com/gregnb/mui-datatables,2017-11-04 19:49:44.000,2021-07-13 20:55:59.000,2021-04-03 07:24:59.000,752,487.0,777.0,2082,925.0,2021-04-03 07:27:55.000,3.7.7,143.0,Datatables for React using Material-UI - https://www.material-ui-datatables.com.,5423.0,5169.0,129,30,https://www.npmjs.com/package/mui-datatables,MIT,2021-04-03 07:27:06.513,254.0,204525.0,204525.0,True,2,['material-ui'],,,,,,,,,
72,react-avatar-editor,mosch/react-avatar-editor,other-components,react-avatar-editor,https://github.com/mosch/react-avatar-editor,https://github.com/mosch/react-avatar-editor,2014-12-12 01:22:23.000,2021-07-23 09:01:09.370,2021-07-23 09:00:39.000,327,3.0,208.0,1799,527.0,2021-07-23 09:01:09.370,12.0.0,67.0,Small avatar & profile picture component. Resize and crop uploaded images using a intuitive user interface.,4414.0,4000.0,61,30,https://www.npmjs.com/package/react-avatar-editor,MIT,2021-07-23 09:01:09.370,414.0,320068.0,320068.0,True,2,,,,1.0,,,,,,
73,docz,pedronauck/docz,dev-tools,docz,https://github.com/doczjs/docz,https://github.com/doczjs/docz,2018-03-17 04:24:10.000,2021-07-26 13:52:08.000,2021-06-03 19:42:39.000,1327,83.0,1104.0,21535,,2020-04-05 08:58:58.000,2.3.1,273.0,It has never been so easy to document your things!.,6851.0,5479.0,127,29,https://www.npmjs.com/package/docz,MIT,2020-04-07 10:55:25.773,1372.0,140242.0,140242.0,True,2,,,,,doczjs/docz,,,,,
74,relay,facebook/relay,data-fetching,relay,https://github.com/facebook/relay,https://github.com/facebook/relay,2015-08-10 22:09:16.000,2021-07-29 15:15:34.000,2021-07-29 15:06:45.000,1608,334.0,1494.0,15841,,2021-04-15 17:38:20.000,11.0.2,65.0,Relay is a JavaScript framework for building data-driven React applications.,4491.0,4413.0,592,29,https://www.npmjs.com/package/relay,MIT,2013-04-14 20:53:10.498,78.0,1306.0,1306.0,True,3,,,,,,,,,,
75,visx,airbnb/visx,data-viz,@visx/group,https://github.com/airbnb/visx,https://github.com/airbnb/visx,2017-03-15 16:25:41.000,2021-07-25 13:23:03.000,2021-07-21 22:44:53.000,515,94.0,481.0,13851,2956.0,2021-07-20 19:56:36.189,1.17.1,76.0,visx | visualization components.,64.0,64.0,116,29,https://www.npmjs.com/package/@visx/group,MIT,2021-07-20 19:56:36.189,0.0,254891.0,254891.0,True,2,,https://airbnb.io/visx/gallery,,,,,,,,
76,fluentui,microsoft/fluentui,ui-frameworks,@fluentui/react,https://github.com/microsoft/fluentui,https://github.com/microsoft/fluentui,2016-06-06 15:03:44.000,2021-07-29 17:40:36.000,2021-07-29 15:02:05.000,1956,938.0,7182.0,11823,11528.0,2021-07-29 07:38:08.000,@fluentui/azure-themes_v8.1.46,364.0,"Fluent UI web represents a collection of utilities, React components, and web components for building web applications.",4.0,4.0,685,29,https://www.npmjs.com/package/@fluentui/react,MIT,2021-07-29 07:34:10.369,0.0,233344.0,233344.0,True,3,,,,,,,,,,
77,Evergreen,segmentio/evergreen,ui-frameworks,evergreen-ui,https://github.com/segmentio/evergreen,https://github.com/segmentio/evergreen,2017-07-30 10:03:14.000,2021-07-29 17:37:06.000,2021-07-29 01:35:20.000,681,23.0,350.0,10921,764.0,2021-07-29 01:38:35.000,6.2.1,211.0,Evergreen React UI Framework by Segment.,2555.0,2405.0,111,29,https://www.npmjs.com/package/evergreen-ui,MIT,2021-07-29 01:37:16.667,150.0,39163.0,39163.0,True,3,,,,,,,,,,
78,React-Move,sghall/react-move,animations,react-move,https://github.com/sghall/react-move,https://github.com/sghall/react-move,2017-03-20 15:38:13.000,2021-06-28 18:46:30.000,2021-06-13 06:33:28.000,202,1.0,39.0,6337,524.0,2021-06-13 05:41:59.344,6.5.0,60.0,"React Move | Beautiful, data-driven animations for React.",4481.0,3835.0,13,29,https://www.npmjs.com/package/react-move,MIT,2021-06-13 05:41:59.344,646.0,413253.0,413253.0,True,1,,https://react-move-docs.netlify.app/#/demos/node-group,,,,,,,,
79,ncc,vercel/ncc,dev-tools,@vercel/ncc,https://github.com/vercel/ncc,https://github.com/vercel/ncc,2018-11-13 04:00:21.000,2021-07-22 18:21:03.000,2021-07-22 18:21:02.000,180,136.0,270.0,5683,,2021-07-16 21:57:47.000,0.29.0,66.0,"Compile a Node.js project into a single file. Supports TypeScript, binary addons, dynamic requires.",5895.0,5895.0,40,29,https://www.npmjs.com/package/@vercel/ncc,MIT,2021-07-16 21:57:33.922,0.0,444387.0,444387.0,True,2,,,,1.0,,,,,,
80,theme-ui,system-ui/theme-ui,ui-frameworks,theme-ui,https://github.com/system-ui/theme-ui,https://github.com/system-ui/theme-ui,2019-04-03 22:10:49.000,2021-07-27 06:40:09.000,2021-07-27 06:31:25.000,498,81.0,495.0,3847,,2021-06-19 16:42:38.000,0.10.0,281.0,"Build consistent, themeable React apps based on constraint-based design principles.",14097.0,13435.0,130,29,https://www.npmjs.com/package/theme-ui,MIT,2021-05-19 08:13:11.218,662.0,510829.0,510829.0,True,3,,,,,,,,,,
81,react-copy-to-clipboard,nkbt/react-copy-to-clipboard,other-components,react-copy-to-clipboard,https://github.com/nkbt/react-copy-to-clipboard,https://github.com/nkbt/react-copy-to-clipboard,2015-07-04 09:10:02.000,2021-07-25 18:27:15.000,2021-01-12 23:38:42.000,106,15.0,68.0,1781,495.0,2021-01-12 23:41:45.000,5.0.3,27.0,Copy-to-clipboard React component.,53225.0,47309.0,17,29,https://www.npmjs.com/package/react-copy-to-clipboard,MIT,2021-01-12 23:38:39.178,5916.0,2780121.0,2780121.0,True,2,,,,,,,,,,
82,React Data Table,jbetancur/react-data-table-component,data-tables,react-data-table-component,https://github.com/jbetancur/react-data-table-component,https://github.com/jbetancur/react-data-table-component,2018-03-16 04:31:39.000,2021-07-18 00:10:36.000,2021-06-29 23:37:43.000,223,42.0,496.0,1092,787.0,2021-02-23 03:50:10.930,6.11.7,153.0,"A responsive table library with built-in sorting, pagination, selection, expandable rows, and customizable styling.",4706.0,4618.0,41,29,https://www.npmjs.com/package/react-data-table-component,Apache-2.0,2021-06-29 23:40:06.114,88.0,165274.0,165274.0,True,2,,https://jbetancur.github.io/react-data-table-component/,,,,,,,,
83,react-csv,react-csv/react-csv,file-handling,react-csv,https://github.com/react-csv/react-csv,https://github.com/react-csv/react-csv,2016-11-25 12:55:39.000,2021-07-20 14:58:36.000,2020-07-09 05:32:23.000,220,111.0,119.0,792,164.0,2020-04-01 19:55:11.000,2.0.3,30.0,React components to build CSV files on the fly basing on Array/literal object of data.,7428.0,6906.0,27,29,https://www.npmjs.com/package/react-csv,MIT,2020-04-01 16:36:39.880,522.0,841988.0,841988.0,True,3,,,,,,,,,,
84,Ant Design Pro,ant-design/ant-design-pro,admin-dashboards,,https://github.com/ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,2017-08-25 10:40:44.000,2021-07-27 10:18:26.000,2021-07-27 10:08:36.000,6889,80.0,7339.0,29743,2330.0,2021-07-02 02:42:28.000,5.0.0,23.0,Use Ant Design like a Pro!.,2234.0,2234.0,289,28,,MIT,,,,,True,2,['ant-design'],https://preview.pro.ant.design/,,,,,,,,
85,chakra-ui,chakra-ui/chakra-ui,ui-frameworks,chakra-ui,https://github.com/chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,2019-08-17 14:27:54.000,2021-07-29 17:12:47.000,2021-07-29 17:12:47.000,1593,122.0,1881.0,19586,,2021-07-08 15:05:57.000,@chakra-ui/theme-tools@1.1.8,100.0,"Simple, Modular & Accessible UI Components for your React Applications.",10963.0,10961.0,434,28,https://www.npmjs.com/package/chakra-ui,MIT,2019-04-27 08:34:34.655,2.0,1462.0,1462.0,True,3,,,,,,,,,,
86,react-vis,uber/react-vis,data-viz,react-vis,https://github.com/uber/react-vis,https://github.com/uber/react-vis,2016-02-22 20:45:50.000,2021-05-10 16:45:03.000,2020-07-13 14:33:01.000,820,327.0,505.0,7930,876.0,2019-04-19 03:58:15.000,1.11.7,99.0,Data Visualization Components.,1048.0,,122,28,https://www.npmjs.com/package/react-vis,MIT,2017-04-22 00:52:57.632,1048.0,321595.0,321595.0,True,2,,http://uber.github.io/react-vis/examples/showcases/,,,,,,,,
87,React-Datasheet,nadbm/react-datasheet,data-tables,react-datasheet,https://github.com/nadbm/react-datasheet,https://github.com/nadbm/react-datasheet,2016-09-25 19:18:17.000,2021-07-15 10:33:11.000,2021-02-14 05:17:25.000,456,116.0,97.0,4725,271.0,2021-02-14 04:56:00.552,1.4.9,46.0,Excel-like data grid (table) component for React.,614.0,554.0,43,28,https://www.npmjs.com/package/react-datasheet,MIT,2021-02-14 04:56:00.552,60.0,143505.0,143505.0,True,3,,,,,,,,,,
88,react-data-grid,adazzle/react-data-grid,data-tables,react-data-grid,https://github.com/adazzle/react-data-grid,https://github.com/adazzle/react-data-grid,2015-03-06 10:15:04.000,2021-07-29 17:57:27.000,2021-07-29 17:55:49.000,1856,132.0,1127.0,4690,,2019-04-03 17:25:26.810,6.1.0,1001.0,"Excel-like grid component built with React, with editors, keyboard navigation, copy & paste, and the like.",5364.0,4482.0,124,28,https://www.npmjs.com/package/react-data-grid,MIT,2021-05-26 14:56:53.386,882.0,264920.0,264920.0,True,3,,,,,,,,,,
89,Reactive Search,appbaseio/reactivesearch,other-components,@appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,2017-02-15 15:21:24.000,2021-07-28 09:36:01.000,2021-07-28 09:35:54.000,447,165.0,876.0,4451,2378.0,2021-07-26 14:24:36.000,1.20.0-ue,282.0,Search UI components for React and Vue: powered by appbase.io / Elasticsearch.,301.0,117.0,61,28,https://www.npmjs.com/package/@appbaseio/reactivesearch,Apache-2.0,2021-07-26 13:44:58.854,184.0,26670.0,26670.0,True,2,,https://opensource.appbase.io/reactivesearch/#examples,,,,,,,,
90,twin.macro,ben-rogerson/twin.macro,styling,twin.macro,https://github.com/ben-rogerson/twin.macro,https://github.com/ben-rogerson/twin.macro,2020-02-19 04:45:25.000,2021-07-28 05:09:02.000,2021-07-28 05:09:02.000,93,8.0,208.0,4438,705.0,2021-07-08 08:06:58.000,2.6.2,58.0,"Twin blends the magic of Tailwind with the flexibility of css-in-js (emotion, styled-components, stitches and goober)..",3693.0,3693.0,33,28,https://www.npmjs.com/package/twin.macro,MIT,2021-07-08 08:05:15.809,0.0,150607.0,150607.0,True,3,,,,,,,,,,
