,name,github_id,category,npm_id,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,license,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,demo_url,trending,github_release_downloads,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
86,ncc,vercel/ncc,dev-tools,@vercel/ncc,https://github.com/vercel/ncc,https://github.com/vercel/ncc,2018-11-13 04:00:21.000,2021-07-13 13:26:43.000,2021-07-07 16:03:09.000,180,135.0,267.0,5447,,2021-05-25 19:10:35.000,0.28.6,65.0,"Compile a Node.js project into a single file. Supports TypeScript, binary addons, dynamic requires.",5659.0,5659.0,40,28,https://www.npmjs.com/package/@vercel/ncc,MIT,2021-05-25 19:10:30.841,0.0,434454.0,434454.0,True,3,,,,,,,,,,
87,React-Datasheet,nadbm/react-datasheet,data-tables,react-datasheet,https://github.com/nadbm/react-datasheet,https://github.com/nadbm/react-datasheet,2016-09-25 19:18:17.000,2021-07-15 10:33:11.000,2021-02-14 05:17:25.000,456,116.0,96.0,4713,271.0,2021-02-14 04:56:00.552,1.4.9,46.0,Excel-like data grid (table) component for React.,607.0,547.0,43,28,https://www.npmjs.com/package/react-datasheet,MIT,2021-02-14 04:56:00.552,60.0,149428.0,149428.0,True,3,,,,,,,,,,
88,react-data-grid,adazzle/react-data-grid,data-tables,react-data-grid,https://github.com/adazzle/react-data-grid,https://github.com/adazzle/react-data-grid,2015-03-06 10:15:04.000,2021-07-08 11:38:36.000,2021-07-08 11:36:40.000,1848,121.0,1124.0,4668,,2019-04-03 17:25:26.810,6.1.0,1000.0,"Excel-like grid component built with React, with editors, keyboard navigation, copy & paste, and the like.",5330.0,4448.0,123,28,https://www.npmjs.com/package/react-data-grid,MIT,2021-05-26 14:56:53.386,882.0,276012.0,276012.0,True,3,,,,,,,,,,
89,Reactive Search,appbaseio/reactivesearch,other-components,@appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,2017-02-15 15:21:24.000,2021-07-14 19:59:41.000,2021-07-14 19:46:17.000,447,164.0,872.0,4456,2378.0,2021-07-14 19:59:41.000,3.20.2,280.0,Search UI components for React and Vue: powered by appbase.io / Elasticsearch.,300.0,116.0,61,28,https://www.npmjs.com/package/@appbaseio/reactivesearch,Apache-2.0,2021-07-14 19:32:39.587,184.0,25905.0,25905.0,True,2,,https://opensource.appbase.io/reactivesearch/#examples,,,,,,,,
90,twin.macro,ben-rogerson/twin.macro,styling,twin.macro,https://github.com/ben-rogerson/twin.macro,https://github.com/ben-rogerson/twin.macro,2020-02-19 04:45:25.000,2021-07-14 05:50:42.000,2021-07-08 08:04:13.000,92,8.0,208.0,4365,703.0,2021-07-08 08:06:58.000,2.6.2,58.0,"Twin blends the magic of Tailwind with the flexibility of css-in-js (emotion, styled-components, stitches and goober)..",3538.0,3538.0,33,28,https://www.npmjs.com/package/twin.macro,MIT,2021-07-08 08:05:15.809,0.0,150454.0,150454.0,True,3,,,,,,,,,,
91,react-sortable-tree,frontend-collective/react-sortable-tree,other-components,react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,2016-07-22 08:36:25.000,2021-06-29 06:19:36.000,2021-06-11 13:41:37.000,754,312.0,295.0,4174,553.0,2020-08-10 08:00:07.000,2.8.0,65.0,Drag-and-drop sortable component for nested data and hierarchies.,2786.0,2438.0,38,28,https://www.npmjs.com/package/react-sortable-tree,MIT,2020-08-10 07:56:50.631,348.0,363380.0,363380.0,True,2,,https://frontend-collective.github.io/react-sortable-tree/?path=/story/basics--minimal-implementation,,,,,,,,
92,polaris-react,Shopify/polaris-react,ui-frameworks,@shopify/polaris,https://github.com/Shopify/polaris-react,https://github.com/Shopify/polaris-react,2017-04-20 18:26:34.000,2021-07-15 18:18:50.000,2021-07-15 18:07:21.000,787,281.0,1633.0,4152,,2021-07-12 17:49:20.000,6.6.0,392.0,Shopifys admin product component library.,3130.0,2872.0,268,28,https://www.npmjs.com/package/@shopify/polaris,MIT,2021-07-08 18:26:23.581,258.0,349831.0,350550.0,True,3,,,,22310.0,,,,,,
93,Perspective,finos/perspective,data-tables,@finos/perspective,https://github.com/finos/perspective,https://github.com/finos/perspective,2017-11-02 16:27:54.000,2021-07-15 06:09:31.000,2021-07-15 06:09:30.000,377,65.0,359.0,3442,4595.0,2021-07-08 04:55:02.466,0.10.0,48.0,Streaming pivot visualization via WebAssembly.,211.0,197.0,64,28,https://www.npmjs.com/package/@finos/perspective,Apache-2.0,2021-07-08 04:55:02.466,6.0,6614.0,8993.0,True,3,,https://perspective.finos.org/,,,,perspective-python,https://pypi.org/project/perspective-python,2021-07-08 06:14:18.000,8.0,2379.0
94,eui,elastic/eui,ui-frameworks,@elastic/eui,https://github.com/elastic/eui,https://github.com/elastic/eui,2017-10-18 14:49:20.000,2021-07-15 17:43:04.000,2021-07-14 18:13:24.000,526,395.0,1799.0,2923,3687.0,2021-07-13 19:19:14.000,35.1.0,343.0,Elastic UI Framework.,130.0,62.0,194,28,https://www.npmjs.com/package/@elastic/eui,ICU,2021-07-13 18:27:30.827,68.0,61654.0,61737.0,False,3,,,,3339.0,,,,,,
95,react-rte,sstur/react-rte,editors,react-rte,https://github.com/sstur/react-rte,https://github.com/sstur/react-rte,2016-02-25 02:36:56.000,2021-07-01 10:52:58.000,2021-05-02 21:12:55.000,404,173.0,145.0,2569,314.0,2016-02-24 23:30:39.985,1.0.0,38.0,Pure React rich text WYSIWYG editor based on draft-js.,2757.0,2283.0,46,28,https://www.npmjs.com/package/react-rte,ISC,2016-02-24 23:30:39.985,474.0,129990.0,129990.0,True,2,,,,,,,,,,
96,Monaco React,suren-atoyan/monaco-react,editors,@monaco-editor/react,https://github.com/suren-atoyan/monaco-react,https://github.com/suren-atoyan/monaco-react,2019-06-16 07:46:31.000,2021-07-14 10:53:05.000,2021-06-21 05:29:07.000,92,37.0,165.0,1119,364.0,2021-06-21 05:31:26.000,4.2.1,85.0,Monaco Editor for React - use the monaco-editor in any React application without needing to use webpack (or..,2261.0,2239.0,23,28,https://www.npmjs.com/package/@monaco-editor/react,MIT,2021-06-21 05:29:31.524,22.0,278043.0,278043.0,True,2,,https://monaco-react.surenatoyan.com/,,,,,,,,
97,ant-design-charts,ant-design/ant-design-charts,data-viz,@ant-design/charts,https://github.com/ant-design/ant-design-charts,https://github.com/ant-design/ant-design-charts,2020-03-09 09:08:31.000,2021-07-15 09:18:12.000,2021-07-15 09:18:11.000,170,56.0,429.0,643,572.0,2021-06-29 14:00:13.000,1.1.20,74.0,A React Chart Library.,1207.0,1207.0,31,28,https://www.npmjs.com/package/@ant-design/charts,MIT,2021-07-15 08:46:25.529,0.0,128671.0,128671.0,True,2,['ant-design'],,,,,,,,,
98,Bit,teambit/bit,dev-tools,bit-bin,https://github.com/teambit/bit,https://github.com/teambit/bit,2017-01-22 14:51:43.000,2021-07-15 17:38:56.000,2021-07-15 13:22:36.000,727,89.0,1140.0,13732,8337.0,2020-07-13 09:59:04.000,14.8.8,757.0,"Build, distribute, and collaborate on components.",15.0,5.0,58,27,https://www.npmjs.com/package/bit-bin,Apache-2.0,2021-07-05 14:30:42.755,10.0,10253.0,10356.0,True,3,,,,5074.0,,,,,,
99,muuri,haltu/muuri,other-components,muuri,https://github.com/haltu/muuri,https://github.com/haltu/muuri,2015-12-21 07:00:44.000,2021-07-09 19:14:08.022,2021-07-09 19:05:04.000,593,72.0,396.0,9607,516.0,2021-07-09 19:14:08.022,0.9.5,22.0,"Infinite responsive, sortable, filterable and draggable layouts.",753.0,709.0,14,27,https://www.npmjs.com/package/muuri,MIT,2021-07-09 19:14:08.022,44.0,58617.0,58617.0,True,3,,,,,,,,,,
100,ReactPage,react-page/react-page,editors,@react-page/editor,https://github.com/react-page/react-page,https://github.com/react-page/react-page,2015-05-29 12:19:44.000,2021-06-23 11:38:48.000,2021-06-22 12:35:33.000,554,15.0,627.0,8555,1154.0,2021-06-21 13:01:32.000,3.2.1,253.0,"Next-gen, highly customizable content editor for the browser - based on React and written in TypeScript. WYSIWYG on..",57.0,57.0,52,27,https://www.npmjs.com/package/@react-page/editor,MIT,2021-06-21 13:01:12.179,0.0,4079.0,4079.0,True,3,,,,,,,,,,
101,carbon,carbon-design-system/carbon,ui-frameworks,carbon-components-react,https://github.com/carbon-design-system/carbon,https://github.com/carbon-design-system/carbon,2017-03-13 14:23:59.000,2021-07-15 16:25:48.000,2021-07-14 15:45:46.000,1053,467.0,4391.0,4461,,2021-07-08 21:28:39.000,10.39.0,933.0,A design system built by IBM.,350.0,30.0,340,27,https://www.npmjs.com/package/carbon-components-react,Apache-2.0,2021-07-08 21:28:16.587,320.0,191476.0,191537.0,True,3,,,,1414.0,,,,,,
102,react-refetch,heroku/react-refetch,data-fetching,react-refetch,https://github.com/heroku/react-refetch,https://github.com/heroku/react-refetch,2015-11-11 21:02:02.000,2021-05-25 18:31:33.000,2021-04-05 23:58:04.000,151,37.0,102.0,3407,638.0,2019-10-28 22:11:40.841,3.0.1,82.0,"A simple, declarative, and composable way to fetch data for React components.",1045.0,731.0,70,27,https://www.npmjs.com/package/react-refetch,MIT,2020-01-20 05:17:56.980,314.0,26537.0,26537.0,True,3,,,,,,,,,,
103,react-digraph,uber/react-digraph,editors,react-digraph,https://github.com/uber/react-digraph,https://github.com/uber/react-digraph,2016-11-11 07:43:00.000,2021-06-09 06:37:33.000,2021-05-28 22:17:49.000,243,73.0,97.0,2134,455.0,2021-05-28 22:22:04.000,8.0.0-beta.7,95.0,A library for creating directed graph editors.,263.0,231.0,44,27,https://www.npmjs.com/package/react-digraph,MIT,2021-05-28 22:58:26.271,32.0,32953.0,32953.0,True,3,,,,,,,,,,
104,tabler-react,tabler/tabler-react,ui-frameworks,tabler-react,https://github.com/tabler/tabler-react,https://github.com/tabler/tabler-react,2018-04-12 21:32:09.000,2021-06-07 23:53:21.000,2021-03-07 23:12:06.000,426,58.0,147.0,1753,1363.0,2019-06-04 21:54:09.577,1.30.1,66.0,React components and demo for the Tabler UI theme.,621.0,579.0,34,27,https://www.npmjs.com/package/tabler-react,MIT,2019-06-30 13:10:01.077,42.0,9720.0,9720.0,True,3,,,,,,,,,,
105,fullcalendar-react,fullcalendar/fullcalendar-react,other-components,@fullcalendar/react,https://github.com/fullcalendar/fullcalendar-react,https://github.com/fullcalendar/fullcalendar-react,2018-12-03 21:32:44.000,2021-06-16 03:19:22.000,2021-06-16 02:44:45.000,54,19.0,116.0,951,181.0,2021-06-16 03:16:52.667,5.8.0,23.0,An official React component for FullCalendar.,5293.0,5173.0,3,27,https://www.npmjs.com/package/@fullcalendar/react,MIT,2021-06-16 03:16:52.667,120.0,313581.0,313581.0,True,3,,,,,,,,,,
106,React ApexCharts,apexcharts/react-apexcharts,data-viz,react-apexcharts,https://github.com/apexcharts/react-apexcharts,https://github.com/apexcharts/react-apexcharts,2018-08-20 13:36:46.000,2021-06-10 12:01:29.000,2021-06-10 12:01:22.000,73,113.0,134.0,775,159.0,2021-04-11 17:44:40.019,1.3.8,24.0,React Component for ApexCharts.,13295.0,13007.0,17,27,https://www.npmjs.com/package/react-apexcharts,MIT,2021-04-12 12:08:42.212,288.0,385868.0,385868.0,True,3,,https://apexcharts.com/react-chart-demos/,,,,,,,,
107,material-ui-chip-input,TeamWertarbyte/material-ui-chip-input,other-components,material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,2016-09-07 16:47:10.000,2021-04-13 10:30:39.000,2020-09-08 13:18:49.000,177,35.0,232.0,704,305.0,2019-12-01 15:35:30.000,1.1.0,73.0,A chip input field using Material-UI.,4777.0,3951.0,48,27,https://www.npmjs.com/package/material-ui-chip-input,MIT,2019-12-01 15:47:13.811,826.0,222279.0,222279.0,True,3,['material-ui'],https://mui.wertarbyte.com/#material-ui-chip-input,,,,,,,,
108,material-ui-dropzone,Yuvaleros/material-ui-dropzone,file-handling,material-ui-dropzone,https://github.com/Yuvaleros/material-ui-dropzone,https://github.com/Yuvaleros/material-ui-dropzone,2017-10-16 11:50:16.000,2021-07-14 23:15:59.000,2020-10-01 14:00:45.000,164,75.0,128.0,369,427.0,2020-09-20 20:21:49.283,3.5.0,32.0,A Material-UI file upload dropzone.,3331.0,3219.0,48,27,https://www.npmjs.com/package/material-ui-dropzone,MIT,2020-09-20 20:21:49.283,112.0,198371.0,198371.0,True,3,['material-ui'],https://yuvaleros.github.io/material-ui-dropzone/,,,,,,,,
109,React Flow,wbkd/react-flow,other-components,react-flow-renderer,https://github.com/wbkd/react-flow,https://github.com/wbkd/react-flow,2019-07-15 14:47:30.000,2021-07-14 10:20:41.000,2021-07-13 07:56:52.000,332,45.0,531.0,6884,,2021-07-13 07:56:59.000,9.6.4,151.0,"Highly customizable library for building interactive node-based UIs, editors, flow charts and diagrams.",658.0,658.0,35,26,https://www.npmjs.com/package/react-flow-renderer,MIT,2021-07-13 07:56:49.095,0.0,147678.0,147678.0,True,3,,https://reactflow.dev/examples/,,,,,,,,
110,react-diagrams,projectstorm/react-diagrams,data-viz,@projectstorm/react-diagrams,https://github.com/projectstorm/react-diagrams,https://github.com/projectstorm/react-diagrams,2016-06-03 09:10:01.000,2021-07-11 21:31:19.000,2021-07-11 16:25:29.000,913,232.0,460.0,6202,819.0,2021-07-11 16:21:47.654,6.6.0,28.0,"a super simple, no-nonsense diagramming library written in react that just works.",157.0,143.0,78,26,https://www.npmjs.com/package/@projectstorm/react-diagrams,MIT,2021-07-11 16:21:47.654,14.0,37468.0,37468.0,True,3,,,,,,,,,,
111,searchkit,searchkit/searchkit,other-components,searchkit,https://github.com/searchkit/searchkit,https://github.com/searchkit/searchkit,2015-11-19 18:27:43.000,2021-07-15 07:12:01.000,2021-07-09 13:47:07.000,397,11.0,513.0,4226,,2021-06-25 08:22:02.000,3.0.0-canary.40,93.0,GraphQL API & React UI components for Elasticsearch. The easiest way to build a great search experience.,866.0,580.0,51,26,https://www.npmjs.com/package/searchkit,Apache-2.0,2021-01-13 21:30:25.068,286.0,10559.0,10559.0,True,3,,,,,,,,,,
112,restful-react,contiamo/restful-react,data-fetching,restful-react,https://github.com/contiamo/restful-react,https://github.com/contiamo/restful-react,2018-06-29 12:52:25.000,2021-07-15 16:50:09.000,2021-07-13 11:56:48.000,99,30.0,123.0,1731,597.0,2021-07-13 11:59:09.000,15.7.0,187.0,"A consistent, declarative way of interacting with RESTful backends, featuring code-generation from Swagger and OpenAPI..",253.0,245.0,45,26,https://www.npmjs.com/package/restful-react,MIT,2021-07-13 11:59:45.916,8.0,41283.0,41283.0,True,3,,,,,,,,,,
113,react-mde,andrerpena/react-mde,editors,react-mde,https://github.com/andrerpena/react-mde,https://github.com/andrerpena/react-mde,2016-11-26 18:10:16.000,2021-07-04 22:19:50.000,2021-07-04 22:19:50.000,138,56.0,144.0,1271,765.0,2021-05-04 08:58:15.604,11.5.0,111.0,React Markdown Editor.,138.0,,50,26,https://www.npmjs.com/package/react-mde,MIT,2021-05-04 08:58:15.604,138.0,96636.0,96636.0,True,3,,http://andrerpena.me/react-mde/,,,,,,,,
114,components,primer/components,ui-frameworks,@primer/components,https://github.com/primer/components,https://github.com/primer/components,2018-02-17 00:09:05.000,2021-07-15 13:23:21.000,2021-07-02 14:48:33.000,177,72.0,331.0,1252,,2021-06-18 13:43:30.000,28.2.5,2837.0,Primer React components.,970.0,922.0,70,26,https://www.npmjs.com/package/@primer/components,MIT,2021-06-18 13:43:13.458,48.0,48180.0,48180.0,True,3,,,,,,,,,,
115,rsuite-table,rsuite/rsuite-table,data-tables,rsuite-table,https://github.com/rsuite/rsuite-table,https://github.com/rsuite/rsuite-table,2016-06-10 16:19:14.000,2021-07-12 08:16:43.000,2021-07-12 08:16:43.000,75,18.0,79.0,421,475.0,2021-05-12 05:36:00.374,3.15.1,167.0,A React table component.,1204.0,1134.0,12,26,https://www.npmjs.com/package/rsuite-table,MIT,2021-07-08 16:04:07.580,70.0,70568.0,70568.0,True,3,,,,,,,,,,
116,why-did-you-render,welldone-software/why-did-you-render,dev-tools,why-did-you-render,https://github.com/welldone-software/why-did-you-render,https://github.com/welldone-software/why-did-you-render,2018-11-10 19:31:09.000,2021-07-08 13:44:23.000,2021-06-13 09:45:59.000,100,12.0,136.0,6659,397.0,2021-06-13 09:49:45.000,6.2.0,79.0,why-did-you-render by Welldone Software monkey patches React to notify you about potentially avoidable re-renders...,2904.0,2904.0,26,25,https://www.npmjs.com/package/why-did-you-render,MIT,2020-05-17 14:12:57.191,,611.0,611.0,True,3,,,,,,,,,,
117,React Hot Toast,timolins/react-hot-toast,notifications,react-hot-toast,https://github.com/timolins/react-hot-toast,https://github.com/timolins/react-hot-toast,2020-12-07 22:05:40.000,2021-07-15 11:39:37.000,2021-07-15 11:39:37.000,86,26.0,37.0,3114,,2021-05-31 13:51:38.000,2.0.0,10.0,Smoking hot React Notifications.,2188.0,2188.0,14,25,https://www.npmjs.com/package/react-hot-toast,MIT,2021-05-31 13:47:35.593,0.0,171006.0,171006.0,True,3,,https://react-hot-toast.com/,,,,,,,,
118,GGEditor,alibaba/GGEditor,data-viz,gg-editor,https://github.com/alibaba/GGEditor,https://github.com/alibaba/GGEditor,2018-08-24 05:50:30.000,2020-09-10 10:08:53.000,2020-07-10 10:33:23.000,508,272.0,201.0,3112,405.0,2020-07-10 10:34:08.312,3.1.3,48.0,A visual graph editor based on G6 and React.,1977.0,1873.0,6,25,https://www.npmjs.com/package/gg-editor,MIT,2020-07-10 10:34:08.312,104.0,22895.0,22895.0,True,3,,,,,,,,,,
119,React Email Editor,unlayer/react-email-editor,editors,react-email-editor,https://github.com/unlayer/react-email-editor,https://github.com/unlayer/react-email-editor,2017-10-01 22:44:29.000,2021-06-17 17:31:57.000,2021-06-10 21:35:06.000,449,114.0,84.0,2931,90.0,2021-06-10 21:34:25.605,1.3.0,21.0,Drag-n-Drop Email Editor Component for React.js.,342.0,328.0,5,25,https://www.npmjs.com/package/react-email-editor,MIT,2021-06-10 21:34:25.605,14.0,34979.0,34979.0,True,3,,https://react-email-editor-demo.netlify.app/,,,,,,,,
120,Semiotic,nteract/semiotic,data-viz,semiotic,https://github.com/nteract/semiotic,https://github.com/nteract/semiotic,2017-03-16 17:46:24.000,2021-03-11 23:25:45.000,2020-12-02 03:45:24.000,135,114.0,397.0,2171,1988.0,2020-12-02 04:27:28.174,1.20.6,198.0,A data visualization framework combining React & D3.,377.0,311.0,24,25,https://www.npmjs.com/package/semiotic,Apache-2.0,2021-01-05 04:52:46.836,66.0,18916.0,18916.0,True,3,,https://semiotic.nteract.io/examples,,,,,,,,
121,Viser,viserjs/viser,data-viz,viser-react,https://github.com/viserjs/viser,https://github.com/viserjs/viser,2017-10-27 16:47:46.000,2021-06-17 08:40:35.000,2020-07-30 03:40:48.000,122,115.0,324.0,1486,502.0,2019-12-24 13:03:44.941,2.4.8,65.0,viser is a toolkit fit for data vis engineer. https://viserjs.gitee.io/.,2474.0,2428.0,22,25,https://www.npmjs.com/package/viser-react,MIT,2019-12-24 13:03:44.941,46.0,7361.0,7361.0,True,3,,https://viserjs.github.io/demoHome.html,,,,,,,,
122,React Flow Chart,MrBlenny/react-flow-chart,other-components,@mrblenny/react-flow-chart,https://github.com/MrBlenny/react-flow-chart,https://github.com/MrBlenny/react-flow-chart,2018-11-07 01:34:23.000,2021-06-15 17:01:15.000,2020-06-28 02:55:27.000,255,89.0,103.0,1128,268.0,2020-06-28 02:56:37.000,0.0.14,14.0,"A flexible, stateless, declarative flow chart library for react.",174.0,158.0,29,25,https://www.npmjs.com/package/@mrblenny/react-flow-chart,MIT,2020-06-28 02:55:34.091,16.0,19975.0,19975.0,False,3,,https://mrblenny.github.io/react-flow-chart/index.html?path=/story/state--internal-react-state,,,,,,,,
123,React FilePond,pqina/react-filepond,file-handling,react-filepond,https://github.com/pqina/react-filepond,https://github.com/pqina/react-filepond,2018-03-08 14:52:44.000,2021-07-14 13:49:05.000,2021-07-14 13:49:05.000,60,14.0,158.0,1083,95.0,2021-02-11 12:26:38.817,7.1.1,26.0,A handy FilePond adapter component for React.,2305.0,2111.0,6,25,https://www.npmjs.com/package/react-filepond,MIT,2021-02-11 12:26:38.817,194.0,100894.0,100894.0,True,3,,https://codesandbox.io/s/react-filepond-live-demo-iw9ri,,,,,,,,
124,react-simple-code-editor,satya164/react-simple-code-editor,editors,react-simple-code-editor,https://github.com/satya164/react-simple-code-editor,https://github.com/satya164/react-simple-code-editor,2018-06-21 14:15:50.000,2021-04-06 21:51:05.000,2021-02-03 10:37:47.000,99,35.0,26.0,854,101.0,2020-01-17 14:38:58.265,0.11.0,35.0,Simple no-frills code editor with syntax highlighting.,6539.0,4939.0,10,25,https://www.npmjs.com/package/react-simple-code-editor,MIT,2020-01-17 14:38:58.265,1600.0,977324.0,977324.0,True,3,,,,,,,,,,
125,Storybook Addon Material-UI,react-theming/storybook-addon-material-ui,dev-tools,storybook-addon-material-ui,https://github.com/react-theming/storybook-addon-material-ui,https://github.com/react-theming/storybook-addon-material-ui,2016-09-13 08:30:16.000,2021-04-09 14:33:27.000,2021-03-25 21:33:47.000,111,14.0,62.0,531,176.0,2020-01-04 17:03:56.000,0.9.0-alpha.21,56.0,Addon for storybook wich wrap material-ui components into MuiThemeProvider. This helps and simplifies development of..,962.0,794.0,40,25,https://www.npmjs.com/package/storybook-addon-material-ui,MIT,2021-02-20 19:36:07.318,168.0,139479.0,139479.0,True,3,['material-ui'],,,,,,,,,
126,tabler,tabler/tabler,ui-frameworks,tabler,https://github.com/tabler/tabler,https://github.com/tabler/tabler,2018-02-01 09:08:59.000,2021-07-12 17:04:50.000,2021-05-09 19:19:09.000,2657,83.0,385.0,23769,362.0,2020-04-20 21:19:30.000,1.0.0-alpha.7,26.0,Tabler is free and open-source HTML Dashboard UI Kit built on Bootstrap.,42.0,38.0,62,24,https://www.npmjs.com/package/tabler,MIT,2017-09-11 23:14:32.082,4.0,648.0,648.0,True,3,['bootstrap'],,,,,,,,,
127,Reactotron,infinitered/reactotron,dev-tools,,https://github.com/infinitered/reactotron,https://github.com/infinitered/reactotron,2016-04-15 21:58:32.000,2021-06-25 19:11:46.000,2021-06-25 19:11:45.000,827,122.0,374.0,13018,1256.0,2019-08-28 01:19:24.000,2.17.1,100.0,"A desktop app for inspecting your React JS and React Native projects. macOS, Linux, and Windows.",,,103,24,,MIT,,,,26166.0,True,3,,,,1648502.0,,,,,,
128,Unstated Next,jamiebuilds/unstated-next,state-management,unstated-next,https://github.com/jamiebuilds/unstated-next,https://github.com/jamiebuilds/unstated-next,2019-05-02 00:44:35.000,2020-09-28 23:34:51.000,2020-05-04 17:55:59.000,116,50.0,27.0,3571,23.0,2019-05-13 23:34:47.580,1.1.0,3.0,200 bytes to never think about React state management libraries ever again.,1662.0,1602.0,11,24,https://www.npmjs.com/package/unstated-next,MIT,2019-05-13 23:34:47.580,60.0,168000.0,168000.0,False,3,,,,,,,,,,
129,dnd-kit,clauderic/dnd-kit,other-components,@dnd-kit/core,https://github.com/clauderic/dnd-kit,https://github.com/clauderic/dnd-kit,2020-11-26 00:46:52.000,2021-06-25 20:26:53.000,2021-06-23 01:29:59.000,89,62.0,135.0,2413,248.0,2021-06-17 17:16:18.000,@dnd-kit/core@3.1.1,53.0,"A modern, lightweight, performant, accessible and extensible drag & drop toolkit for React.",76.0,76.0,19,24,https://www.npmjs.com/package/@dnd-kit/core,MIT,2021-06-23 01:34:49.934,0.0,156544.0,156544.0,True,3,,,,,,,,,,
130,atomize,proksh/atomize,ui-frameworks,atomize,https://github.com/proksh/atomize,https://github.com/proksh/atomize,2019-07-03 12:28:04.000,2021-06-14 08:09:10.456,2021-06-11 09:35:11.000,159,22.0,19.0,1206,53.0,2021-06-14 08:09:10.456,1.0.28,25.0,Design System for developers build on styled-components & React JS.,315.0,303.0,11,24,https://www.npmjs.com/package/atomize,MIT,2021-06-14 08:09:10.456,12.0,4806.0,4806.0,True,3,,,,,,,,,,
131,react-pivottable,plotly/react-pivottable,data-tables,react-pivottable,https://github.com/plotly/react-pivottable,https://github.com/plotly/react-pivottable,2017-08-14 18:36:06.000,2021-06-24 11:25:16.000,2020-11-19 15:02:35.000,186,68.0,42.0,765,110.0,2020-11-19 15:06:48.000,0.11.0,24.0,React-based drag'n'drop pivot table with Plotly.js charts.,317.0,281.0,10,24,https://www.npmjs.com/package/react-pivottable,MIT,2020-11-19 15:04:38.247,36.0,65013.0,65013.0,True,3,,https://react-pivottable.js.org/,,,,,,,,
132,react-markdown-editor-lite,HarryChen0506/react-markdown-editor-lite,editors,react-markdown-editor-lite,https://github.com/HarryChen0506/react-markdown-editor-lite,https://github.com/HarryChen0506/react-markdown-editor-lite,2019-01-21 03:56:31.000,2021-07-05 02:40:08.787,2021-07-05 02:36:48.000,116,20.0,111.0,609,469.0,2021-07-05 02:42:39.000,1.3.0,46.0,a light-weight Markdown editor based on React. Reactmarkdown.,818.0,800.0,18,24,https://www.npmjs.com/package/react-markdown-editor-lite,MIT,2021-07-05 02:40:08.787,18.0,29628.0,29628.0,True,3,,,,,,,,,,
133,Supabase UI,supabase/ui,ui-frameworks,@supabase/ui,https://github.com/supabase/ui,https://github.com/supabase/ui,2020-12-11 10:41:08.000,2021-07-13 08:41:28.000,2021-07-13 08:41:28.000,61,26.0,95.0,564,621.0,2021-07-12 16:01:37.000,0.29.2,97.0,Supabase UI Library.,274.0,274.0,30,24,https://www.npmjs.com/package/@supabase/ui,MIT,2020-12-23 10:07:30.739,,4027.0,4027.0,True,3,,,,,,,,,,
134,react-file-viewer,plangrid/react-file-viewer,file-handling,react-file-viewer,https://github.com/plangrid/react-file-viewer,https://github.com/plangrid/react-file-viewer,2017-05-16 04:05:21.000,2021-05-27 07:34:06.000,2019-11-13 20:16:39.000,194,113.0,12.0,305,118.0,2019-11-13 20:16:45.447,1.2.1,74.0,Extendable file viewer for web.,846.0,812.0,12,24,https://www.npmjs.com/package/react-file-viewer,MIT,2019-11-13 20:16:45.447,34.0,69857.0,69857.0,False,3,,,,,,,,,,
135,elastic-charts,elastic/elastic-charts,data-viz,@elastic/charts,https://github.com/elastic/elastic-charts,https://github.com/elastic/elastic-charts,2019-01-14 11:49:41.000,2021-07-15 17:49:43.000,2021-07-15 17:22:41.000,76,214.0,382.0,221,892.0,2021-07-14 15:07:39.090,33.0.0,248.0,Elastic Charts library.,155.0,149.0,28,24,https://www.npmjs.com/package/@elastic/charts,Apache-2.0,2021-07-14 15:07:39.090,6.0,27629.0,27629.0,True,3,,,,,,,,,,
136,React Lazylog,mozilla-frontend-infra/react-lazylog,other-components,react-lazylog,https://github.com/mozilla-frontend-infra/react-lazylog,https://github.com/mozilla-frontend-infra/react-lazylog,2017-04-27 16:46:34.000,2021-05-28 04:12:05.000,2020-07-23 15:46:22.000,75,54.0,23.0,211,159.0,2020-07-23 15:47:23.944,4.5.3,49.0,React Lazy Logviewer.,288.0,246.0,15,24,https://www.npmjs.com/package/react-lazylog,MPL-2.0,2020-07-23 15:47:23.944,42.0,76988.0,76988.0,True,3,,https://mozilla-frontend-infra.github.io/react-lazylog/#lazylog,,,,,,,,
