,name,github_id,category,npm_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,trending,demo_url,github_release_downloads,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
114,react-mde,andrerpena/react-mde,editors,react-mde,https://github.com/andrerpena/react-mde,https://github.com/andrerpena/react-mde,MIT,2016-11-26 18:10:16.000,2021-07-04 22:19:50.000,2021-07-04 22:19:50.000,138,56.0,144.0,1275,765.0,2021-05-04 08:58:15.604,11.5.0,111.0,React Markdown Editor.,138.0,,50,26,https://www.npmjs.com/package/react-mde,2021-05-04 08:58:15.604,138.0,95600.0,95600.0,True,3,,,http://andrerpena.me/react-mde/,,,,,,,
115,rsuite-table,rsuite/rsuite-table,data-tables,rsuite-table,https://github.com/rsuite/rsuite-table,https://github.com/rsuite/rsuite-table,MIT,2016-06-10 16:19:14.000,2021-08-12 11:57:06.198,2021-08-12 11:42:23.000,76,19.0,79.0,432,479.0,2021-05-12 05:36:00.374,3.15.1,168.0,A React table component.,1240.0,1170.0,12,26,https://www.npmjs.com/package/rsuite-table,2021-08-12 11:57:06.198,70.0,74593.0,74593.0,True,3,,,,,,,,,,
116,tabler,tabler/tabler,ui-frameworks,tabler,https://github.com/tabler/tabler,https://github.com/tabler/tabler,MIT,2018-02-01 09:08:59.000,2021-08-08 14:06:05.000,2021-08-08 14:05:51.000,2674,85.0,385.0,23922,362.0,2020-04-20 21:19:30.000,1.0.0-alpha.7,26.0,Tabler is free and open-source HTML Dashboard UI Kit built on Bootstrap.,50.0,46.0,62,25,https://www.npmjs.com/package/tabler,2017-09-11 23:14:32.082,4.0,843.0,843.0,True,3,['bootstrap'],,,,,,,,,
117,Unstated Next,jamiebuilds/unstated-next,state-management,unstated-next,https://github.com/jamiebuilds/unstated-next,https://github.com/jamiebuilds/unstated-next,MIT,2019-05-02 00:44:35.000,2021-08-12 09:22:21.000,2020-05-04 17:55:59.000,121,50.0,27.0,3602,23.0,2019-05-13 23:34:47.580,1.1.0,3.0,200 bytes to never think about React state management libraries ever again.,1733.0,1673.0,11,25,https://www.npmjs.com/package/unstated-next,2019-05-13 23:34:47.580,60.0,160842.0,160842.0,False,3,,,,,,,,,,
118,React Hot Toast,timolins/react-hot-toast,notifications,react-hot-toast,https://github.com/timolins/react-hot-toast,https://github.com/timolins/react-hot-toast,MIT,2020-12-07 22:05:40.000,2021-07-31 11:55:01.000,2021-07-31 11:54:10.000,90,24.0,43.0,3464,,2021-07-31 11:56:04.000,2.1.0,11.0,Smoking hot React Notifications.,2852.0,2852.0,14,25,https://www.npmjs.com/package/react-hot-toast,2021-07-31 11:54:56.694,0.0,203179.0,203179.0,True,3,,,https://react-hot-toast.com/,,,,,,,
119,GGEditor,alibaba/GGEditor,data-viz,gg-editor,https://github.com/alibaba/GGEditor,https://github.com/alibaba/GGEditor,MIT,2018-08-24 05:50:30.000,2020-09-10 10:08:53.000,2020-07-10 10:33:23.000,511,272.0,201.0,3134,405.0,2020-07-10 10:34:08.312,3.1.3,48.0,A visual graph editor based on G6 and React.,2032.0,1928.0,6,25,https://www.npmjs.com/package/gg-editor,2020-07-10 10:34:08.312,104.0,22055.0,22055.0,False,3,,,,,,,,,,
120,React Email Editor,unlayer/react-email-editor,editors,react-email-editor,https://github.com/unlayer/react-email-editor,https://github.com/unlayer/react-email-editor,MIT,2017-10-01 22:44:29.000,2021-08-09 20:10:08.000,2021-06-10 21:35:06.000,449,114.0,84.0,2957,90.0,2021-06-10 21:34:25.605,1.3.0,21.0,Drag-n-Drop Email Editor Component for React.js.,357.0,343.0,5,25,https://www.npmjs.com/package/react-email-editor,2021-06-10 21:34:25.605,14.0,35837.0,35837.0,True,3,,,https://react-email-editor-demo.netlify.app/,,,,,,,
121,Semiotic,nteract/semiotic,data-viz,semiotic,https://github.com/nteract/semiotic,https://github.com/nteract/semiotic,Apache-2.0,2017-03-16 17:46:24.000,2021-03-11 23:25:45.000,2020-12-02 03:45:24.000,135,114.0,397.0,2172,1988.0,2020-12-02 04:27:28.174,1.20.6,198.0,A data visualization framework combining React & D3.,377.0,311.0,24,25,https://www.npmjs.com/package/semiotic,2021-01-05 04:52:46.836,66.0,18442.0,18442.0,True,3,,,https://semiotic.nteract.io/examples,,,,,,,
122,Viser,viserjs/viser,data-viz,viser-react,https://github.com/viserjs/viser,https://github.com/viserjs/viser,MIT,2017-10-27 16:47:46.000,2021-08-12 00:14:25.000,2020-07-30 03:40:48.000,122,115.0,324.0,1494,502.0,2019-12-24 13:03:44.941,2.4.8,65.0,viser is a toolkit fit for data vis engineer. https://viserjs.gitee.io/.,2512.0,2466.0,22,25,https://www.npmjs.com/package/viser-react,2019-12-24 13:03:44.941,46.0,6965.0,6965.0,False,3,,,https://viserjs.github.io/demoHome.html,,,,,,,
123,React Flow Chart,MrBlenny/react-flow-chart,other-components,@mrblenny/react-flow-chart,https://github.com/MrBlenny/react-flow-chart,https://github.com/MrBlenny/react-flow-chart,MIT,2018-11-07 01:34:23.000,2021-08-10 20:30:17.000,2020-06-28 02:55:27.000,265,93.0,103.0,1138,268.0,2020-06-28 02:56:37.000,0.0.14,14.0,"A flexible, stateless, declarative flow chart library for react.",177.0,161.0,29,25,https://www.npmjs.com/package/@mrblenny/react-flow-chart,2020-06-28 02:55:34.091,16.0,18561.0,18561.0,False,3,,,https://mrblenny.github.io/react-flow-chart/index.html?path=/story/state--internal-react-state,,,,,,,
124,React FilePond,pqina/react-filepond,file-handling,react-filepond,https://github.com/pqina/react-filepond,https://github.com/pqina/react-filepond,MIT,2018-03-08 14:52:44.000,2021-07-14 13:49:05.000,2021-07-14 13:49:05.000,61,14.0,159.0,1114,95.0,2021-02-11 12:26:38.817,7.1.1,26.0,A handy FilePond adapter component for React.,2351.0,2157.0,6,25,https://www.npmjs.com/package/react-filepond,2021-02-11 12:26:38.817,194.0,98631.0,98631.0,True,3,,,https://codesandbox.io/s/react-filepond-live-demo-iw9ri,,,,,,,
125,react-simple-code-editor,satya164/react-simple-code-editor,editors,react-simple-code-editor,https://github.com/satya164/react-simple-code-editor,https://github.com/satya164/react-simple-code-editor,MIT,2018-06-21 14:15:50.000,2021-04-06 21:51:05.000,2021-02-03 10:37:47.000,105,35.0,27.0,875,101.0,2020-01-17 14:38:58.265,0.11.0,35.0,Simple no-frills code editor with syntax highlighting.,6719.0,5119.0,10,25,https://www.npmjs.com/package/react-simple-code-editor,2020-01-17 14:38:58.265,1600.0,907640.0,907640.0,True,3,,,,,,,,,,
126,Storybook Addon Material-UI,react-theming/storybook-addon-material-ui,dev-tools,storybook-addon-material-ui,https://github.com/react-theming/storybook-addon-material-ui,https://github.com/react-theming/storybook-addon-material-ui,MIT,2016-09-13 08:30:16.000,2021-04-09 14:33:27.000,2021-03-25 21:33:47.000,113,14.0,63.0,536,176.0,2020-01-04 17:03:56.000,0.9.0-alpha.21,56.0,Addon for storybook wich wrap material-ui components into MuiThemeProvider. This helps and simplifies development of..,989.0,821.0,40,25,https://www.npmjs.com/package/storybook-addon-material-ui,2021-02-20 19:36:07.318,168.0,147738.0,147738.0,True,3,['material-ui'],,,,,,,,,
127,Reactotron,infinitered/reactotron,dev-tools,,https://github.com/infinitered/reactotron,https://github.com/infinitered/reactotron,MIT,2016-04-15 21:58:32.000,2021-06-25 19:11:46.000,2021-06-25 19:11:45.000,827,122.0,375.0,13095,1256.0,2019-08-28 01:19:24.000,2.17.1,100.0,"A desktop app for inspecting your React JS and React Native projects. macOS, Linux, and Windows.",,,103,24,,,,,26493.0,True,3,,,,1695589.0,,,,,,
128,dnd-kit,clauderic/dnd-kit,other-components,@dnd-kit/core,https://github.com/clauderic/dnd-kit,https://github.com/clauderic/dnd-kit,MIT,2020-11-26 00:46:52.000,2021-08-10 17:02:21.000,2021-07-27 18:37:45.000,93,71.0,155.0,2653,259.0,2021-06-17 17:16:18.000,@dnd-kit/core@3.1.1,53.0,"A modern, lightweight, performant, accessible and extensible drag & drop toolkit for React.",95.0,95.0,20,24,https://www.npmjs.com/package/@dnd-kit/core,2021-07-27 18:42:49.441,0.0,164204.0,164204.0,True,3,,,,,,,,,,
129,atomize,proksh/atomize,ui-frameworks,atomize,https://github.com/proksh/atomize,https://github.com/proksh/atomize,MIT,2019-07-03 12:28:04.000,2021-06-14 08:09:10.456,2021-06-11 09:35:11.000,166,22.0,20.0,1248,53.0,2021-06-14 08:09:10.456,1.0.28,25.0,Design System for developers build on styled-components & React JS.,338.0,326.0,11,24,https://www.npmjs.com/package/atomize,2021-06-14 08:09:10.456,12.0,4292.0,4292.0,True,3,,,,,,,,,,
130,react-pivottable,plotly/react-pivottable,data-tables,react-pivottable,https://github.com/plotly/react-pivottable,https://github.com/plotly/react-pivottable,MIT,2017-08-14 18:36:06.000,2021-06-24 11:25:16.000,2020-11-19 15:02:35.000,186,68.0,43.0,774,110.0,2020-11-19 15:06:48.000,0.11.0,24.0,React-based drag'n'drop pivot table with Plotly.js charts.,322.0,286.0,10,24,https://www.npmjs.com/package/react-pivottable,2020-11-19 15:04:38.247,36.0,61620.0,61620.0,True,3,,,https://react-pivottable.js.org/,,,,,,,
131,react-markdown-editor-lite,HarryChen0506/react-markdown-editor-lite,editors,react-markdown-editor-lite,https://github.com/HarryChen0506/react-markdown-editor-lite,https://github.com/HarryChen0506/react-markdown-editor-lite,MIT,2019-01-21 03:56:31.000,2021-08-11 22:30:29.000,2021-07-05 02:36:48.000,116,20.0,116.0,621,469.0,2021-07-05 02:42:39.000,1.3.0,46.0,a light-weight Markdown editor based on React. Reactmarkdown.,853.0,835.0,18,24,https://www.npmjs.com/package/react-markdown-editor-lite,2021-07-05 02:40:08.787,18.0,33189.0,33189.0,True,3,,,,,,,,,,
132,Supabase UI,supabase/ui,ui-frameworks,@supabase/ui,https://github.com/supabase/ui,https://github.com/supabase/ui,MIT,2020-12-11 10:41:08.000,2021-08-12 17:16:22.000,2021-08-10 09:13:18.000,69,26.0,98.0,620,643.0,2021-08-10 09:17:17.000,0.32.1,101.0,Supabase UI Library.,348.0,348.0,31,24,https://www.npmjs.com/package/@supabase/ui,2020-12-23 10:07:30.739,,5048.0,5048.0,True,3,,,,,,,,,,
133,react-file-viewer,plangrid/react-file-viewer,file-handling,react-file-viewer,https://github.com/plangrid/react-file-viewer,https://github.com/plangrid/react-file-viewer,MIT,2017-05-16 04:05:21.000,2021-08-10 21:27:25.000,2019-11-13 20:16:39.000,197,115.0,12.0,312,118.0,2019-11-13 20:16:45.447,1.2.1,74.0,Extendable file viewer for web.,885.0,851.0,12,24,https://www.npmjs.com/package/react-file-viewer,2019-11-13 20:16:45.447,34.0,55693.0,55693.0,False,3,,,,,,,,,,
134,elastic-charts,elastic/elastic-charts,data-viz,@elastic/charts,https://github.com/elastic/elastic-charts,https://github.com/elastic/elastic-charts,Apache-2.0,2019-01-14 11:49:41.000,2021-08-12 17:02:16.000,2021-08-11 17:17:23.000,78,211.0,401.0,224,918.0,2021-08-10 16:35:47.213,33.2.2,255.0,Elastic Charts library.,159.0,153.0,28,24,https://www.npmjs.com/package/@elastic/charts,2021-08-10 16:35:47.213,6.0,34577.0,34577.0,True,3,,,,,,,,,,
135,React Lazylog,mozilla-frontend-infra/react-lazylog,other-components,react-lazylog,https://github.com/mozilla-frontend-infra/react-lazylog,https://github.com/mozilla-frontend-infra/react-lazylog,MPL-2.0,2017-04-27 16:46:34.000,2021-08-10 22:52:39.000,2020-07-23 15:46:22.000,75,54.0,23.0,214,159.0,2020-07-23 15:47:23.944,4.5.3,49.0,React Lazy Logviewer.,306.0,264.0,15,24,https://www.npmjs.com/package/react-lazylog,2020-07-23 15:47:23.944,42.0,81302.0,81302.0,False,3,,,https://mozilla-frontend-infra.github.io/react-lazylog/#lazylog,,,,,,,
136,Tauri,tauri-apps/tauri,desktop-apps,tauri,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,MIT,2019-07-13 09:09:37.000,2021-08-12 17:27:00.000,2021-08-12 17:22:08.000,431,77.0,535.0,19345,,2021-07-16 14:21:59.000,create-tauri-app-v1.0.0-beta.3,100.0,"Build smaller, faster, and more secure desktop applications with a web frontend.",259.0,255.0,92,23,https://www.npmjs.com/package/tauri,2021-01-24 12:41:34.564,4.0,818.0,1027.0,True,3,,,,2719.0,,,,,,
137,RevoGrid,revolist/revogrid,data-tables,@revolist/revogrid,https://github.com/revolist/revogrid,https://github.com/revolist/revogrid,MIT,2020-05-04 21:23:09.000,2021-08-11 19:12:12.069,2021-07-23 11:56:41.000,76,40.0,101.0,1707,607.0,2021-07-23 11:59:23.930,3.0.97,178.0,Powerful virtual data grid smartsheet with advanced customization. Best features from excel plus incredible performance.,50.0,50.0,9,23,https://www.npmjs.com/package/@revolist/revogrid,2021-08-11 19:12:12.069,0.0,6646.0,6646.0,True,3,,,,,,,,,,
138,Reaviz,reaviz/reaviz,data-viz,reaviz,https://github.com/reaviz/reaviz,https://github.com/reaviz/reaviz,Apache-2.0,2020-04-17 21:17:18.000,2021-08-09 19:31:50.000,2021-08-09 19:29:55.000,60,15.0,7.0,1122,307.0,2021-06-18 11:51:01.755,10.3.0,235.0,Data visualization library for React based on D3.,168.0,162.0,8,23,https://www.npmjs.com/package/reaviz,2021-08-09 19:27:10.713,6.0,6378.0,6378.0,True,3,,,,,,,,,,
139,CodeFlask,kazzkiq/CodeFlask,editors,codeflask,https://github.com/kazzkiq/CodeFlask,https://github.com/kazzkiq/CodeFlask,MIT,2015-08-15 19:58:05.000,2020-11-08 20:58:12.000,2020-06-05 16:46:21.000,93,24.0,61.0,862,190.0,2019-05-13 00:11:15.298,1.4.1,17.0,A micro code-editor for awesome web pages.,409.0,315.0,28,23,https://www.npmjs.com/package/codeflask,2019-05-13 00:11:15.298,94.0,26080.0,26080.0,False,3,,,,,,,,,,
140,React Spreadsheet,iddan/react-spreadsheet,data-tables,react-spreadsheet,https://github.com/iddan/react-spreadsheet,https://github.com/iddan/react-spreadsheet,MIT,2018-02-18 17:12:32.000,2021-08-12 16:48:26.000,2021-08-12 16:48:17.000,38,22.0,50.0,468,543.0,2021-07-26 15:32:39.572,0.5.6,42.0,"Simple, customizable yet performant spreadsheet for React.",154.0,148.0,17,23,https://www.npmjs.com/package/react-spreadsheet,2021-07-26 15:32:39.572,6.0,24716.0,24716.0,True,3,,,https://iddan.github.io/react-spreadsheet,,,,,,,
141,headlessui,tailwindlabs/headlessui,ui-frameworks,headlessui,https://github.com/tailwindlabs/headlessui,https://github.com/tailwindlabs/headlessui,MIT,2020-09-16 09:53:09.000,2021-08-02 12:42:05.000,2021-07-29 10:56:11.000,329,52.0,245.0,10314,,2021-07-29 13:31:52.000,@headlessui/vue@v1.4.0,25.0,"Completely unstyled, fully accessible UI components, designed to integrate beautifully with Tailwind CSS.",42.0,42.0,23,22,https://www.npmjs.com/package/headlessui,2020-09-13 00:34:17.623,,1169.0,1169.0,True,3,,,,,,,,,,
142,React Flow,wbkd/react-flow,other-components,react-flow-renderer,https://github.com/wbkd/react-flow,https://github.com/wbkd/react-flow,MIT,2019-07-15 14:47:30.000,2021-08-10 14:55:07.000,2021-07-26 11:45:02.000,351,65.0,556.0,7177,,2021-07-26 11:45:08.000,9.6.6,153.0,"Highly customizable library for building interactive node-based UIs, editors, flow charts and diagrams.",0.0,,36,22,https://www.npmjs.com/package/react-flow-renderer,2021-07-26 11:44:59.598,0.0,165409.0,165409.0,True,3,,,https://reactflow.dev/examples/,,,,,,,
143,styletron,styletron/styletron,styling,styletron,https://github.com/styletron/styletron,https://github.com/styletron/styletron,MIT,2016-04-01 00:00:06.000,2021-08-10 23:11:18.000,2021-06-01 19:21:49.000,124,32.0,147.0,3182,530.0,2019-05-03 17:11:41.000,styletron-react@5.0.0,38.0,Toolkit for component-oriented styling.,190.0,124.0,36,22,https://www.npmjs.com/package/styletron,2018-01-17 22:16:05.111,66.0,5529.0,5529.0,True,3,,,,,,,,,,
144,Material-UI Treasury,siriwatknp/mui-treasury,other-components,@mui-treasury/components,https://github.com/siriwatknp/mui-treasury,https://github.com/siriwatknp/mui-treasury,MIT,2019-03-11 16:21:23.000,2021-08-11 19:39:40.000,2021-06-18 17:07:27.000,116,51.0,230.0,1664,747.0,2021-02-03 01:12:27.460,1.10.1,53.0,A collection of ready-to-use components based on Material-UI.,27.0,27.0,18,22,https://www.npmjs.com/package/@mui-treasury/components,2021-06-18 16:46:52.506,0.0,10454.0,10454.0,True,3,['material-ui'],,https://mui-treasury.com/components/,,,,,,,
145,Drawflow,jerosoler/Drawflow,data-viz,drawflow,https://github.com/jerosoler/Drawflow,https://github.com/jerosoler/Drawflow,MIT,2020-04-21 17:59:14.000,2021-08-04 16:33:04.602,2021-08-04 16:30:43.000,198,22.0,180.0,1017,187.0,2021-08-04 16:33:04.602,0.0.48,46.0,Simple flow library.,31.0,31.0,7,22,https://www.npmjs.com/package/drawflow,2021-08-04 16:33:04.602,0.0,5539.0,5539.0,True,3,,,,,,,,,,
146,react-lz-editor,leejaen/react-lz-editor,editors,react-lz-editor,https://github.com/leejaen/react-lz-editor,https://github.com/leejaen/react-lz-editor,MIT,2016-12-27 06:32:40.000,2021-08-10 23:34:02.000,2019-10-18 03:45:52.000,156,96.0,80.0,913,183.0,2018-03-31 07:30:24.605,0.12.1,60.0,"A multilingual react rich-text editor component includes media support such as texts, images, videos, audios, links..",451.0,375.0,14,22,https://www.npmjs.com/package/react-lz-editor,2018-03-31 07:30:24.605,76.0,1049.0,1049.0,False,3,,,,,,,,,,
147,React-Data-Export,securedeveloper/react-data-export,file-handling,react-data-export,https://github.com/securedeveloper/react-data-export,https://github.com/securedeveloper/react-data-export,MIT,2017-10-13 20:35:38.000,2021-04-14 13:58:02.000,2020-01-23 21:39:15.000,101,54.0,47.0,150,137.0,2020-01-20 11:33:32.229,0.6.0,13.0,Export dataset in react.,888.0,848.0,13,22,https://www.npmjs.com/package/react-data-export,2020-01-20 11:33:32.229,40.0,38545.0,38545.0,False,3,,,,,,,,,,
148,mozaik,plouc/mozaik,others,,https://github.com/plouc/mozaik,https://github.com/plouc/mozaik,MIT,2014-12-26 03:18:38.000,2021-08-11 01:13:54.000,2019-05-28 02:07:43.000,367,86.0,90.0,3526,520.0,2016-04-14 11:53:39.000,1.4.4,16.0,Mozak is a tool based on nodejs / react / redux / nivo / d3 to easily craft beautiful dashboards.,51.0,51.0,31,21,,,,,,False,3,,,,,,,,,,
149,codejar,antonmedv/codejar,editors,codejar,https://github.com/antonmedv/codejar,https://github.com/antonmedv/codejar,MIT,2020-03-31 13:01:35.000,2021-06-26 11:24:20.000,2021-06-26 11:24:15.000,71,10.0,34.0,940,81.0,2021-06-26 11:24:23.000,3.5.0,12.0,An embeddable code editor for the browser.,119.0,119.0,17,21,https://www.npmjs.com/package/codejar,2021-06-26 11:24:10.978,0.0,5823.0,5823.0,True,3,,,,,,,,,,
150,Monaco Yaml,pengx17/monaco-yaml,editors,monaco-yaml,https://github.com/remcohaszing/monaco-yaml,https://github.com/remcohaszing/monaco-yaml,MIT,2018-02-26 06:08:04.000,2021-08-10 08:01:10.903,2021-08-10 07:57:35.000,31,13.0,23.0,81,,2021-08-10 08:01:10.903,3.0.1,14.0,YAML plugin for the Monaco Editor.,76.0,76.0,16,21,https://www.npmjs.com/package/monaco-yaml,2021-08-10 08:01:10.903,0.0,205356.0,205356.0,False,3,,,,,remcohaszing/monaco-yaml,,,,,
151,ReactPivot,davidguttman/react-pivot,data-tables,react-pivot,https://github.com/davidguttman/react-pivot,https://github.com/davidguttman/react-pivot,MIT,2015-02-28 00:29:35.000,2021-05-12 02:23:10.000,2020-06-17 22:37:49.000,141,36.0,23.0,991,171.0,2020-06-17 22:38:08.272,4.4.0,49.0,"React-Pivot is a data-grid component with pivot-table-like functionality for data display, filtering, and exploration.",185.0,137.0,20,20,https://www.npmjs.com/package/react-pivot,2020-06-17 22:38:08.272,48.0,2445.0,2445.0,False,3,,,http://davidguttman.github.io/react-pivot/,,,,,,,
152,atomic-layout,kettanaito/atomic-layout,others,atomic-layout,https://github.com/kettanaito/atomic-layout,https://github.com/kettanaito/atomic-layout,MIT,2018-05-09 15:52:48.000,2021-08-11 11:26:23.000,2021-08-04 13:21:42.000,26,23.0,159.0,968,685.0,2020-08-06 08:19:55.000,atomic-layout@0.16.2,65.0,Physical representation of layout composition to create declarative responsive layouts in React.,78.0,76.0,14,20,https://www.npmjs.com/package/atomic-layout,2020-08-06 08:18:56.996,2.0,3236.0,3236.0,True,3,,,,,,,,,,
153,react-design-editor,salgum1114/react-design-editor,editors,react-design-editor,https://github.com/salgum1114/react-design-editor,https://github.com/salgum1114/react-design-editor,MIT,2018-06-26 01:03:54.000,2021-08-02 08:58:52.000,2021-05-01 06:48:01.000,213,42.0,114.0,794,424.0,2021-05-01 06:55:33.892,0.0.34,34.0,"React Design Editor has started to developed direct manipulation of editable design tools like Powerpoint, We've..",7.0,5.0,3,20,https://www.npmjs.com/package/react-design-editor,2021-05-01 06:55:33.892,2.0,510.0,510.0,True,3,,,,,,,,,,
154,shards-react,designrevision/shards-react,ui-frameworks,shards-react,https://github.com/DesignRevision/shards-react,https://github.com/DesignRevision/shards-react,MIT,2018-12-27 17:50:22.000,2021-08-10 21:10:25.000,2019-02-25 18:54:18.000,68,31.0,8.0,676,9.0,2019-02-25 18:54:46.150,1.0.3,9.0,A beautiful and modern React design system.,2943.0,2803.0,1,20,https://www.npmjs.com/package/shards-react,2019-02-25 18:54:46.150,140.0,7256.0,7256.0,False,3,,,,,,,,,,
155,React Dashboard,flatlogic/react-dashboard,admin-dashboards,,https://github.com/flatlogic/react-dashboard,https://github.com/flatlogic/react-dashboard,MIT,2016-02-02 14:08:02.000,2021-08-11 00:38:50.000,2021-02-18 16:53:02.000,302,9.0,9.0,1328,1028.0,2020-10-07 10:43:47.000,1.4.0,5.0,"React Dashboard - isomorphic admin dashboard template (React.js, Bootstrap, Node.js, GraphQL, React Router, Babel,..",,,152,19,,,,,,True,2,['bootstrap'],,https://flatlogic.com/templates/react-dashboard/demo,,,,,,,
156,iconify,iconify/iconify,others,iconify,https://github.com/iconify/iconify,https://github.com/iconify/iconify,Apache-2.0,2017-02-22 15:23:59.000,2021-08-09 06:22:30.000,2021-08-09 06:22:08.000,24,8.0,56.0,644,215.0,2020-05-17 01:07:13.697,1.3.0,12.0,"Universal icon framework. One syntax for FontAwesome, Material Design Icons, DashIcons, Feather Icons, EmojiOne, Noto..",38.0,36.0,3,19,https://www.npmjs.com/package/iconify,2020-05-17 01:07:13.697,2.0,1009.0,1009.0,True,3,,,,,,,,,,
157,coreui-free-bootstrap-admin-template,coreui/coreui-free-bootstrap-admin-template,admin-dashboards,,https://github.com/coreui/coreui-free-bootstrap-admin-template,https://github.com/coreui/coreui-free-bootstrap-admin-template,MIT,2016-08-04 12:30:57.000,2021-07-05 15:45:38.000,2021-07-05 15:44:01.000,2891,21.0,444.0,10893,,2021-07-05 15:45:38.000,4.0.1,34.0,CoreUI is free bootstrap admin template.,,,26,18,,,,,1.0,True,2,,,,48.0,,,,,,
158,Remotion,remotion-dev/remotion,others,,https://github.com/remotion-dev/remotion,https://github.com/remotion-dev/remotion,,2020-06-23 19:49:10.000,2021-08-12 13:34:08.000,2021-08-11 15:52:44.000,296,41.0,205.0,8072,,2021-08-11 15:48:17.000,2.3.0,37.0,Create videos programmatically in React.,157.0,157.0,62,18,,,,,,False,3,,,,,,,,,,
159,Radix Primitives,radix-ui/primitives,ui-frameworks,@radix-ui/utils,https://github.com/radix-ui/primitives,https://github.com/radix-ui/primitives,MIT,2020-06-19 13:23:22.000,2021-08-12 15:45:45.000,2021-08-12 15:25:56.000,38,55.0,157.0,1276,,2021-01-27 10:06:42.425,0.0.3,3.0,"An open-source UI component library for building high-quality, accessible design systems and web apps. Maintained by..",2.0,2.0,10,18,https://www.npmjs.com/package/@radix-ui/utils,2021-01-27 10:06:42.425,0.0,12797.0,12797.0,True,3,,,,,,,,,,
160,dashboard-ui-kit,march08/dashboard-ui-kit,ui-frameworks,@duik/it,https://github.com/march08/dashboard-ui-kit,https://github.com/march08/dashboard-ui-kit,MIT,2019-02-27 06:58:38.000,2021-08-11 11:36:19.000,2020-05-19 14:07:37.000,25,18.0,10.0,176,202.0,2020-05-14 18:39:21.000,0.6.0,36.0,React UI components for rapid development.,23.0,22.0,1,18,https://www.npmjs.com/package/@duik/it,2020-05-14 18:31:07.948,1.0,958.0,958.0,False,3,,,,,,,,,,
161,orb,nnajm/orb,data-tables,orb,https://github.com/nnajm/orb,https://github.com/nnajm/orb,MIT,2014-11-11 13:09:07.000,2020-12-30 22:32:47.000,2020-12-30 22:32:47.000,161,72.0,23.0,523,78.0,2015-06-29 00:03:49.124,1.0.9,9.0,Pivot table javascript library.,21.0,17.0,2,17,https://www.npmjs.com/package/orb,2015-06-29 00:03:49.124,4.0,221.0,221.0,True,3,,,https://nnajm.github.io/orb/,,,,,,,
162,glide-data-grid,glideapps/glide-data-grid,data-tables,@glideapps/glide-data-grid,https://github.com/glideapps/glide-data-grid,https://github.com/glideapps/glide-data-grid,MIT,2020-10-28 04:19:29.000,2021-08-09 13:43:26.000,2021-07-18 23:05:16.000,43,11.0,18.0,519,,2021-07-18 23:05:56.315,2.2.4,61.0,"A high-performance React grid component, with rich rendering and first-class TypeScript support.",9.0,9.0,12,17,https://www.npmjs.com/package/@glideapps/glide-data-grid,2021-07-18 23:05:56.315,,984.0,984.0,True,3,,,,,,,,,,
163,react-nice-avatar,chilllab/react-nice-avatar,other-components,react-nice-avatar,https://github.com/dapilab/react-nice-avatar,https://github.com/dapilab/react-nice-avatar,MIT,2021-05-29 15:41:45.000,2021-08-05 11:26:07.000,2021-08-05 11:26:07.000,32,,6.0,480,,2021-07-24 13:55:00.577,1.2.2,14.0,react library for generating avatar.,16.0,16.0,8,17,https://www.npmjs.com/package/react-nice-avatar,2021-07-24 13:55:00.577,,1032.0,1032.0,True,3,,,,,dapilab/react-nice-avatar,,,,,
164,reactdatagrid,inovua/reactdatagrid,data-tables,@inovua/reactdatagrid-community,https://github.com/inovua/reactdatagrid,https://github.com/inovua/reactdatagrid,MIT,2020-10-07 13:47:44.000,2021-08-12 13:24:19.000,2021-08-12 13:24:11.000,12,26.0,97.0,175,282.0,2021-07-15 07:36:00.000,4.1.24,70.0,Empower Your Data with the best React Data Grid there is.,0.0,,1,17,https://www.npmjs.com/package/@inovua/reactdatagrid-community,2021-07-15 07:34:47.101,0.0,6655.0,6655.0,True,3,,,https://reactdatagrid.io/demo,,,,,,,
165,React SaaS Template,dunky11/react-saas-template,admin-dashboards,,https://github.com/dunky11/react-saas-template,https://github.com/dunky11/react-saas-template,MIT,2020-01-30 23:38:23.000,2021-08-12 04:27:09.000,2021-08-08 09:30:48.000,272,,9.0,1180,1242.0,,,,Template for building an SaaS / admin website using React + Material-UI.,,,8,16,,,,,,True,3,,,https://reactsaastemplate.com/,,,,,,,
166,React Material Admin,flatlogic/react-material-admin,admin-dashboards,,https://github.com/flatlogic/react-material-admin,https://github.com/flatlogic/react-material-admin,MIT,2019-04-24 12:47:06.000,2021-08-10 23:48:22.000,2021-04-13 09:36:57.000,392,11.0,19.0,1140,78.0,2021-02-02 10:54:17.000,1.3.2,8.0,React Material Admin is a React template built with Material-UI.,,,9,16,,,,,,True,3,['material-ui'],,https://flatlogic.com/templates/react-material-admin/demo,,,,,,,
