,name,github_id,category,npm_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,trending,demo_url,github_release_downloads,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
62,react-quill,zenoamaro/react-quill,editors,react-quill,https://github.com/zenoamaro/react-quill,https://github.com/zenoamaro/react-quill,MIT,2014-11-07 12:25:40.000,2021-08-12 05:16:58.000,2020-11-12 19:24:58.000,639,188.0,404.0,4508,414.0,2020-03-29 19:25:46.394,1.3.5,46.0,A Quill component for React.,17292.0,15738.0,51,31,https://www.npmjs.com/package/react-quill,2020-03-29 18:18:10.355,1554.0,821578.0,821580.0,True,2,,1.0,,179.0,,,,,,
63,React Ace,securingsincity/react-ace,editors,react-ace,https://github.com/securingsincity/react-ace,https://github.com/securingsincity/react-ace,MIT,2014-11-29 05:15:14.000,2021-08-12 01:03:28.000,2021-07-31 20:43:42.000,530,123.0,284.0,3186,853.0,2021-07-31 20:44:51.577,9.4.3,94.0,React Ace Component.,16599.0,13019.0,116,31,https://www.npmjs.com/package/react-ace,2021-07-31 20:44:51.577,3580.0,1293828.0,1293840.0,True,2,,,https://securingsincity.github.io/react-ace/,903.0,,,,,,
64,Notistack,iamhosseindhv/notistack,notifications,notistack,https://github.com/iamhosseindhv/notistack,https://github.com/iamhosseindhv/notistack,MIT,2018-08-04 21:05:47.000,2021-08-11 08:17:17.000,2021-07-25 21:20:18.000,226,19.0,263.0,2222,477.0,2021-07-26 09:10:56.280,1.0.10,85.0,Highly customizable notification snackbars (toasts) that can be stacked on top of each other.,12169.0,11663.0,44,31,https://www.npmjs.com/package/notistack,2021-04-25 20:04:12.907,506.0,1422234.0,1422234.0,True,3,['material-ui'],,https://iamhosseindhv.com/notistack/demos,,,,,,,
65,primereact,primefaces/primereact,ui-frameworks,primereact,https://github.com/primefaces/primereact,https://github.com/primefaces/primereact,MIT,2016-12-16 15:56:27.000,2021-08-12 14:46:41.000,2021-08-12 14:46:37.000,469,195.0,1746.0,2163,4816.0,2021-07-16 13:39:38.000,6.5.0,88.0,The Most Complete React UI Component Library.,6250.0,5922.0,113,31,https://www.npmjs.com/package/primereact,2021-07-16 13:39:10.400,328.0,141682.0,141682.0,True,2,,,,,,,,,,
66,uppy,transloadit/uppy,file-handling,uppy,https://github.com/transloadit/uppy,https://github.com/transloadit/uppy,MIT,2015-11-16 12:32:33.000,2021-08-12 17:42:50.000,2021-08-12 13:28:23.000,1565,133.0,1389.0,24349,,2021-07-29 15:16:03.028,1.31.0,140.0,The next open source file uploader for web browsers.,1462.0,1346.0,300,30,https://www.npmjs.com/package/uppy,2021-08-02 21:47:10.695,116.0,61436.0,61436.0,True,2,,-4.0,,,,,,,,
67,blitz,blitz-js/blitz,cms-frameworks,blitz,https://github.com/blitz-js/blitz,https://github.com/blitz-js/blitz,MIT,2020-02-17 21:54:15.000,2021-08-12 14:40:34.000,2021-08-11 15:22:49.000,493,155.0,784.0,8748,212.0,2021-07-21 22:38:18.000,0.38.6,305.0,The Fullstack React Framework built on Next.js.,1032.0,1026.0,235,30,https://www.npmjs.com/package/blitz,2021-07-31 13:35:12.581,6.0,14100.0,14100.0,True,3,,,,,,,,,,
68,Rebass,rebassjs/rebass,ui-frameworks,rebass,https://github.com/rebassjs/rebass,https://github.com/rebassjs/rebass,MIT,2015-02-11 14:48:09.000,2021-08-11 11:06:15.000,2021-08-03 19:54:17.000,604,74.0,429.0,7419,2024.0,2019-10-28 19:08:45.057,4.0.7,109.0,React primitive UI components built with styled-system.,11495.0,10007.0,58,30,https://www.npmjs.com/package/rebass,2019-10-28 19:08:45.057,1488.0,289677.0,289677.0,True,3,,,https://codesandbox.io/s/github/rebassjs/rebass/tree/master/examples/sandbox,,,,,,,
69,BizCharts,alibaba/BizCharts,data-viz,bizcharts,https://github.com/alibaba/BizCharts,https://github.com/alibaba/BizCharts,MIT,2017-11-10 08:27:54.000,2021-07-20 08:06:54.000,2021-07-13 06:11:40.000,635,263.0,973.0,5667,962.0,2021-07-06 07:56:25.000,4.1.11,216.0,Powerful data visualization library based on G2 and React.,12423.0,11191.0,78,30,https://www.npmjs.com/package/bizcharts,2021-07-06 07:39:27.956,1232.0,111005.0,111005.0,True,2,,,,,,,,,,
70,react-monaco-editor,react-monaco-editor/react-monaco-editor,editors,react-monaco-editor,https://github.com/react-monaco-editor/react-monaco-editor,https://github.com/react-monaco-editor/react-monaco-editor,MIT,2016-09-05 07:11:05.000,2021-08-01 05:02:16.000,2021-08-01 05:02:15.000,276,22.0,228.0,2341,383.0,2021-07-27 06:57:28.859,0.44.0,70.0,Monaco Editor for React.,10143.0,9547.0,62,30,https://www.npmjs.com/package/react-monaco-editor,2021-07-27 06:57:28.859,596.0,290348.0,290348.0,True,2,,,,,,,,,,
71,MUI-Datatables,gregnb/mui-datatables,data-tables,mui-datatables,https://github.com/gregnb/mui-datatables,https://github.com/gregnb/mui-datatables,MIT,2017-11-04 19:49:44.000,2021-07-13 20:55:59.000,2021-04-03 07:24:59.000,752,487.0,779.0,2092,925.0,2021-04-03 07:27:55.000,3.7.7,143.0,Datatables for React using Material-UI - https://www.material-ui-datatables.com.,5527.0,5273.0,129,30,https://www.npmjs.com/package/mui-datatables,2021-04-03 07:27:06.513,254.0,203756.0,203756.0,True,2,['material-ui'],,,,,,,,,
72,react-avatar-editor,mosch/react-avatar-editor,other-components,react-avatar-editor,https://github.com/mosch/react-avatar-editor,https://github.com/mosch/react-avatar-editor,MIT,2014-12-12 01:22:23.000,2021-07-23 09:01:09.370,2021-07-23 09:00:39.000,327,3.0,208.0,1802,527.0,2021-07-23 09:01:09.370,12.0.0,67.0,Small avatar & profile picture component. Resize and crop uploaded images using a intuitive user interface.,4452.0,4038.0,61,30,https://www.npmjs.com/package/react-avatar-editor,2021-07-23 09:01:09.370,414.0,320489.0,320489.0,True,2,,,,,,,,,,
73,docz,pedronauck/docz,dev-tools,docz,https://github.com/doczjs/docz,https://github.com/doczjs/docz,MIT,2018-03-17 04:24:10.000,2021-08-05 16:37:37.000,2021-08-02 20:06:40.000,1327,83.0,1104.0,21581,,2020-04-05 08:58:58.000,2.3.1,273.0,It has never been so easy to document your things!.,6879.0,5507.0,128,29,https://www.npmjs.com/package/docz,2020-04-07 10:55:25.773,1372.0,139491.0,139491.0,True,2,,,,,doczjs/docz,,,,,
74,visx,airbnb/visx,data-viz,@visx/group,https://github.com/airbnb/visx,https://github.com/airbnb/visx,MIT,2017-03-15 16:25:41.000,2021-08-12 00:13:26.000,2021-08-12 00:10:48.000,517,95.0,485.0,13938,2966.0,2021-07-20 19:56:36.189,1.17.1,76.0,visx | visualization components.,69.0,69.0,119,29,https://www.npmjs.com/package/@visx/group,2021-08-10 07:12:40.063,0.0,271647.0,271647.0,True,2,,,https://airbnb.io/visx/gallery,,,,,,,
75,fluentui,microsoft/fluentui,ui-frameworks,@fluentui/react,https://github.com/microsoft/fluentui,https://github.com/microsoft/fluentui,MIT,2016-06-06 15:03:44.000,2021-08-12 16:41:37.000,2021-08-12 14:59:34.000,1959,964.0,7238.0,11887,11624.0,2021-08-12 07:36:22.000,@fluentui/azure-themes_v8.1.54,372.0,"Fluent UI web represents a collection of utilities, React components, and web components for building web applications.",4.0,4.0,688,29,https://www.npmjs.com/package/@fluentui/react,2021-08-12 07:33:37.723,0.0,236135.0,236135.0,True,3,,,,,,,,,,
76,Evergreen,segmentio/evergreen,ui-frameworks,evergreen-ui,https://github.com/segmentio/evergreen,https://github.com/segmentio/evergreen,MIT,2017-07-30 10:03:14.000,2021-08-11 23:17:35.000,2021-08-11 00:03:09.000,685,24.0,353.0,10977,769.0,2021-08-11 00:07:33.000,6.4.0,213.0,Evergreen React UI Framework by Segment.,2604.0,2454.0,111,29,https://www.npmjs.com/package/evergreen-ui,2021-08-11 00:04:47.803,150.0,40337.0,40337.0,True,3,,,,,,,,,,
77,React-Move,sghall/react-move,animations,react-move,https://github.com/sghall/react-move,https://github.com/sghall/react-move,MIT,2017-03-20 15:38:13.000,2021-06-28 18:46:30.000,2021-06-13 06:33:28.000,202,1.0,39.0,6341,524.0,2021-06-13 05:41:59.344,6.5.0,60.0,"React Move | Beautiful, data-driven animations for React.",4511.0,3865.0,13,29,https://www.npmjs.com/package/react-move,2021-06-13 05:41:59.344,646.0,422555.0,422555.0,True,1,,,https://react-move-docs.netlify.app/#/demos/node-group,,,,,,,
78,ncc,vercel/ncc,dev-tools,@vercel/ncc,https://github.com/vercel/ncc,https://github.com/vercel/ncc,MIT,2018-11-13 04:00:21.000,2021-08-11 21:57:33.000,2021-08-11 21:57:33.000,180,136.0,273.0,5793,,2021-07-16 21:57:47.000,0.29.0,66.0,"Compile a Node.js project into a single file. Supports TypeScript, binary addons, dynamic requires.",6144.0,6144.0,42,29,https://www.npmjs.com/package/@vercel/ncc,2021-07-16 21:57:33.922,0.0,502479.0,502479.0,True,2,,,,,,,,,,
79,twin.macro,ben-rogerson/twin.macro,styling,twin.macro,https://github.com/ben-rogerson/twin.macro,https://github.com/ben-rogerson/twin.macro,MIT,2020-02-19 04:45:25.000,2021-08-11 00:32:19.000,2021-08-07 02:28:29.000,95,8.0,209.0,4481,707.0,2021-07-08 08:06:58.000,2.6.2,58.0,"Twin blends the magic of Tailwind with the flexibility of css-in-js (emotion, styled-components, stitches and goober)..",3830.0,3830.0,33,29,https://www.npmjs.com/package/twin.macro,2021-07-08 08:05:15.809,0.0,146743.0,146743.0,True,3,,1.0,,,,,,,,
80,theme-ui,system-ui/theme-ui,ui-frameworks,theme-ui,https://github.com/system-ui/theme-ui,https://github.com/system-ui/theme-ui,MIT,2019-04-03 22:10:49.000,2021-08-12 00:57:44.000,2021-08-12 00:57:43.000,498,83.0,496.0,3877,,2021-06-19 16:42:38.000,0.10.0,283.0,"Build consistent, themeable React apps based on constraint-based design principles.",14318.0,13656.0,131,29,https://www.npmjs.com/package/theme-ui,2021-05-19 08:13:11.218,662.0,496552.0,496552.0,True,3,,,,,,,,,,
81,react-copy-to-clipboard,nkbt/react-copy-to-clipboard,other-components,react-copy-to-clipboard,https://github.com/nkbt/react-copy-to-clipboard,https://github.com/nkbt/react-copy-to-clipboard,MIT,2015-07-04 09:10:02.000,2021-08-10 22:47:32.000,2021-01-12 23:38:42.000,106,15.0,68.0,1792,495.0,2021-01-12 23:41:45.000,5.0.3,27.0,Copy-to-clipboard React component.,54147.0,48231.0,17,29,https://www.npmjs.com/package/react-copy-to-clipboard,2021-01-12 23:38:39.178,5916.0,2820708.0,2820708.0,True,2,,,,,,,,,,
82,React Data Table,jbetancur/react-data-table-component,data-tables,react-data-table-component,https://github.com/jbetancur/react-data-table-component,https://github.com/jbetancur/react-data-table-component,Apache-2.0,2018-03-16 04:31:39.000,2021-08-12 12:29:04.000,2021-06-29 23:37:43.000,223,40.0,505.0,1107,787.0,2021-02-23 03:50:10.930,6.11.7,153.0,"A responsive table library with built-in sorting, pagination, selection, expandable rows, and customizable styling.",4850.0,4762.0,41,29,https://www.npmjs.com/package/react-data-table-component,2021-06-29 23:40:06.114,88.0,162325.0,162325.0,True,2,,,https://jbetancur.github.io/react-data-table-component/,,,,,,,
83,react-csv,react-csv/react-csv,file-handling,react-csv,https://github.com/react-csv/react-csv,https://github.com/react-csv/react-csv,MIT,2016-11-25 12:55:39.000,2021-07-20 14:58:36.000,2020-07-09 05:32:23.000,220,111.0,120.0,798,164.0,2020-04-01 19:55:11.000,2.0.3,30.0,React components to build CSV files on the fly basing on Array/literal object of data.,7549.0,7027.0,27,29,https://www.npmjs.com/package/react-csv,2020-04-01 16:36:39.880,522.0,852476.0,852476.0,False,3,,,,,,,,,,
84,Ant Design Pro,ant-design/ant-design-pro,admin-dashboards,,https://github.com/ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,MIT,2017-08-25 10:40:44.000,2021-08-11 05:47:07.000,2021-08-11 05:38:34.000,6889,87.0,7404.0,29852,2338.0,2021-07-02 02:42:28.000,5.0.0,23.0,Use Ant Design like a Pro!.,2237.0,2237.0,289,28,,,,,,True,2,['ant-design'],,https://preview.pro.ant.design/,,,,,,,
85,chakra-ui,chakra-ui/chakra-ui,ui-frameworks,chakra-ui,https://github.com/chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,MIT,2019-08-17 14:27:54.000,2021-08-12 16:42:24.000,2021-08-12 16:42:24.000,1627,122.0,1906.0,19875,,2021-08-09 10:27:36.000,@chakra-ui/styled-system@1.12.2,100.0,"Simple, Modular & Accessible UI Components for your React Applications.",11865.0,11863.0,438,28,https://www.npmjs.com/package/chakra-ui,2019-04-27 08:34:34.655,2.0,1599.0,1599.0,True,3,,,,,,,,,,
86,relay,facebook/relay,data-fetching,relay,https://github.com/facebook/relay,https://github.com/facebook/relay,MIT,2015-08-10 22:09:16.000,2021-08-12 15:23:43.000,2021-08-12 15:12:54.000,1610,337.0,1495.0,15864,,2021-04-15 17:38:20.000,11.0.2,65.0,Relay is a JavaScript framework for building data-driven React applications.,4536.0,4458.0,592,28,https://www.npmjs.com/package/relay,2013-04-14 20:53:10.498,78.0,1080.0,1080.0,True,3,,-1.0,,,,,,,,
87,react-vis,uber/react-vis,data-viz,react-vis,https://github.com/uber/react-vis,https://github.com/uber/react-vis,MIT,2016-02-22 20:45:50.000,2021-08-11 04:07:09.000,2020-07-13 14:33:01.000,820,327.0,506.0,7945,876.0,2019-04-19 03:58:15.000,1.11.7,99.0,Data Visualization Components.,1048.0,,122,28,https://www.npmjs.com/package/react-vis,2017-04-22 00:52:57.632,1048.0,312197.0,312197.0,False,2,,,http://uber.github.io/react-vis/examples/showcases/,,,,,,,
88,react-data-grid,adazzle/react-data-grid,data-tables,react-data-grid,https://github.com/adazzle/react-data-grid,https://github.com/adazzle/react-data-grid,MIT,2015-03-06 10:15:04.000,2021-08-12 17:08:21.000,2021-08-12 12:45:27.000,1862,127.0,1134.0,4717,,2019-04-03 17:25:26.810,6.1.0,1003.0,"Excel-like grid component built with React, with editors, keyboard navigation, copy & paste, and the like.",5394.0,4512.0,124,28,https://www.npmjs.com/package/react-data-grid,2021-05-26 14:56:53.386,882.0,255174.0,255174.0,True,3,,,,,,,,,,
89,Reactive Search,appbaseio/reactivesearch,other-components,@appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,Apache-2.0,2017-02-15 15:21:24.000,2021-08-12 11:41:42.000,2021-08-12 10:20:15.000,448,169.0,877.0,4455,2378.0,2021-07-26 14:24:36.000,1.20.0-ue,282.0,Search UI components for React and Vue: powered by appbase.io / Elasticsearch.,302.0,118.0,61,28,https://www.npmjs.com/package/@appbaseio/reactivesearch,2021-07-26 13:44:58.854,184.0,28082.0,28082.0,True,2,,,https://opensource.appbase.io/reactivesearch/#examples,,,,,,,
90,react-sortable-tree,frontend-collective/react-sortable-tree,other-components,react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,MIT,2016-07-22 08:36:25.000,2021-08-03 20:06:48.000,2021-06-11 13:41:37.000,754,312.0,295.0,4208,553.0,2020-08-10 08:00:07.000,2.8.0,65.0,Drag-and-drop sortable component for nested data and hierarchies.,2871.0,2523.0,38,28,https://www.npmjs.com/package/react-sortable-tree,2020-08-10 07:56:50.631,348.0,389276.0,389276.0,True,2,,,https://frontend-collective.github.io/react-sortable-tree/?path=/story/basics--minimal-implementation,,,,,,,
91,polaris-react,Shopify/polaris-react,ui-frameworks,@shopify/polaris,https://github.com/Shopify/polaris-react,https://github.com/Shopify/polaris-react,MIT,2017-04-20 18:26:34.000,2021-08-12 18:20:54.000,2021-08-12 18:20:00.000,796,289.0,1647.0,4189,,2021-07-12 17:49:20.000,6.6.0,394.0,Shopifys admin product component library.,3235.0,2977.0,275,28,https://www.npmjs.com/package/@shopify/polaris,2021-08-11 19:55:04.718,258.0,262839.0,263536.0,True,3,,,,22319.0,,,,,,
92,Perspective,finos/perspective,data-tables,@finos/perspective,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2021-08-12 06:16:34.000,2021-08-12 06:11:37.000,386,75.0,366.0,3502,4604.0,2021-08-12 06:12:16.827,0.10.1,48.0,Streaming pivot visualization via WebAssembly.,216.0,202.0,64,28,https://www.npmjs.com/package/@finos/perspective,2021-08-12 06:12:16.827,6.0,6105.0,8451.0,True,3,,,https://perspective.finos.org/,,,perspective-python,https://pypi.org/project/perspective-python,2021-07-08 06:14:18.000,8.0,2346.0
93,eui,elastic/eui,ui-frameworks,@elastic/eui,https://github.com/elastic/eui,https://github.com/elastic/eui,ICU,2017-10-18 14:49:20.000,2021-08-12 17:17:54.000,2021-08-12 16:52:14.000,526,395.0,1839.0,2973,3735.0,2021-08-12 16:53:23.000,37.2.0,348.0,Elastic UI Framework.,131.0,63.0,194,28,https://www.npmjs.com/package/@elastic/eui,2021-08-12 16:36:35.149,68.0,67775.0,67857.0,False,3,,,,3362.0,,,,,,
94,react-rte,sstur/react-rte,editors,react-rte,https://github.com/sstur/react-rte,https://github.com/sstur/react-rte,ISC,2016-02-25 02:36:56.000,2021-07-21 17:20:19.000,2021-05-02 21:12:55.000,404,173.0,145.0,2578,314.0,2016-02-24 23:30:39.985,1.0.0,38.0,Pure React rich text WYSIWYG editor based on draft-js.,2805.0,2331.0,46,28,https://www.npmjs.com/package/react-rte,2016-02-24 23:30:39.985,474.0,126657.0,126657.0,True,2,,,,,,,,,,
95,Monaco React,suren-atoyan/monaco-react,editors,@monaco-editor/react,https://github.com/suren-atoyan/monaco-react,https://github.com/suren-atoyan/monaco-react,MIT,2019-06-16 07:46:31.000,2021-08-09 08:23:42.000,2021-08-07 08:26:25.000,97,35.0,171.0,1165,366.0,2021-08-09 08:23:42.000,4.2.2,86.0,Monaco Editor for React - use the monaco-editor in any React application without needing to use webpack (or..,2472.0,2450.0,25,28,https://www.npmjs.com/package/@monaco-editor/react,2021-08-09 08:22:03.167,22.0,289094.0,289094.0,True,2,,,https://monaco-react.surenatoyan.com/,,,,,,,
96,ant-design-charts,ant-design/ant-design-charts,data-viz,@ant-design/charts,https://github.com/ant-design/ant-design-charts,https://github.com/ant-design/ant-design-charts,MIT,2020-03-09 09:08:31.000,2021-08-12 10:53:38.000,2021-08-03 07:39:38.000,187,65.0,464.0,754,596.0,2021-08-03 07:40:16.000,1.2.5,81.0,A React Chart Library.,1361.0,1361.0,32,28,https://www.npmjs.com/package/@ant-design/charts,2021-08-03 07:37:57.469,0.0,135920.0,135920.0,True,2,['ant-design'],,,,,,,,,
97,Bit,teambit/bit,dev-tools,bit-bin,https://github.com/teambit/bit,https://github.com/teambit/bit,Apache-2.0,2017-01-22 14:51:43.000,2021-08-12 17:40:55.000,2021-08-12 16:28:02.000,735,124.0,1164.0,13839,8470.0,2020-07-13 09:59:04.000,14.8.8,757.0,"Build, distribute, and collaborate on components.",18.0,8.0,58,27,https://www.npmjs.com/package/bit-bin,2021-07-05 14:30:42.755,10.0,10932.0,11037.0,True,3,,,,5293.0,,,,,,
98,muuri,haltu/muuri,other-components,muuri,https://github.com/haltu/muuri,https://github.com/haltu/muuri,MIT,2015-12-21 07:00:44.000,2021-07-09 19:14:08.022,2021-07-09 19:05:04.000,597,70.0,396.0,9649,516.0,2021-07-09 19:14:08.022,0.9.5,22.0,"Infinite responsive, sortable, filterable and draggable layouts.",773.0,729.0,14,27,https://www.npmjs.com/package/muuri,2021-07-09 19:14:08.022,44.0,56939.0,56939.0,True,3,,,,,,,,,,
99,ReactPage,react-page/react-page,editors,@react-page/editor,https://github.com/react-page/react-page,https://github.com/react-page/react-page,MIT,2015-05-29 12:19:44.000,2021-08-11 01:27:36.000,2021-06-22 12:35:33.000,554,15.0,628.0,8581,1154.0,2021-06-21 13:01:32.000,3.2.1,253.0,"Next-gen, highly customizable content editor for the browser - based on React and written in TypeScript. WYSIWYG on..",60.0,60.0,52,27,https://www.npmjs.com/package/@react-page/editor,2021-06-21 13:01:12.179,0.0,4564.0,4564.0,True,3,,,,,,,,,,
100,React-Datasheet,nadbm/react-datasheet,data-tables,react-datasheet,https://github.com/nadbm/react-datasheet,https://github.com/nadbm/react-datasheet,MIT,2016-09-25 19:18:17.000,2021-08-10 22:48:06.000,2021-08-05 02:48:08.000,456,116.0,97.0,4734,277.0,2021-02-14 04:56:00.552,1.4.9,46.0,Excel-like data grid (table) component for React.,620.0,560.0,44,27,https://www.npmjs.com/package/react-datasheet,2021-02-14 04:56:00.552,60.0,124246.0,124246.0,True,3,,,,,,,,,,
101,carbon,carbon-design-system/carbon,ui-frameworks,carbon-components-react,https://github.com/carbon-design-system/carbon,https://github.com/carbon-design-system/carbon,Apache-2.0,2017-03-13 14:23:59.000,2021-08-12 17:50:09.000,2021-08-12 16:08:48.000,1075,448.0,4523.0,4535,,2021-08-05 23:49:58.000,10.41.0,938.0,A design system built by IBM.,350.0,30.0,345,27,https://www.npmjs.com/package/carbon-components-react,2021-08-05 23:49:46.305,320.0,185009.0,185073.0,True,3,,,,1425.0,,,,,,
102,react-refetch,heroku/react-refetch,data-fetching,react-refetch,https://github.com/heroku/react-refetch,https://github.com/heroku/react-refetch,MIT,2015-11-11 21:02:02.000,2021-08-11 14:37:43.000,2021-04-05 23:58:04.000,151,37.0,102.0,3404,638.0,2019-10-28 22:11:40.841,3.0.1,82.0,"A simple, declarative, and composable way to fetch data for React components.",1047.0,733.0,70,27,https://www.npmjs.com/package/react-refetch,2020-01-20 05:17:56.980,314.0,31801.0,31801.0,True,3,,,,,,,,,,
103,react-digraph,uber/react-digraph,editors,react-digraph,https://github.com/uber/react-digraph,https://github.com/uber/react-digraph,MIT,2016-11-11 07:43:00.000,2021-06-09 06:37:33.000,2021-05-28 22:17:49.000,243,73.0,98.0,2163,455.0,2021-05-28 22:22:04.000,8.0.0-beta.7,95.0,A library for creating directed graph editors.,268.0,236.0,44,27,https://www.npmjs.com/package/react-digraph,2021-05-28 22:58:26.271,32.0,30002.0,30002.0,True,3,,,,,,,,,,
104,tabler-react,tabler/tabler-react,ui-frameworks,tabler-react,https://github.com/tabler/tabler-react,https://github.com/tabler/tabler-react,MIT,2018-04-12 21:32:09.000,2021-08-11 01:58:14.000,2021-03-07 23:12:06.000,426,58.0,147.0,1760,1363.0,2019-06-04 21:54:09.577,1.30.1,66.0,React components and demo for the Tabler UI theme.,630.0,588.0,34,27,https://www.npmjs.com/package/tabler-react,2019-06-30 13:10:01.077,42.0,9117.0,9117.0,True,3,,,,,,,,,,
105,fullcalendar-react,fullcalendar/fullcalendar-react,other-components,@fullcalendar/react,https://github.com/fullcalendar/fullcalendar-react,https://github.com/fullcalendar/fullcalendar-react,MIT,2018-12-03 21:32:44.000,2021-07-28 16:44:43.000,2021-07-28 12:31:08.000,55,21.0,117.0,973,182.0,2021-07-28 16:40:04.357,5.9.0,24.0,An official React component for FullCalendar.,5632.0,5512.0,3,27,https://www.npmjs.com/package/@fullcalendar/react,2021-07-28 16:40:04.357,120.0,307441.0,307441.0,True,3,,,,,,,,,,
106,React ApexCharts,apexcharts/react-apexcharts,data-viz,react-apexcharts,https://github.com/apexcharts/react-apexcharts,https://github.com/apexcharts/react-apexcharts,MIT,2018-08-20 13:36:46.000,2021-08-11 20:16:17.000,2021-06-10 12:01:22.000,76,117.0,135.0,785,159.0,2021-04-11 17:44:40.019,1.3.8,24.0,React Component for ApexCharts.,14180.0,13892.0,17,27,https://www.npmjs.com/package/react-apexcharts,2021-04-12 12:08:42.212,288.0,402528.0,402528.0,True,3,,,https://apexcharts.com/react-chart-demos/,,,,,,,
107,material-ui-chip-input,TeamWertarbyte/material-ui-chip-input,other-components,material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,MIT,2016-09-07 16:47:10.000,2021-04-13 10:30:39.000,2020-09-08 13:18:49.000,179,35.0,232.0,711,305.0,2019-12-01 15:35:30.000,1.1.0,73.0,A chip input field using Material-UI.,4959.0,4133.0,48,27,https://www.npmjs.com/package/material-ui-chip-input,2019-12-01 15:47:13.811,826.0,221155.0,221155.0,True,3,['material-ui'],,https://mui.wertarbyte.com/#material-ui-chip-input,,,,,,,
108,material-ui-dropzone,Yuvaleros/material-ui-dropzone,file-handling,material-ui-dropzone,https://github.com/Yuvaleros/material-ui-dropzone,https://github.com/Yuvaleros/material-ui-dropzone,MIT,2017-10-16 11:50:16.000,2021-08-12 03:45:32.000,2020-10-01 14:00:45.000,164,75.0,128.0,375,427.0,2020-09-20 20:21:49.283,3.5.0,32.0,A Material-UI file upload dropzone.,3489.0,3377.0,48,27,https://www.npmjs.com/package/material-ui-dropzone,2020-09-20 20:21:49.283,112.0,202252.0,202252.0,True,3,['material-ui'],,https://yuvaleros.github.io/material-ui-dropzone/,,,,,,,
109,why-did-you-render,welldone-software/why-did-you-render,dev-tools,why-did-you-render,https://github.com/welldone-software/why-did-you-render,https://github.com/welldone-software/why-did-you-render,MIT,2018-11-10 19:31:09.000,2021-08-10 22:36:47.000,2021-06-13 09:45:59.000,108,12.0,137.0,6861,397.0,2021-06-13 09:49:45.000,6.2.0,79.0,why-did-you-render by Welldone Software monkey patches React to notify you about potentially avoidable re-renders...,3110.0,3110.0,26,26,https://www.npmjs.com/package/why-did-you-render,2020-05-17 14:12:57.191,,1104.0,1104.0,True,3,,,,,,,,,,
110,react-diagrams,projectstorm/react-diagrams,data-viz,@projectstorm/react-diagrams,https://github.com/projectstorm/react-diagrams,https://github.com/projectstorm/react-diagrams,MIT,2016-06-03 09:10:01.000,2021-08-10 00:21:02.000,2021-08-10 00:20:52.000,926,232.0,462.0,6270,833.0,2021-08-10 00:10:06.057,6.6.1,29.0,"a super simple, no-nonsense diagramming library written in react that just works.",161.0,147.0,81,26,https://www.npmjs.com/package/@projectstorm/react-diagrams,2021-08-10 00:10:06.057,14.0,41167.0,41167.0,True,3,,,,,,,,,,
111,searchkit,searchkit/searchkit,other-components,searchkit,https://github.com/searchkit/searchkit,https://github.com/searchkit/searchkit,Apache-2.0,2015-11-19 18:27:43.000,2021-08-11 07:11:11.000,2021-07-28 18:40:23.000,401,13.0,518.0,4243,,2021-07-24 18:08:13.000,3.0.0-canary.41,93.0,GraphQL API & React UI components for Elasticsearch. The easiest way to build a great search experience.,870.0,584.0,51,26,https://www.npmjs.com/package/searchkit,2021-01-13 21:30:25.068,286.0,12179.0,12179.0,True,3,,,,,,,,,,
112,restful-react,contiamo/restful-react,data-fetching,restful-react,https://github.com/contiamo/restful-react,https://github.com/contiamo/restful-react,MIT,2018-06-29 12:52:25.000,2021-08-10 18:41:18.000,2021-07-20 14:20:27.000,99,30.0,125.0,1745,604.0,2021-07-20 14:21:35.000,15.8.0,188.0,"A consistent, declarative way of interacting with RESTful backends, featuring code-generation from Swagger and OpenAPI..",258.0,250.0,47,26,https://www.npmjs.com/package/restful-react,2021-07-20 14:22:15.442,8.0,43563.0,43563.0,True,3,,,,,,,,,,
113,components,primer/components,ui-frameworks,@primer/components,https://github.com/primer/react,https://github.com/primer/react,MIT,2018-02-17 00:09:05.000,2021-08-12 17:54:11.000,2021-08-11 17:23:52.000,177,72.0,335.0,1278,,2021-08-05 20:30:30.000,28.3.2,2892.0,A React implementation of GitHub's Primer Design System.,1135.0,1087.0,73,26,https://www.npmjs.com/package/@primer/components,2021-08-11 17:26:17.891,48.0,53141.0,53141.0,True,3,,,,,primer/react,,,,,
