,name,github_id,npm_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,demo_url,trending,github_release_downloads,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
10,Draft JS,facebook/draft-js,draft-js,editors,https://github.com/facebook/draft-js,https://github.com/facebook/draft-js,MIT,2016-02-19 20:18:26.000,2021-06-24 03:33:49.000,2021-06-24 03:33:44.000,2365,868.0,947.0,20453,1118.0,2020-08-17 16:40:16.000,0.11.7,32.0,A React framework for building text editors.,108288.0,89870.0,306.0,36,https://www.npmjs.com/package/draft-js,2020-08-17 16:36:23.849,18418.0,2880786.0,2880786.0,True,1,,,,,,,,,,
11,Recharts,recharts/recharts,recharts,data-viz,https://github.com/recharts/recharts,https://github.com/recharts/recharts,MIT,2015-08-07 06:50:27.000,2021-05-23 02:17:12.000,2021-04-20 02:31:57.000,1252,191.0,1964.0,16535,1850.0,2021-03-24 03:50:34.413,2.0.9,178.0,Redefined chart library built with React and D3.,56773.0,49769.0,212.0,36,https://www.npmjs.com/package/recharts,2021-03-24 03:50:34.413,7004.0,2616760.0,2616760.0,True,1,,http://recharts.org/en-US/examples,,,,,,,,
12,React Dropzone,react-dropzone/react-dropzone,react-dropzone,file-handling,https://github.com/react-dropzone/react-dropzone,https://github.com/react-dropzone/react-dropzone,MIT,2014-09-27 11:57:09.000,2021-06-12 15:41:10.000,2021-03-26 07:58:15.000,701,22.0,635.0,8246,547.0,2021-03-26 08:00:38.000,11.3.2,145.0,Simple HTML5 drag-drop zone with React.js.,79377.0,69061.0,159.0,36,https://www.npmjs.com/package/react-dropzone,2021-03-26 08:00:32.355,10316.0,5866370.0,5866370.0,True,1,,https://react-dropzone.js.org/#section-basic-example,,,,,,,,
13,Electron,electron/electron,electron,desktop-apps,https://github.com/electron/electron,https://github.com/electron/electron,MIT,2013-04-12 01:47:36.000,2021-06-21 16:07:48.999,,12435,1265.0,,93980,,2021-06-21 19:31:53.222,13.1.3,549.0,"Build cross-platform desktop apps with JavaScript, HTML, and CSS.",46992.0,,647.0,35,https://www.npmjs.com/package/electron,2021-06-21 16:07:48.999,46992.0,1996248.0,1996248.0,True,1,,,,,,,,,,
14,lerna,lerna/lerna,lerna,dev-tools,https://github.com/lerna/lerna,https://github.com/lerna/lerna,MIT,2015-12-04 09:36:55.000,2021-06-20 10:07:38.000,2021-06-02 22:46:25.000,1861,645.0,1461.0,28738,,2021-02-10 22:42:55.000,4.0.0,184.0,A tool for managing JavaScript projects with multiple packages.,112813.0,84651.0,271.0,35,https://www.npmjs.com/package/lerna,2021-02-10 22:42:31.218,28162.0,4963780.0,4963780.0,True,2,,,,,,,,,,
15,React Admin,marmelab/react-admin,react-admin,admin-dashboards,https://github.com/marmelab/react-admin,https://github.com/marmelab/react-admin,MIT,2016-07-13 07:58:54.000,2021-06-24 14:17:21.000,2021-06-24 08:01:34.000,3733,140.0,3036.0,17132,10447.0,2021-06-21 13:22:13.000,3.16.3,172.0,"A frontend Framework for building B2B applications running in the browser on top of REST/GraphQL APIs, using ES6,..",6867.0,6371.0,472.0,35,https://www.npmjs.com/package/react-admin,2021-06-21 13:20:55.164,496.0,177546.0,177546.0,True,1,['material-ui'],https://marmelab.com/react-admin-demo/,,,,,,,,
16,SheetJS,SheetJS/sheetjs,xlsx,file-handling,https://github.com/SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,Apache-2.0,2012-12-03 19:25:52.000,2021-06-24 06:38:03.000,2021-05-13 19:07:05.000,6765,502.0,1531.0,25944,500.0,2021-05-13 19:13:41.651,0.17.0,160.0,SheetJS Community Edition -- Spreadsheet Data Toolkit.,10680.0,1922.0,131.0,34,https://www.npmjs.com/package/xlsx,2021-05-13 19:13:41.651,8758.0,4946512.0,4946512.0,True,2,,,,,,,,,,
17,ag-Grid,ag-grid/ag-grid,ag-grid-community,data-tables,https://github.com/ag-grid/ag-grid,https://github.com/ag-grid/ag-grid,MIT,2014-12-23 16:20:14.000,2021-06-24 12:41:18.000,2021-06-24 12:41:12.000,1297,27.0,4019.0,7301,21404.0,2021-06-14 15:11:55.000,25.3.0,100.0,The best JavaScript Data Table for building Enterprise Applications. Supports React / Angular / Vue / Plain JavaScript.,1482.0,836.0,116.0,33,https://www.npmjs.com/package/ag-grid-community,2021-05-27 07:29:42.415,646.0,1037324.0,1037324.0,True,1,,,,,,,,,,
18,React-Toastify,fkhadra/react-toastify,react-toastify,notifications,https://github.com/fkhadra/react-toastify,https://github.com/fkhadra/react-toastify,MIT,2016-11-08 12:32:52.000,2021-06-15 20:40:06.000,2021-04-23 12:34:23.000,373,23.0,422.0,6914,1039.0,2021-04-23 12:38:06.000,7.0.4,116.0,React notification made easy !.,101539.0,95603.0,68.0,33,https://www.npmjs.com/package/react-toastify,2021-04-23 12:37:40.399,5936.0,2852336.0,2852336.0,True,1,,https://fkhadra.github.io/react-toastify/introduction/,,,,,,,,
19,React Chartjs 2,reactchartjs/react-chartjs-2,react-chartjs-2,data-viz,https://github.com/reactchartjs/react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,MIT,2016-05-06 22:01:08.000,2021-06-07 15:28:55.000,2021-05-03 16:33:04.000,747,157.0,388.0,4120,279.0,2021-04-27 14:58:12.459,3.0.3,68.0,"React wrapper for Chart.js 2.0 and 3.0, the most popular charting library.",88345.0,81621.0,60.0,33,https://www.npmjs.com/package/react-chartjs-2,2021-04-27 14:58:12.459,6724.0,1645914.0,1645914.0,True,1,,https://reactchartjs.github.io/react-chartjs-2/,,,,,,,,
20,Slate,ianstormtaylor/slate,slate,editors,https://github.com/ianstormtaylor/slate,https://github.com/ianstormtaylor/slate,MIT,2016-06-18 01:52:42.000,2021-06-23 14:04:13.000,2021-06-09 16:04:11.000,2337,444.0,2197.0,21019,,2021-06-09 16:07:36.000,slate-react@0.65.2,509.0,A completely customizable framework for building rich text editors. (Currently in beta.).,66697.0,59699.0,406.0,32,https://www.npmjs.com/package/slate,2021-04-01 02:10:51.453,6998.0,857470.0,857470.0,True,2,,https://www.slatejs.org/examples/richtext,,,,,,,,
21,Blueprint,palantir/blueprint,@blueprintjs/core,ui-frameworks,https://github.com/palantir/blueprint,https://github.com/palantir/blueprint,Apache-2.0,2016-10-25 21:17:50.000,2021-06-23 22:19:17.000,2021-06-23 22:19:15.000,1878,578.0,1880.0,17899,,2021-06-22 20:26:53.857,3.46.0,148.0,A React-based UI toolkit for the web.,11447.0,9369.0,282.0,32,https://www.npmjs.com/package/@blueprintjs/core,2021-04-13 17:30:43.042,2078.0,700206.0,700206.0,True,3,,https://blueprintjs.com/docs/,,,,,,,,
22,Handsontable,handsontable/handsontable,handsontable,data-tables,https://github.com/handsontable/handsontable,https://github.com/handsontable/handsontable,ICU,2011-05-23 22:38:58.000,2021-06-24 16:01:31.000,2021-06-17 08:43:26.000,2599,596.0,6088.0,15304,7116.0,2021-06-17 08:48:17.000,9.0.1,100.0,"JavaScript data grid with a spreadsheet look & feel. Works for React, Angular, and Vue. Supported by the Handsontable..",4426.0,3702.0,118.0,32,https://www.npmjs.com/package/handsontable,2021-06-17 08:45:50.768,724.0,334073.0,334073.0,False,1,,https://handsontable.com/examples,,,,,,,,
23,nivo,plouc/nivo,@nivo/core,data-viz,https://github.com/plouc/nivo,https://github.com/plouc/nivo,MIT,2016-04-16 03:27:56.000,2021-06-24 17:30:22.000,2021-06-24 12:21:35.000,701,95.0,974.0,8873,1404.0,2021-06-22 13:29:04.000,0.71.0,55.0,"nivo provides a rich set of dataviz components, built on top of the awesome d3 and Reactjs libraries.",1420.0,1118.0,145.0,32,https://www.npmjs.com/package/@nivo/core,2021-06-22 13:27:54.887,302.0,844442.0,844442.0,True,2,,https://nivo.rocks/components/,,,,,,,,
24,Grommet,grommet/grommet,grommet,ui-frameworks,https://github.com/grommet/grommet,https://github.com/grommet/grommet,Apache-2.0,2015-03-24 08:54:10.000,2021-06-24 17:16:38.000,2021-06-24 16:42:08.000,888,210.0,2423.0,7326,5875.0,2021-06-08 23:27:20.000,2.17.3,133.0,"a react-based framework that provides accessibility, modularity, responsiveness, and theming in a tidy package.",7844.0,6612.0,296.0,32,https://www.npmjs.com/package/grommet,2021-06-08 23:16:44.648,1232.0,96533.0,96560.0,True,3,,https://v2.grommet.io/components,,1712.0,,,,,,
25,material-table,mbrn/material-table,material-table,data-tables,https://github.com/mbrn/material-table,https://github.com/mbrn/material-table,MIT,2018-08-06 13:15:08.000,2021-06-14 02:17:53.000,2021-04-21 11:22:33.000,947,143.0,2189.0,3042,1576.0,2020-11-17 09:24:46.731,1.69.2,186.0,Datatable for React based on material-ui's table with additional features.,15399.0,14871.0,198.0,32,https://www.npmjs.com/package/material-table,2020-11-17 09:24:46.731,528.0,573262.0,573262.0,True,1,['material-ui'],,,,,,,,,
26,emotion,emotion-js/emotion,@emotion/react,styling,https://github.com/emotion-js/emotion,https://github.com/emotion-js/emotion,MIT,2017-05-27 04:23:45.000,2021-06-24 12:05:19.000,2021-06-06 23:38:08.000,825,107.0,1186.0,13238,,2021-05-07 00:52:02.000,@emotion/cache@11.4.0,100.0,CSS-in-JS library designed for high performance style composition.,15949.0,15949.0,260.0,31,https://www.npmjs.com/package/@emotion/react,2021-05-07 00:51:52.620,0.0,4220344.0,4220344.0,True,3,,,,,,,,,,
27,Victory,FormidableLabs/victory,victory,data-viz,https://github.com/FormidableLabs/victory,https://github.com/FormidableLabs/victory,MIT,2015-07-02 22:36:50.000,2021-06-24 16:45:06.000,2021-06-24 16:44:17.000,439,150.0,1225.0,8927,,2021-06-24 16:52:34.000,35.9.0,201.0,A collection of composable React components for building interactive data visualizations.,10582.0,9210.0,234.0,31,https://www.npmjs.com/package/victory,2021-06-24 16:44:59.237,1372.0,566692.0,566692.0,True,2,,https://formidable.com/open-source/victory/gallery/,,,,,,,,
28,React Ace,securingsincity/react-ace,react-ace,editors,https://github.com/securingsincity/react-ace,https://github.com/securingsincity/react-ace,MIT,2014-11-29 05:15:14.000,2021-06-21 01:13:23.000,2021-06-06 18:02:48.000,524,108.0,284.0,3128,853.0,2021-06-06 01:33:51.714,9.4.1,93.0,React Ace Component.,15949.0,12369.0,116.0,31,https://www.npmjs.com/package/react-ace,2021-06-06 01:33:51.714,3580.0,1267400.0,1267412.0,True,2,,https://securingsincity.github.io/react-ace/,,894.0,,,,,,
29,Notistack,iamhosseindhv/notistack,notistack,notifications,https://github.com/iamhosseindhv/notistack,https://github.com/iamhosseindhv/notistack,MIT,2018-08-04 21:05:47.000,2021-06-14 12:03:51.000,2021-05-19 19:33:44.000,193,28.0,242.0,2095,475.0,2021-05-19 19:34:09.737,1.0.9,82.0,Highly customizable notification snackbars (toasts) that can be stacked on top of each other.,11177.0,10671.0,43.0,31,https://www.npmjs.com/package/notistack,2021-04-25 01:29:50.289,506.0,1277560.0,1277560.0,True,3,['material-ui'],https://iamhosseindhv.com/notistack/demos,,,,,,,,
30,react-json-view,mac-s-g/react-json-view,react-json-view,file-handling,https://github.com/mac-s-g/react-json-view,https://github.com/mac-s-g/react-json-view,MIT,2017-03-26 06:01:36.000,2021-06-21 10:19:25.000,2021-03-09 03:27:31.000,292,108.0,88.0,2094,732.0,2021-03-09 03:08:46.252,1.21.3,111.0,JSON viewer for react.,17138.0,16144.0,33.0,31,https://www.npmjs.com/package/react-json-view,2021-03-09 03:08:46.252,994.0,1090387.0,1090387.0,True,2,,https://mac-s-g.github.io/react-json-view/demo/dist/,,,,,,,,
31,Rebass,rebassjs/rebass,rebass,ui-frameworks,https://github.com/rebassjs/rebass,https://github.com/rebassjs/rebass,MIT,2015-02-11 14:48:09.000,2021-06-08 20:47:06.000,2021-05-18 14:00:46.000,564,43.0,429.0,7364,2018.0,2019-10-28 19:08:45.057,4.0.7,109.0,React primitive UI components built with styled-system.,10917.0,9429.0,58.0,30,https://www.npmjs.com/package/rebass,2019-10-28 19:08:45.057,1488.0,284776.0,284776.0,True,3,,https://codesandbox.io/s/github/rebassjs/rebass/tree/master/examples/sandbox,,,,,,,,
32,BizCharts,alibaba/BizCharts,bizcharts,data-viz,https://github.com/alibaba/BizCharts,https://github.com/alibaba/BizCharts,MIT,2017-11-10 08:27:54.000,2021-06-21 08:21:47.026,2021-04-29 06:26:52.000,611,259.0,965.0,5635,948.0,2021-04-19 07:24:38.000,4.1.10,213.0,Powerful data visualization library based on G2 and React.,12196.0,10964.0,76.0,30,https://www.npmjs.com/package/bizcharts,2021-06-21 08:21:47.026,1232.0,128785.0,128785.0,True,2,,,,,,,,,,
33,React Suite,rsuite/rsuite,rsuite,ui-frameworks,https://github.com/rsuite/rsuite,https://github.com/rsuite/rsuite,MIT,2016-06-06 02:27:46.000,2021-06-24 14:33:30.000,2021-06-24 12:24:09.000,576,153.0,418.0,5631,1640.0,2021-06-03 06:32:49.982,4.10.2,220.0,A suite of React components .,3638.0,3506.0,53.0,30,https://www.npmjs.com/package/rsuite,2021-06-15 09:27:19.049,132.0,70044.0,70044.0,True,3,,https://rsuitejs.com/components/overview/,,,,,,,,
34,MUI-Datatables,gregnb/mui-datatables,mui-datatables,data-tables,https://github.com/gregnb/mui-datatables,https://github.com/gregnb/mui-datatables,MIT,2017-11-04 19:49:44.000,2021-06-04 20:00:32.000,2021-04-03 07:24:59.000,736,478.0,776.0,2046,925.0,2021-04-03 07:27:55.000,3.7.7,143.0,Datatables for React using Material-UI - https://www.material-ui-datatables.com.,5160.0,4906.0,129.0,30,https://www.npmjs.com/package/mui-datatables,2021-04-03 07:27:06.513,254.0,214448.0,214448.0,True,2,['material-ui'],,,,,,,,,
35,docz,doczjs/docz,docz,dev-tools,https://github.com/pedronauck/docz,https://github.com/pedronauck/docz,MIT,2018-03-17 04:24:10.000,2021-06-03 23:30:47.000,2021-06-03 19:42:39.000,1311,79.0,1104.0,21371,,2020-04-05 08:58:58.000,2.3.1,273.0,It has never been so easy to document your things!.,6770.0,5398.0,127.0,29,https://www.npmjs.com/package/docz,2020-04-07 10:55:25.773,1372.0,145982.0,145982.0,True,2,,,,,pedronauck/docz,,,,,
36,visx,airbnb/visx,@visx/group,data-viz,https://github.com/airbnb/visx,https://github.com/airbnb/visx,MIT,2017-03-15 16:25:41.000,2021-06-21 10:27:15.000,2021-06-16 17:57:48.000,505,90.0,466.0,13495,2915.0,2021-03-08 20:16:56.000,1.6.1,76.0,visx | visualization components.,55.0,55.0,114.0,29,https://www.npmjs.com/package/@visx/group,2021-03-08 20:10:00.881,0.0,236717.0,236717.0,True,3,,https://airbnb.io/visx/gallery,,,,,,,,
37,Evergreen,segmentio/evergreen,evergreen-ui,ui-frameworks,https://github.com/segmentio/evergreen,https://github.com/segmentio/evergreen,MIT,2017-07-30 10:03:14.000,2021-06-21 22:34:38.000,2021-06-09 23:53:51.000,653,82.0,309.0,10844,728.0,2021-05-18 19:02:50.000,6.0.1,207.0,Evergreen React UI Framework by Segment.,2453.0,2303.0,111.0,29,https://www.npmjs.com/package/evergreen-ui,2021-05-18 18:02:56.772,150.0,39119.0,39119.0,True,3,,,,,,,,,,
38,React-Move,sghall/react-move,react-move,animations,https://github.com/sghall/react-move,https://github.com/sghall/react-move,MIT,2017-03-20 15:38:13.000,2021-06-13 06:33:28.000,2021-06-13 06:33:28.000,202,8.0,39.0,6326,524.0,2021-06-13 05:41:59.344,6.5.0,59.0,"React Move | Beautiful, data-driven animations for React.",4394.0,3748.0,13.0,29,https://www.npmjs.com/package/react-move,2021-06-13 05:41:59.344,646.0,438211.0,438211.0,True,1,,https://react-move-docs.netlify.app/#/demos/node-group,1.0,,,,,,,
39,react-monaco-editor,react-monaco-editor/react-monaco-editor,react-monaco-editor,editors,https://github.com/react-monaco-editor/react-monaco-editor,https://github.com/react-monaco-editor/react-monaco-editor,MIT,2016-09-05 07:11:05.000,2021-03-30 15:09:25.000,2021-03-30 15:09:15.000,272,20.0,226.0,2276,349.0,2021-03-15 17:34:44.054,0.43.0,69.0,Monaco Editor for React.,9958.0,9362.0,60.0,29,https://www.npmjs.com/package/react-monaco-editor,2021-03-15 17:34:44.054,596.0,339333.0,339333.0,True,2,,,,,,,,,,
40,React Data Table,jbetancur/react-data-table-component,react-data-table-component,data-tables,https://github.com/jbetancur/react-data-table-component,https://github.com/jbetancur/react-data-table-component,Apache-2.0,2018-03-16 04:31:39.000,2021-06-23 17:43:40.000,2021-06-13 20:35:26.000,212,32.0,488.0,1039,787.0,2021-02-23 03:50:10.930,6.11.7,152.0,"A responsive table library with built-in sorting, pagination, selection, expandable rows, and customizable styling.",4349.0,4261.0,39.0,29,https://www.npmjs.com/package/react-data-table-component,2021-06-13 20:35:58.509,88.0,155942.0,155942.0,True,2,,https://jbetancur.github.io/react-data-table-component/,,,,,,,,
41,react-csv,react-csv/react-csv,react-csv,file-handling,https://github.com/react-csv/react-csv,https://github.com/react-csv/react-csv,MIT,2016-11-25 12:55:39.000,2021-06-21 17:39:03.000,2020-07-09 05:32:23.000,216,109.0,117.0,785,164.0,2020-04-01 19:55:11.000,2.0.3,30.0,React components to build CSV files on the fly basing on Array/literal object of data.,7118.0,6596.0,26.0,29,https://www.npmjs.com/package/react-csv,2020-04-01 16:36:39.880,522.0,822614.0,822614.0,True,3,,,,,,,,,,
42,react-vis,uber/react-vis,react-vis,data-viz,https://github.com/uber/react-vis,https://github.com/uber/react-vis,MIT,2016-02-22 20:45:50.000,2021-05-10 16:45:03.000,2020-07-13 14:33:01.000,820,327.0,504.0,7886,876.0,2019-04-19 03:58:15.000,1.11.7,99.0,Data Visualization Components.,1048.0,,122.0,28,https://www.npmjs.com/package/react-vis,2017-04-22 00:52:57.632,1048.0,313632.0,313632.0,True,3,,http://uber.github.io/react-vis/examples/showcases/,,,,,,,,
43,react-data-grid,adazzle/react-data-grid,react-data-grid,data-tables,https://github.com/adazzle/react-data-grid,https://github.com/adazzle/react-data-grid,MIT,2015-03-06 10:15:04.000,2021-06-18 17:15:58.000,2021-06-18 16:17:22.000,1845,121.0,1120.0,4640,,2019-04-03 17:25:26.810,6.1.0,1000.0,"Excel-like grid component built with React, with editors, keyboard navigation, copy & paste, and the like.",5263.0,4381.0,121.0,28,https://www.npmjs.com/package/react-data-grid,2021-05-26 14:56:53.386,882.0,280778.0,280778.0,True,2,,,,,,,,,,
44,Reactive Search,appbaseio/reactivesearch,@appbaseio/reactivesearch,other-components,https://github.com/appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,Apache-2.0,2017-02-15 15:21:24.000,2021-06-24 17:15:36.000,2021-06-24 17:15:22.000,445,170.0,865.0,4444,2378.0,2021-06-07 13:03:12.000,1.15.2-ue,275.0,Search UI components for React and Vue: powered by appbase.io / Elasticsearch.,299.0,115.0,61.0,28,https://www.npmjs.com/package/@appbaseio/reactivesearch,2021-05-27 14:11:52.290,184.0,25509.0,25509.0,True,1,,https://opensource.appbase.io/reactivesearch/#examples,,,,,,,,
45,react-sortable-tree,frontend-collective/react-sortable-tree,react-sortable-tree,other-components,https://github.com/frontend-collective/react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,MIT,2016-07-22 08:36:25.000,2021-06-23 06:26:13.000,2021-06-11 13:41:37.000,738,307.0,295.0,4142,553.0,2020-08-10 08:00:07.000,2.8.0,65.0,Drag-and-drop sortable component for nested data and hierarchies.,2723.0,2375.0,38.0,28,https://www.npmjs.com/package/react-sortable-tree,2020-08-10 07:56:50.631,348.0,348339.0,348339.0,True,1,,https://frontend-collective.github.io/react-sortable-tree/?path=/story/basics--minimal-implementation,,,,,,,,
46,react-mde,andrerpena/react-mde,react-mde,editors,https://github.com/andrerpena/react-mde,https://github.com/andrerpena/react-mde,MIT,2016-11-26 18:10:16.000,2021-06-07 13:26:19.000,2021-05-04 08:58:36.000,138,56.0,144.0,1267,764.0,2021-05-04 08:58:15.604,11.5.0,111.0,React Markdown Editor.,1465.0,1327.0,50.0,28,https://www.npmjs.com/package/react-mde,2021-05-04 08:58:15.604,138.0,96692.0,96692.0,True,3,,http://andrerpena.me/react-mde/,,,,,,,,
47,material-ui-chip-input,TeamWertarbyte/material-ui-chip-input,material-ui-chip-input,other-components,https://github.com/TeamWertarbyte/material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,MIT,2016-09-07 16:47:10.000,2021-04-13 10:30:39.000,2020-09-08 13:18:49.000,177,34.0,232.0,704,305.0,2019-12-01 15:35:30.000,1.1.0,73.0,A chip input field using Material-UI.,4634.0,3808.0,48.0,28,https://www.npmjs.com/package/material-ui-chip-input,2019-08-03 17:18:32.033,826.0,219704.0,219704.0,True,1,['material-ui'],https://mui.wertarbyte.com/#material-ui-chip-input,,,,,,,,
48,Ant Design Pro,ant-design/ant-design-pro,,admin-dashboards,https://github.com/ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,MIT,2017-08-25 10:40:44.000,2021-06-22 07:51:24.000,2021-06-04 03:51:53.000,6809,113.0,7114.0,29391,2290.0,2020-12-18 07:06:21.000,4.3.0,22.0,Use Ant Design like a Pro!.,2208.0,2208.0,281.0,27,,,,,,True,2,['ant-design'],https://preview.pro.ant.design/,,,,,,,,
