,name,github_id,npm_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,trending,demo_url,github_release_downloads,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
10,Draft JS,facebook/draft-js,draft-js,editors,https://github.com/facebook/draft-js,https://github.com/facebook/draft-js,MIT,2016-02-19 20:18:26.000,2021-05-27 14:46:47.000,2021-05-27 14:46:39.000,2334,839.0,945.0,20333,1112.0,2020-08-17 16:40:16.000,0.11.7,32.0,A React framework for building text editors.,106873.0,88455.0,305.0,36,https://www.npmjs.com/package/draft-js,2020-08-17 16:36:23.849,18418.0,2779719.0,2779719.0,True,1,,,,,,,,,,
11,Recharts,recharts/recharts,recharts,data-viz,https://github.com/recharts/recharts,https://github.com/recharts/recharts,MIT,2015-08-07 06:50:27.000,2021-05-23 02:17:12.000,2021-04-20 02:31:57.000,1230,173.0,1962.0,16389,1850.0,2021-03-24 03:50:34.413,2.0.9,178.0,Redefined chart library built with React and D3.,54982.0,47978.0,212.0,36,https://www.npmjs.com/package/recharts,2021-03-24 03:50:34.413,7004.0,2615317.0,2615317.0,True,1,,,http://recharts.org/en-US/examples,,,,,,,
12,React Dropzone,react-dropzone/react-dropzone,react-dropzone,file-handling,https://github.com/react-dropzone/react-dropzone,https://github.com/react-dropzone/react-dropzone,MIT,2014-09-27 11:57:09.000,2021-05-14 16:58:40.000,2021-03-26 07:58:15.000,701,22.0,635.0,8170,547.0,2021-03-26 08:00:38.000,11.3.2,145.0,Simple HTML5 drag-drop zone with React.js.,77619.0,67303.0,159.0,36,https://www.npmjs.com/package/react-dropzone,2021-03-26 08:00:32.355,10316.0,5686627.0,5686627.0,True,1,,1.0,https://react-dropzone.js.org/#section-basic-example,,,,,,,
13,Electron,electron/electron,electron,desktop-apps,https://github.com/electron/electron,https://github.com/electron/electron,MIT,2013-04-12 01:47:36.000,2021-05-26 21:18:27.707,,12305,1154.0,,91660,,2021-05-25 19:28:51.746,13.0.1,534.0,"Build cross-platform desktop apps with JavaScript, HTML, and CSS.",46992.0,,647.0,35,https://www.npmjs.com/package/electron,2021-05-26 21:18:27.707,46992.0,1975216.0,1975216.0,True,1,,,,,,,,,,
14,lerna,lerna/lerna,lerna,dev-tools,https://github.com/lerna/lerna,https://github.com/lerna/lerna,MIT,2015-12-04 09:36:55.000,2021-05-27 11:41:23.000,2021-02-10 23:24:50.000,1824,631.0,1457.0,28355,,2021-02-10 22:42:55.000,4.0.0,184.0,A tool for managing JavaScript projects with multiple packages.,109893.0,81731.0,271.0,35,https://www.npmjs.com/package/lerna,2021-02-10 22:42:31.218,28162.0,4908405.0,4908405.0,True,2,,,,,,,,,,
15,React Admin,marmelab/react-admin,react-admin,admin-dashboards,https://github.com/marmelab/react-admin,https://github.com/marmelab/react-admin,MIT,2016-07-13 07:58:54.000,2021-05-27 07:25:10.000,2021-05-27 07:25:10.000,3671,146.0,2987.0,16923,10276.0,2021-05-24 14:44:46.000,3.15.2,168.0,"A frontend Framework for building B2B applications running in the browser on top of REST/GraphQL APIs, using ES6,..",6591.0,6095.0,463.0,35,https://www.npmjs.com/package/react-admin,2021-05-24 14:43:49.192,496.0,190901.0,190901.0,True,1,['material-ui'],,https://marmelab.com/react-admin-demo/,,,,,,,
16,SheetJS,SheetJS/sheetjs,xlsx,file-handling,https://github.com/SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,Apache-2.0,2012-12-03 19:25:52.000,2021-05-27 15:38:57.000,2021-05-13 19:07:05.000,6697,486.0,1525.0,25661,500.0,2021-05-13 19:13:41.651,0.17.0,160.0,SheetJS Community Edition -- Spreadsheet Data Toolkit.,10634.0,1876.0,131.0,34,https://www.npmjs.com/package/xlsx,2021-05-13 19:13:41.651,8758.0,4551643.0,4551643.0,True,2,,1.0,,,,,,,,
17,ag-Grid,ag-grid/ag-grid,ag-grid-community,data-tables,https://github.com/ag-grid/ag-grid,https://github.com/ag-grid/ag-grid,MIT,2014-12-23 16:20:14.000,2021-05-27 10:01:34.000,2021-05-27 10:01:30.000,1278,18.0,3988.0,7227,21404.0,2021-05-04 14:40:21.814,25.2.1,100.0,The best JavaScript Data Table for building Enterprise Applications. Supports React / Angular / Vue / Plain JavaScript.,1459.0,813.0,116.0,33,https://www.npmjs.com/package/ag-grid-community,2021-05-27 07:29:42.415,646.0,932047.0,932047.0,True,1,,,,,,,,,,
18,React-Toastify,fkhadra/react-toastify,react-toastify,notifications,https://github.com/fkhadra/react-toastify,https://github.com/fkhadra/react-toastify,MIT,2016-11-08 12:32:52.000,2021-05-26 09:37:31.000,2021-04-23 12:34:23.000,369,22.0,415.0,6799,1039.0,2021-04-23 12:38:06.000,7.0.4,116.0,React notification made easy !.,96433.0,90497.0,68.0,33,https://www.npmjs.com/package/react-toastify,2021-04-23 12:37:40.399,5936.0,2642119.0,2642119.0,True,1,,,https://fkhadra.github.io/react-toastify/introduction/,,,,,,,
19,React Chartjs 2,reactchartjs/react-chartjs-2,react-chartjs-2,data-viz,https://github.com/reactchartjs/react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,MIT,2016-05-06 22:01:08.000,2021-05-26 16:02:04.000,2021-05-03 16:33:04.000,720,149.0,386.0,4041,279.0,2021-04-27 14:58:12.459,3.0.3,68.0,"React wrapper for Chart.js 2.0 and 3.0, the most popular charting library.",84772.0,78048.0,60.0,33,https://www.npmjs.com/package/react-chartjs-2,2021-04-27 14:58:12.459,6724.0,1519809.0,1519809.0,True,1,,,https://reactchartjs.github.io/react-chartjs-2/,,,,,,,
20,Slate,ianstormtaylor/slate,slate,editors,https://github.com/ianstormtaylor/slate,https://github.com/ianstormtaylor/slate,MIT,2016-06-18 01:52:42.000,2021-05-27 17:12:12.000,2021-05-27 02:27:41.000,2265,405.0,2187.0,20693,,2021-05-13 01:32:55.000,slate-react@0.63.0,509.0,A completely customizable framework for building rich text editors. (Currently in beta.).,65500.0,58502.0,404.0,32,https://www.npmjs.com/package/slate,2021-04-01 02:10:51.453,6998.0,909534.0,909534.0,True,2,,,https://www.slatejs.org/examples/richtext,,,,,,,
21,docz,doczjs/docz,docz,dev-tools,https://github.com/pedronauck/docz,https://github.com/pedronauck/docz,MIT,2018-03-17 04:24:10.000,2021-04-04 15:07:33.000,2020-11-19 15:31:27.000,1266,76.0,1099.0,20255,1581.0,2020-04-05 08:58:58.000,2.3.1,273.0,It has never been so easy to document your things!.,6715.0,5343.0,122.0,32,https://www.npmjs.com/package/docz,2020-04-07 10:55:25.773,1372.0,177876.0,177876.0,True,2,,,,,pedronauck/docz,,,,,
22,Blueprint,palantir/blueprint,@blueprintjs/core,ui-frameworks,https://github.com/palantir/blueprint,https://github.com/palantir/blueprint,Apache-2.0,2016-10-25 21:17:50.000,2021-05-27 18:32:32.000,2021-05-27 18:32:29.000,1871,574.0,1864.0,17786,,2021-05-27 18:36:51.021,3.45.0,147.0,A React-based UI toolkit for the web.,11268.0,9190.0,281.0,32,https://www.npmjs.com/package/@blueprintjs/core,2021-04-13 17:30:43.042,2078.0,695170.0,695170.0,True,3,,,https://blueprintjs.com/docs/,,,,,,,
23,Handsontable,handsontable/handsontable,handsontable,data-tables,https://github.com/handsontable/handsontable,https://github.com/handsontable/handsontable,ICU,2011-05-23 22:38:58.000,2021-05-27 15:53:03.000,2021-05-11 10:34:53.000,2591,569.0,6019.0,15196,7075.0,2021-05-11 10:43:40.000,8.4.0,100.0,"JavaScript data grid with a spreadsheet look & feel. Works for React, Angular, and Vue. Supported by the Handsontable..",4354.0,3630.0,117.0,32,https://www.npmjs.com/package/handsontable,2021-05-11 10:37:20.495,724.0,309406.0,309406.0,False,1,,,https://handsontable.com/examples,,,,,,,
24,nivo,plouc/nivo,@nivo/core,data-viz,https://github.com/plouc/nivo,https://github.com/plouc/nivo,MIT,2016-04-16 03:27:56.000,2021-05-27 18:11:17.000,2021-05-27 18:04:36.000,693,129.0,915.0,8784,1338.0,2021-05-27 18:08:16.000,0.70.1,54.0,"nivo provides a rich set of dataviz components, built on top of the awesome d3 and Reactjs libraries.",1379.0,1077.0,145.0,32,https://www.npmjs.com/package/@nivo/core,2021-05-27 18:04:52.036,302.0,897936.0,897936.0,True,2,,,https://nivo.rocks/components/,,,,,,,
25,Grommet,grommet/grommet,grommet,ui-frameworks,https://github.com/grommet/grommet,https://github.com/grommet/grommet,Apache-2.0,2015-03-24 08:54:10.000,2021-05-27 17:17:18.000,2021-05-27 15:51:57.000,876,208.0,2391.0,7255,5829.0,2021-04-29 16:40:37.000,2.17.2,132.0,"a react-based framework that provides accessibility, modularity, responsiveness, and theming in a tidy package.",7720.0,6488.0,292.0,32,https://www.npmjs.com/package/grommet,2021-04-29 16:33:44.661,1232.0,102466.0,102493.0,True,3,,,https://v2.grommet.io/components,1722.0,,,,,,
26,material-table,mbrn/material-table,material-table,data-tables,https://github.com/mbrn/material-table,https://github.com/mbrn/material-table,MIT,2018-08-06 13:15:08.000,2021-05-26 00:56:10.000,2021-04-21 11:22:33.000,922,181.0,2157.0,3004,1576.0,2020-11-17 09:24:46.731,1.69.2,186.0,Datatable for React based on material-ui's table with additional features.,14883.0,14355.0,198.0,32,https://www.npmjs.com/package/material-table,2020-11-17 09:24:46.731,528.0,533069.0,533069.0,True,1,['material-ui'],,,,,,,,,
27,emotion,emotion-js/emotion,@emotion/react,styling,https://github.com/emotion-js/emotion,https://github.com/emotion-js/emotion,MIT,2017-05-27 04:23:45.000,2021-05-26 23:09:59.000,2021-05-26 23:07:17.000,825,107.0,1181.0,13080,,2021-05-07 00:52:02.000,@emotion/cache@11.4.0,100.0,CSS-in-JS library designed for high performance style composition.,13101.0,13101.0,259.0,31,https://www.npmjs.com/package/@emotion/react,2021-05-07 00:51:52.620,0.0,3631368.0,3631368.0,True,3,,,,,,,,,,
28,Victory,FormidableLabs/victory,victory,data-viz,https://github.com/FormidableLabs/victory,https://github.com/FormidableLabs/victory,MIT,2015-07-02 22:36:50.000,2021-05-26 19:15:15.000,2021-05-26 19:15:05.000,432,153.0,1212.0,8885,,2021-05-26 19:15:10.448,35.8.2,196.0,A collection of composable React components for building interactive data visualizations.,10222.0,8850.0,234.0,31,https://www.npmjs.com/package/victory,2021-05-26 19:15:10.448,1372.0,598622.0,598622.0,True,2,,,https://formidable.com/open-source/victory/gallery/,,,,,,,
29,React Ace,securingsincity/react-ace,react-ace,editors,https://github.com/securingsincity/react-ace,https://github.com/securingsincity/react-ace,MIT,2014-11-29 05:15:14.000,2021-05-27 14:15:49.000,2021-05-27 14:13:46.000,516,107.0,283.0,3093,853.0,2021-03-28 00:46:55.237,9.4.0,92.0,React Ace Component.,15592.0,12012.0,116.0,31,https://www.npmjs.com/package/react-ace,2021-03-28 00:46:55.237,3580.0,1369976.0,1369988.0,True,2,,,https://securingsincity.github.io/react-ace/,894.0,,,,,,
30,react-json-view,mac-s-g/react-json-view,react-json-view,file-handling,https://github.com/mac-s-g/react-json-view,https://github.com/mac-s-g/react-json-view,MIT,2017-03-26 06:01:36.000,2021-05-24 07:21:48.000,2021-03-09 03:27:31.000,291,108.0,86.0,2048,732.0,2021-03-09 03:08:46.252,1.21.3,111.0,JSON viewer for react.,15852.0,14858.0,33.0,31,https://www.npmjs.com/package/react-json-view,2021-03-09 03:08:46.252,994.0,1073775.0,1073775.0,True,2,,,https://mac-s-g.github.io/react-json-view/demo/dist/,,,,,,,
31,Notistack,iamhosseindhv/notistack,notistack,notifications,https://github.com/iamhosseindhv/notistack,https://github.com/iamhosseindhv/notistack,MIT,2018-08-04 21:05:47.000,2021-05-20 12:51:27.000,2021-05-19 19:33:44.000,184,21.0,240.0,2015,475.0,2021-05-19 19:34:09.737,1.0.9,82.0,Highly customizable notification snackbars (toasts) that can be stacked on top of each other.,10611.0,10105.0,43.0,31,https://www.npmjs.com/package/notistack,2021-04-25 01:29:50.289,506.0,1098257.0,1098257.0,True,3,['material-ui'],,https://iamhosseindhv.com/notistack/demos,,,,,,,
32,Rebass,rebassjs/rebass,rebass,ui-frameworks,https://github.com/rebassjs/rebass,https://github.com/rebassjs/rebass,MIT,2015-02-11 14:48:09.000,2021-05-18 14:05:30.000,2021-05-18 14:00:46.000,553,42.0,428.0,7306,2018.0,2019-10-28 19:08:45.057,4.0.7,109.0,React primitive UI components built with styled-system.,10536.0,9048.0,58.0,30,https://www.npmjs.com/package/rebass,2019-10-28 19:08:45.057,1488.0,333251.0,333251.0,True,3,,,https://codesandbox.io/s/github/rebassjs/rebass/tree/master/examples/sandbox,,,,,,,
33,BizCharts,alibaba/BizCharts,bizcharts,data-viz,https://github.com/alibaba/BizCharts,https://github.com/alibaba/BizCharts,MIT,2017-11-10 08:27:54.000,2021-05-18 05:52:25.399,2021-04-29 06:26:52.000,603,251.0,961.0,5605,948.0,2021-04-19 07:24:38.000,4.1.10,212.0,Powerful data visualization library based on G2 and React.,12057.0,10825.0,76.0,30,https://www.npmjs.com/package/bizcharts,2021-05-18 05:52:25.399,1232.0,124601.0,124601.0,True,2,,,,,,,,,,
34,React Suite,rsuite/rsuite,rsuite,ui-frameworks,https://github.com/rsuite/rsuite,https://github.com/rsuite/rsuite,MIT,2016-06-06 02:27:46.000,2021-05-27 17:00:17.000,2021-05-25 13:49:24.000,546,139.0,414.0,5558,1640.0,2021-05-13 08:00:58.137,4.10.1,218.0,A suite of React components .,3385.0,3253.0,53.0,30,https://www.npmjs.com/package/rsuite,2021-05-17 09:14:51.031,132.0,65521.0,65521.0,True,3,,,https://rsuitejs.com/components/overview/,,,,,,,
35,react-monaco-editor,react-monaco-editor/react-monaco-editor,react-monaco-editor,editors,https://github.com/react-monaco-editor/react-monaco-editor,https://github.com/react-monaco-editor/react-monaco-editor,MIT,2016-09-05 07:11:05.000,2021-03-30 15:09:25.000,2021-03-30 15:09:15.000,270,20.0,224.0,2223,349.0,2021-03-15 17:34:44.054,0.43.0,69.0,Monaco Editor for React.,9824.0,9228.0,60.0,30,https://www.npmjs.com/package/react-monaco-editor,2021-03-15 17:34:44.054,596.0,364315.0,364315.0,True,2,,,,,,,,,,
36,MUI-Datatables,gregnb/mui-datatables,mui-datatables,data-tables,https://github.com/gregnb/mui-datatables,https://github.com/gregnb/mui-datatables,MIT,2017-11-04 19:49:44.000,2021-05-26 21:10:30.000,2021-04-03 07:24:59.000,711,453.0,772.0,2019,925.0,2021-04-03 07:27:55.000,3.7.7,143.0,Datatables for React using Material-UI - https://www.material-ui-datatables.com.,4972.0,4718.0,129.0,30,https://www.npmjs.com/package/mui-datatables,2021-04-03 07:27:06.513,254.0,205602.0,205602.0,True,2,['material-ui'],,,,,,,,,
37,visx,airbnb/visx,@visx/group,data-viz,https://github.com/airbnb/visx,https://github.com/airbnb/visx,MIT,2017-03-15 16:25:41.000,2021-05-26 20:00:56.000,2021-05-21 18:33:49.000,493,89.0,458.0,13284,2906.0,2021-03-08 20:16:56.000,1.6.1,76.0,visx | visualization components.,47.0,47.0,111.0,29,https://www.npmjs.com/package/@visx/group,2021-03-08 20:10:00.881,0.0,209234.0,209234.0,True,3,,,https://airbnb.io/visx/gallery,,,,,,,
38,Evergreen,segmentio/evergreen,evergreen-ui,ui-frameworks,https://github.com/segmentio/evergreen,https://github.com/segmentio/evergreen,MIT,2017-07-30 10:03:14.000,2021-05-25 08:17:10.000,2021-05-24 15:15:01.000,653,82.0,306.0,10746,724.0,2021-05-18 19:02:50.000,6.0.1,207.0,Evergreen React UI Framework by Segment.,2367.0,2217.0,111.0,29,https://www.npmjs.com/package/evergreen-ui,2021-05-18 18:02:56.772,150.0,31818.0,31818.0,True,3,,,,,,,,,,
39,React Data Table,jbetancur/react-data-table-component,react-data-table-component,data-tables,https://github.com/jbetancur/react-data-table-component,https://github.com/jbetancur/react-data-table-component,Apache-2.0,2018-03-16 04:31:39.000,2021-05-26 15:08:01.000,2021-05-19 10:35:46.000,203,40.0,469.0,1002,787.0,2021-05-19 10:37:54.000,7.0.0-alpha-11,146.0,"A responsive table library with built-in sorting, pagination, selection, expandable rows, and customizable styling.",3989.0,3901.0,37.0,29,https://www.npmjs.com/package/react-data-table-component,2021-05-19 10:36:54.524,88.0,144271.0,144271.0,True,2,,1.0,https://jbetancur.github.io/react-data-table-component/,,,,,,,
40,react-csv,react-csv/react-csv,react-csv,file-handling,https://github.com/react-csv/react-csv,https://github.com/react-csv/react-csv,MIT,2016-11-25 12:55:39.000,2021-05-09 05:16:50.000,2020-07-09 05:32:23.000,211,101.0,115.0,766,164.0,2020-04-01 19:55:11.000,2.0.3,30.0,React components to build CSV files on the fly basing on Array/literal object of data.,6832.0,6310.0,26.0,29,https://www.npmjs.com/package/react-csv,2020-04-01 16:36:39.880,522.0,851815.0,851815.0,True,3,,,,,,,,,,
41,Ant Design Pro,ant-design/ant-design-pro,,admin-dashboards,https://github.com/ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,MIT,2017-08-25 10:40:44.000,2021-05-21 14:00:28.000,2021-05-18 01:58:59.000,6709,99.0,7054.0,29198,2288.0,2020-12-18 07:06:21.000,4.3.0,22.0,Use Ant Design like a Pro!.,2181.0,2181.0,279.0,28,,,,,,True,2,['ant-design'],,https://preview.pro.ant.design/,,,,,,,
42,react-virtualized,vaughn/react-virtualized,react-virtualized,data-tables,,https://github.com/bvaughn/react-virtualized,MIT,,2018-06-01 16:00:52.806,,2672,,,21648,,2020-12-18 22:16:25.269,9.22.3,294.0,"React components for efficiently rendering large, scrollable lists and tabular data.",5456.0,,,28,https://www.npmjs.com/package/react-virtualized,2018-06-01 16:00:52.806,5456.0,3340540.0,3340540.0,False,2,,,https://bvaughn.github.io/react-virtualized/#/components/List,,,,,,,
43,react-vis,uber/react-vis,react-vis,data-viz,https://github.com/uber/react-vis,https://github.com/uber/react-vis,MIT,2016-02-22 20:45:50.000,2021-05-10 16:45:03.000,2020-07-13 14:33:01.000,820,322.0,504.0,7838,876.0,2019-04-19 03:58:15.000,1.11.7,99.0,Data Visualization Components.,1048.0,,122.0,28,https://www.npmjs.com/package/react-vis,2017-04-22 00:52:57.632,1048.0,279770.0,279770.0,True,3,,,http://uber.github.io/react-vis/examples/showcases/,,,,,,,
44,React-Move,sghall/react-move,react-move,animations,https://github.com/sghall/react-move,https://github.com/sghall/react-move,MIT,2017-03-20 15:38:13.000,2021-05-12 19:36:22.000,2021-02-03 23:11:22.000,196,4.0,35.0,6307,508.0,2020-06-30 01:48:33.306,6.3.0,58.0,"React Move | Beautiful, data-driven animations for React.",4312.0,3666.0,12.0,28,https://www.npmjs.com/package/react-move,2020-06-30 01:48:33.306,646.0,430894.0,430894.0,True,1,,-1.0,https://react-move-docs.netlify.app/#/demos/node-group,,,,,,,
45,react-data-grid,adazzle/react-data-grid,react-data-grid,data-tables,https://github.com/adazzle/react-data-grid,https://github.com/adazzle/react-data-grid,MIT,2015-03-06 10:15:04.000,2021-05-27 17:51:15.000,2021-05-27 17:49:01.000,1838,176.0,1114.0,4598,,2019-04-03 17:25:26.810,6.1.0,1000.0,"Excel-like grid component built with React, with editors, keyboard navigation, copy & paste, and the like.",5174.0,4292.0,121.0,28,https://www.npmjs.com/package/react-data-grid,2021-05-26 14:56:53.386,882.0,258810.0,258810.0,True,2,,,,,,,,,,
46,Reactive Search,appbaseio/reactivesearch,@appbaseio/reactivesearch,other-components,https://github.com/appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,Apache-2.0,2017-02-15 15:21:24.000,2021-05-27 14:38:21.000,2021-05-27 14:38:13.000,440,166.0,854.0,4424,2378.0,2021-05-27 14:32:32.000,3.18.1,275.0,Search UI components for React and Vue: powered by appbase.io / Elasticsearch.,296.0,112.0,60.0,28,https://www.npmjs.com/package/@appbaseio/reactivesearch,2021-05-27 14:11:52.290,184.0,19428.0,19428.0,True,1,,,https://opensource.appbase.io/reactivesearch/#examples,,,,,,,
47,react-sortable-tree,frontend-collective/react-sortable-tree,react-sortable-tree,other-components,https://github.com/frontend-collective/react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,MIT,2016-07-22 08:36:25.000,2021-05-26 06:43:31.000,2020-08-10 07:57:42.000,735,307.0,293.0,4103,552.0,2020-08-10 08:00:07.000,2.8.0,65.0,Drag-and-drop sortable component for nested data and hierarchies.,2654.0,2306.0,37.0,28,https://www.npmjs.com/package/react-sortable-tree,2020-08-10 07:56:50.631,348.0,333341.0,333341.0,True,1,,,https://frontend-collective.github.io/react-sortable-tree/?path=/story/basics--minimal-implementation,,,,,,,
48,react-mde,andrerpena/react-mde,react-mde,editors,https://github.com/andrerpena/react-mde,https://github.com/andrerpena/react-mde,MIT,2016-11-26 18:10:16.000,2021-05-20 07:18:16.000,2021-05-04 08:58:36.000,135,52.0,144.0,1252,764.0,2021-05-04 08:58:15.604,11.5.0,111.0,React Markdown Editor.,1411.0,1273.0,50.0,28,https://www.npmjs.com/package/react-mde,2021-05-04 08:58:15.604,138.0,93751.0,93751.0,True,3,,,http://andrerpena.me/react-mde/,,,,,,,
