,name,github_id,category,npm_id,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,license,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,demo_url,github_release_downloads,trending,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
51,emotion,emotion-js/emotion,styling,@emotion/react,https://github.com/emotion-js/emotion,https://github.com/emotion-js/emotion,2017-05-27 04:23:45.000,2021-07-20 17:43:45.000,2021-06-06 23:38:08.000,857,140.0,1191.0,13356,,2021-05-07 00:52:02.000,@emotion/cache@11.4.0,100.0,CSS-in-JS library designed for high performance style composition.,18557.0,18557.0,260,32,https://www.npmjs.com/package/@emotion/react,MIT,2021-05-07 00:51:52.620,0.0,4495323.0,4495323.0,True,3,,,,,,,,,,
52,nivo,plouc/nivo,data-viz,@nivo/core,https://github.com/plouc/nivo,https://github.com/plouc/nivo,2016-04-16 03:27:56.000,2021-07-21 17:38:32.000,2021-07-14 23:57:07.000,714,89.0,1011.0,8996,1459.0,2021-07-14 23:58:35.000,0.73.1,57.0,"nivo provides a rich set of dataviz components, built on top of the awesome d3 and Reactjs libraries.",1443.0,1141.0,147,32,https://www.npmjs.com/package/@nivo/core,MIT,2021-07-14 20:37:35.672,302.0,897678.0,897678.0,True,2,,https://nivo.rocks/components/,,,,,,,,
53,Grommet,grommet/grommet,ui-frameworks,grommet,https://github.com/grommet/grommet,https://github.com/grommet/grommet,2015-03-24 08:54:10.000,2021-07-22 15:08:19.000,2021-07-22 14:31:04.000,888,210.0,2454.0,7378,5934.0,2021-06-08 23:27:20.000,2.17.3,133.0,"a react-based framework that provides accessibility, modularity, responsiveness, and theming in a tidy package.",7946.0,6714.0,300,32,https://www.npmjs.com/package/grommet,Apache-2.0,2021-06-08 23:16:44.648,1232.0,93572.0,93599.0,True,2,,https://v2.grommet.io/components,1791.0,,,,,,,
54,react-json-view,mac-s-g/react-json-view,file-handling,react-json-view,https://github.com/mac-s-g/react-json-view,https://github.com/mac-s-g/react-json-view,2017-03-26 06:01:36.000,2021-07-20 12:05:36.000,2021-03-09 03:27:31.000,292,108.0,89.0,2146,732.0,2021-03-09 03:08:46.252,1.21.3,111.0,JSON viewer for react.,18288.0,17294.0,33,32,https://www.npmjs.com/package/react-json-view,MIT,2021-03-09 03:08:46.252,994.0,1092035.0,1092035.0,True,2,,https://mac-s-g.github.io/react-json-view/demo/dist/,,,,,,,,
55,editor.js,codex-team/editor.js,editors,@editorjs/editorjs,https://github.com/codex-team/editor.js,https://github.com/codex-team/editor.js,2015-11-28 20:56:35.000,2021-07-21 19:19:41.654,2021-07-21 19:14:12.000,1219,393.0,597.0,15932,523.0,2021-07-21 19:19:41.654,2.22.2,39.0,A block-styled editor with clean JSON output.,2118.0,2044.0,36,31,https://www.npmjs.com/package/@editorjs/editorjs,Apache-2.0,2021-07-21 19:19:41.654,74.0,64826.0,64851.0,True,2,,,1371.0,,,,,,,
56,zustand,pmndrs/zustand,state-management,zustand,https://github.com/pmndrs/zustand,https://github.com/pmndrs/zustand,2019-04-09 09:10:06.000,2021-07-22 17:43:50.000,2021-07-22 12:53:50.000,246,31.0,216.0,9643,510.0,2021-07-13 23:49:05.000,3.5.7,59.0,Bear necessities for state management in React.,4766.0,4746.0,71,31,https://www.npmjs.com/package/zustand,MIT,2021-06-09 00:28:50.157,20.0,430566.0,430566.0,True,2,,,,,,,,,,
57,Victory,FormidableLabs/victory,data-viz,victory,https://github.com/FormidableLabs/victory,https://github.com/FormidableLabs/victory,2015-07-02 22:36:50.000,2021-07-22 17:45:26.000,2021-07-22 17:44:33.000,440,157.0,1233.0,8979,,2021-07-14 17:31:18.286,35.9.1,202.0,A collection of composable React components for building interactive data visualizations.,10891.0,9519.0,234,31,https://www.npmjs.com/package/victory,MIT,2021-07-14 17:31:18.286,1372.0,569202.0,569202.0,True,2,,https://formidable.com/open-source/victory/gallery/,,,,,,,,
58,sql.js,sql-js/sql.js,others,sql.js,https://github.com/sql-js/sql.js,https://github.com/sql-js/sql.js,2012-02-27 03:05:49.000,2021-07-16 08:06:46.000,2021-07-16 08:01:13.000,874,97.0,251.0,8932,468.0,2021-03-15 10:04:56.737,1.5.0,30.0,A javascript library to run SQLite on the web.,3966.0,3168.0,40,31,https://www.npmjs.com/package/sql.js,MIT,2021-03-15 10:04:56.737,798.0,245440.0,246036.0,True,2,,,11939.0,,,,,,,
59,baseweb,uber/baseweb,ui-frameworks,baseui,https://github.com/uber/baseweb,https://github.com/uber/baseweb,2018-03-09 01:32:10.000,2021-07-22 18:05:51.000,2021-07-21 17:32:11.000,582,115.0,712.0,6572,2840.0,2021-07-06 22:50:22.749,9.116.3,547.0,A React Component library implementing the Base design language.,2054.0,2010.0,202,31,https://www.npmjs.com/package/baseui,MIT,2021-07-06 22:50:22.749,44.0,123343.0,123343.0,True,2,,,,,,,,,,
60,redux-toolkit,reduxjs/redux-toolkit,state-management,redux-toolkit,https://github.com/reduxjs/redux-toolkit,https://github.com/reduxjs/redux-toolkit,2018-03-03 21:21:53.000,2021-07-21 15:49:04.000,2021-07-21 15:49:00.000,440,55.0,699.0,5922,1017.0,2021-07-17 23:47:39.000,1.6.1,59.0,"The official, opinionated, batteries-included toolset for efficient Redux development.",86873.0,86869.0,149,31,https://www.npmjs.com/package/redux-toolkit,MIT,2015-10-21 03:50:29.233,4.0,6309.0,6309.0,True,2,,,,1.0,,,,,,
61,React Suite,rsuite/rsuite,ui-frameworks,rsuite,https://github.com/rsuite/rsuite,https://github.com/rsuite/rsuite,2016-06-06 02:27:46.000,2021-07-22 15:54:44.000,2021-07-22 04:21:57.000,581,153.0,428.0,5700,1640.0,2021-06-03 06:32:49.982,4.10.2,220.0,A suite of React components .,3864.0,3732.0,55,31,https://www.npmjs.com/package/rsuite,MIT,2021-06-15 09:27:19.049,132.0,68817.0,68817.0,True,2,,https://rsuitejs.com/components/overview/,,1.0,,,,,,
62,react-draft-wysiwyg,jpuri/react-draft-wysiwyg,editors,react-draft-wysiwyg,https://github.com/jpuri/react-draft-wysiwyg,https://github.com/jpuri/react-draft-wysiwyg,2016-09-04 18:33:34.000,2021-07-19 06:13:45.000,2021-05-05 01:18:14.000,910,528.0,357.0,5174,826.0,2021-05-05 01:18:31.148,1.14.7,130.0,A Wysiwyg editor build on top of ReactJS and DraftJS. https://jpuri.github.io/react-draft-wysiwyg.,15680.0,14108.0,83,31,https://www.npmjs.com/package/react-draft-wysiwyg,MIT,2021-05-05 01:18:31.148,1572.0,850886.0,850886.0,True,2,,,,,,,,,,
63,React Ace,securingsincity/react-ace,editors,react-ace,https://github.com/securingsincity/react-ace,https://github.com/securingsincity/react-ace,2014-11-29 05:15:14.000,2021-07-08 01:07:37.000,2021-06-06 18:02:48.000,524,114.0,284.0,3160,853.0,2021-06-06 01:33:51.714,9.4.1,93.0,React Ace Component.,16353.0,12773.0,116,31,https://www.npmjs.com/package/react-ace,MIT,2021-06-06 01:33:51.714,3580.0,1310837.0,1310849.0,True,2,,https://securingsincity.github.io/react-ace/,901.0,,,,,,,
64,Notistack,iamhosseindhv/notistack,notifications,notistack,https://github.com/iamhosseindhv/notistack,https://github.com/iamhosseindhv/notistack,2018-08-04 21:05:47.000,2021-07-17 20:09:29.000,2021-05-19 19:33:44.000,220,18.0,261.0,2165,475.0,2021-05-19 19:34:09.737,1.0.9,84.0,Highly customizable notification snackbars (toasts) that can be stacked on top of each other.,11797.0,11291.0,43,31,https://www.npmjs.com/package/notistack,MIT,2021-04-25 20:04:12.907,506.0,1400646.0,1400646.0,True,3,['material-ui'],https://iamhosseindhv.com/notistack/demos,,,,,,,,
65,primereact,primefaces/primereact,ui-frameworks,primereact,https://github.com/primefaces/primereact,https://github.com/primefaces/primereact,2016-12-16 15:56:27.000,2021-07-16 14:31:28.000,2021-07-16 14:31:21.000,466,183.0,1739.0,2132,4802.0,2021-07-16 13:39:38.000,6.5.0,88.0,The Most Complete React UI Component Library.,6090.0,5762.0,113,31,https://www.npmjs.com/package/primereact,MIT,2021-07-16 13:39:10.400,328.0,141497.0,141497.0,True,2,,,,,,,,,,
66,blitz,blitz-js/blitz,cms-frameworks,blitz,https://github.com/blitz-js/blitz,https://github.com/blitz-js/blitz,2020-02-17 21:54:15.000,2021-07-22 15:30:34.000,2021-07-22 15:30:33.000,483,149.0,772.0,8632,212.0,2021-07-21 22:38:18.000,0.38.6,304.0,The Fullstack React Framework built on Next.js.,932.0,926.0,228,30,https://www.npmjs.com/package/blitz,MIT,2021-07-21 22:37:13.986,6.0,13614.0,13614.0,True,3,,,,,,,,,,
67,Rebass,rebassjs/rebass,ui-frameworks,rebass,https://github.com/rebassjs/rebass,https://github.com/rebassjs/rebass,2015-02-11 14:48:09.000,2021-07-01 14:29:32.000,2021-06-30 17:05:25.000,604,74.0,429.0,7397,2020.0,2019-10-28 19:08:45.057,4.0.7,109.0,React primitive UI components built with styled-system.,11266.0,9778.0,58,30,https://www.npmjs.com/package/rebass,MIT,2019-10-28 19:08:45.057,1488.0,275955.0,275955.0,True,3,,https://codesandbox.io/s/github/rebassjs/rebass/tree/master/examples/sandbox,,,,,,,,
68,BizCharts,alibaba/BizCharts,data-viz,bizcharts,https://github.com/alibaba/BizCharts,https://github.com/alibaba/BizCharts,2017-11-10 08:27:54.000,2021-07-20 08:06:54.000,2021-07-13 06:11:40.000,635,259.0,973.0,5662,962.0,2021-07-06 07:56:25.000,4.1.11,216.0,Powerful data visualization library based on G2 and React.,12323.0,11091.0,78,30,https://www.npmjs.com/package/bizcharts,MIT,2021-07-06 07:39:27.956,1232.0,115808.0,115808.0,True,2,,,,,,,,,,
69,react-quill,zenoamaro/react-quill,editors,react-quill,https://github.com/zenoamaro/react-quill,https://github.com/zenoamaro/react-quill,2014-11-07 12:25:40.000,2021-06-25 08:22:43.000,2020-11-12 19:24:58.000,636,187.0,404.0,4463,414.0,2020-03-29 19:25:46.394,1.3.5,46.0,A Quill component for React.,16852.0,15298.0,51,30,https://www.npmjs.com/package/react-quill,MIT,2020-03-29 18:18:10.355,1554.0,801774.0,801776.0,True,2,,,179.0,,,,,,,
70,react-monaco-editor,react-monaco-editor/react-monaco-editor,editors,react-monaco-editor,https://github.com/react-monaco-editor/react-monaco-editor,https://github.com/react-monaco-editor/react-monaco-editor,2016-09-05 07:11:05.000,2021-07-20 21:25:56.000,2021-07-20 21:25:56.000,272,22.0,227.0,2311,377.0,2021-03-15 17:34:44.054,0.43.0,69.0,Monaco Editor for React.,10069.0,9473.0,62,30,https://www.npmjs.com/package/react-monaco-editor,MIT,2021-03-15 17:34:44.054,596.0,289772.0,289772.0,True,2,,,,,,,,,,
71,MUI-Datatables,gregnb/mui-datatables,data-tables,mui-datatables,https://github.com/gregnb/mui-datatables,https://github.com/gregnb/mui-datatables,2017-11-04 19:49:44.000,2021-07-13 20:55:59.000,2021-04-03 07:24:59.000,737,480.0,776.0,2078,925.0,2021-04-03 07:27:55.000,3.7.7,143.0,Datatables for React using Material-UI - https://www.material-ui-datatables.com.,5369.0,5115.0,129,30,https://www.npmjs.com/package/mui-datatables,MIT,2021-04-03 07:27:06.513,254.0,203687.0,203687.0,True,2,['material-ui'],,,,,,,,,
72,docz,pedronauck/docz,dev-tools,docz,https://github.com/doczjs/docz,https://github.com/doczjs/docz,2018-03-17 04:24:10.000,2021-07-19 00:48:04.000,2021-06-03 19:42:39.000,1327,83.0,1104.0,21500,,2020-04-05 08:58:58.000,2.3.1,273.0,It has never been so easy to document your things!.,6835.0,5463.0,127,29,https://www.npmjs.com/package/docz,MIT,2020-04-07 10:55:25.773,1372.0,137412.0,137412.0,True,2,,,,,doczjs/docz,,,,,
73,relay,facebook/relay,data-fetching,relay,https://github.com/facebook/relay,https://github.com/facebook/relay,2015-08-10 22:09:16.000,2021-07-22 14:11:17.000,2021-07-22 14:02:34.000,1607,331.0,1494.0,15826,,2021-04-15 17:38:20.000,11.0.2,65.0,Relay is a JavaScript framework for building data-driven React applications.,4466.0,4388.0,592,29,https://www.npmjs.com/package/relay,MIT,2013-04-14 20:53:10.498,78.0,1464.0,1464.0,True,3,,,,,,,,,,
74,visx,airbnb/visx,data-viz,@visx/group,https://github.com/airbnb/visx,https://github.com/airbnb/visx,2017-03-15 16:25:41.000,2021-07-21 22:47:29.000,2021-07-21 22:44:53.000,513,91.0,481.0,13785,2956.0,2021-07-20 19:56:36.189,1.17.1,76.0,visx | visualization components.,61.0,61.0,116,29,https://www.npmjs.com/package/@visx/group,MIT,2021-07-20 19:56:36.189,0.0,250213.0,250213.0,True,2,,https://airbnb.io/visx/gallery,,,,,,,,
75,fluentui,microsoft/fluentui,ui-frameworks,@fluentui/react,https://github.com/microsoft/fluentui,https://github.com/microsoft/fluentui,2016-06-06 15:03:44.000,2021-07-22 18:20:33.000,2021-07-22 15:34:18.000,1951,907.0,7154.0,11789,11480.0,2021-07-22 12:25:04.000,@fluentui/react-examples_v0.14.18,359.0,"Fluent UI web represents a collection of utilities, React components, and web components for building web applications.",4.0,4.0,682,29,https://www.npmjs.com/package/@fluentui/react,MIT,2021-07-22 07:33:14.910,0.0,235288.0,235288.0,True,3,,,,,,,,,,
76,Evergreen,segmentio/evergreen,ui-frameworks,evergreen-ui,https://github.com/segmentio/evergreen,https://github.com/segmentio/evergreen,2017-07-30 10:03:14.000,2021-07-22 17:12:58.000,2021-07-22 17:04:07.000,671,77.0,348.0,10902,761.0,2021-07-22 17:09:50.000,6.2.0,210.0,Evergreen React UI Framework by Segment.,2539.0,2389.0,111,29,https://www.npmjs.com/package/evergreen-ui,MIT,2021-07-22 17:08:18.024,150.0,38529.0,38529.0,True,3,,,,,,,,,,
77,React-Move,sghall/react-move,animations,react-move,https://github.com/sghall/react-move,https://github.com/sghall/react-move,2017-03-20 15:38:13.000,2021-06-28 18:46:30.000,2021-06-13 06:33:28.000,202,1.0,39.0,6336,524.0,2021-06-13 05:41:59.344,6.5.0,60.0,"React Move | Beautiful, data-driven animations for React.",4465.0,3819.0,13,29,https://www.npmjs.com/package/react-move,MIT,2021-06-13 05:41:59.344,646.0,416248.0,416248.0,True,1,,https://react-move-docs.netlify.app/#/demos/node-group,,,,,,,,
78,theme-ui,system-ui/theme-ui,ui-frameworks,theme-ui,https://github.com/system-ui/theme-ui,https://github.com/system-ui/theme-ui,2019-04-03 22:10:49.000,2021-07-19 22:44:59.000,2021-07-19 17:16:22.000,499,84.0,492.0,3842,,2021-06-19 16:42:38.000,0.10.0,278.0,"Build consistent, themeable React apps based on constraint-based design principles.",13959.0,13297.0,129,29,https://www.npmjs.com/package/theme-ui,MIT,2021-05-19 08:13:11.218,662.0,526124.0,526124.0,True,3,,,,,,,,,,
79,react-avatar-editor,mosch/react-avatar-editor,other-components,react-avatar-editor,https://github.com/mosch/react-avatar-editor,https://github.com/mosch/react-avatar-editor,2014-12-12 01:22:23.000,2021-06-28 02:55:00.000,2021-02-20 21:04:49.000,318,4.0,208.0,1799,524.0,2020-12-24 08:55:49.158,11.1.0,66.0,Small avatar & profile picture component. Resize and crop uploaded images using a intuitive user interface.,4381.0,3967.0,60,29,https://www.npmjs.com/package/react-avatar-editor,MIT,2019-10-29 07:08:28.616,414.0,327055.0,327055.0,True,2,,,,,,,,,,
80,react-copy-to-clipboard,nkbt/react-copy-to-clipboard,other-components,react-copy-to-clipboard,https://github.com/nkbt/react-copy-to-clipboard,https://github.com/nkbt/react-copy-to-clipboard,2015-07-04 09:10:02.000,2021-06-15 20:30:44.000,2021-01-12 23:38:42.000,106,15.0,68.0,1775,495.0,2021-01-12 23:41:45.000,5.0.3,27.0,Copy-to-clipboard React component.,52762.0,46846.0,17,29,https://www.npmjs.com/package/react-copy-to-clipboard,MIT,2021-01-12 23:38:39.178,5916.0,2801502.0,2801502.0,True,2,,,,,,,,,,
81,React Data Table,jbetancur/react-data-table-component,data-tables,react-data-table-component,https://github.com/jbetancur/react-data-table-component,https://github.com/jbetancur/react-data-table-component,2018-03-16 04:31:39.000,2021-07-18 00:10:36.000,2021-06-29 23:37:43.000,221,41.0,494.0,1086,787.0,2021-02-23 03:50:10.930,6.11.7,153.0,"A responsive table library with built-in sorting, pagination, selection, expandable rows, and customizable styling.",4627.0,4539.0,41,29,https://www.npmjs.com/package/react-data-table-component,Apache-2.0,2021-06-29 23:40:06.114,88.0,164695.0,164695.0,True,2,,https://jbetancur.github.io/react-data-table-component/,,,,,,,,
82,react-csv,react-csv/react-csv,file-handling,react-csv,https://github.com/react-csv/react-csv,https://github.com/react-csv/react-csv,2016-11-25 12:55:39.000,2021-07-20 14:58:36.000,2020-07-09 05:32:23.000,220,111.0,118.0,790,164.0,2020-04-01 19:55:11.000,2.0.3,30.0,React components to build CSV files on the fly basing on Array/literal object of data.,7369.0,6847.0,27,29,https://www.npmjs.com/package/react-csv,MIT,2020-04-01 16:36:39.880,522.0,843331.0,843331.0,True,3,,,,,,,,,,
83,Ant Design Pro,ant-design/ant-design-pro,admin-dashboards,,https://github.com/ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,2017-08-25 10:40:44.000,2021-07-22 03:44:53.000,2021-07-21 04:24:40.000,6889,80.0,7317.0,29687,2325.0,2021-07-02 02:42:28.000,5.0.0,23.0,Use Ant Design like a Pro!.,2231.0,2231.0,288,28,,MIT,,,,,True,2,['ant-design'],https://preview.pro.ant.design/,,,,,,,,
84,chakra-ui,chakra-ui/chakra-ui,ui-frameworks,chakra-ui,https://github.com/chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,2019-08-17 14:27:54.000,2021-07-22 17:26:58.000,2021-07-22 14:29:06.000,1568,103.0,1869.0,19469,,2021-07-08 15:05:57.000,@chakra-ui/theme-tools@1.1.8,100.0,"Simple, Modular & Accessible UI Components for your React Applications.",10551.0,10549.0,430,28,https://www.npmjs.com/package/chakra-ui,MIT,2019-04-27 08:34:34.655,2.0,1501.0,1501.0,True,3,,,,,,,,,,
85,react-vis,uber/react-vis,data-viz,react-vis,https://github.com/uber/react-vis,https://github.com/uber/react-vis,2016-02-22 20:45:50.000,2021-05-10 16:45:03.000,2020-07-13 14:33:01.000,820,327.0,505.0,7920,876.0,2019-04-19 03:58:15.000,1.11.7,99.0,Data Visualization Components.,1048.0,,122,28,https://www.npmjs.com/package/react-vis,MIT,2017-04-22 00:52:57.632,1048.0,325504.0,325504.0,True,2,,http://uber.github.io/react-vis/examples/showcases/,,,,,,,,
86,ncc,vercel/ncc,dev-tools,@vercel/ncc,https://github.com/vercel/ncc,https://github.com/vercel/ncc,2018-11-13 04:00:21.000,2021-07-22 18:07:38.000,2021-07-16 21:55:21.000,180,136.0,269.0,5535,,2021-07-16 21:57:47.000,0.29.0,66.0,"Compile a Node.js project into a single file. Supports TypeScript, binary addons, dynamic requires.",5796.0,5796.0,40,28,https://www.npmjs.com/package/@vercel/ncc,MIT,2021-07-16 21:57:33.922,0.0,441273.0,441273.0,True,3,,,,,,,,,,
87,React-Datasheet,nadbm/react-datasheet,data-tables,react-datasheet,https://github.com/nadbm/react-datasheet,https://github.com/nadbm/react-datasheet,2016-09-25 19:18:17.000,2021-07-15 10:33:11.000,2021-02-14 05:17:25.000,456,116.0,96.0,4719,271.0,2021-02-14 04:56:00.552,1.4.9,46.0,Excel-like data grid (table) component for React.,610.0,550.0,43,28,https://www.npmjs.com/package/react-datasheet,MIT,2021-02-14 04:56:00.552,60.0,147251.0,147251.0,True,3,,,,,,,,,,
88,react-data-grid,adazzle/react-data-grid,data-tables,react-data-grid,https://github.com/adazzle/react-data-grid,https://github.com/adazzle/react-data-grid,2015-03-06 10:15:04.000,2021-07-22 14:37:00.000,2021-07-22 14:34:56.000,1848,121.0,1127.0,4683,,2019-04-03 17:25:26.810,6.1.0,1001.0,"Excel-like grid component built with React, with editors, keyboard navigation, copy & paste, and the like.",5347.0,4465.0,123,28,https://www.npmjs.com/package/react-data-grid,MIT,2021-05-26 14:56:53.386,882.0,270733.0,270733.0,True,3,,,,,,,,,,
89,Reactive Search,appbaseio/reactivesearch,other-components,@appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,2017-02-15 15:21:24.000,2021-07-20 19:09:23.000,2021-07-19 12:34:59.000,448,164.0,873.0,4454,2378.0,2021-07-19 12:37:25.000,1.19.0-ue,281.0,Search UI components for React and Vue: powered by appbase.io / Elasticsearch.,300.0,116.0,61,28,https://www.npmjs.com/package/@appbaseio/reactivesearch,Apache-2.0,2021-07-19 12:08:24.830,184.0,25906.0,25906.0,True,2,,https://opensource.appbase.io/reactivesearch/#examples,,,,,,,,
90,twin.macro,ben-rogerson/twin.macro,styling,twin.macro,https://github.com/ben-rogerson/twin.macro,https://github.com/ben-rogerson/twin.macro,2020-02-19 04:45:25.000,2021-07-17 01:30:43.000,2021-07-08 08:04:13.000,93,8.0,208.0,4405,703.0,2021-07-08 08:06:58.000,2.6.2,58.0,"Twin blends the magic of Tailwind with the flexibility of css-in-js (emotion, styled-components, stitches and goober)..",3613.0,3613.0,33,28,https://www.npmjs.com/package/twin.macro,MIT,2021-07-08 08:05:15.809,0.0,147691.0,147691.0,True,3,,,,,,,,,,
91,react-sortable-tree,frontend-collective/react-sortable-tree,other-components,react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,2016-07-22 08:36:25.000,2021-06-29 06:19:36.000,2021-06-11 13:41:37.000,754,312.0,295.0,4179,553.0,2020-08-10 08:00:07.000,2.8.0,65.0,Drag-and-drop sortable component for nested data and hierarchies.,2811.0,2463.0,38,28,https://www.npmjs.com/package/react-sortable-tree,MIT,2020-08-10 07:56:50.631,348.0,367630.0,367630.0,True,2,,https://frontend-collective.github.io/react-sortable-tree/?path=/story/basics--minimal-implementation,,,,,,,,
92,polaris-react,Shopify/polaris-react,ui-frameworks,@shopify/polaris,https://github.com/Shopify/polaris-react,https://github.com/Shopify/polaris-react,2017-04-20 18:26:34.000,2021-07-22 18:10:08.000,2021-07-22 17:44:13.000,787,281.0,1634.0,4167,,2021-07-12 17:49:20.000,6.6.0,393.0,Shopifys admin product component library.,3165.0,2907.0,269,28,https://www.npmjs.com/package/@shopify/polaris,MIT,2021-07-19 16:53:03.738,258.0,322583.0,323302.0,True,3,,,22310.0,,,,,,,
93,Perspective,finos/perspective,data-tables,@finos/perspective,https://github.com/finos/perspective,https://github.com/finos/perspective,2017-11-02 16:27:54.000,2021-07-21 23:32:06.000,2021-07-21 23:32:06.000,382,65.0,359.0,3451,4601.0,2021-07-08 06:14:18.000,0.10.0,48.0,Streaming pivot visualization via WebAssembly.,211.0,197.0,64,28,https://www.npmjs.com/package/@finos/perspective,Apache-2.0,2021-07-08 04:55:02.466,6.0,6777.0,9090.0,True,3,,https://perspective.finos.org/,,,,perspective-python,https://pypi.org/project/perspective-python,2021-07-08 06:14:18.000,8.0,2313.0
94,eui,elastic/eui,ui-frameworks,@elastic/eui,https://github.com/elastic/eui,https://github.com/elastic/eui,2017-10-18 14:49:20.000,2021-07-22 17:54:37.000,2021-07-22 15:25:39.000,526,395.0,1813.0,2937,3702.0,2021-07-20 21:24:33.000,36.0.0,344.0,Elastic UI Framework.,130.0,62.0,194,28,https://www.npmjs.com/package/@elastic/eui,ICU,2021-07-20 21:10:15.890,68.0,64629.0,64712.0,False,3,,,3349.0,,,,,,,
95,react-rte,sstur/react-rte,editors,react-rte,https://github.com/sstur/react-rte,https://github.com/sstur/react-rte,2016-02-25 02:36:56.000,2021-07-21 17:20:19.000,2021-05-02 21:12:55.000,404,173.0,145.0,2570,314.0,2016-02-24 23:30:39.985,1.0.0,38.0,Pure React rich text WYSIWYG editor based on draft-js.,2770.0,2296.0,46,28,https://www.npmjs.com/package/react-rte,ISC,2016-02-24 23:30:39.985,474.0,127736.0,127736.0,True,2,,,,,,,,,,
96,Monaco React,suren-atoyan/monaco-react,editors,@monaco-editor/react,https://github.com/suren-atoyan/monaco-react,https://github.com/suren-atoyan/monaco-react,2019-06-16 07:46:31.000,2021-07-14 10:53:05.000,2021-06-21 05:29:07.000,92,37.0,165.0,1128,364.0,2021-06-21 05:31:26.000,4.2.1,85.0,Monaco Editor for React - use the monaco-editor in any React application without needing to use webpack (or..,2309.0,2287.0,23,28,https://www.npmjs.com/package/@monaco-editor/react,MIT,2021-06-21 05:29:31.524,22.0,285399.0,285399.0,True,2,,https://monaco-react.surenatoyan.com/,,,,,,,,
97,ant-design-charts,ant-design/ant-design-charts,data-viz,@ant-design/charts,https://github.com/ant-design/ant-design-charts,https://github.com/ant-design/ant-design-charts,2020-03-09 09:08:31.000,2021-07-22 12:29:04.000,2021-07-22 12:29:03.000,174,65.0,432.0,655,583.0,2021-07-20 05:56:44.000,1.2.2,78.0,A React Chart Library.,1242.0,1242.0,32,28,https://www.npmjs.com/package/@ant-design/charts,MIT,2021-07-20 05:56:12.858,0.0,130859.0,130859.0,True,2,['ant-design'],,,,,,,,,
98,Bit,teambit/bit,dev-tools,bit-bin,https://github.com/teambit/bit,https://github.com/teambit/bit,2017-01-22 14:51:43.000,2021-07-22 12:27:20.000,2021-07-22 12:27:19.000,730,94.0,1144.0,13766,8382.0,2020-07-13 09:59:04.000,14.8.8,757.0,"Build, distribute, and collaborate on components.",15.0,5.0,58,27,https://www.npmjs.com/package/bit-bin,Apache-2.0,2021-07-05 14:30:42.755,10.0,10497.0,10601.0,True,3,,,5127.0,,,,,,,
99,muuri,haltu/muuri,other-components,muuri,https://github.com/haltu/muuri,https://github.com/haltu/muuri,2015-12-21 07:00:44.000,2021-07-09 19:14:08.022,2021-07-09 19:05:04.000,595,69.0,396.0,9618,516.0,2021-07-09 19:14:08.022,0.9.5,22.0,"Infinite responsive, sortable, filterable and draggable layouts.",759.0,715.0,14,27,https://www.npmjs.com/package/muuri,MIT,2021-07-09 19:14:08.022,44.0,57196.0,57196.0,True,3,,,,,,,,,,
100,ReactPage,react-page/react-page,editors,@react-page/editor,https://github.com/react-page/react-page,https://github.com/react-page/react-page,2015-05-29 12:19:44.000,2021-06-23 11:38:48.000,2021-06-22 12:35:33.000,554,15.0,627.0,8563,1154.0,2021-06-21 13:01:32.000,3.2.1,253.0,"Next-gen, highly customizable content editor for the browser - based on React and written in TypeScript. WYSIWYG on..",58.0,58.0,52,27,https://www.npmjs.com/package/@react-page/editor,MIT,2021-06-21 13:01:12.179,0.0,3938.0,3938.0,True,3,,,,,,,,,,
101,carbon,carbon-design-system/carbon,ui-frameworks,carbon-components-react,https://github.com/carbon-design-system/carbon,https://github.com/carbon-design-system/carbon,2017-03-13 14:23:59.000,2021-07-22 18:14:25.000,2021-07-22 18:14:25.000,1058,466.0,4411.0,4480,,2021-07-08 21:28:39.000,10.39.0,934.0,A design system built by IBM.,350.0,30.0,340,27,https://www.npmjs.com/package/carbon-components-react,Apache-2.0,2021-07-20 22:27:21.862,320.0,185046.0,185110.0,True,3,,,1416.0,,,,,,,
102,react-refetch,heroku/react-refetch,data-fetching,react-refetch,https://github.com/heroku/react-refetch,https://github.com/heroku/react-refetch,2015-11-11 21:02:02.000,2021-05-25 18:31:33.000,2021-04-05 23:58:04.000,151,37.0,102.0,3407,638.0,2019-10-28 22:11:40.841,3.0.1,82.0,"A simple, declarative, and composable way to fetch data for React components.",1045.0,731.0,70,27,https://www.npmjs.com/package/react-refetch,MIT,2020-01-20 05:17:56.980,314.0,26250.0,26250.0,True,3,,,,,,,,,,
