,name,github_id,npm_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,demo_url,github_release_downloads,trending,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
43,react-vis,uber/react-vis,react-vis,data-viz,https://github.com/uber/react-vis,https://github.com/uber/react-vis,MIT,2016-02-22 20:45:50.000,2021-02-15 01:20:43.000,2020-07-13 14:33:01.000,808,309.0,502.0,7694,876.0,2019-04-19 03:58:15.000,1.11.7,99.0,Data Visualization Components.,1048.0,,122.0,28,https://www.npmjs.com/package/react-vis,2017-04-22 00:52:57.632,1048.0,306864.0,306864.0,True,3,,http://uber.github.io/react-vis/examples/showcases/,,,,,,,
44,react-data-grid,adazzle/react-data-grid,react-data-grid,data-tables,https://github.com/adazzle/react-data-grid,https://github.com/adazzle/react-data-grid,MIT,2015-03-06 10:15:04.000,2021-02-24 12:26:32.000,2021-02-24 12:23:57.000,1815,151.0,1045.0,4421,,2019-04-03 17:25:26.810,6.1.0,986.0,"Excel-like grid component built with React, with editors, keyboard navigation, copy & paste, and the like.",4900.0,4018.0,119.0,28,https://www.npmjs.com/package/react-data-grid,2021-01-21 16:24:42.883,882.0,242948.0,242948.0,True,2,,,,,,,,,
45,Reactive Search,appbaseio/reactivesearch,@appbaseio/reactivesearch,other-components,https://github.com/appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,Apache-2.0,2017-02-15 15:21:24.000,2021-02-22 16:24:38.000,2021-02-22 16:24:38.000,428,163.0,842.0,4345,2378.0,2021-02-22 15:28:34.000,1.12.0-ue,270.0,"React, React Native and Vue UI components for building data-driven apps with Elasticsearch.",286.0,102.0,58.0,28,https://www.npmjs.com/package/@appbaseio/reactivesearch,2021-02-19 12:15:03.834,184.0,22068.0,22068.0,True,1,,https://opensource.appbase.io/reactivesearch/#examples,,,,,,,
46,react-sortable-tree,frontend-collective/react-sortable-tree,react-sortable-tree,other-components,https://github.com/frontend-collective/react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,MIT,2016-07-22 08:36:25.000,2021-02-22 06:48:25.000,2020-08-10 07:57:42.000,703,293.0,288.0,3930,552.0,2020-08-10 08:00:07.000,2.8.0,65.0,Drag-and-drop sortable component for nested data and hierarchies.,2401.0,2053.0,37.0,28,https://www.npmjs.com/package/react-sortable-tree,2020-08-10 07:56:50.631,348.0,316395.0,316395.0,True,1,,https://frontend-collective.github.io/react-sortable-tree/?path=/story/basics--minimal-implementation,,,,,,,
47,react-mde,andrerpena/react-mde,react-mde,editors,https://github.com/andrerpena/react-mde,https://github.com/andrerpena/react-mde,MIT,2016-11-26 18:10:16.000,2021-02-09 18:52:34.000,2021-01-17 11:35:58.000,128,46.0,139.0,1181,732.0,2021-01-17 11:35:49.247,11.0.6,105.0,React Markdown Editor.,1253.0,1115.0,47.0,28,https://www.npmjs.com/package/react-mde,2021-01-17 11:35:49.247,138.0,75803.0,75803.0,True,3,,http://andrerpena.me/react-mde/,,,,,,,
48,React Data Table,jbetancur/react-data-table-component,react-data-table-component,data-tables,https://github.com/jbetancur/react-data-table-component,https://github.com/jbetancur/react-data-table-component,Apache-2.0,2018-03-16 04:31:39.000,2021-02-23 03:48:15.000,2021-02-23 03:42:30.000,177,37.0,452.0,874,786.0,2021-02-23 03:47:03.000,6.11.7,142.0,"A simple table library with built in sorting, pagination, selection, expandable rows and customizable styling.",3096.0,3008.0,38.0,28,https://www.npmjs.com/package/react-data-table-component,2021-02-23 03:36:16.853,88.0,151373.0,151373.0,True,2,,https://jbetancur.github.io/react-data-table-component/,,,,,,,
49,material-ui-chip-input,TeamWertarbyte/material-ui-chip-input,material-ui-chip-input,other-components,https://github.com/TeamWertarbyte/material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,MIT,2016-09-07 16:47:10.000,2021-01-11 15:31:54.000,2020-09-08 13:18:49.000,162,26.0,231.0,688,305.0,2019-12-01 15:35:30.000,1.1.0,73.0,A chip input field using Material-UI.,4241.0,3415.0,48.0,28,https://www.npmjs.com/package/material-ui-chip-input,2019-08-03 17:18:32.033,826.0,200906.0,200906.0,True,1,['material-ui'],https://mui.wertarbyte.com/#material-ui-chip-input,,,,,,,
50,React-Datasheet,nadbm/react-datasheet,react-datasheet,data-tables,https://github.com/nadbm/react-datasheet,https://github.com/nadbm/react-datasheet,MIT,2016-09-25 19:18:17.000,2021-02-15 04:11:46.000,2021-02-14 05:17:25.000,395,84.0,95.0,4530,271.0,2020-07-25 17:58:27.182,1.4.8,45.0,Excel-like data grid (table) component for React.,531.0,471.0,43.0,27,https://www.npmjs.com/package/react-datasheet,2020-07-25 17:58:27.182,60.0,121896.0,121896.0,True,3,,,,,,,,,
51,Perspective,finos/perspective,@finos/perspective,data-tables,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2021-02-24 23:58:16.000,2021-02-21 18:23:53.000,350,77.0,309.0,3227,4355.0,2021-02-24 14:38:08.000,0.6.1,40.0,Streaming pivot visualization via WebAssembly.,192.0,178.0,62.0,27,https://www.npmjs.com/package/@finos/perspective,2021-02-11 21:02:22.334,6.0,3204.0,3666.0,True,3,,https://perspective.finos.org/,,,perspective-python,https://pypi.org/project/perspective-python,2021-02-24 14:38:08.000,8.0,462.0
52,Semiotic,nteract/semiotic,semiotic,data-viz,https://github.com/nteract/semiotic,https://github.com/nteract/semiotic,Apache-2.0,2017-03-16 17:46:24.000,2021-01-05 04:52:46.836,2020-12-02 03:45:24.000,135,114.0,395.0,2130,1988.0,2020-12-02 04:27:28.174,1.20.6,198.0,A data visualization framework combining React & D3.,353.0,287.0,24.0,27,https://www.npmjs.com/package/semiotic,2021-01-05 04:52:46.836,66.0,22648.0,22648.0,True,3,,https://semiotic.nteract.io/examples,,,,,,,
53,material-ui-dropzone,Yuvaleros/material-ui-dropzone,material-ui-dropzone,file-handling,https://github.com/Yuvaleros/material-ui-dropzone,https://github.com/Yuvaleros/material-ui-dropzone,MIT,2017-10-16 11:50:16.000,2021-02-24 01:54:18.000,2020-10-01 14:00:45.000,146,40.0,126.0,319,427.0,2020-09-20 12:56:15.000,3.5.0,31.0,A Material-UI file upload dropzone.,2505.0,2393.0,48.0,27,https://www.npmjs.com/package/material-ui-dropzone,2020-08-18 09:32:20.910,112.0,163618.0,163618.0,True,3,['material-ui'],https://yuvaleros.github.io/material-ui-dropzone/,,,,,,,
54,Bit,teambit/bit,bit-bin,dev-tools,https://github.com/teambit/bit,https://github.com/teambit/bit,Apache-2.0,2017-01-22 14:51:43.000,2021-02-25 14:40:13.000,2021-02-25 14:40:13.000,661,351.0,710.0,12991,7363.0,2020-07-13 09:59:04.000,14.8.8,755.0,"Build, distribute, and collaborate on components.",10.0,,54.0,26,https://www.npmjs.com/package/bit-bin,2021-02-17 06:16:55.400,10.0,23269.0,23350.0,True,3,,,3575.0,,,,,,
55,Monaco React,suren-atoyan/monaco-react,@monaco-editor/react,editors,https://github.com/suren-atoyan/monaco-react,https://github.com/suren-atoyan/monaco-react,MIT,2019-06-16 07:46:31.000,2021-02-17 15:36:46.000,2021-02-16 14:09:59.000,63,20.0,137.0,732,341.0,2021-02-16 14:11:44.000,4.0.10,78.0,Monaco Editor for React - use the monaco-editor in any React application without needing to use webpack (or..,1030.0,1008.0,16.0,26,https://www.npmjs.com/package/@monaco-editor/react,2021-02-16 14:10:28.863,22.0,190672.0,190672.0,True,3,,https://monaco-react.surenatoyan.com/,,,,,,,
56,ReactPage,react-page/react-page,@react-page/editor,editors,https://github.com/react-page/react-page,https://github.com/react-page/react-page,MIT,2015-05-29 12:19:44.000,2021-02-25 13:22:38.151,2021-02-25 13:14:31.000,537,20.0,568.0,8335,995.0,2021-02-25 13:23:07.000,1.1.1,169.0,"Next-gen, highly customizable content editor for the browser - based on React and Redux and written in TypeScript...",34.0,34.0,48.0,25,https://www.npmjs.com/package/@react-page/editor,2021-02-25 13:22:38.151,0.0,4525.0,4525.0,True,3,,,,,,,,,
57,React Email Editor,unlayer/react-email-editor,react-email-editor,editors,https://github.com/unlayer/react-email-editor,https://github.com/unlayer/react-email-editor,MIT,2017-10-01 22:44:29.000,2021-02-10 16:00:54.000,2021-02-10 16:00:54.000,380,89.0,80.0,2574,87.0,2020-10-09 15:26:47.477,1.2.0,20.0,Drag-n-Drop Email Editor Component for React.js.,246.0,232.0,4.0,25,https://www.npmjs.com/package/react-email-editor,2020-10-09 15:26:47.477,14.0,25972.0,25972.0,True,3,,https://react-email-editor-demo.netlify.app/,,,,,,,
58,React Flow,wbkd/react-flow,react-flow-renderer,other-components,https://github.com/wbkd/react-flow,https://github.com/wbkd/react-flow,MIT,2019-07-15 14:47:30.000,2021-02-25 16:45:31.000,2021-02-25 16:45:27.000,158,31.0,364.0,2497,,2021-02-25 16:45:32.000,9.0.4,128.0,"Highly customizable library for building interactive node-based UIs, editors, flow charts and diagrams.",252.0,252.0,26.0,25,https://www.npmjs.com/package/react-flow-renderer,2021-02-25 16:45:14.427,0.0,59554.0,59554.0,True,3,,https://reactflow.dev/examples/,,,,,,,
59,Viser,viserjs/viser,viser-react,data-viz,https://github.com/viserjs/viser,https://github.com/viserjs/viser,MIT,2017-10-27 16:47:46.000,2020-12-13 03:39:39.000,2020-07-30 03:40:48.000,111,79.0,319.0,1435,502.0,2019-11-08 13:03:41.295,2.4.7,65.0,viser is a toolkit fit for data vis engineer. https://viserjs.gitee.io/.,2198.0,2152.0,22.0,25,https://www.npmjs.com/package/viser-react,2019-12-24 13:03:44.941,46.0,7924.0,7924.0,True,3,,https://viserjs.github.io/demoHome.html,,,,,,,
60,Material-UI Treasury,siriwatknp/mui-treasury,@mui-treasury/components,other-components,https://github.com/siriwatknp/mui-treasury,https://github.com/siriwatknp/mui-treasury,MIT,2019-03-11 16:21:23.000,2021-02-19 06:54:17.000,2021-02-03 01:35:42.000,99,52.0,226.0,1375,733.0,2021-02-03 01:12:27.460,1.10.1,51.0,A collection of ready-to-use components based on Material-UI.,612.0,612.0,17.0,25,https://www.npmjs.com/package/@mui-treasury/components,2021-02-03 01:12:27.460,0.0,8485.0,8485.0,True,3,['material-ui'],https://mui-treasury.com/components/,,1.0,,,,,
61,React FilePond,pqina/react-filepond,react-filepond,file-handling,https://github.com/pqina/react-filepond,https://github.com/pqina/react-filepond,MIT,2018-03-08 14:52:44.000,2021-02-11 12:26:35.000,2021-02-11 12:26:25.000,57,9.0,143.0,1000,88.0,2020-09-09 11:11:14.000,7.1.0,25.0,A handy FilePond adapter component for React.,2032.0,1838.0,6.0,25,https://www.npmjs.com/package/react-filepond,2020-09-09 11:10:21.244,194.0,82277.0,82277.0,True,3,,https://codesandbox.io/s/react-filepond-live-demo-iw9ri,,,,,,,
62,React ApexCharts,apexcharts/react-apexcharts,react-apexcharts,data-viz,https://github.com/apexcharts/react-apexcharts,https://github.com/apexcharts/react-apexcharts,MIT,2018-08-20 13:36:46.000,2021-02-11 20:52:53.000,2020-12-16 05:48:55.000,64,88.0,123.0,666,123.0,2019-12-26 13:45:38.219,1.3.6,22.0,React Component for ApexCharts.,7716.0,7428.0,16.0,25,https://www.npmjs.com/package/react-apexcharts,2020-04-04 18:04:06.022,288.0,302621.0,302621.0,True,3,,https://apexcharts.com/react-chart-demos/,,,,,,,
63,Storybook Addon Material-UI,react-theming/storybook-addon-material-ui,storybook-addon-material-ui,dev-tools,https://github.com/react-theming/storybook-addon-material-ui,https://github.com/react-theming/storybook-addon-material-ui,MIT,2016-09-13 08:30:16.000,2021-02-21 18:38:11.000,2021-02-21 18:38:05.000,109,12.0,62.0,510,176.0,2020-01-04 17:03:56.000,0.9.0-alpha.21,55.0,Addon for storybook wich wrap material-ui components into MuiThemeProvider. This helps and simplifies development of..,814.0,646.0,39.0,25,https://www.npmjs.com/package/storybook-addon-material-ui,2021-02-06 22:26:52.974,168.0,122903.0,122903.0,True,3,['material-ui'],,,,,,,,
64,rsuite-table,rsuite/rsuite-table,rsuite-table,data-tables,https://github.com/rsuite/rsuite-table,https://github.com/rsuite/rsuite-table,MIT,2016-06-10 16:19:14.000,2021-02-03 05:57:33.756,2021-02-03 03:49:47.000,67,27.0,60.0,370,455.0,2021-02-01 11:39:13.455,3.14.3,155.0,A React table component.,971.0,901.0,10.0,25,https://www.npmjs.com/package/rsuite-table,2021-02-03 05:57:33.756,70.0,57703.0,57703.0,True,3,,,,,,,,,
65,Reactotron,infinitered/reactotron,,dev-tools,https://github.com/infinitered/reactotron,https://github.com/infinitered/reactotron,MIT,2016-04-15 21:58:32.000,2021-02-11 09:35:09.000,2020-08-12 16:29:19.000,773,99.0,373.0,12731,1255.0,2019-08-28 01:19:24.000,2.17.1,100.0,"A desktop app for inspecting your React JS and React Native projects. macOS, Linux, and Windows.",,,103.0,24,,,,,24340.0,True,3,,,1411765.0,,,,,,
66,Unstated Next,jamiebuilds/unstated-next,unstated-next,state-management,https://github.com/jamiebuilds/unstated-next,https://github.com/jamiebuilds/unstated-next,MIT,2019-05-02 00:44:35.000,2020-09-28 23:34:51.000,2020-05-04 17:55:59.000,100,43.0,27.0,3278,23.0,2019-05-02 00:46:25.872,1.0.0,3.0,200 bytes to never think about React state management libraries ever again.,1175.0,1175.0,11.0,24,https://www.npmjs.com/package/unstated-next,2019-05-13 23:34:47.580,,123141.0,123141.0,True,1,,,,,,,,,
67,Reaviz,reaviz/reaviz,reaviz,data-viz,https://github.com/reaviz/reaviz,https://github.com/reaviz/reaviz,Apache-2.0,2020-04-17 21:17:18.000,2021-02-18 18:58:12.000,2021-02-18 18:55:20.000,60,13.0,7.0,1122,287.0,2021-01-22 14:54:57.315,9.5.5,229.0,Data visualization library for React based on D3.,135.0,129.0,8.0,24,https://www.npmjs.com/package/reaviz,2021-02-02 19:18:26.851,6.0,10330.0,10330.0,True,3,,,,,,,,,
68,React Flow Chart,MrBlenny/react-flow-chart,@mrblenny/react-flow-chart,other-components,https://github.com/MrBlenny/react-flow-chart,https://github.com/MrBlenny/react-flow-chart,MIT,2018-11-07 01:34:23.000,2020-12-10 23:58:30.000,2020-06-28 02:55:27.000,225,71.0,101.0,1035,268.0,2020-06-28 02:56:37.000,0.0.14,14.0,"A flexible, stateless, declarative flow chart library for react.",159.0,143.0,29.0,24,https://www.npmjs.com/package/@mrblenny/react-flow-chart,2020-06-28 02:55:34.091,16.0,18108.0,18108.0,True,3,,https://mrblenny.github.io/react-flow-chart/index.html?path=/story/state--internal-react-state,,,,,,,
69,react-pivottable,plotly/react-pivottable,react-pivottable,data-tables,https://github.com/plotly/react-pivottable,https://github.com/plotly/react-pivottable,MIT,2017-08-14 18:36:06.000,2021-02-11 22:35:54.000,2020-11-19 15:02:35.000,162,60.0,41.0,717,110.0,2020-11-19 15:06:48.000,0.11.0,24.0,React-based drag'n'drop pivot table with Plotly.js charts.,270.0,234.0,10.0,24,https://www.npmjs.com/package/react-pivottable,2020-11-19 15:04:38.247,36.0,59777.0,59777.0,True,3,,https://react-pivottable.js.org/,,,,,,,
70,React Spreadsheet,iddan/react-spreadsheet,react-spreadsheet,data-tables,https://github.com/iddan/react-spreadsheet,https://github.com/iddan/react-spreadsheet,MIT,2018-02-18 17:12:32.000,2021-02-25 15:23:03.153,2021-02-25 15:21:49.000,31,15.0,35.0,375,501.0,2021-02-25 15:23:03.153,0.5.2,38.0,"Simple, customizable yet performant spreadsheet for React.",91.0,85.0,13.0,24,https://www.npmjs.com/package/react-spreadsheet,2021-02-25 15:23:03.153,6.0,59880.0,59880.0,True,3,,https://iddan.github.io/react-spreadsheet,,1.0,,,,,
71,React Lazylog,mozilla-frontend-infra/react-lazylog,react-lazylog,other-components,https://github.com/mozilla-frontend-infra/react-lazylog,https://github.com/mozilla-frontend-infra/react-lazylog,MPL-2.0,2017-04-27 16:46:34.000,2020-12-11 03:39:26.000,2020-07-23 15:46:22.000,57,29.0,23.0,173,159.0,2020-07-23 15:47:23.944,4.5.3,49.0,React Lazy Logviewer.,232.0,190.0,15.0,24,https://www.npmjs.com/package/react-lazylog,2020-07-23 15:47:23.944,42.0,70107.0,70107.0,True,3,,https://mozilla-frontend-infra.github.io/react-lazylog/#lazylog,,,,,,,
72,react-file-viewer,plangrid/react-file-viewer,react-file-viewer,file-handling,https://github.com/plangrid/react-file-viewer,https://github.com/plangrid/react-file-viewer,MIT,2017-05-16 04:05:21.000,2021-02-22 14:19:05.000,2019-11-13 20:16:39.000,165,99.0,11.0,261,118.0,2019-11-13 20:16:45.447,1.2.1,74.0,Extendable file viewer for web.,700.0,666.0,12.0,23,https://www.npmjs.com/package/react-file-viewer,2019-11-13 20:16:45.447,34.0,44574.0,44574.0,False,3,,,,,,,,,
73,React Hot Toast,timolins/react-hot-toast,react-hot-toast,notifications,https://github.com/timolins/react-hot-toast,https://github.com/timolins/react-hot-toast,MIT,2020-12-07 22:05:40.000,2021-02-24 16:36:28.000,2021-02-24 15:38:08.000,58,18.0,13.0,2365,,2021-01-21 18:22:18.000,1.0.2,8.0,Smoking hot React Notifications.,326.0,326.0,8.0,22,https://www.npmjs.com/package/react-hot-toast,2021-01-21 18:20:30.704,0.0,43302.0,43302.0,True,3,,https://react-hot-toast.com/,,,,,,,
74,RevoGrid,revolist/revogrid,@revolist/revogrid,data-tables,https://github.com/revolist/revogrid,https://github.com/revolist/revogrid,MIT,2020-05-04 21:23:09.000,2021-02-25 13:33:09.000,2021-02-25 13:33:04.000,48,29.0,70.0,1376,527.0,2021-02-15 00:42:23.875,2.9.6,131.0,Powerful virtual data grid smartsheet with advanced customization. Best features from excel plus incredible performance.,29.0,29.0,7.0,22,https://www.npmjs.com/package/@revolist/revogrid,2021-02-15 00:42:23.875,0.0,2243.0,2243.0,True,3,,,,,,,,,
75,Monaco Yaml,pengx17/monaco-yaml,monaco-yaml,editors,https://github.com/pengx17/monaco-yaml,https://github.com/pengx17/monaco-yaml,MIT,2018-02-26 06:08:04.000,2020-12-15 13:12:46.000,2020-12-15 13:12:45.000,28,14.0,12.0,64,113.0,2020-10-05 10:36:15.031,2.5.1,12.0,YAML plugin for the Monaco Editor.,48.0,48.0,16.0,22,https://www.npmjs.com/package/monaco-yaml,2020-10-05 10:36:15.031,0.0,224395.0,224395.0,False,3,,,,,,,,,
76,Tauri,tauri-apps/tauri,tauri,desktop-apps,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,MIT,2019-07-13 09:09:37.000,2021-02-25 05:52:08.000,2021-02-24 23:06:27.000,240,70.0,222.0,12601,,2021-01-24 12:42:49.000,tauri-v0.11.1,95.0,"Build smaller, faster, and more secure desktop applications with a web frontend.",4.0,,49.0,21,https://www.npmjs.com/package/tauri,2021-01-06 12:29:04.131,4.0,3520.0,3965.0,True,3,,,6243.0,,,,,,
77,React-Data-Export,securedeveloper/react-data-export,react-data-export,file-handling,https://github.com/securedeveloper/react-data-export,https://github.com/securedeveloper/react-data-export,MIT,2017-10-13 20:35:38.000,2020-12-11 11:17:58.000,2020-01-23 21:39:15.000,101,49.0,46.0,141,137.0,2020-01-20 11:33:32.229,0.6.0,13.0,Export dataset in react.,722.0,682.0,13.0,21,https://www.npmjs.com/package/react-data-export,2020-01-20 11:33:32.229,40.0,32018.0,32018.0,False,3,,,,,,,,,
78,React Dashboard,flatlogic/react-dashboard,,admin-dashboards,https://github.com/flatlogic/react-dashboard,https://github.com/flatlogic/react-dashboard,MIT,2016-02-02 14:08:02.000,2021-02-18 16:53:15.000,2021-02-18 16:53:02.000,281,9.0,9.0,1256,1028.0,2020-10-07 10:43:47.000,1.4.0,5.0,"React Dashboard - isomorphic admin dashboard template (React.js, Bootstrap, Node.js, GraphQL, React Router, Babel,..",,,152.0,20,,,,,,True,2,['bootstrap'],https://flatlogic.com/templates/react-dashboard/demo,,,,,,,
79,ReactPivot,davidguttman/react-pivot,react-pivot,data-tables,https://github.com/davidguttman/react-pivot,https://github.com/davidguttman/react-pivot,MIT,2015-02-28 00:29:35.000,2020-07-30 09:10:32.000,2020-06-17 22:37:49.000,141,36.0,23.0,980,171.0,2020-06-17 22:38:08.272,4.4.0,49.0,"React-Pivot is a data-grid component with pivot-table-like functionality for data display, filtering, and exploration.",184.0,136.0,20.0,20,https://www.npmjs.com/package/react-pivot,2020-06-17 22:38:08.272,48.0,2171.0,2171.0,True,3,,http://davidguttman.github.io/react-pivot/,,,,,,,
80,Remotion,JonnyBurger/remotion,,others,https://github.com/JonnyBurger/remotion,https://github.com/JonnyBurger/remotion,,2020-06-23 19:49:10.000,2021-02-25 17:46:27.000,2021-02-25 16:12:01.000,176,31.0,38.0,6020,,2021-02-16 13:30:18.000,1.3.1,9.0,Create videos programmatically in React.,36.0,36.0,24.0,17,,,,,,False,1,,,,,,,,,
81,Radix Primitives,radix-ui/primitives,@radix-ui/utils,ui-frameworks,https://github.com/radix-ui/primitives,https://github.com/radix-ui/primitives,MIT,2020-06-19 13:23:22.000,2021-02-25 18:03:58.000,2021-02-24 21:36:48.000,9,25.0,67.0,577,,2021-01-27 10:06:42.425,0.0.3,3.0,"An open-source UI component library for building high-quality, accessible design systems and web apps. Maintained by..",2.0,2.0,7.0,17,https://www.npmjs.com/package/@radix-ui/utils,2021-01-27 10:06:42.425,0.0,16555.0,16555.0,True,3,,,,,,,,,
82,orb,nnajm/orb,orb,data-tables,https://github.com/nnajm/orb,https://github.com/nnajm/orb,MIT,2014-11-11 13:09:07.000,2020-12-30 22:32:47.000,2020-12-30 22:32:47.000,158,72.0,23.0,516,78.0,2015-06-29 00:03:49.124,1.0.9,9.0,Pivot table javascript library.,21.0,17.0,2.0,17,https://www.npmjs.com/package/orb,2015-06-29 00:03:49.124,4.0,115.0,115.0,True,3,,https://nnajm.github.io/orb/,,,,,,,
83,React Material Admin,flatlogic/react-material-admin,,admin-dashboards,https://github.com/flatlogic/react-material-admin,https://github.com/flatlogic/react-material-admin,MIT,2019-04-24 12:47:06.000,2021-02-18 17:16:46.000,2021-02-18 17:16:36.000,347,11.0,12.0,970,74.0,2021-02-02 10:54:17.000,1.3.2,8.0,React Material Admin is a React template built with Material-UI.,,,9.0,16,,,,,,True,3,['material-ui'],https://flatlogic.com/templates/react-material-admin/demo,,,,,,,
84,Luna,rvpanoz/luna,,dev-tools,https://github.com/rvpanoz/luna,https://github.com/rvpanoz/luna,GPL-3.0,2017-09-18 22:22:06.000,2020-11-01 09:43:41.000,2020-10-31 22:27:04.000,41,9.0,84.0,944,1491.0,2020-10-29 23:06:39.000,.3.4.6,26.0,Manage npm dependencies through a modern UI.,,,10.0,16,,,,,175.0,True,3,,,6826.0,,,,,,
85,React Ansi,RaoHai/react-ansi,react-ansi,other-components,https://github.com/RaoHai/react-ansi,https://github.com/RaoHai/react-ansi,MIT,2019-05-29 15:39:22.000,2021-02-24 21:40:56.000,2020-12-17 09:06:28.000,3,3.0,2.0,15,115.0,2020-12-17 09:09:03.463,2.1.4,23.0,A foldable and searchable ansi log viewer for React.,7.0,7.0,4.0,15,https://www.npmjs.com/package/react-ansi,2020-12-17 09:09:03.463,,424.0,424.0,False,3,,,,,,,,,
86,Material Kit React,devias-io/material-kit-react,,admin-dashboards,https://github.com/devias-io/material-kit-react,https://github.com/devias-io/material-kit-react,MIT,2019-05-02 15:25:39.000,2021-02-19 02:58:27.000,2020-12-24 09:35:53.000,997,3.0,14.0,2796,,2019-07-29 07:50:25.000,1.0.0,1.0,"React Dashboard made with Material UIs components. Our pro template contains features like TypeScript version,..",,,5.0,14,,,,,,True,3,['material-ui'],https://react-material-dashboard.devias.io/app/dashboard,,,,,,,
87,React SaaS Template,dunky11/react-saas-template,,admin-dashboards,https://github.com/dunky11/react-saas-template,https://github.com/dunky11/react-saas-template,MIT,2020-01-30 23:38:23.000,2021-02-25 16:45:08.000,2021-02-25 16:44:57.000,215,1.0,7.0,910,1062.0,,,,Template for building an SaaS / admin website using React + Material-UI.,,,6.0,14,,,,,,True,3,,https://reactsaastemplate.com/,,,,,,,
88,reactdatagrid,inovua/reactdatagrid,@inovua/reactdatagrid-community,data-tables,https://github.com/inovua/reactdatagrid,https://github.com/inovua/reactdatagrid,MIT,2020-10-07 13:47:44.000,2021-02-25 06:39:23.000,2021-02-25 06:39:23.000,7,11.0,28.0,138,112.0,2021-02-24 16:51:41.000,4.0.26,37.0,Empower Your Data with the best React Data Grid there is.,0.0,,1.0,14,https://www.npmjs.com/package/@inovua/reactdatagrid-community,2021-02-24 16:44:49.721,0.0,2511.0,2511.0,True,3,,https://reactdatagrid.io/demo,,,,,,,
89,Volt React Dashboard,themesberg/volt-react-dashboard,,admin-dashboards,https://github.com/themesberg/volt-react-dashboard,https://github.com/themesberg/volt-react-dashboard,MIT,2021-01-20 16:17:34.000,2021-02-13 10:39:35.000,2021-02-13 10:39:35.000,27,1.0,1.0,220,44.0,2021-01-22 09:58:07.000,1.0.0,1.0,A React.js admin dashboard template and UI library based on Bootstrap 5.,,,3.0,13,,,,,,True,3,['bootstrap'],https://demo.themesberg.com/volt-react-dashboard/,,,,,,,
90,Notus React,creativetimofficial/notus-react,,admin-dashboards,https://github.com/creativetimofficial/notus-react,https://github.com/creativetimofficial/notus-react,MIT,2020-09-01 07:23:16.000,2021-01-25 17:19:22.000,2020-12-07 10:11:48.000,30,1.0,1.0,148,178.0,2020-09-29 10:00:56.000,1.0.0,1.0,Notus React: Free Tailwind CSS UI Kit and Admin.,,,2.0,12,,,,,,True,3,,https://demos.creative-tim.com/notus-react/,,,,,,,
91,Material-UI Theme Creator,bareynol/mui-theme-creator,,dev-tools,https://github.com/bareynol/mui-theme-creator,https://github.com/bareynol/mui-theme-creator,0BSD,2020-08-25 14:51:49.000,2020-08-27 18:19:42.000,2020-08-27 18:08:37.000,8,5.0,2.0,60,102.0,,,,A tool to help design and customize themes for the Material-UI component library. Includes basic site templates to..,,,1.0,7,,,,,,False,3,['material-ui'],https://bareynol.github.io/mui-theme-creator/,,,,,,,
