,name,github_id,npm_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,demo_url,trending,github_release_downloads,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
51,Grommet,grommet/grommet,grommet,,ui-frameworks,https://github.com/grommet/grommet,https://github.com/grommet/grommet,Apache-2.0,2015-03-24 08:54:10.000,2021-12-28 13:48:47.000,2021-12-23 16:49:16.000,934,227.0,2637.0,7707,6147.0,2021-11-19 23:46:56.893,2.19.1,138.0,"a react-based framework that provides accessibility, modularity, responsiveness, and theming in a tidy package.",8518.0,7286.0,322,32,https://www.npmjs.com/package/grommet,2021-11-19 23:46:56.893,1232.0,101803.0,101831.0,True,2,https://v2.grommet.io/components,,1871.0,,,,,,
52,React Ace,securingsincity/react-ace,react-ace,,editors,https://github.com/securingsincity/react-ace,https://github.com/securingsincity/react-ace,MIT,2014-11-29 05:15:14.000,2021-12-30 01:01:25.000,2021-11-04 01:38:59.000,540,124.0,289.0,3358,853.0,2021-10-22 01:16:22.000,9.5.0,94.0,React Ace Component.,18409.0,14829.0,116,32,https://www.npmjs.com/package/react-ace,2021-07-31 20:44:51.577,3580.0,1191530.0,1191542.0,True,1,https://securingsincity.github.io/react-ace/,,938.0,,,,,,
53,swr,vercel/swr,swr,,data-fetching,https://github.com/vercel/swr,https://github.com/vercel/swr,MIT,2019-10-28 18:16:01.000,2021-12-30 11:14:38.000,2021-12-30 11:14:38.000,764,56.0,494.0,20504,,2021-12-26 20:32:43.977,1.1.2,110.0,React Hooks for data fetching.,40389.0,40363.0,128,31,https://www.npmjs.com/package/swr,2021-12-28 22:53:17.458,26.0,1979652.0,1979652.0,True,2,,,,,,,,,
54,editor.js,codex-team/editor.js,@editorjs/editorjs,,editors,https://github.com/codex-team/editor.js,https://github.com/codex-team/editor.js,Apache-2.0,2015-11-28 20:56:35.000,2021-12-22 22:06:57.000,2021-11-24 18:14:24.000,1346,448.0,614.0,17151,523.0,2021-09-20 15:59:27.000,2.22.3,41.0,A block-styled editor with clean JSON output.,2773.0,2699.0,36,31,https://www.npmjs.com/package/@editorjs/editorjs,2021-11-24 20:05:38.213,74.0,93014.0,93066.0,True,2,,,3123.0,,,,,,
55,sql.js,sql-js/sql.js,sql.js,,others,https://github.com/sql-js/sql.js,https://github.com/sql-js/sql.js,MIT,2012-02-27 03:05:49.000,2021-12-30 09:35:40.000,2021-09-30 15:23:15.000,909,103.0,264.0,9640,482.0,2021-09-30 15:31:29.334,1.6.2,33.0,A javascript library to run SQLite on the web.,4328.0,3530.0,42,31,https://www.npmjs.com/package/sql.js,2021-09-30 15:31:29.334,798.0,237433.0,238061.0,True,2,,1.0,15718.0,,,,,,
56,Victory,FormidableLabs/victory,victory,,data-viz,https://github.com/FormidableLabs/victory,https://github.com/FormidableLabs/victory,MIT,2015-07-02 22:36:50.000,2021-12-23 23:40:25.000,2021-11-03 21:53:26.000,456,188.0,1284.0,9271,,2021-11-03 21:53:38.283,36.2.0,213.0,A collection of composable React components for building interactive data visualizations.,12793.0,11421.0,289,31,https://www.npmjs.com/package/victory,2021-11-03 21:53:38.283,1372.0,639689.0,639689.0,True,2,https://formidable.com/open-source/victory/gallery/,,,,,,,,
57,baseweb,uber/baseweb,baseui,,ui-frameworks,https://github.com/uber/baseweb,https://github.com/uber/baseweb,MIT,2018-03-09 01:32:10.000,2021-12-24 00:44:04.000,2021-12-23 21:54:23.000,664,102.0,773.0,7239,2976.0,2021-11-16 22:24:36.117,10.6.0,661.0,A React Component library implementing the Base design language.,2675.0,2631.0,220,31,https://www.npmjs.com/package/baseui,2021-11-16 22:24:36.117,44.0,131239.0,131239.0,True,2,,,,,,,,,
58,react-draft-wysiwyg,jpuri/react-draft-wysiwyg,react-draft-wysiwyg,,editors,https://github.com/jpuri/react-draft-wysiwyg,https://github.com/jpuri/react-draft-wysiwyg,MIT,2016-09-04 18:33:34.000,2021-12-28 18:10:47.000,2021-05-05 01:18:14.000,990,573.0,367.0,5455,826.0,2021-05-05 01:18:31.148,1.14.7,130.0,A Wysiwyg editor build on top of ReactJS and DraftJS. https://jpuri.github.io/react-draft-wysiwyg.,18833.0,17261.0,83,31,https://www.npmjs.com/package/react-draft-wysiwyg,2021-05-05 01:18:31.148,1572.0,714827.0,714827.0,True,2,,,,,,,,,
59,react-quill,zenoamaro/react-quill,react-quill,,editors,https://github.com/zenoamaro/react-quill,https://github.com/zenoamaro/react-quill,MIT,2014-11-07 12:25:40.000,2021-12-01 19:33:42.000,2021-08-18 17:37:34.000,662,197.0,412.0,4764,425.0,2020-03-29 19:25:46.394,1.3.5,48.0,A Quill component for React.,20941.0,19387.0,52,31,https://www.npmjs.com/package/react-quill,2020-03-29 18:18:10.355,1554.0,906263.0,906265.0,True,2,,,187.0,,,,,,
60,Notistack,iamhosseindhv/notistack,notistack,['material-ui'],notifications,https://github.com/iamhosseindhv/notistack,https://github.com/iamhosseindhv/notistack,MIT,2018-08-04 21:05:47.000,2021-12-29 16:35:24.000,2021-10-31 03:49:11.000,248,24.0,293.0,2586,480.0,2021-10-31 03:52:26.752,2.0.3,92.0,Highly customizable notification snackbars (toasts) that can be stacked on top of each other.,15548.0,15042.0,45,31,https://www.npmjs.com/package/notistack,2021-10-31 03:39:16.160,506.0,1437740.0,1437740.0,True,3,https://iamhosseindhv.com/notistack/demos,,,,,,,,
61,primereact,primefaces/primereact,primereact,,ui-frameworks,https://github.com/primefaces/primereact,https://github.com/primefaces/primereact,MIT,2016-12-16 15:56:27.000,2021-12-28 11:25:08.000,2021-12-28 11:25:02.000,526,220.0,1971.0,2401,5178.0,2021-12-13 11:42:52.246,7.1.0,96.0,The Most Complete React UI Component Library.,7512.0,7184.0,129,31,https://www.npmjs.com/package/primereact,2021-12-13 11:42:52.246,328.0,166281.0,166281.0,True,2,,2.0,,,,,,,
62,react-json-view,mac-s-g/react-json-view,react-json-view,,file-handling,https://github.com/mac-s-g/react-json-view,https://github.com/mac-s-g/react-json-view,MIT,2017-03-26 06:01:36.000,2021-11-30 05:39:18.000,2021-03-09 03:27:31.000,325,132.0,89.0,2384,732.0,2021-03-09 03:08:46.252,1.21.3,111.0,JSON viewer for react.,26024.0,25030.0,33,31,https://www.npmjs.com/package/react-json-view,2021-03-09 03:08:46.252,994.0,1256909.0,1256909.0,True,2,https://mac-s-g.github.io/react-json-view/demo/dist/,,,,,,,,
63,zustand,pmndrs/zustand,zustand,,state-management,https://github.com/pmndrs/zustand,https://github.com/pmndrs/zustand,MIT,2019-04-09 09:10:06.000,2021-12-24 07:45:09.000,2021-12-24 07:29:04.000,340,27.0,315.0,12465,,2021-12-24 07:35:50.000,3.6.8,82.0,Bear necessities for state management in React.,10602.0,10582.0,80,30,https://www.npmjs.com/package/zustand,2021-11-16 14:27:22.215,20.0,1052341.0,1052341.0,True,3,,,,,,,,,
64,Evergreen,segmentio/evergreen,evergreen-ui,,ui-frameworks,https://github.com/segmentio/evergreen,https://github.com/segmentio/evergreen,MIT,2017-07-30 10:03:14.000,2021-12-30 02:00:58.000,2021-12-30 02:00:58.000,743,37.0,370.0,11370,814.0,2021-12-29 18:53:51.000,6.6.4,221.0,Evergreen React UI Framework by Segment.,2952.0,2802.0,128,30,https://www.npmjs.com/package/evergreen-ui,2021-12-29 18:52:03.146,150.0,60771.0,60771.0,True,2,,,,,,,,,
65,blitz,blitz-js/blitz,blitz,,cms-frameworks,https://github.com/blitz-js/blitz,https://github.com/blitz-js/blitz,MIT,2020-02-17 21:54:15.000,2021-12-29 22:35:15.000,2021-12-29 18:05:08.000,613,151.0,946.0,10507,212.0,2021-12-11 22:03:20.000,0.44.4,354.0,The Fullstack React Framework built on Next.js.,1374.0,1368.0,269,30,https://www.npmjs.com/package/blitz,2021-12-24 17:53:23.037,6.0,19140.0,19140.0,True,3,,,,,,,,,
66,Rebass,rebassjs/rebass,rebass,,ui-frameworks,https://github.com/rebassjs/rebass,https://github.com/rebassjs/rebass,MIT,2015-02-11 14:48:09.000,2021-10-31 08:29:24.000,2021-08-03 19:54:17.000,604,74.0,429.0,7569,2024.0,2019-10-28 19:08:45.057,4.0.7,109.0,React primitive UI components built with styled-system.,12729.0,11241.0,58,30,https://www.npmjs.com/package/rebass,2019-10-28 19:08:45.057,1488.0,253696.0,253696.0,True,2,https://codesandbox.io/s/github/rebassjs/rebass/tree/master/examples/sandbox,,,,,,,,
67,BizCharts,alibaba/BizCharts,bizcharts,,data-viz,https://github.com/alibaba/BizCharts,https://github.com/alibaba/BizCharts,MIT,2017-11-10 08:27:54.000,2021-12-07 02:32:49.000,2021-12-06 10:48:33.000,651,295.0,992.0,5775,974.0,2021-12-07 02:34:01.000,4.1.15,229.0,Powerful data visualization library based on G2 and React.,12986.0,11754.0,79,30,https://www.npmjs.com/package/bizcharts,2021-12-07 02:30:24.101,1232.0,105161.0,105161.0,True,2,,,,,,,,,
68,react-monaco-editor,react-monaco-editor/react-monaco-editor,react-monaco-editor,,editors,https://github.com/react-monaco-editor/react-monaco-editor,https://github.com/react-monaco-editor/react-monaco-editor,MIT,2016-09-05 07:11:05.000,2021-12-01 06:04:27.000,2021-12-01 06:02:41.000,284,27.0,242.0,2551,436.0,2021-10-26 20:47:08.479,0.46.0,71.0,Monaco Editor for React.,10780.0,10184.0,64,30,https://www.npmjs.com/package/react-monaco-editor,2021-10-26 20:47:08.479,596.0,291194.0,291194.0,True,2,,,,,,,,,
69,MUI-Datatables,gregnb/mui-datatables,mui-datatables,['material-ui'],data-tables,https://github.com/gregnb/mui-datatables,https://github.com/gregnb/mui-datatables,MIT,2017-11-04 19:49:44.000,2021-12-22 18:43:20.000,2021-10-30 11:06:48.000,798,505.0,790.0,2259,984.0,2021-10-25 12:05:16.226,4.0.0,148.0,Datatables for React using Material-UI - https://www.material-ui-datatables.com.,6604.0,6350.0,140,30,https://www.npmjs.com/package/mui-datatables,2021-10-25 12:05:16.226,254.0,210513.0,210513.0,True,2,,,,,,,,,
70,react-avatar-editor,mosch/react-avatar-editor,react-avatar-editor,,other-components,https://github.com/mosch/react-avatar-editor,https://github.com/mosch/react-avatar-editor,MIT,2014-12-12 01:22:23.000,2021-12-07 13:01:05.000,2021-09-03 07:54:44.000,331,5.0,209.0,1850,529.0,2021-07-23 09:01:09.370,12.0.0,67.0,Small avatar & profile picture component. Resize and crop uploaded images using a intuitive user interface.,4869.0,4455.0,62,30,https://www.npmjs.com/package/react-avatar-editor,2021-07-23 09:01:09.370,414.0,350532.0,350532.0,True,2,,,,,,,,,
71,React Data Table,jbetancur/react-data-table-component,react-data-table-component,,data-tables,https://github.com/jbetancur/react-data-table-component,https://github.com/jbetancur/react-data-table-component,Apache-2.0,2018-03-16 04:31:39.000,2021-12-19 18:43:46.000,2021-12-19 18:43:44.000,251,52.0,567.0,1342,899.0,2021-12-18 15:36:39.000,7.4.6,174.0,"A responsive table library with built-in sorting, pagination, selection, expandable rows, and customizable styling.",6524.0,6436.0,54,30,https://www.npmjs.com/package/react-data-table-component,2021-12-18 15:31:52.672,88.0,214771.0,214771.0,True,2,https://jbetancur.github.io/react-data-table-component/,,,,,,,,
72,react-csv,react-csv/react-csv,react-csv,,file-handling,https://github.com/react-csv/react-csv,https://github.com/react-csv/react-csv,MIT,2016-11-25 12:55:39.000,2021-12-23 09:55:50.000,2021-12-20 12:06:30.000,241,81.0,138.0,854,225.0,2021-12-20 12:06:28.617,2.2.1,39.0,React components to build CSV files on the fly basing on Array/literal object of data.,9024.0,8502.0,36,30,https://www.npmjs.com/package/react-csv,2021-12-20 12:06:28.617,522.0,968993.0,968993.0,True,2,,,,,,,,,
73,uppy,transloadit/uppy,uppy,,file-handling,https://github.com/transloadit/uppy,https://github.com/transloadit/uppy,MIT,2015-11-16 12:32:33.000,2021-12-29 11:05:53.000,2021-12-29 10:59:18.000,1628,57.0,1593.0,24883,,2021-12-21 14:46:59.000,uppy@2.3.2,153.0,The next open source file uploader for web browsers.,1710.0,1594.0,325,29,https://www.npmjs.com/package/uppy,2021-12-21 14:46:49.309,116.0,65791.0,65791.0,True,3,,,,,,,,,
74,chakra-ui,chakra-ui/chakra-ui,chakra-ui,,ui-frameworks,https://github.com/chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,MIT,2019-08-17 14:27:54.000,2021-12-29 10:25:34.000,2021-12-29 09:05:44.000,1992,119.0,2195.0,22945,,2021-11-12 19:51:52.000,@chakra-ui/checkbox@1.6.1,100.0,"Simple, Modular & Accessible UI Components for your React Applications.",25309.0,25307.0,492,29,https://www.npmjs.com/package/chakra-ui,2019-04-27 08:34:34.655,2.0,2135.0,2135.0,True,3,,,,,,,,,
75,docz,pedronauck/docz,docz,,dev-tools,https://github.com/doczjs/docz,https://github.com/doczjs/docz,MIT,2018-03-17 04:24:10.000,2021-11-09 19:44:23.000,2021-11-09 19:42:48.000,1374,98.0,1116.0,22042,,2020-04-05 08:58:58.000,2.3.1,274.0,It has never been so easy to document your things!.,7191.0,5819.0,130,29,https://www.npmjs.com/package/docz,2021-09-10 12:11:28.492,1372.0,82365.0,82365.0,True,2,,,,doczjs/docz,,,,,
76,relay,facebook/relay,relay,,data-fetching,https://github.com/facebook/relay,https://github.com/facebook/relay,MIT,2015-08-10 22:09:16.000,2021-12-29 20:58:01.000,2021-12-29 20:47:13.000,1659,370.0,1539.0,16441,,2021-09-01 16:29:14.000,12.0.0,69.0,Relay is a JavaScript framework for building data-driven React applications.,4978.0,4900.0,624,29,https://www.npmjs.com/package/relay,2013-04-14 20:53:10.498,78.0,1519.0,1519.0,True,3,,,,,,,,,
77,visx,airbnb/visx,@visx/group,,data-viz,https://github.com/airbnb/visx,https://github.com/airbnb/visx,MIT,2017-03-15 16:25:41.000,2021-12-23 09:27:39.000,2021-11-11 20:54:34.000,542,105.0,505.0,14572,3016.0,2021-08-17 20:42:16.915,2.1.0,76.0,visx | visualization components.,165.0,165.0,127,29,https://www.npmjs.com/package/@visx/group,2021-08-10 07:12:40.063,0.0,440902.0,440902.0,True,2,https://airbnb.io/visx/gallery,-1.0,,,,,,,
78,fluentui,microsoft/fluentui,@fluentui/react,,ui-frameworks,https://github.com/microsoft/fluentui,https://github.com/microsoft/fluentui,MIT,2016-06-06 15:03:44.000,2021-12-30 05:04:08.000,2021-12-30 04:38:41.000,2077,1033.0,7825.0,12625,12576.0,2021-12-22 07:28:50.923,8.48.1,459.0,"Fluent UI web represents a collection of utilities, React components, and web components for building web applications.",2.0,2.0,723,29,https://www.npmjs.com/package/@fluentui/react,2021-12-22 07:28:50.923,0.0,299872.0,299872.0,True,3,,,,,,,,,
79,muuri,haltu/muuri,muuri,,other-components,https://github.com/haltu/muuri,https://github.com/haltu/muuri,MIT,2015-12-21 07:00:44.000,2021-12-11 05:10:49.000,2021-07-09 19:05:04.000,597,79.0,400.0,9803,516.0,2021-07-09 19:14:08.022,0.9.5,22.0,"Infinite responsive, sortable, filterable and draggable layouts.",857.0,813.0,14,29,https://www.npmjs.com/package/muuri,2021-07-09 19:14:08.022,44.0,60838.0,60838.0,True,2,,,,,,,,,
80,ncc,vercel/ncc,@vercel/ncc,,dev-tools,https://github.com/vercel/ncc,https://github.com/vercel/ncc,MIT,2018-11-13 04:00:21.000,2021-12-22 23:38:06.000,2021-12-22 23:38:05.000,205,146.0,302.0,6246,,2021-12-18 20:33:29.595,0.33.1,74.0,"Compile a Node.js project into a single file. Supports TypeScript, binary addons, dynamic requires.",8760.0,8760.0,45,29,https://www.npmjs.com/package/@vercel/ncc,2021-12-18 20:33:29.595,0.0,633122.0,633122.0,True,2,,,,,,,,,
81,twin.macro,ben-rogerson/twin.macro,twin.macro,,styling,https://github.com/ben-rogerson/twin.macro,https://github.com/ben-rogerson/twin.macro,MIT,2020-02-19 04:45:25.000,2021-12-11 12:07:26.000,2021-12-11 12:07:09.000,118,13.0,234.0,5158,769.0,2021-12-07 23:59:40.000,2.8.2,62.0,"Twin blends the magic of Tailwind with the flexibility of css-in-js (emotion, styled-components, stitches and goober)..",5372.0,5372.0,35,29,https://www.npmjs.com/package/twin.macro,2021-12-07 23:59:18.539,0.0,195361.0,195361.0,True,3,,,,,,,,,
82,theme-ui,system-ui/theme-ui,theme-ui,,ui-frameworks,https://github.com/system-ui/theme-ui,https://github.com/system-ui/theme-ui,MIT,2019-04-03 22:10:49.000,2021-12-30 06:44:21.000,2021-12-30 00:15:01.000,541,79.0,524.0,4173,,2021-12-27 22:17:28.000,0.13.0,350.0,"Build consistent, themeable React apps based on constraint-based design principles.",18722.0,18060.0,137,29,https://www.npmjs.com/package/theme-ui,2021-05-19 08:13:11.218,662.0,415619.0,415619.0,True,3,,-1.0,,,,,,,
83,react-rte,sstur/react-rte,react-rte,,editors,https://github.com/sstur/react-rte,https://github.com/sstur/react-rte,ISC,2016-02-25 02:36:56.000,2021-11-30 15:51:10.000,2021-11-30 15:51:07.000,422,180.0,149.0,2614,316.0,2021-12-01 15:05:41.000,0.16.4,39.0,Pure React rich text WYSIWYG editor based on draft-js.,2998.0,2524.0,46,29,https://www.npmjs.com/package/react-rte,2016-02-24 23:30:39.985,474.0,116978.0,116978.0,True,2,,,,,,,,,
84,loglevel,pimterry/loglevel,loglevel,,utils,https://github.com/pimterry/loglevel,https://github.com/pimterry/loglevel,MIT,2013-03-23 20:35:58.000,2021-11-18 12:58:28.369,2021-11-18 12:51:09.000,160,16.0,103.0,2142,289.0,2021-11-18 12:58:28.369,1.8.0,27.0,"Minimal lightweight logging for JavaScript, adding reliable log level methods to wrap any available console.log methods.",6281074.0,5701770.0,30,29,https://www.npmjs.com/package/loglevel,2021-11-18 12:58:28.369,579304.0,,,True,3,,-8.0,,,,,,,
85,react-copy-to-clipboard,nkbt/react-copy-to-clipboard,react-copy-to-clipboard,,other-components,https://github.com/nkbt/react-copy-to-clipboard,https://github.com/nkbt/react-copy-to-clipboard,MIT,2015-07-04 09:10:02.000,2021-08-17 15:55:10.000,2021-08-17 15:55:09.000,113,18.0,68.0,1893,515.0,2021-08-17 13:21:12.109,5.0.4,28.0,Copy-to-clipboard React component.,64756.0,58840.0,18,29,https://www.npmjs.com/package/react-copy-to-clipboard,2021-08-17 13:21:12.109,5916.0,3030046.0,3030046.0,True,2,,,,,,,,,
86,Ant Design Pro,ant-design/ant-design-pro,,['ant-design'],admin-dashboards,https://github.com/ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,MIT,2017-08-25 10:40:44.000,2021-12-29 06:30:58.000,2021-12-29 06:22:44.000,7127,144.0,7883.0,31003,2360.0,2021-12-22 08:23:22.000,5.2.0,25.0,Use Ant Design like a Pro!.,2339.0,2339.0,295,28,,,,,,True,2,https://preview.pro.ant.design/,,,,,,,,
87,React Suite,rsuite/rsuite,rsuite,,ui-frameworks,https://github.com/rsuite/rsuite,https://github.com/rsuite/rsuite,MIT,2016-06-06 02:27:46.000,2021-12-30 10:48:54.000,2021-12-30 10:48:48.000,703,111.0,597.0,6378,,2021-12-30 11:18:46.000,5.4.3,249.0,A suite of React components .,5209.0,5077.0,66,28,https://www.npmjs.com/package/rsuite,2021-12-30 10:47:33.246,132.0,189628.0,189628.0,True,3,https://rsuitejs.com/components/overview/,,,,,,,,
88,carbon,carbon-design-system/carbon,carbon-components-react,,ui-frameworks,https://github.com/carbon-design-system/carbon,https://github.com/carbon-design-system/carbon,Apache-2.0,2017-03-13 14:23:59.000,2021-12-29 12:37:07.000,2021-12-17 20:49:53.000,1185,498.0,4796.0,5041,,2021-12-10 17:25:18.000,10.50.0,958.0,A design system built by IBM.,360.0,40.0,360,28,https://www.npmjs.com/package/carbon-components-react,2021-12-10 17:24:55.772,320.0,164260.0,164325.0,True,3,,,1179.0,,,,,,
89,react-data-grid,adazzle/react-data-grid,react-data-grid,,data-tables,https://github.com/adazzle/react-data-grid,https://github.com/adazzle/react-data-grid,MIT,2015-03-06 10:15:04.000,2021-12-21 15:47:52.000,2021-12-09 14:29:05.000,1892,70.0,1228.0,5032,,2019-04-03 17:25:26.810,6.1.0,1006.0,Feature-rich and customizable data grid React component.,5865.0,4983.0,125,28,https://www.npmjs.com/package/react-data-grid,2021-05-26 14:56:53.386,882.0,261684.0,261684.0,True,3,,,,,,,,,
90,Reactive Search,appbaseio/reactivesearch,@appbaseio/reactivesearch,,other-components,https://github.com/appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,Apache-2.0,2017-02-15 15:21:24.000,2021-12-30 14:16:30.000,2021-12-30 12:12:33.000,454,176.0,887.0,4536,2378.0,2021-12-01 18:01:23.000,1.24.3-ue,293.0,Search UI components for React and Vue: powered by appbase.io / Elasticsearch.,305.0,121.0,63,28,https://www.npmjs.com/package/@appbaseio/reactivesearch,2021-11-30 08:17:55.929,184.0,19320.0,19320.0,True,2,https://opensource.appbase.io/reactivesearch/#examples,,,,,,,,
91,polaris-react,Shopify/polaris-react,@shopify/polaris,,ui-frameworks,https://github.com/Shopify/polaris-react,https://github.com/Shopify/polaris-react,MIT,2017-04-20 18:26:34.000,2021-12-27 11:31:32.000,2021-12-22 13:49:00.000,871,379.0,1750.0,4428,,2021-12-16 16:37:58.000,7.5.0,413.0,Shopifys admin product component library.,3762.0,3504.0,299,28,https://www.npmjs.com/package/@shopify/polaris,2021-12-17 20:10:35.439,258.0,337149.0,337691.0,True,3,,,18445.0,,,,,,
92,Perspective,finos/perspective,@finos/perspective,,data-tables,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2021-12-28 19:10:24.000,2021-12-23 21:43:34.000,420,70.0,417.0,4009,4973.0,2021-12-23 23:15:15.000,1.0.8,59.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",233.0,219.0,65,28,https://www.npmjs.com/package/@finos/perspective,2021-12-23 21:44:38.674,6.0,8837.0,13090.0,True,3,https://perspective.finos.org/,,,,perspective-python,https://pypi.org/project/perspective-python,2021-12-23 23:15:15.000,8.0,4253.0
93,Monaco React,suren-atoyan/monaco-react,@monaco-editor/react,,editors,https://github.com/suren-atoyan/monaco-react,https://github.com/suren-atoyan/monaco-react,MIT,2019-06-16 07:46:31.000,2021-12-26 15:50:23.000,2021-11-24 09:16:14.000,126,42.0,198.0,1442,382.0,2021-10-03 14:26:32.000,4.3.1,88.0,Monaco Editor for React - use the monaco-editor in any React application without needing to use webpack (or..,3765.0,3743.0,31,28,https://www.npmjs.com/package/@monaco-editor/react,2021-10-03 14:25:47.775,22.0,433254.0,433254.0,True,3,https://monaco-react.surenatoyan.com/,,,,,,,,
94,fullcalendar-react,fullcalendar/fullcalendar-react,@fullcalendar/react,,other-components,https://github.com/fullcalendar/fullcalendar-react,https://github.com/fullcalendar/fullcalendar-react,MIT,2018-12-03 21:32:44.000,2021-11-03 04:11:23.000,2021-11-03 03:48:13.000,62,27.0,126.0,1102,184.0,2021-11-03 04:09:30.051,5.10.1,26.0,An official React component for FullCalendar.,7689.0,7569.0,3,28,https://www.npmjs.com/package/@fullcalendar/react,2021-11-03 04:09:30.051,120.0,390162.0,390162.0,True,2,,,,,,,,,
95,ant-design-charts,ant-design/ant-design-charts,@ant-design/charts,['ant-design'],data-viz,https://github.com/ant-design/ant-design-charts,https://github.com/ant-design/ant-design-charts,MIT,2020-03-09 09:08:31.000,2021-12-29 09:34:22.000,2021-12-29 09:34:21.000,259,138.0,575.0,953,738.0,2021-12-24 09:19:16.000,1.3.3,97.0,A React Chart Library.,2315.0,2315.0,34,28,https://www.npmjs.com/package/@ant-design/charts,2021-12-24 05:39:26.482,0.0,131862.0,131862.0,True,2,,,,,,,,,
96,React ApexCharts,apexcharts/react-apexcharts,react-apexcharts,,data-viz,https://github.com/apexcharts/react-apexcharts,https://github.com/apexcharts/react-apexcharts,MIT,2018-08-20 13:36:46.000,2021-11-18 20:14:17.000,2021-11-18 20:14:17.000,85,136.0,144.0,858,179.0,2021-04-12 12:08:42.212,1.3.9,24.0,React Component for ApexCharts.,22145.0,21857.0,20,28,https://www.npmjs.com/package/react-apexcharts,2021-04-12 12:08:42.212,288.0,491064.0,491064.0,True,2,https://apexcharts.com/react-chart-demos/,,,,,,,,
97,material-ui-chip-input,TeamWertarbyte/material-ui-chip-input,material-ui-chip-input,['material-ui'],other-components,https://github.com/TeamWertarbyte/material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,MIT,2016-09-07 16:47:10.000,2021-10-21 14:50:06.000,2020-09-08 13:18:49.000,193,38.0,237.0,726,305.0,2019-12-01 15:35:30.000,1.1.0,73.0,A chip input field using Material-UI.,5592.0,4766.0,51,28,https://www.npmjs.com/package/material-ui-chip-input,2019-12-01 15:47:13.811,826.0,231425.0,231425.0,False,2,https://mui.wertarbyte.com/#material-ui-chip-input,,,,,,,,
98,material-ui-dropzone,Yuvaleros/material-ui-dropzone,material-ui-dropzone,['material-ui'],file-handling,https://github.com/Yuvaleros/material-ui-dropzone,https://github.com/Yuvaleros/material-ui-dropzone,MIT,2017-10-16 11:50:16.000,2021-12-16 21:55:16.000,2020-10-01 14:00:45.000,201,97.0,128.0,415,427.0,2020-09-20 20:21:49.283,3.5.0,32.0,A Material-UI file upload dropzone.,4194.0,4082.0,48,28,https://www.npmjs.com/package/material-ui-dropzone,2020-09-20 20:21:49.283,112.0,202218.0,202218.0,False,3,https://yuvaleros.github.io/material-ui-dropzone/,,,,,,,,
99,Bit,teambit/bit,bit-bin,,dev-tools,https://github.com/teambit/bit,https://github.com/teambit/bit,Apache-2.0,2017-01-22 14:51:43.000,2021-12-30 15:08:32.000,2021-12-30 14:46:40.000,791,209.0,1215.0,14484,9073.0,2020-07-13 09:59:04.000,14.8.8,757.0,"Build, distribute, and collaborate on components.",19.0,9.0,62,27,https://www.npmjs.com/package/bit-bin,2021-07-05 14:30:42.755,10.0,12810.0,12920.0,True,3,,,5989.0,,,,,,
100,ReactPage,react-page/react-page,@react-page/editor,,editors,https://github.com/react-page/react-page,https://github.com/react-page/react-page,MIT,2015-05-29 12:19:44.000,2021-12-30 14:18:08.786,2021-12-30 14:09:49.000,583,8.0,646.0,8718,1210.0,2021-12-30 14:18:26.000,4.4.1,271.0,"Next-gen, highly customizable content editor for the browser - based on React and written in TypeScript. WYSIWYG on..",82.0,82.0,52,27,https://www.npmjs.com/package/@react-page/editor,2021-12-30 14:18:08.786,0.0,4703.0,4703.0,True,3,,,,,,,,,
101,react-vis,uber/react-vis,react-vis,,data-viz,https://github.com/uber/react-vis,https://github.com/uber/react-vis,MIT,2016-02-22 20:45:50.000,2021-09-03 11:19:49.000,2020-07-13 14:33:01.000,820,327.0,507.0,8098,876.0,2019-04-19 03:58:15.000,1.11.7,99.0,Data Visualization Components.,1048.0,,122,27,https://www.npmjs.com/package/react-vis,2017-04-22 00:52:57.632,1048.0,323936.0,323936.0,False,3,http://uber.github.io/react-vis/examples/showcases/,,,,,,,,
102,react-diagrams,projectstorm/react-diagrams,@projectstorm/react-diagrams,,data-viz,https://github.com/projectstorm/react-diagrams,https://github.com/projectstorm/react-diagrams,MIT,2016-06-03 09:10:01.000,2021-12-24 01:13:37.000,2021-11-12 17:17:34.000,953,252.0,469.0,6620,842.0,2021-08-10 00:10:06.057,6.6.1,29.0,"a super simple, no-nonsense diagramming library written in react that just works.",215.0,201.0,82,27,https://www.npmjs.com/package/@projectstorm/react-diagrams,2021-08-10 00:10:06.057,14.0,38398.0,38398.0,True,3,,,,,,,,,
