,name,github_id,npm_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,trending,demo_url,github_release_downloads,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
20,React-Toastify,fkhadra/react-toastify,react-toastify,notifications,https://github.com/fkhadra/react-toastify,https://github.com/fkhadra/react-toastify,MIT,2016-11-08 12:32:52.000,2021-03-31 23:36:15.000,2021-02-01 11:49:03.000,344,22.0,405.0,6532,1025.0,2021-02-01 13:53:05.000,7.0.3,114.0,React notification made easy !.,86267.0,80331.0,67.0,33,https://www.npmjs.com/package/react-toastify,2021-01-28 19:17:22.281,5936.0,2609963.0,2609963.0,True,1,,,https://fkhadra.github.io/react-toastify/introduction/,,,,,,
21,React Chartjs 2,reactchartjs/react-chartjs-2,react-chartjs-2,data-viz,https://github.com/reactchartjs/react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,MIT,2016-05-06 22:01:08.000,2021-03-30 18:44:56.000,2020-11-28 04:12:38.000,673,140.0,362.0,3767,227.0,2020-11-06 12:38:11.000,2.11.1,62.0,React wrapper for Chart.js.,77792.0,71068.0,57.0,33,https://www.npmjs.com/package/react-chartjs-2,2020-11-06 06:02:07.189,6724.0,1529619.0,1529619.0,True,1,,,https://reactchartjs.github.io/react-chartjs-2/,,,,,,
22,docz,doczjs/docz,docz,dev-tools,https://github.com/doczjs/docz,https://github.com/doczjs/docz,MIT,2018-03-17 04:24:10.000,2021-03-12 18:44:17.000,2020-11-19 15:31:27.000,1263,74.0,1096.0,20015,1581.0,2020-04-05 08:58:58.000,2.3.1,273.0,It has never been so easy to document your things!.,6537.0,5165.0,122.0,32,https://www.npmjs.com/package/docz,2020-04-07 10:55:25.773,1372.0,219222.0,219222.0,True,2,,,,,,,,,
23,Blueprint,palantir/blueprint,@blueprintjs/core,ui-frameworks,https://github.com/palantir/blueprint,https://github.com/palantir/blueprint,Apache-2.0,2016-10-25 21:17:50.000,2021-04-01 08:35:16.000,2021-03-25 15:57:35.000,1831,555.0,1827.0,17549,,2021-03-10 20:47:46.662,3.41.0,139.0,A React-based UI toolkit for the web.,10863.0,8785.0,276.0,32,https://www.npmjs.com/package/@blueprintjs/core,2021-03-10 20:47:46.662,2078.0,714413.0,714413.0,True,3,,,https://blueprintjs.com/docs/,,,,,,
24,Handsontable,handsontable/handsontable,handsontable,data-tables,https://github.com/handsontable/handsontable,https://github.com/handsontable/handsontable,ICU,2011-05-23 22:38:58.000,2021-04-01 16:24:05.000,2021-03-18 10:02:32.000,2577,665.0,5835.0,14973,7029.0,2021-03-16 10:58:01.000,8.3.2,100.0,"JavaScript data grid with a spreadsheet look & feel. Works for React, Angular, and Vue. Supported by the Handsontable..",4240.0,3516.0,117.0,32,https://www.npmjs.com/package/handsontable,2021-02-10 11:36:40.612,724.0,267844.0,267844.0,False,1,,,https://handsontable.com/examples,,,,,,
25,nivo,plouc/nivo,@nivo/core,data-viz,https://github.com/plouc/nivo,https://github.com/plouc/nivo,MIT,2016-04-16 03:27:56.000,2021-03-30 18:53:08.000,2021-01-07 23:30:49.000,650,169.0,844.0,8535,1229.0,2020-11-27 14:36:21.000,0.66.0,49.0,"nivo provides a rich set of dataviz components, built on top of the awesome d3 and Reactjs libraries.",1307.0,1005.0,121.0,32,https://www.npmjs.com/package/@nivo/core,2020-11-27 14:33:04.742,302.0,665202.0,665202.0,True,2,,,https://nivo.rocks/components/,,,,,,
26,Grommet,grommet/grommet,grommet,ui-frameworks,https://github.com/grommet/grommet,https://github.com/grommet/grommet,Apache-2.0,2015-03-24 08:54:10.000,2021-04-01 06:50:43.000,2021-03-31 22:30:56.000,868,206.0,2326.0,7140,5756.0,2021-03-26 21:13:33.000,2.17.1,131.0,"a react-based framework that provides accessibility, modularity, responsiveness, and theming in a tidy package.",7433.0,6201.0,286.0,32,https://www.npmjs.com/package/grommet,2021-03-26 21:11:28.753,1232.0,98526.0,98553.0,True,3,,,https://v2.grommet.io/components,1696.0,,,,,
27,material-table,mbrn/material-table,material-table,data-tables,https://github.com/mbrn/material-table,https://github.com/mbrn/material-table,MIT,2018-08-06 13:15:08.000,2021-03-30 23:54:27.000,2020-11-17 09:07:01.000,912,202.0,2076.0,2918,1573.0,2020-08-23 16:38:26.000,1.69.0,184.0,Datatable for React based on material-ui's table with additional features.,13751.0,13223.0,198.0,32,https://www.npmjs.com/package/material-table,2020-08-23 16:32:05.989,528.0,546568.0,546568.0,True,1,['material-ui'],,,,,,,,
28,Victory,FormidableLabs/victory,victory,data-viz,https://github.com/FormidableLabs/victory,https://github.com/FormidableLabs/victory,MIT,2015-07-02 22:36:50.000,2021-03-19 16:38:14.000,2021-03-19 16:37:59.000,420,164.0,1170.0,8775,,2021-03-02 00:42:12.095,35.4.10,181.0,A collection of composable React components for building interactive data visualizations.,9603.0,8231.0,234.0,31,https://www.npmjs.com/package/victory,2021-03-04 17:53:38.418,1372.0,786584.0,786584.0,True,2,,,https://formidable.com/open-source/victory/gallery/,,,,,,
29,React Ace,securingsincity/react-ace,react-ace,editors,https://github.com/securingsincity/react-ace,https://github.com/securingsincity/react-ace,MIT,2014-11-29 05:15:14.000,2021-03-31 01:49:19.000,2021-03-31 01:47:22.000,516,107.0,282.0,3007,853.0,2021-03-28 00:46:55.237,9.4.0,92.0,React Ace Component.,14896.0,11316.0,116.0,31,https://www.npmjs.com/package/react-ace,2021-03-28 00:46:55.237,3580.0,1317750.0,1317761.0,True,2,,,https://securingsincity.github.io/react-ace/,816.0,,,,,
30,react-json-view,mac-s-g/react-json-view,react-json-view,file-handling,https://github.com/mac-s-g/react-json-view,https://github.com/mac-s-g/react-json-view,MIT,2017-03-26 06:01:36.000,2021-03-09 03:27:31.000,2021-03-09 03:27:31.000,280,91.0,85.0,1972,732.0,2021-03-09 03:08:46.252,1.21.3,111.0,JSON viewer for react.,13400.0,12406.0,33.0,31,https://www.npmjs.com/package/react-json-view,2021-03-09 03:08:46.252,994.0,1263957.0,1263957.0,True,2,,,https://mac-s-g.github.io/react-json-view/demo/dist/,,,,,,
31,Notistack,iamhosseindhv/notistack,notistack,notifications,https://github.com/iamhosseindhv/notistack,https://github.com/iamhosseindhv/notistack,MIT,2018-08-04 21:05:47.000,2021-03-30 01:34:22.000,2021-02-28 19:19:33.000,170,26.0,220.0,1899,470.0,2021-02-28 19:20:10.635,1.0.5,73.0,Highly customizable notification snackbars (toasts) that can be stacked on top of each other.,9298.0,8792.0,42.0,31,https://www.npmjs.com/package/notistack,2021-02-28 19:28:43.619,506.0,1145279.0,1145279.0,True,3,['material-ui'],,https://iamhosseindhv.com/notistack/demos,,,,,,
32,Rebass,rebassjs/rebass,rebass,ui-frameworks,https://github.com/rebassjs/rebass,https://github.com/rebassjs/rebass,MIT,2015-02-11 14:48:09.000,2021-03-08 16:52:45.000,2021-03-08 16:48:37.000,528,42.0,428.0,7213,2010.0,2019-10-28 19:08:45.057,4.0.7,109.0,React primitive UI components built with styled-system.,9751.0,8263.0,58.0,30,https://www.npmjs.com/package/rebass,2019-10-28 19:08:45.057,1488.0,414054.0,414054.0,True,3,,,https://codesandbox.io/s/github/rebassjs/rebass/tree/master/examples/sandbox,,,,,,
33,BizCharts,alibaba/BizCharts,bizcharts,data-viz,https://github.com/alibaba/BizCharts,https://github.com/alibaba/BizCharts,MIT,2017-11-10 08:27:54.000,2021-03-09 03:02:44.000,2021-03-09 03:01:34.000,603,242.0,957.0,5556,943.0,2021-03-09 03:02:44.000,4.1.9,209.0,Powerful data visualization library based on G2 and React.,11809.0,10577.0,75.0,30,https://www.npmjs.com/package/bizcharts,2021-03-09 02:56:47.573,1232.0,153191.0,153191.0,True,2,,,,,,,,,
34,React Suite,rsuite/rsuite,rsuite,ui-frameworks,https://github.com/rsuite/rsuite,https://github.com/rsuite/rsuite,MIT,2016-06-06 02:27:46.000,2021-04-01 07:46:53.000,2021-03-30 02:31:05.000,505,123.0,393.0,5375,1639.0,2021-03-11 09:35:16.987,4.9.3,211.0,A suite of React components .,2980.0,2848.0,51.0,30,https://www.npmjs.com/package/rsuite,2021-02-23 07:44:05.660,132.0,62277.0,62277.0,True,3,,,https://rsuitejs.com/components/overview/,,,,,,
35,react-monaco-editor,react-monaco-editor/react-monaco-editor,react-monaco-editor,editors,https://github.com/react-monaco-editor/react-monaco-editor,https://github.com/react-monaco-editor/react-monaco-editor,MIT,2016-09-05 07:11:05.000,2021-03-30 15:09:25.000,2021-03-30 15:09:15.000,270,19.0,218.0,2137,349.0,2021-03-15 17:34:44.054,0.43.0,69.0,Monaco Editor for React.,9622.0,9026.0,60.0,30,https://www.npmjs.com/package/react-monaco-editor,2021-03-15 17:34:44.054,596.0,370116.0,370116.0,True,2,,,,,,,,,
36,MUI-Datatables,gregnb/mui-datatables,mui-datatables,data-tables,https://github.com/gregnb/mui-datatables,https://github.com/gregnb/mui-datatables,MIT,2017-11-04 19:49:44.000,2021-03-31 21:38:33.000,2021-02-19 11:47:52.000,689,433.0,765.0,1945,920.0,2021-02-05 12:22:17.000,3.7.6,142.0,Datatables for React using Material-UI - https://www.material-ui-datatables.com.,4528.0,4274.0,129.0,30,https://www.npmjs.com/package/mui-datatables,2021-02-05 12:21:15.302,254.0,205723.0,205723.0,True,2,['material-ui'],,,,,,,,
37,React-Move,sghall/react-move,react-move,animations,https://github.com/sghall/react-move,https://github.com/sghall/react-move,MIT,2017-03-20 15:38:13.000,2021-03-27 21:46:51.000,2021-02-03 23:11:22.000,196,4.0,35.0,6283,508.0,2020-06-30 01:48:33.306,6.3.0,58.0,"React Move | Beautiful, data-driven animations for React.",4180.0,3534.0,12.0,29,https://www.npmjs.com/package/react-move,2020-06-30 01:48:33.306,646.0,503236.0,503236.0,True,1,,,https://react-move-docs.netlify.app/#/demos/node-group,,,,,,
38,react-csv,react-csv/react-csv,react-csv,file-handling,https://github.com/react-csv/react-csv,https://github.com/react-csv/react-csv,MIT,2016-11-25 12:55:39.000,2021-03-29 23:39:58.000,2020-07-09 05:32:23.000,211,101.0,112.0,735,164.0,2020-04-01 19:55:11.000,2.0.3,30.0,React components to build CSV files on the fly basing on Array/literal object of data.,6291.0,5769.0,26.0,29,https://www.npmjs.com/package/react-csv,2020-04-01 16:36:39.880,522.0,1082585.0,1082585.0,True,3,,,,,,,,,
39,Ant Design Pro,ant-design/ant-design-pro,,admin-dashboards,https://github.com/ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,MIT,2017-08-25 10:40:44.000,2021-04-01 06:09:18.000,2021-03-26 09:19:25.000,6611,97.0,6832.0,28755,2280.0,2020-12-18 07:06:21.000,4.3.0,22.0,Use Ant Design like a Pro!.,2124.0,2124.0,277.0,28,,,,,,True,2,['ant-design'],,https://preview.pro.ant.design/,,,,,,
40,react-virtualized,vaughn/react-virtualized,react-virtualized,data-tables,,https://github.com/bvaughn/react-virtualized,MIT,,2018-06-01 16:00:52.806,,2635,,,21353,,2020-12-18 22:16:25.269,9.22.3,294.0,"React components for efficiently rendering large, scrollable lists and tabular data.",5456.0,,,28,https://www.npmjs.com/package/react-virtualized,2018-06-01 16:00:52.806,5456.0,3723504.0,3723504.0,False,2,,,https://bvaughn.github.io/react-virtualized/#/components/List,,,,,,
41,visx,airbnb/visx,@visx/group,data-viz,https://github.com/airbnb/visx,https://github.com/airbnb/visx,MIT,2017-03-15 16:25:41.000,2021-03-30 07:41:59.000,2021-03-18 21:38:25.000,475,87.0,427.0,12958,2862.0,2021-03-08 20:16:56.000,1.6.1,76.0,visx | visualization components.,36.0,36.0,106.0,28,https://www.npmjs.com/package/@visx/group,2021-03-08 20:10:00.881,0.0,166289.0,166289.0,True,3,,,https://airbnb.io/visx/gallery,,,,,,
42,Evergreen,segmentio/evergreen,evergreen-ui,ui-frameworks,https://github.com/segmentio/evergreen,https://github.com/segmentio/evergreen,MIT,2017-07-30 10:03:14.000,2021-04-01 06:20:00.000,2020-12-04 22:52:34.000,633,73.0,291.0,10604,707.0,2020-09-28 15:23:38.000,5.1.2,204.0,Evergreen React UI Framework by Segment.,2202.0,2052.0,107.0,28,https://www.npmjs.com/package/evergreen-ui,2021-03-31 18:21:57.660,150.0,35297.0,35297.0,True,3,,,,,,,,,
43,react-vis,uber/react-vis,react-vis,data-viz,https://github.com/uber/react-vis,https://github.com/uber/react-vis,MIT,2016-02-22 20:45:50.000,2021-03-30 19:33:10.000,2020-07-13 14:33:01.000,809,314.0,504.0,7747,876.0,2019-04-19 03:58:15.000,1.11.7,99.0,Data Visualization Components.,1048.0,,122.0,28,https://www.npmjs.com/package/react-vis,2017-04-22 00:52:57.632,1048.0,301363.0,301363.0,True,3,,,http://uber.github.io/react-vis/examples/showcases/,,,,,,
44,react-data-grid,adazzle/react-data-grid,react-data-grid,data-tables,https://github.com/adazzle/react-data-grid,https://github.com/adazzle/react-data-grid,MIT,2015-03-06 10:15:04.000,2021-04-01 17:54:37.000,2021-03-23 17:14:59.000,1827,173.0,1056.0,4490,,2019-04-03 17:25:26.810,6.1.0,989.0,"Excel-like grid component built with React, with editors, keyboard navigation, copy & paste, and the like.",5008.0,4126.0,119.0,28,https://www.npmjs.com/package/react-data-grid,2021-03-23 17:16:02.387,882.0,249157.0,249157.0,True,2,,,,,,,,,
45,Reactive Search,appbaseio/reactivesearch,@appbaseio/reactivesearch,other-components,https://github.com/appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,Apache-2.0,2017-02-15 15:21:24.000,2021-04-01 10:01:20.000,2021-03-31 09:41:02.000,442,163.0,850.0,4376,2378.0,2021-03-22 17:11:54.000,3.16.2,271.0,"React, React Native and Vue UI components for building data-driven apps with Elasticsearch.",289.0,105.0,59.0,28,https://www.npmjs.com/package/@appbaseio/reactivesearch,2021-03-01 14:29:12.859,184.0,21937.0,21937.0,True,1,,,https://opensource.appbase.io/reactivesearch/#examples,,,,,,
46,react-sortable-tree,frontend-collective/react-sortable-tree,react-sortable-tree,other-components,https://github.com/frontend-collective/react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,MIT,2016-07-22 08:36:25.000,2021-03-29 17:53:40.000,2020-08-10 07:57:42.000,725,298.0,291.0,3984,552.0,2020-08-10 08:00:07.000,2.8.0,65.0,Drag-and-drop sortable component for nested data and hierarchies.,2480.0,2132.0,37.0,28,https://www.npmjs.com/package/react-sortable-tree,2020-08-10 07:56:50.631,348.0,353951.0,353951.0,True,1,,,https://frontend-collective.github.io/react-sortable-tree/?path=/story/basics--minimal-implementation,,,,,,
47,react-mde,andrerpena/react-mde,react-mde,editors,https://github.com/andrerpena/react-mde,https://github.com/andrerpena/react-mde,MIT,2016-11-26 18:10:16.000,2021-03-31 05:28:02.000,2021-01-17 11:35:58.000,128,51.0,141.0,1208,732.0,2021-01-17 11:35:49.247,11.0.6,105.0,React Markdown Editor.,1315.0,1177.0,47.0,28,https://www.npmjs.com/package/react-mde,2021-01-17 11:35:49.247,138.0,77276.0,77276.0,True,3,,,http://andrerpena.me/react-mde/,,,,,,
48,React Data Table,jbetancur/react-data-table-component,react-data-table-component,data-tables,https://github.com/jbetancur/react-data-table-component,https://github.com/jbetancur/react-data-table-component,Apache-2.0,2018-03-16 04:31:39.000,2021-03-16 23:12:20.000,2021-02-23 03:42:30.000,180,34.0,458.0,925,786.0,2021-02-23 03:47:03.000,6.11.7,142.0,"A simple table library with built in sorting, pagination, selection, expandable rows and customizable styling.",3395.0,3307.0,38.0,28,https://www.npmjs.com/package/react-data-table-component,2021-02-23 03:36:16.853,88.0,154893.0,154893.0,True,2,,,https://jbetancur.github.io/react-data-table-component/,,,,,,
49,React-Datasheet,nadbm/react-datasheet,react-datasheet,data-tables,https://github.com/nadbm/react-datasheet,https://github.com/nadbm/react-datasheet,MIT,2016-09-25 19:18:17.000,2021-03-31 00:33:58.000,2021-02-14 05:17:25.000,441,99.0,96.0,4571,271.0,2020-07-25 17:58:27.182,1.4.8,45.0,Excel-like data grid (table) component for React.,545.0,485.0,43.0,27,https://www.npmjs.com/package/react-datasheet,2020-07-25 17:58:27.182,60.0,122924.0,122924.0,True,3,,,,,,,,,
50,Perspective,finos/perspective,@finos/perspective,data-tables,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2021-03-31 23:39:07.000,2021-03-22 14:58:39.000,351,78.0,326.0,3294,4372.0,2021-02-24 14:38:08.000,0.6.1,40.0,Streaming pivot visualization via WebAssembly.,195.0,181.0,62.0,27,https://www.npmjs.com/package/@finos/perspective,2021-02-11 21:02:22.334,6.0,4882.0,5247.0,True,3,,,https://perspective.finos.org/,,perspective-python,https://pypi.org/project/perspective-python,2021-02-24 14:38:08.000,8.0,365.0
51,Semiotic,nteract/semiotic,semiotic,data-viz,https://github.com/nteract/semiotic,https://github.com/nteract/semiotic,Apache-2.0,2017-03-16 17:46:24.000,2021-03-11 23:25:45.000,2020-12-02 03:45:24.000,135,114.0,395.0,2143,1988.0,2020-12-02 04:27:28.174,1.20.6,198.0,A data visualization framework combining React & D3.,360.0,294.0,24.0,27,https://www.npmjs.com/package/semiotic,2021-01-05 04:52:46.836,66.0,25705.0,25705.0,True,3,,,https://semiotic.nteract.io/examples,,,,,,
52,material-ui-chip-input,TeamWertarbyte/material-ui-chip-input,material-ui-chip-input,other-components,https://github.com/TeamWertarbyte/material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,MIT,2016-09-07 16:47:10.000,2021-01-11 15:31:54.000,2020-09-08 13:18:49.000,172,32.0,231.0,694,305.0,2019-12-01 15:35:30.000,1.1.0,73.0,A chip input field using Material-UI.,4302.0,3476.0,48.0,27,https://www.npmjs.com/package/material-ui-chip-input,2019-08-03 17:18:32.033,826.0,212519.0,212519.0,True,2,['material-ui'],-1.0,https://mui.wertarbyte.com/#material-ui-chip-input,,,,,,
53,Bit,teambit/bit,bit-bin,dev-tools,https://github.com/teambit/bit,https://github.com/teambit/bit,Apache-2.0,2017-01-22 14:51:43.000,2021-04-01 14:05:27.000,2021-04-01 14:05:26.000,684,61.0,1046.0,13216,7613.0,2020-07-13 09:59:04.000,14.8.8,755.0,"Build, distribute, and collaborate on components.",10.0,,55.0,26,https://www.npmjs.com/package/bit-bin,2021-02-17 06:16:55.400,10.0,18205.0,18292.0,True,3,,,,4025.0,,,,,
54,React Flow,wbkd/react-flow,react-flow-renderer,other-components,https://github.com/wbkd/react-flow,https://github.com/wbkd/react-flow,MIT,2019-07-15 14:47:30.000,2021-03-30 10:21:38.000,2021-03-30 10:21:34.000,185,34.0,419.0,3001,,2021-03-30 10:21:39.000,9.4.2,137.0,"Highly customizable library for building interactive node-based UIs, editors, flow charts and diagrams.",338.0,338.0,28.0,26,https://www.npmjs.com/package/react-flow-renderer,2021-03-29 12:22:11.678,0.0,82109.0,82109.0,True,3,,,https://reactflow.dev/examples/,,,,,,
55,Viser,viserjs/viser,viser-react,data-viz,https://github.com/viserjs/viser,https://github.com/viserjs/viser,MIT,2017-10-27 16:47:46.000,2021-04-01 05:50:41.000,2020-07-30 03:40:48.000,112,79.0,319.0,1450,502.0,2019-11-08 13:03:41.295,2.4.7,65.0,viser is a toolkit fit for data vis engineer. https://viserjs.gitee.io/.,2278.0,2232.0,22.0,26,https://www.npmjs.com/package/viser-react,2019-12-24 13:03:44.941,46.0,9251.0,9251.0,True,3,,,https://viserjs.github.io/demoHome.html,,,,,,
56,Monaco React,suren-atoyan/monaco-react,@monaco-editor/react,editors,https://github.com/suren-atoyan/monaco-react,https://github.com/suren-atoyan/monaco-react,MIT,2019-06-16 07:46:31.000,2021-04-01 11:39:25.000,2021-04-01 11:39:25.000,74,23.0,146.0,818,350.0,2021-03-18 07:58:15.000,4.1.0,80.0,Monaco Editor for React - use the monaco-editor in any React application without needing to use webpack (or..,1351.0,1329.0,19.0,26,https://www.npmjs.com/package/@monaco-editor/react,2021-03-18 07:54:25.169,22.0,207342.0,207342.0,True,3,,,https://monaco-react.surenatoyan.com/,,,,,,
57,rsuite-table,rsuite/rsuite-table,rsuite-table,data-tables,https://github.com/rsuite/rsuite-table,https://github.com/rsuite/rsuite-table,MIT,2016-06-10 16:19:14.000,2021-03-19 06:11:25.653,2021-03-19 06:10:26.000,69,29.0,63.0,384,462.0,2021-03-11 11:34:18.405,3.14.5,158.0,A React table component.,1035.0,965.0,12.0,26,https://www.npmjs.com/package/rsuite-table,2021-03-19 06:11:25.653,70.0,61998.0,61998.0,True,3,,,,,,,,,
58,material-ui-dropzone,Yuvaleros/material-ui-dropzone,material-ui-dropzone,file-handling,https://github.com/Yuvaleros/material-ui-dropzone,https://github.com/Yuvaleros/material-ui-dropzone,MIT,2017-10-16 11:50:16.000,2021-03-24 19:13:20.000,2020-10-01 14:00:45.000,146,45.0,126.0,335,427.0,2020-09-20 12:56:15.000,3.5.0,31.0,A Material-UI file upload dropzone.,2711.0,2599.0,48.0,26,https://www.npmjs.com/package/material-ui-dropzone,2020-08-18 09:32:20.910,112.0,164163.0,164163.0,True,3,['material-ui'],,https://yuvaleros.github.io/material-ui-dropzone/,,,,,,
59,ReactPage,react-page/react-page,@react-page/editor,editors,https://github.com/react-page/react-page,https://github.com/react-page/react-page,MIT,2015-05-29 12:19:44.000,2021-04-01 08:54:24.159,2021-03-08 15:50:39.000,544,18.0,578.0,8419,1006.0,2021-03-08 15:59:50.000,1.4.1,187.0,"Next-gen, highly customizable content editor for the browser - based on React and Redux and written in TypeScript...",39.0,39.0,50.0,25,https://www.npmjs.com/package/@react-page/editor,2021-04-01 08:54:24.159,0.0,6963.0,6963.0,True,3,,,,,,,,,
60,Material-UI Treasury,siriwatknp/mui-treasury,@mui-treasury/components,other-components,https://github.com/siriwatknp/mui-treasury,https://github.com/siriwatknp/mui-treasury,MIT,2019-03-11 16:21:23.000,2021-03-31 08:57:38.000,2021-03-12 17:36:53.000,106,52.0,229.0,1449,734.0,2021-02-03 01:12:27.460,1.10.1,51.0,A collection of ready-to-use components based on Material-UI.,675.0,675.0,17.0,25,https://www.npmjs.com/package/@mui-treasury/components,2021-02-03 01:12:27.460,0.0,9405.0,9405.0,True,3,['material-ui'],,https://mui-treasury.com/components/,,,,,,
61,react-pivottable,plotly/react-pivottable,react-pivottable,data-tables,https://github.com/plotly/react-pivottable,https://github.com/plotly/react-pivottable,MIT,2017-08-14 18:36:06.000,2021-03-05 05:12:29.000,2020-11-19 15:02:35.000,178,66.0,41.0,735,110.0,2020-11-19 15:06:48.000,0.11.0,24.0,React-based drag'n'drop pivot table with Plotly.js charts.,287.0,251.0,10.0,25,https://www.npmjs.com/package/react-pivottable,2020-11-19 15:04:38.247,36.0,66423.0,66423.0,True,3,,,https://react-pivottable.js.org/,,,,,,
62,React ApexCharts,apexcharts/react-apexcharts,react-apexcharts,data-viz,https://github.com/apexcharts/react-apexcharts,https://github.com/apexcharts/react-apexcharts,MIT,2018-08-20 13:36:46.000,2021-03-31 09:51:54.000,2020-12-16 05:48:55.000,68,97.0,125.0,686,123.0,2019-12-26 13:45:38.219,1.3.6,22.0,React Component for ApexCharts.,8409.0,8121.0,16.0,25,https://www.npmjs.com/package/react-apexcharts,2020-04-04 18:04:06.022,288.0,353426.0,353426.0,True,3,,,https://apexcharts.com/react-chart-demos/,,,,,,
63,Storybook Addon Material-UI,react-theming/storybook-addon-material-ui,storybook-addon-material-ui,dev-tools,https://github.com/react-theming/storybook-addon-material-ui,https://github.com/react-theming/storybook-addon-material-ui,MIT,2016-09-13 08:30:16.000,2021-03-25 21:33:47.000,2021-03-25 21:33:47.000,109,13.0,62.0,515,176.0,2020-01-04 17:03:56.000,0.9.0-alpha.21,55.0,Addon for storybook wich wrap material-ui components into MuiThemeProvider. This helps and simplifies development of..,846.0,678.0,40.0,25,https://www.npmjs.com/package/storybook-addon-material-ui,2021-02-06 22:26:52.974,168.0,135092.0,135092.0,True,3,['material-ui'],,,,,,,,
64,Reactotron,infinitered/reactotron,,dev-tools,https://github.com/infinitered/reactotron,https://github.com/infinitered/reactotron,MIT,2016-04-15 21:58:32.000,2021-02-11 09:35:09.000,2020-08-12 16:29:19.000,804,111.0,374.0,12814,1255.0,2019-08-28 01:19:24.000,2.17.1,100.0,"A desktop app for inspecting your React JS and React Native projects. macOS, Linux, and Windows.",,,103.0,24,,,,,24523.0,True,3,,,,1471416.0,,,,,
65,Unstated Next,jamiebuilds/unstated-next,unstated-next,state-management,https://github.com/jamiebuilds/unstated-next,https://github.com/jamiebuilds/unstated-next,MIT,2019-05-02 00:44:35.000,2020-09-28 23:34:51.000,2020-05-04 17:55:59.000,107,50.0,27.0,3351,23.0,2019-05-02 00:46:25.872,1.0.0,3.0,200 bytes to never think about React state management libraries ever again.,1291.0,1291.0,11.0,24,https://www.npmjs.com/package/unstated-next,2019-05-13 23:34:47.580,,143437.0,143437.0,True,1,,,,,,,,,
66,React Email Editor,unlayer/react-email-editor,react-email-editor,editors,https://github.com/unlayer/react-email-editor,https://github.com/unlayer/react-email-editor,MIT,2017-10-01 22:44:29.000,2021-03-30 09:52:57.000,2021-02-10 16:00:54.000,388,92.0,83.0,2677,87.0,2020-10-09 15:26:47.477,1.2.0,20.0,Drag-n-Drop Email Editor Component for React.js.,269.0,255.0,4.0,24,https://www.npmjs.com/package/react-email-editor,2020-10-09 15:26:47.477,14.0,31533.0,31533.0,True,3,,-1.0,https://react-email-editor-demo.netlify.app/,,,,,,
67,Reaviz,reaviz/reaviz,reaviz,data-viz,https://github.com/reaviz/reaviz,https://github.com/reaviz/reaviz,Apache-2.0,2020-04-17 21:17:18.000,2021-02-18 18:58:12.000,2021-02-18 18:55:20.000,60,13.0,7.0,1122,287.0,2021-01-22 14:54:57.315,9.5.5,229.0,Data visualization library for React based on D3.,139.0,133.0,8.0,24,https://www.npmjs.com/package/reaviz,2021-02-02 19:18:26.851,6.0,8624.0,8624.0,True,3,,,,,,,,,
68,React Flow Chart,MrBlenny/react-flow-chart,@mrblenny/react-flow-chart,other-components,https://github.com/MrBlenny/react-flow-chart,https://github.com/MrBlenny/react-flow-chart,MIT,2018-11-07 01:34:23.000,2021-03-30 10:30:22.000,2020-06-28 02:55:27.000,232,71.0,101.0,1063,268.0,2020-06-28 02:56:37.000,0.0.14,14.0,"A flexible, stateless, declarative flow chart library for react.",162.0,146.0,29.0,24,https://www.npmjs.com/package/@mrblenny/react-flow-chart,2020-06-28 02:55:34.091,16.0,21870.0,21870.0,True,3,,,https://mrblenny.github.io/react-flow-chart/index.html?path=/story/state--internal-react-state,,,,,,
69,React FilePond,pqina/react-filepond,react-filepond,file-handling,https://github.com/pqina/react-filepond,https://github.com/pqina/react-filepond,MIT,2018-03-08 14:52:44.000,2021-04-01 06:58:24.000,2021-03-05 10:07:12.000,57,7.0,149.0,1029,89.0,2020-09-09 11:11:14.000,7.1.0,25.0,A handy FilePond adapter component for React.,2113.0,1919.0,6.0,24,https://www.npmjs.com/package/react-filepond,2020-09-09 11:10:21.244,194.0,98805.0,98805.0,True,3,,,https://codesandbox.io/s/react-filepond-live-demo-iw9ri,,,,,,
