,name,github_id,npm_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,demo_url,trending,github_release_downloads,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
0,Webpack,webpack/webpack,webpack,dev-tools,https://github.com/webpack/webpack,https://github.com/webpack/webpack,MIT,2012-03-10 10:08:14.000,2021-04-29 14:26:50.000,2021-04-28 18:57:49.000,7677,285.0,7967.0,58087,13577.0,2021-04-28 19:00:08.000,5.36.1,743.0,A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading..,8106358.0,6818694.0,749.0,43,https://www.npmjs.com/package/webpack,2021-04-28 18:58:14.504,1287664.0,68609793.0,68609793.0,True,1,,,,,,,,,,
1,Material-UI,mui-org/material-ui,@material-ui/core,ui-frameworks,https://github.com/mui-org/material-ui,https://github.com/mui-org/material-ui,MIT,2014-08-18 19:11:54.000,2021-04-29 16:50:13.000,2021-04-29 14:12:16.000,21621,493.0,12435.0,67869,12035.0,2021-04-27 15:53:12.000,4.11.4,145.0,"Material-UI is a simple and customizable component library to build faster, beautiful, and more accessible React..",30061.0,549.0,2409.0,41,https://www.npmjs.com/package/@material-ui/core,2021-04-27 12:59:26.877,29512.0,8082858.0,8082858.0,True,1,['material-ui'],,,,,,,,,
2,Storybook,storybookjs/storybook,@storybook/react,dev-tools,https://github.com/storybookjs/storybook,https://github.com/storybookjs/storybook,MIT,2016-03-18 04:23:44.000,2021-04-29 15:56:56.000,2021-04-29 15:42:12.000,6042,1175.0,6373.0,60866,33449.0,2021-04-23 03:46:10.000,6.2.9,798.0,"The UI component explorer. Develop, document, & test React, Vue, Angular, Web Components, Ember, Svelte & more!.",24478.0,9900.0,1484.0,40,https://www.npmjs.com/package/@storybook/react,2021-04-29 03:45:55.472,14578.0,8918041.0,8918041.0,True,2,,,,,,,,,,
3,Gatsby,gatsbyjs/gatsby,gatsby,cms-frameworks,https://github.com/gatsbyjs/gatsby,https://github.com/gatsbyjs/gatsby,MIT,2015-05-21 22:43:05.000,2021-04-29 17:57:23.000,2021-04-29 15:55:07.000,9509,563.0,12165.0,50086,18309.0,2021-04-27 21:54:15.000,gatsby@3.4.0,2153.0,"Build blazing fast, modern apps and websites with React.",355892.0,331532.0,3986.0,40,https://www.npmjs.com/package/gatsby,2021-04-28 13:50:24.673,24360.0,1974664.0,1974664.0,True,1,,https://www.gatsbyjs.com/showcase/,-1.0,,,,,,,
4,Next.js,vercel/next.js,next,cms-frameworks,https://github.com/vercel/next.js,https://github.com/vercel/next.js,MIT,2016-10-05 23:32:51.000,2021-04-29 18:03:12.286,2021-04-29 17:55:54.000,12274,920.0,8373.0,66367,7917.0,2021-04-28 14:41:25.000,10.2.0,1140.0,The React Framework.,15618.0,186.0,1636.0,39,https://www.npmjs.com/package/next,2021-04-29 18:03:12.286,15432.0,5923772.0,5923772.0,True,3,,https://nextjs.org/showcase,,,,,,,,
5,Bootstrap React,react-bootstrap/react-bootstrap,react-bootstrap,ui-frameworks,https://github.com/react-bootstrap/react-bootstrap,https://github.com/react-bootstrap/react-bootstrap,MIT,2013-12-27 19:06:07.000,2021-04-28 22:53:37.000,2021-04-23 00:23:09.000,3088,148.0,2878.0,19310,3975.0,2021-03-11 18:36:27.000,1.5.2,164.0,Bootstrap components built with React.,502754.0,443912.0,428.0,39,https://www.npmjs.com/package/react-bootstrap,2021-04-13 05:20:19.505,58842.0,3708320.0,3708940.0,True,2,"['bootstrap""']",,,50278.0,,,,,,
6,Ant Design,ant-design/ant-design,antd,ui-frameworks,https://github.com/ant-design/ant-design,https://github.com/ant-design/ant-design,MIT,2015-04-24 15:37:24.000,2021-04-29 11:22:20.000,2021-04-29 09:03:24.000,27680,636.0,20322.0,6256,20652.0,2021-04-26 06:26:51.000,4.15.3,586.0,A UI Design Language and React UI library.,238141.0,210939.0,1594.0,39,https://www.npmjs.com/package/antd,2021-04-21 12:03:26.418,27202.0,2910009.0,2910010.0,True,2,['ant-design'],,6.0,16.0,,,,,,
7,Tailewind CSS,tailwindlabs/tailwindcss,tailwindcss,styling,https://github.com/tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,MIT,2017-10-06 14:59:14.000,2021-04-29 15:03:17.000,2021-04-29 04:43:17.000,1829,103.0,1316.0,40824,3691.0,2021-04-23 18:29:58.000,2.1.2,154.0,A utility-first CSS framework for rapid UI development.,198676.0,193288.0,176.0,37,https://www.npmjs.com/package/tailwindcss,2021-04-23 18:25:12.646,5388.0,3244469.0,3244469.0,True,1,,,,,,,,,,
8,Semantic UI React,Semantic-Org/Semantic-UI-React,semantic-ui-react,ui-frameworks,https://github.com/Semantic-Org/Semantic-UI-React,https://github.com/Semantic-Org/Semantic-UI-React,MIT,2015-06-19 16:47:19.000,2021-04-23 15:23:29.000,2021-01-25 15:14:50.000,3578,138.0,2255.0,12226,3064.0,2021-01-25 15:14:00.000,2.0.3,148.0,The official Semantic-UI-React integration.,131341.0,114411.0,307.0,37,https://www.npmjs.com/package/semantic-ui-react,2021-01-20 19:57:11.349,16930.0,910153.0,910153.0,True,2,,https://react.semantic-ui.com/elements/button/,,,,,,,,
9,Styled Components,styled-components/styled-components,styled-components,styling,https://github.com/styled-components/styled-components,https://github.com/styled-components/styled-components,MIT,2016-08-16 06:41:32.000,2021-04-28 19:18:20.000,2021-04-18 14:32:36.000,2030,243.0,2119.0,33433,,2021-03-31 14:16:12.000,5.2.3,286.0,Visual primitives for the component age. Use the best bits of ES6 and CSS to style your apps without stress.,680967.0,626655.0,311.0,36,https://www.npmjs.com/package/styled-components,2021-03-31 14:13:49.776,54312.0,11653135.0,11653135.0,True,3,,,,,,,,,,
