,name,github_id,npm_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,demo_url,github_release_downloads,trending,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
0,Material-UI,mui-org/material-ui,@material-ui/core,['material-ui'],ui-frameworks,https://github.com/mui-org/material-ui,https://github.com/mui-org/material-ui,MIT,2014-08-18 19:11:54.000,2021-12-23 14:18:39.000,2021-12-23 11:39:44.000,25308,892.0,13872.0,73828,18737.0,2021-12-20 14:54:22.000,5.2.5,161.0,"MUI (formerly Material-UI) is the React UI library you always wanted. Follow your own design system, or start with..",804478.0,774966.0,2639,43,https://www.npmjs.com/package/@material-ui/core,2021-08-25 07:29:18.576,29512.0,9019094.0,9019094.0,True,1,,,,,,,,,
1,axios,axios/axios,axios,,utils,https://github.com/axios/axios,https://github.com/axios/axios,MIT,2014-08-18 22:30:27.000,2021-12-23 12:37:46.000,2021-12-23 11:33:16.000,9028,315.0,3176.0,90055,1065.0,2021-10-25 17:51:25.987,0.24.0,52.0,Promise based HTTP client for the browser and node.js.,5991392.0,5442504.0,315,42,https://www.npmjs.com/package/axios,2021-10-25 17:51:25.987,548888.0,93920738.0,93920738.0,True,1,,,,,,,,,
2,lodash,lodash/lodash,lodash,,utils,https://github.com/lodash/lodash,https://github.com/lodash/lodash,MIT,2012-04-07 04:11:46.000,2021-12-18 14:34:18.000,2021-04-23 17:25:37.000,6112,314.0,3733.0,51708,8005.0,2021-02-20 15:42:16.891,4.17.21,114.0,"A modern JavaScript utility library delivering modularity, performance, & extras.",15143544.0,13161078.0,327,42,https://www.npmjs.com/package/lodash,2021-02-20 15:42:16.891,1982466.0,181597160.0,181597160.0,True,1,,,,,,,,,
3,Next.js,vercel/next.js,next,,cms-frameworks,https://github.com/vercel/next.js,https://github.com/vercel/next.js,MIT,2016-10-05 23:32:51.000,2021-12-23 14:56:02.000,2021-12-22 20:08:05.000,15808,1363.0,10426.0,78581,8577.0,2021-12-05 01:08:57.000,12.0.7,1410.0,The React Framework.,31727.0,16295.0,1986,41,https://www.npmjs.com/package/next,2021-12-22 19:51:55.496,15432.0,8957289.0,8957289.0,True,1,https://nextjs.org/showcase,,,,,,,,
4,Ant Design,ant-design/ant-design,antd,['ant-design'],ui-frameworks,https://github.com/ant-design/ant-design,https://github.com/ant-design/ant-design,MIT,2015-04-24 15:37:24.000,2021-12-23 10:06:46.000,2021-12-23 08:40:36.000,31783,780.0,21990.0,76575,21343.0,2021-12-20 03:03:28.000,4.17.4,624.0,An enterprise-class UI design language and React UI library.,300518.0,273316.0,1733,41,https://www.npmjs.com/package/antd,2021-12-20 03:02:58.238,27202.0,3156715.0,3156715.0,True,1,,,,,,,,,
5,Storybook,storybookjs/storybook,@storybook/react,,dev-tools,https://github.com/storybookjs/storybook,https://github.com/storybookjs/storybook,MIT,2016-03-18 04:23:44.000,2021-12-23 09:25:18.000,2021-12-23 09:21:24.000,6907,1639.0,6973.0,67591,33500.0,2021-12-09 02:24:30.000,6.4.9,962.0,"The UI component explorer. Develop, document, & test React, Vue, Angular, Web Components, Ember, Svelte & more!.",30156.0,15578.0,1656,40,https://www.npmjs.com/package/@storybook/react,2021-12-23 08:59:42.584,14578.0,10657309.0,10657309.0,True,1,,,,,,,,,
6,Webpack,webpack/webpack,webpack,,dev-tools,https://github.com/webpack/webpack,https://github.com/webpack/webpack,MIT,2012-03-10 10:08:14.000,2021-12-22 21:53:36.000,2021-12-17 22:43:51.000,8085,276.0,8560.0,60082,,2021-12-06 13:57:50.000,5.65.0,792.0,A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading..,9600592.0,8312928.0,788,40,https://www.npmjs.com/package/webpack,2021-12-06 13:57:39.615,1287664.0,81018728.0,81018728.0,True,1,,,,,,,,,
7,Gatsby,gatsbyjs/gatsby,gatsby,,cms-frameworks,https://github.com/gatsbyjs/gatsby,https://github.com/gatsbyjs/gatsby,MIT,2015-05-21 22:43:05.000,2021-12-23 11:00:46.000,2021-12-22 15:22:00.000,10046,364.0,12978.0,51956,19611.0,2021-12-15 07:19:23.000,gatsby@4.4.0,2392.0,"Build blazing fast, modern apps and websites with React.",417216.0,392856.0,4139,40,https://www.npmjs.com/package/gatsby,2021-12-22 15:39:30.541,24360.0,1549884.0,1549884.0,True,2,https://www.gatsbyjs.com/showcase/,,,,,,,,
8,Tailewind CSS,tailwindlabs/tailwindcss,tailwindcss,,styling,https://github.com/tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,MIT,2017-10-06 14:59:14.000,2021-12-23 14:22:40.000,2021-12-23 14:14:50.000,2399,64.0,1915.0,51172,4389.0,2021-12-17 17:50:55.623,3.0.7,432.0,A utility-first CSS framework for rapid UI development.,432043.0,426655.0,206,39,https://www.npmjs.com/package/tailwindcss,2021-12-17 17:50:55.623,5388.0,5889605.0,5889733.0,True,1,,2189.0,,,,,,,
9,jest,facebook/jest,jest,,testing,https://github.com/facebook/jest,https://github.com/facebook/jest,MIT,2013-12-10 00:18:04.000,2021-12-23 07:54:43.000,2021-12-22 23:45:54.000,5502,1670.0,5097.0,37439,,2021-12-13 19:38:44.000,27.4.5,289.0,Delightful JavaScript Testing.,4759900.0,4219242.0,1381,39,https://www.npmjs.com/package/jest,2021-12-01 14:00:38.290,540658.0,61639936.0,61639936.0,True,1,,,,,,,,,
10,cypress,cypress-io/cypress,cypress,,testing,https://github.com/cypress-io/cypress,https://github.com/cypress-io/cypress,MIT,2015-03-04 00:46:28.000,2021-12-22 22:55:51.000,2021-12-22 20:08:18.000,2108,1967.0,7262.0,35225,16155.0,2021-12-21 16:41:21.000,9.2.0,150.0,"Fast, easy and reliable testing for anything that runs in a browser.",334593.0,326587.0,326,39,https://www.npmjs.com/package/cypress,2021-12-21 16:13:41.383,8006.0,13355797.0,13355797.0,True,1,,,,,,,,,
11,Bootstrap React,react-bootstrap/react-bootstrap,react-bootstrap,"['bootstrap""']",ui-frameworks,https://github.com/react-bootstrap/react-bootstrap,https://github.com/react-bootstrap/react-bootstrap,MIT,2013-12-27 19:06:07.000,2021-12-22 06:51:45.000,2021-12-22 06:51:44.000,3242,170.0,3072.0,20272,4236.0,2021-12-20 07:22:36.000,2.0.4,184.0,Bootstrap components built with React.,693008.0,634166.0,461,39,https://www.npmjs.com/package/react-bootstrap,2021-12-20 07:19:14.550,58842.0,4074121.0,4074687.0,True,1,,50462.0,,,,,,,
12,winston,winstonjs/winston,winston,,utils,https://github.com/winstonjs/winston,https://github.com/winstonjs/winston,MIT,2010-12-29 18:49:51.000,2021-12-23 04:42:58.000,2021-12-23 04:42:50.000,1531,378.0,900.0,18190,1381.0,2020-06-23 22:31:38.000,3.3.3,83.0,A logger for just about everything.,558811.0,439829.0,352,39,https://www.npmjs.com/package/winston,2020-06-23 22:31:24.942,118982.0,32348859.0,32348859.0,True,2,,,,,,,,,
13,preact,preactjs/preact,preact,,others,https://github.com/preactjs/preact,https://github.com/preactjs/preact,MIT,2015-09-11 02:40:18.000,2021-12-23 09:23:38.000,2021-12-17 08:18:02.000,1700,220.0,1309.0,30556,4948.0,2021-12-09 20:58:03.000,10.6.4,188.0,Fast 3kB React alternative with the same modern API. Components & Virtual DOM.,81061.0,69539.0,287,38,https://www.npmjs.com/package/preact,2021-12-09 20:57:46.032,11522.0,4021070.0,4021070.0,True,1,,,,,,,,,
14,react-hook-form,react-hook-form/react-hook-form,react-hook-form,,others,https://github.com/react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,MIT,2019-03-05 23:47:10.000,2021-12-23 14:15:14.000,2021-12-23 09:59:48.000,1204,12.0,2840.0,24909,3027.0,2021-12-23 10:03:14.371,7.22.4,906.0,React Hooks for form state management and validation (Web + React Native).,114119.0,113865.0,194,38,https://www.npmjs.com/package/react-hook-form,2021-12-23 10:03:14.371,254.0,5711887.0,5711887.0,True,1,,,,,,,,,
15,enzyme,enzymejs/enzyme,enzyme,,testing,https://github.com/enzymejs/enzyme,https://github.com/enzymejs/enzyme,MIT,2015-11-10 21:45:38.000,2021-10-13 19:02:18.000,2021-09-17 06:34:12.000,2083,282.0,1489.0,19790,1971.0,2019-12-20 00:08:40.725,3.11.0,54.0,JavaScript Testing utilities for React.,515508.0,412638.0,396,38,https://www.npmjs.com/package/enzyme,2019-12-20 00:08:40.725,102870.0,9479687.0,9479687.0,True,3,,,,,,,,,
16,SheetJS,SheetJS/sheetjs,xlsx,,file-handling,https://github.com/SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,Apache-2.0,2012-12-03 19:25:52.000,2021-12-19 23:44:10.000,2021-12-11 14:25:52.000,7227,92.0,2025.0,28524,578.0,2021-11-14 05:16:28.581,0.17.4,163.0,SheetJS Community Edition -- Spreadsheet Data Toolkit.,95602.0,86844.0,172,37,https://www.npmjs.com/package/xlsx,2021-11-14 05:16:28.581,8758.0,5700927.0,5700927.0,True,1,,,,,,,,,
17,react-query,tannerlinsley/react-query,react-query,,data-fetching,https://github.com/tannerlinsley/react-query,https://github.com/tannerlinsley/react-query,MIT,2019-09-10 19:23:58.000,2021-12-23 09:13:11.000,2021-12-23 09:13:10.000,1291,32.0,812.0,24511,1418.0,2021-12-23 09:11:51.000,3.34.6,419.0,"Hooks for fetching, caching and updating asynchronous data in React.",34182.0,34172.0,405,37,https://www.npmjs.com/package/react-query,2021-12-16 19:12:01.836,10.0,3874611.0,3874611.0,True,1,,,,,,,,,
