,name,github_id,npm_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,trending,demo_url,github_release_downloads,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
10,Bootstrap React,react-bootstrap/react-bootstrap,react-bootstrap,"['bootstrap""']",ui-frameworks,https://github.com/react-bootstrap/react-bootstrap,https://github.com/react-bootstrap/react-bootstrap,MIT,2013-12-27 19:06:07.000,2021-08-26 06:49:26.000,2021-08-26 06:17:24.000,3143,139.0,3004.0,19824,4171.0,2021-06-04 00:04:42.000,1.6.1,174.0,Bootstrap components built with React.,593992.0,535150.0,450,39,https://www.npmjs.com/package/react-bootstrap,2021-08-24 19:39:52.574,58842.0,3596304.0,3596896.0,True,1,,,50353.0,,,,,,
11,winston,winstonjs/winston,winston,,utils,https://github.com/winstonjs/winston,https://github.com/winstonjs/winston,MIT,2010-12-29 18:49:51.000,2021-08-13 12:15:06.000,2020-08-29 06:01:13.000,1489,359.0,897.0,17689,1356.0,2020-06-23 22:31:38.000,3.3.3,83.0,A logger for just about everything.,522296.0,403314.0,344,39,https://www.npmjs.com/package/winston,2020-06-23 22:31:24.942,118982.0,26519570.0,26519570.0,True,2,,,,,,,,,
12,Tailewind CSS,tailwindlabs/tailwindcss,tailwindcss,,styling,https://github.com/tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,MIT,2017-10-06 14:59:14.000,2021-08-26 11:50:40.000,2021-08-26 11:50:39.000,2152,95.0,1606.0,46012,4067.0,2021-08-10 12:46:18.000,2.2.7,195.0,A utility-first CSS framework for rapid UI development.,290253.0,284865.0,192,38,https://www.npmjs.com/package/tailwindcss,2021-07-23 11:49:51.462,5388.0,3937121.0,3937121.0,True,1,,,,,,,,,
13,enzyme,enzymejs/enzyme,enzyme,,testing,https://github.com/enzymejs/enzyme,https://github.com/enzymejs/enzyme,MIT,2015-11-10 21:45:38.000,2021-08-13 18:44:43.000,2021-06-15 18:14:30.000,2082,281.0,1481.0,19670,1961.0,2019-12-20 00:08:40.725,3.11.0,54.0,JavaScript Testing utilities for React.,496028.0,393158.0,396,38,https://www.npmjs.com/package/enzyme,2019-12-20 00:08:40.725,102870.0,9633403.0,9633403.0,True,3,,,,,,,,,
14,bulma,jgthms/bulma,bulma,,ui-frameworks,https://github.com/jgthms/bulma,https://github.com/jgthms/bulma,MIT,2016-01-23 23:48:34.000,2021-08-26 14:58:09.000,2021-08-26 06:27:59.000,3768,321.0,2149.0,44128,1633.0,2021-06-18 17:45:30.000,0.9.3,59.0,Modern CSS framework based on Flexbox.,183633.0,162889.0,372,37,https://www.npmjs.com/package/bulma,2021-06-18 17:42:02.342,20744.0,860347.0,872027.0,True,2,,,537301.0,,,,,,
15,react-hook-form,react-hook-form/react-hook-form,react-hook-form,,others,https://github.com/react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,MIT,2019-03-05 23:47:10.000,2021-08-26 12:31:15.000,2021-08-26 12:31:15.000,1048,12.0,2541.0,22759,2807.0,2021-08-22 01:47:35.790,7.13.0,862.0,React Hooks for forms validation (Web + React Native).,79991.0,79737.0,173,37,https://www.npmjs.com/package/react-hook-form,2021-08-25 10:36:32.482,254.0,4184778.0,4184778.0,True,1,1.0,,,,,,,,
16,localForage,localForage/localForage,localforage,,state-management,https://github.com/localForage/localForage,https://github.com/localForage/localForage,Apache-2.0,2013-10-31 00:10:06.000,2021-08-24 18:50:27.000,2021-08-18 21:21:42.000,1131,209.0,485.0,19387,1121.0,2021-08-18 21:22:59.000,1.10.0,62.0,"Offline storage, improved. Wraps IndexedDB, WebSQL, or localStorage using a simple but powerful API.",206235.0,177775.0,111,37,https://www.npmjs.com/package/localforage,2021-08-18 21:22:08.980,28460.0,4709049.0,4709272.0,True,1,2.0,,19866.0,,,,,,
17,Styled Components,styled-components/styled-components,styled-components,,styling,https://github.com/styled-components/styled-components,https://github.com/styled-components/styled-components,MIT,2016-08-16 06:41:32.000,2021-08-25 01:43:14.000,2021-08-24 09:39:41.000,2136,21.0,2385.0,34543,,2021-08-24 15:06:50.000,5.3.1,290.0,Visual primitives for the component age. Use the best bits of ES6 and CSS to style your apps without stress.,806811.0,752499.0,315,36,https://www.npmjs.com/package/styled-components,2021-08-24 09:42:38.392,54312.0,11974344.0,11974344.0,True,2,,,,,,,,,
18,preact,preactjs/preact,preact,,others,https://github.com/preactjs/preact,https://github.com/preactjs/preact,MIT,2015-09-11 02:40:18.000,2021-08-25 18:41:48.000,2021-08-12 11:14:39.000,1643,228.0,1267.0,29730,4894.0,2021-07-01 16:57:57.000,10.5.14,182.0,Fast 3kB React alternative with the same modern API. Components & Virtual DOM.,64225.0,52703.0,282,36,https://www.npmjs.com/package/preact,2021-07-01 16:55:57.821,11522.0,3222083.0,3222083.0,True,2,,,,,,,,,
19,react-virtualized,bvaughn/react-virtualized,react-virtualized,,data-tables,https://github.com/bvaughn/react-virtualized,https://github.com/bvaughn/react-virtualized,MIT,2015-11-03 00:48:07.000,2021-08-23 00:19:30.000,2021-05-17 21:35:30.000,2770,410.0,705.0,22339,1984.0,2020-12-18 22:18:53.000,9.22.3,294.0,React components for efficiently rendering large lists and tabular data.,40498.0,35042.0,214,36,https://www.npmjs.com/package/react-virtualized,2018-06-01 16:00:52.806,5456.0,3330313.0,3330313.0,True,1,,https://bvaughn.github.io/react-virtualized/#/components/List,,,,,,,
20,Draft JS,facebook/draft-js,draft-js,,editors,https://github.com/facebook/draft-js,https://github.com/facebook/draft-js,MIT,2016-02-19 20:18:26.000,2021-08-26 10:32:05.000,2021-08-26 10:32:02.000,2408,891.0,951.0,20707,1125.0,2020-08-17 16:40:16.000,0.11.7,32.0,A React framework for building text editors.,111541.0,93123.0,311,36,https://www.npmjs.com/package/draft-js,2020-08-17 16:36:23.849,18418.0,2924460.0,2924460.0,True,1,,,,,,,,,
21,Recharts,recharts/recharts,recharts,,data-viz,https://github.com/recharts/recharts,https://github.com/recharts/recharts,MIT,2015-08-07 06:50:27.000,2021-08-26 09:49:23.000,2021-08-24 05:11:50.000,1285,235.0,1969.0,16883,1863.0,2021-08-24 05:13:52.538,2.1.2,182.0,Redefined chart library built with React and D3.,60964.0,53960.0,219,36,https://www.npmjs.com/package/recharts,2021-08-24 05:13:52.538,7004.0,2704952.0,2704952.0,True,1,,http://recharts.org/en-US/examples,,,,,,,
22,react-table,tannerlinsley/react-table,react-table,,data-tables,https://github.com/tannerlinsley/react-table,https://github.com/tannerlinsley/react-table,MIT,2016-10-20 17:25:08.000,2021-08-25 09:04:45.000,2021-06-09 14:08:15.000,2005,180.0,1762.0,14839,1390.0,2021-04-25 22:58:23.000,7.7.0,216.0,Hooks for building fast and extendable tables and datagrids for React.,40428.0,36888.0,266,36,https://www.npmjs.com/package/react-table,2021-04-25 22:58:20.146,3540.0,2962526.0,2962526.0,True,1,,,,,,,,,
23,sweetalert2,sweetalert2/sweetalert2,sweetalert2,,other-components,https://github.com/sweetalert2/sweetalert2,https://github.com/sweetalert2/sweetalert2,MIT,2015-01-03 16:15:52.000,2021-08-23 09:57:04.000,2021-08-23 09:57:03.000,1360,10.0,1414.0,13362,2611.0,2021-08-19 18:07:11.000,11.1.4,585.0,"A beautiful, responsive, highly customizable and accessible (WAI-ARIA) replacement for JavaScript's popup boxes. Zero..",116036.0,109144.0,114,36,https://www.npmjs.com/package/sweetalert2,2021-08-19 18:06:46.979,6892.0,1376791.0,1380638.0,True,1,,,57715.0,,,,,,
24,Semantic UI React,Semantic-Org/Semantic-UI-React,semantic-ui-react,,ui-frameworks,https://github.com/Semantic-Org/Semantic-UI-React,https://github.com/Semantic-Org/Semantic-UI-React,MIT,2015-06-19 16:47:19.000,2021-08-13 09:14:10.000,2021-08-09 10:54:49.000,3638,147.0,2282.0,12407,3073.0,2021-01-25 15:14:00.000,2.0.3,148.0,The official Semantic-UI-React integration.,143010.0,126080.0,312,36,https://www.npmjs.com/package/semantic-ui-react,2021-01-20 19:57:11.349,16930.0,961631.0,961631.0,True,2,,https://react.semantic-ui.com/elements/button/,,,,,,,
25,react-slick,akiran/react-slick,react-slick,,other-components,https://github.com/akiran/react-slick,https://github.com/akiran/react-slick,MIT,2014-11-16 05:14:39.000,2021-08-26 08:47:10.000,2021-03-08 05:01:23.000,1880,393.0,1152.0,9787,1209.0,2021-03-08 05:01:08.649,0.28.1,114.0,React carousel component.,154620.0,136226.0,148,36,https://www.npmjs.com/package/react-slick,2021-03-08 05:01:08.649,18394.0,3241619.0,3241619.0,True,1,,,,,,,,,
26,React Dropzone,react-dropzone/react-dropzone,react-dropzone,,file-handling,https://github.com/react-dropzone/react-dropzone,https://github.com/react-dropzone/react-dropzone,MIT,2014-09-27 11:57:09.000,2021-08-12 12:56:43.000,2021-06-25 04:12:04.000,703,16.0,648.0,8408,551.0,2021-06-25 04:04:03.000,11.3.4,147.0,Simple HTML5 drag-drop zone with React.js.,83059.0,72743.0,163,36,https://www.npmjs.com/package/react-dropzone,2021-06-25 04:04:00.853,10316.0,6041114.0,6041114.0,True,1,,https://react-dropzone.js.org/#section-basic-example,,,,,,,
27,log4js-node,log4js-node/log4js-node,log4js,,utils,https://github.com/log4js-node/log4js-node,https://github.com/log4js-node/log4js-node,Apache-2.0,2010-01-17 00:57:58.000,2021-08-24 20:33:59.000,2020-05-25 03:14:20.000,734,117.0,620.0,5082,1541.0,2020-05-24 23:01:08.195,6.3.0,134.0,A port of log4js to node.js.,1339970.0,1162000.0,159,36,https://www.npmjs.com/package/log4js,2020-05-24 23:01:08.195,177970.0,11114014.0,11114014.0,False,3,,,,,,,,,
28,loglevel,pimterry/loglevel,loglevel,,utils,https://github.com/pimterry/loglevel,https://github.com/pimterry/loglevel,MIT,2013-03-23 20:35:58.000,2021-06-16 12:15:38.000,2021-05-07 10:58:47.000,157,16.0,102.0,2071,286.0,2020-11-25 14:19:46.171,1.7.1,26.0,"Minimal lightweight logging for JavaScript, adding reliable log level methods to wrap any available console.log methods.",5580861.0,5001557.0,29,36,https://www.npmjs.com/package/loglevel,2020-11-25 14:19:46.171,579304.0,42972178.0,42972178.0,True,3,,,,,,,,,
29,Electron,electron/electron,electron,,desktop-apps,https://github.com/electron/electron,https://github.com/electron/electron,MIT,2013-04-12 01:47:36.000,2021-08-23 16:53:35.586,,12576,1235.0,,96287,,2021-08-23 22:57:52.630,13.2.2,588.0,"Build cross-platform desktop apps with JavaScript, HTML, and CSS.",46992.0,,647,35,https://www.npmjs.com/package/electron,2021-08-23 16:53:35.586,46992.0,1990061.0,1990061.0,True,1,,,,,,,,,
30,esbuild,evanw/esbuild,esbuild,,dev-tools,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild,MIT,2016-06-14 16:08:50.000,2021-08-26 03:39:35.000,2021-08-26 03:39:32.000,620,215.0,1130.0,26765,2455.0,2021-08-26 03:39:48.000,0.12.23,275.0,An extremely fast JavaScript bundler and minifier.,67466.0,67466.0,58,35,https://www.npmjs.com/package/esbuild,2021-08-26 03:39:24.869,0.0,4741785.0,4741785.0,True,2,1.0,,,,,,,,
31,react-use,streamich/react-use,react-use,,others,https://github.com/streamich/react-use,https://github.com/streamich/react-use,Unlicense,2018-10-27 10:16:05.000,2021-08-25 08:22:41.000,2021-05-14 11:29:10.000,1812,379.0,204.0,24747,2748.0,2021-04-23 14:17:08.000,17.2.4,260.0,React Hooks.,15769.0,15261.0,177,35,https://www.npmjs.com/package/react-use,2021-04-23 14:17:04.023,508.0,2221538.0,2221538.0,True,2,,,,,,,,,
32,react-beautiful-dnd,atlassian/react-beautiful-dnd,react-beautiful-dnd,,other-components,https://github.com/atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,Apache-2.0,2017-08-09 03:37:15.000,2021-08-16 00:55:00.000,2021-06-17 02:58:48.000,1808,448.0,986.0,24654,785.0,2021-03-21 23:46:09.000,13.1.0,93.0,Beautiful and accessible drag and drop for lists with React.,31134.0,29150.0,123,35,https://www.npmjs.com/package/react-beautiful-dnd,2021-03-21 23:24:40.308,1984.0,3814512.0,3814512.0,True,2,,,,,,,,,
33,react-query,tannerlinsley/react-query,react-query,,data-fetching,https://github.com/tannerlinsley/react-query,https://github.com/tannerlinsley/react-query,MIT,2019-09-10 19:23:58.000,2021-08-24 23:20:38.000,2021-08-20 17:36:04.000,1064,31.0,707.0,22204,1316.0,2021-08-20 17:39:59.000,3.21.0,380.0,"Hooks for fetching, caching and updating asynchronous data in React.",20757.0,20747.0,329,35,https://www.npmjs.com/package/react-query,2021-08-20 17:39:55.681,10.0,2540718.0,2540718.0,True,1,,,,,,,,,
34,React Admin,marmelab/react-admin,react-admin,['material-ui'],admin-dashboards,https://github.com/marmelab/react-admin,https://github.com/marmelab/react-admin,MIT,2016-07-13 07:58:54.000,2021-08-26 17:17:52.000,2021-08-24 15:24:00.000,3826,141.0,3098.0,17645,10615.0,2021-08-13 09:23:10.000,3.17.2,178.0,"A frontend Framework for building B2B applications running in the browser on top of REST/GraphQL APIs, using ES6,..",7441.0,6945.0,479,35,https://www.npmjs.com/package/react-admin,2021-08-13 09:22:29.156,496.0,168798.0,168798.0,True,1,,https://marmelab.com/react-admin-demo/,,,,,,,
35,umi,umijs/umi,umi,,cms-frameworks,https://github.com/umijs/umi,https://github.com/umijs/umi,MIT,2017-11-22 10:09:36.000,2021-08-26 03:23:57.000,2021-08-19 14:36:11.000,1768,224.0,4090.0,11059,4481.0,2021-08-11 05:28:45.000,3.5.17,512.0,Pluggable enterprise-level react application framework.,21324.0,20110.0,312,35,https://www.npmjs.com/package/umi,2021-08-11 04:05:19.351,1214.0,118474.0,118474.0,True,3,,,,,,,,,
36,i18next,i18next/i18next,i18next,,utils,https://github.com/i18next/i18next,https://github.com/i18next/i18next,MIT,2011-12-16 12:37:42.000,2021-08-10 09:16:12.564,2021-08-10 09:15:49.000,544,4.0,1080.0,5781,1660.0,2021-07-25 09:41:44.630,20.3.5,318.0,i18next: learn once - translate everywhere.,69572.0,60182.0,200,35,https://www.npmjs.com/package/i18next,2021-08-10 09:16:12.564,9390.0,7300189.0,7300189.0,True,3,,,,,,,,,
37,lerna,lerna/lerna,lerna,,dev-tools,https://github.com/lerna/lerna,https://github.com/lerna/lerna,MIT,2015-12-04 09:36:55.000,2021-08-24 15:52:05.000,2021-06-02 22:46:25.000,1879,654.0,1468.0,29594,,2021-02-10 22:42:55.000,4.0.0,184.0,A tool for managing JavaScript projects with multiple packages.,119682.0,91520.0,271,34,https://www.npmjs.com/package/lerna,2021-02-10 22:42:31.218,28162.0,4852042.0,4852042.0,True,2,-1.0,,,,,,,,
38,SheetJS,SheetJS/sheetjs,xlsx,,file-handling,https://github.com/SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,Apache-2.0,2012-12-03 19:25:52.000,2021-08-18 18:38:00.480,2021-08-18 18:34:02.000,6964,509.0,1568.0,27096,503.0,2021-08-18 18:38:00.480,0.17.1,161.0,SheetJS Community Edition -- Spreadsheet Data Toolkit.,10759.0,2001.0,132,34,https://www.npmjs.com/package/xlsx,2021-08-18 18:38:00.480,8758.0,5174404.0,5174404.0,True,2,,,,,,,,,
39,react-testing-library,testing-library/react-testing-library,react-testing-library,,testing,https://github.com/testing-library/react-testing-library,https://github.com/testing-library/react-testing-library,MIT,2018-03-19 13:39:49.000,2021-07-24 13:02:07.000,2021-07-15 01:45:28.000,846,17.0,512.0,15062,,2021-06-23 06:36:03.000,12.0.0,100.0,Simple and complete React DOM testing utilities that encourage good testing practices.,2766959.0,2762327.0,161,34,https://www.npmjs.com/package/react-testing-library,2019-05-30 18:10:43.138,4632.0,369801.0,369801.0,True,3,,,,,,,,,
40,tinymce,tinymce/tinymce,tinymce,,editors,https://github.com/tinymce/tinymce,https://github.com/tinymce/tinymce,LGPL-2.1,2010-01-11 14:46:42.000,2021-08-26 08:54:13.000,2021-08-26 04:32:47.000,1824,773.0,4617.0,9723,24698.0,2021-08-26 05:42:59.160,5.9.0,137.0,"The world's #1 JavaScript library for rich text editing. Available for React, Vue and Angular.",3377.0,369.0,298,34,https://www.npmjs.com/package/tinymce,2021-08-26 05:42:59.160,3008.0,958211.0,958211.0,False,1,,,,,,,,,
41,swr,vercel/swr,swr,,data-fetching,https://github.com/vercel/swr,https://github.com/vercel/swr,MIT,2019-10-28 18:16:01.000,2021-08-26 03:48:35.000,2021-08-25 17:25:26.000,643,74.0,391.0,18475,427.0,2021-08-19 13:31:40.751,0.5.7,88.0,React Hooks for remote data fetching.,30243.0,30217.0,111,33,https://www.npmjs.com/package/swr,2021-08-25 17:27:59.425,26.0,1513891.0,1513891.0,True,2,,,,,,,,,
42,nivo,plouc/nivo,@nivo/core,,data-viz,https://github.com/plouc/nivo,https://github.com/plouc/nivo,MIT,2016-04-16 03:27:56.000,2021-08-24 08:53:05.000,2021-08-23 11:36:13.000,714,89.0,1033.0,9118,1487.0,2021-07-14 23:58:35.000,0.73.1,57.0,"nivo provides a rich set of dataviz components, built on top of the awesome d3 and Reactjs libraries.",1486.0,1184.0,154,33,https://www.npmjs.com/package/@nivo/core,2021-07-14 20:37:35.672,302.0,855021.0,855021.0,True,1,,https://nivo.rocks/components/,,,,,,,
43,ag-Grid,ag-grid/ag-grid,ag-grid-community,,data-tables,https://github.com/ag-grid/ag-grid,https://github.com/ag-grid/ag-grid,MIT,2014-12-23 16:20:14.000,2021-08-26 17:20:08.000,2021-08-26 17:20:04.000,1323,43.0,4093.0,7505,21405.0,2021-08-18 06:16:25.000,26.0.0,100.0,The best JavaScript Data Table for building Enterprise Applications. Supports React / Angular / Vue / Plain JavaScript.,1529.0,883.0,120,33,https://www.npmjs.com/package/ag-grid-community,2021-08-18 06:12:43.134,646.0,1065890.0,1065890.0,True,2,,,,,,,,,
44,React-Toastify,fkhadra/react-toastify,react-toastify,,notifications,https://github.com/fkhadra/react-toastify,https://github.com/fkhadra/react-toastify,MIT,2016-11-08 12:32:52.000,2021-08-26 14:12:40.775,2021-08-25 14:13:51.000,386,30.0,430.0,7169,1040.0,2021-04-23 12:38:06.000,7.0.4,117.0,React notification made easy !.,113624.0,107688.0,69,33,https://www.npmjs.com/package/react-toastify,2021-08-26 14:12:40.775,5936.0,2800979.0,2800979.0,True,1,,https://fkhadra.github.io/react-toastify/introduction/,,,,,,,
45,React Chartjs 2,reactchartjs/react-chartjs-2,react-chartjs-2,,data-viz,https://github.com/reactchartjs/react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,MIT,2016-05-06 22:01:08.000,2021-08-24 01:52:36.000,2021-07-20 11:05:44.000,811,177.0,393.0,4307,284.0,2021-07-20 10:59:16.182,3.0.4,69.0,"React wrapper for Chart.js 2.0 and 3.0, the most popular charting library.",95858.0,89134.0,62,33,https://www.npmjs.com/package/react-chartjs-2,2021-07-20 10:59:16.182,6724.0,1627449.0,1627449.0,True,1,,https://reactchartjs.github.io/react-chartjs-2/,,,,,,,
46,material-table,mbrn/material-table,material-table,['material-ui'],data-tables,https://github.com/mbrn/material-table,https://github.com/mbrn/material-table,MIT,2018-08-06 13:15:08.000,2021-08-24 19:04:16.000,2021-04-21 11:22:33.000,987,142.0,2259.0,3100,1576.0,2021-04-21 11:24:11.402,1.69.3,187.0,Datatable for React based on material-ui's table with additional features.,16502.0,15974.0,198,33,https://www.npmjs.com/package/material-table,2021-04-21 11:24:11.402,528.0,532214.0,532214.0,True,2,,,,,,,,,
47,Semantic-UI,Semantic-Org/Semantic-UI,semantic-ui,,ui-frameworks,https://github.com/Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,MIT,2013-04-08 23:32:04.000,2021-04-18 15:16:46.000,2018-10-21 20:59:02.000,5131,1045.0,5231.0,49512,6684.0,2018-10-21 21:03:55.194,2.4.2,100.0,Semantic is a UI component framework based around useful principles from natural language.,17194.0,12822.0,225,32,https://www.npmjs.com/package/semantic-ui,2018-10-21 21:03:55.194,4372.0,34925.0,34970.0,False,2,,,4033.0,,,,,,
48,Slate,ianstormtaylor/slate,slate,,editors,https://github.com/ianstormtaylor/slate,https://github.com/ianstormtaylor/slate,MIT,2016-06-18 01:52:42.000,2021-08-25 14:48:50.000,2021-08-25 13:59:23.000,2349,446.0,2227.0,22030,,2021-08-10 17:16:13.000,slate@0.65.3,556.0,A completely customizable framework for building rich text editors. (Currently in beta.).,68800.0,61802.0,429,32,https://www.npmjs.com/package/slate,2021-04-01 02:10:51.453,6998.0,822414.0,822414.0,True,1,,https://www.slatejs.org/examples/richtext,,,,,,,
49,Blueprint,palantir/blueprint,@blueprintjs/core,,ui-frameworks,https://github.com/palantir/blueprint,https://github.com/palantir/blueprint,Apache-2.0,2016-10-25 21:17:50.000,2021-08-26 16:55:44.000,2021-08-26 16:10:54.000,1903,614.0,1906.0,18084,,2021-08-20 00:34:51.658,3.48.0,150.0,A React-based UI toolkit for the web.,11806.0,9728.0,290,32,https://www.npmjs.com/package/@blueprintjs/core,2021-04-13 17:30:43.042,2078.0,595095.0,595095.0,True,2,,https://blueprintjs.com/docs/,,,,,,,
50,Handsontable,handsontable/handsontable,handsontable,,data-tables,https://github.com/handsontable/handsontable,https://github.com/handsontable/handsontable,ICU,2011-05-23 22:38:58.000,2021-08-26 18:01:18.000,2021-07-28 10:23:21.000,2617,757.0,6192.0,15600,7155.0,2021-07-28 10:31:46.000,9.0.2,100.0,"JavaScript data grid with a spreadsheet look & feel. Works for React, Angular, and Vue. Supported by the Handsontable..",4575.0,3851.0,119,32,https://www.npmjs.com/package/handsontable,2021-07-28 10:27:18.095,724.0,290572.0,290572.0,False,2,-1.0,https://handsontable.com/examples,,,,,,,
