,name,github_id,npm_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,demo_url,trending,github_release_downloads,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
47,Ant Design Pro,ant-design/ant-design-pro,,['ant-design'],admin-dashboards,https://github.com/ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,MIT,2017-08-25 10:40:44.000,2021-07-01 07:13:10.000,2021-07-01 07:13:09.000,6827,126.0,7129.0,29456,2291.0,2020-12-18 07:06:21.000,4.3.0,22.0,Use Ant Design like a Pro!.,2217.0,2217.0,281.0,27,,,,,,True,2,https://preview.pro.ant.design/,,,,,,,,
48,react-virtualized,vaughn/react-virtualized,react-virtualized,,data-tables,,https://github.com/bvaughn/react-virtualized,MIT,,2018-06-01 16:00:52.806,,2720,,,21967,,2020-12-18 22:16:25.269,9.22.3,294.0,"React components for efficiently rendering large, scrollable lists and tabular data.",5456.0,,,27,https://www.npmjs.com/package/react-virtualized,2018-06-01 16:00:52.806,5456.0,3398376.0,3398376.0,False,2,https://bvaughn.github.io/react-virtualized/#/components/List,,,,,,,,
49,Bit,teambit/bit,bit-bin,,dev-tools,https://github.com/teambit/bit,https://github.com/teambit/bit,Apache-2.0,2017-01-22 14:51:43.000,2021-07-01 17:53:19.000,2021-07-01 14:54:52.000,727,77.0,1125.0,13654,8246.0,2020-07-13 09:59:04.000,14.8.8,755.0,"Build, distribute, and collaborate on components.",15.0,5.0,58.0,27,https://www.npmjs.com/package/bit-bin,2021-02-17 06:16:55.400,10.0,10291.0,10392.0,True,3,,,4957.0,,,,,,
50,ReactPage,react-page/react-page,@react-page/editor,,editors,https://github.com/react-page/react-page,https://github.com/react-page/react-page,MIT,2015-05-29 12:19:44.000,2021-06-23 11:38:48.000,2021-06-22 12:35:33.000,554,15.0,625.0,8540,1154.0,2021-06-21 13:01:32.000,3.2.1,253.0,"Next-gen, highly customizable content editor for the browser - based on React and written in TypeScript. WYSIWYG on..",55.0,55.0,52.0,27,https://www.npmjs.com/package/@react-page/editor,2021-06-21 13:01:12.179,0.0,4648.0,4648.0,True,3,,,,,,,,,
51,React-Datasheet,nadbm/react-datasheet,react-datasheet,,data-tables,https://github.com/nadbm/react-datasheet,https://github.com/nadbm/react-datasheet,MIT,2016-09-25 19:18:17.000,2021-06-08 03:52:29.000,2021-02-14 05:17:25.000,454,116.0,96.0,4701,271.0,2020-07-25 17:58:27.182,1.4.8,45.0,Excel-like data grid (table) component for React.,595.0,535.0,43.0,27,https://www.npmjs.com/package/react-datasheet,2020-07-25 17:58:27.182,60.0,133388.0,133388.0,True,2,,,,,,,,,
52,Perspective,finos/perspective,@finos/perspective,,data-tables,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2021-07-01 12:59:05.000,2021-07-01 00:38:08.000,373,66.0,358.0,3418,4570.0,2021-06-17 08:14:42.000,0.9.0,47.0,Streaming pivot visualization via WebAssembly.,207.0,193.0,64.0,27,https://www.npmjs.com/package/@finos/perspective,2021-06-16 04:55:22.897,6.0,5738.0,7714.0,True,2,https://perspective.finos.org/,,,,perspective-python,https://pypi.org/project/perspective-python,2021-06-17 08:14:42.000,8.0,1976.0
53,Monaco React,suren-atoyan/monaco-react,@monaco-editor/react,,editors,https://github.com/suren-atoyan/monaco-react,https://github.com/suren-atoyan/monaco-react,MIT,2019-06-16 07:46:31.000,2021-06-21 05:31:26.000,2021-06-21 05:29:07.000,92,36.0,162.0,1086,364.0,2021-06-21 05:31:26.000,4.2.1,84.0,Monaco Editor for React - use the monaco-editor in any React application without needing to use webpack (or..,2152.0,2130.0,23.0,27,https://www.npmjs.com/package/@monaco-editor/react,2021-06-21 05:29:31.524,22.0,259623.0,259623.0,True,3,https://monaco-react.surenatoyan.com/,,,,,,,,
54,React ApexCharts,apexcharts/react-apexcharts,react-apexcharts,,data-viz,https://github.com/apexcharts/react-apexcharts,https://github.com/apexcharts/react-apexcharts,MIT,2018-08-20 13:36:46.000,2021-06-10 12:01:29.000,2021-06-10 12:01:22.000,73,112.0,132.0,770,159.0,2021-04-11 17:44:40.019,1.3.8,24.0,React Component for ApexCharts.,12897.0,12609.0,17.0,27,https://www.npmjs.com/package/react-apexcharts,2021-04-12 12:08:42.212,288.0,383242.0,383242.0,True,3,https://apexcharts.com/react-chart-demos/,,,,,,,,
55,material-ui-chip-input,TeamWertarbyte/material-ui-chip-input,material-ui-chip-input,['material-ui'],other-components,https://github.com/TeamWertarbyte/material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,MIT,2016-09-07 16:47:10.000,2021-04-13 10:30:39.000,2020-09-08 13:18:49.000,177,35.0,232.0,704,305.0,2019-12-01 15:35:30.000,1.1.0,73.0,A chip input field using Material-UI.,4681.0,3855.0,48.0,27,https://www.npmjs.com/package/material-ui-chip-input,2019-12-01 15:47:13.811,826.0,225066.0,225066.0,True,2,https://mui.wertarbyte.com/#material-ui-chip-input,-1.0,,,,,,,
56,material-ui-dropzone,Yuvaleros/material-ui-dropzone,material-ui-dropzone,['material-ui'],file-handling,https://github.com/Yuvaleros/material-ui-dropzone,https://github.com/Yuvaleros/material-ui-dropzone,MIT,2017-10-16 11:50:16.000,2021-06-28 19:52:05.000,2020-10-01 14:00:45.000,164,73.0,128.0,366,427.0,2020-09-20 12:56:15.000,3.5.0,31.0,A Material-UI file upload dropzone.,3264.0,3152.0,48.0,27,https://www.npmjs.com/package/material-ui-dropzone,2020-08-18 09:32:20.910,112.0,198485.0,198485.0,True,3,https://yuvaleros.github.io/material-ui-dropzone/,,,,,,,,
57,React Flow,wbkd/react-flow,react-flow-renderer,,other-components,https://github.com/wbkd/react-flow,https://github.com/wbkd/react-flow,MIT,2019-07-15 14:47:30.000,2021-07-01 13:35:45.000,2021-07-01 13:35:40.000,323,41.0,529.0,6764,,2021-07-01 13:35:47.000,9.6.3,150.0,"Highly customizable library for building interactive node-based UIs, editors, flow charts and diagrams.",619.0,619.0,34.0,26,https://www.npmjs.com/package/react-flow-renderer,2021-07-01 13:35:37.436,0.0,144633.0,144633.0,True,3,https://reactflow.dev/examples/,,,,,,,,
58,Viser,viserjs/viser,viser-react,,data-viz,https://github.com/viserjs/viser,https://github.com/viserjs/viser,MIT,2017-10-27 16:47:46.000,2021-06-17 08:40:35.000,2020-07-30 03:40:48.000,118,101.0,323.0,1480,502.0,2019-11-08 13:03:41.295,2.4.7,65.0,viser is a toolkit fit for data vis engineer. https://viserjs.gitee.io/.,2451.0,2405.0,22.0,26,https://www.npmjs.com/package/viser-react,2019-12-24 13:03:44.941,46.0,8799.0,8799.0,True,3,https://viserjs.github.io/demoHome.html,,,,,,,,
59,rsuite-table,rsuite/rsuite-table,rsuite-table,,data-tables,https://github.com/rsuite/rsuite-table,https://github.com/rsuite/rsuite-table,MIT,2016-06-10 16:19:14.000,2021-05-12 05:43:04.000,2021-05-12 02:17:59.000,73,28.0,77.0,417,468.0,2021-05-12 05:36:00.374,3.15.1,164.0,A React table component.,1186.0,1116.0,12.0,26,https://www.npmjs.com/package/rsuite-table,2021-03-19 06:11:25.653,70.0,71386.0,71386.0,True,3,,,,,,,,,
60,React Hot Toast,timolins/react-hot-toast,react-hot-toast,,notifications,https://github.com/timolins/react-hot-toast,https://github.com/timolins/react-hot-toast,MIT,2020-12-07 22:05:40.000,2021-06-28 20:54:58.000,2021-06-09 13:51:21.000,84,26.0,36.0,3063,,2021-05-31 13:51:38.000,2.0.0,10.0,Smoking hot React Notifications.,1861.0,1861.0,13.0,25,https://www.npmjs.com/package/react-hot-toast,2021-05-31 13:47:35.593,0.0,149012.0,149012.0,True,3,https://react-hot-toast.com/,,,,,,,,
61,React Email Editor,unlayer/react-email-editor,react-email-editor,,editors,https://github.com/unlayer/react-email-editor,https://github.com/unlayer/react-email-editor,MIT,2017-10-01 22:44:29.000,2021-06-17 17:31:57.000,2021-06-10 21:35:06.000,438,109.0,84.0,2919,90.0,2021-06-10 21:34:25.605,1.3.0,21.0,Drag-n-Drop Email Editor Component for React.js.,335.0,321.0,5.0,25,https://www.npmjs.com/package/react-email-editor,2021-06-10 21:34:25.605,14.0,36723.0,36723.0,True,3,https://react-email-editor-demo.netlify.app/,,,,,,,,
62,Semiotic,nteract/semiotic,semiotic,,data-viz,https://github.com/nteract/semiotic,https://github.com/nteract/semiotic,Apache-2.0,2017-03-16 17:46:24.000,2021-03-11 23:25:45.000,2020-12-02 03:45:24.000,135,114.0,397.0,2168,1988.0,2020-12-02 04:27:28.174,1.20.6,198.0,A data visualization framework combining React & D3.,376.0,310.0,24.0,25,https://www.npmjs.com/package/semiotic,2021-01-05 04:52:46.836,66.0,24890.0,24890.0,True,3,https://semiotic.nteract.io/examples,,,,,,,,
63,React Flow Chart,MrBlenny/react-flow-chart,@mrblenny/react-flow-chart,,other-components,https://github.com/MrBlenny/react-flow-chart,https://github.com/MrBlenny/react-flow-chart,MIT,2018-11-07 01:34:23.000,2021-06-15 17:01:15.000,2020-06-28 02:55:27.000,255,89.0,103.0,1122,268.0,2020-06-28 02:56:37.000,0.0.14,14.0,"A flexible, stateless, declarative flow chart library for react.",174.0,158.0,29.0,25,https://www.npmjs.com/package/@mrblenny/react-flow-chart,2020-06-28 02:55:34.091,16.0,21034.0,21034.0,False,3,https://mrblenny.github.io/react-flow-chart/index.html?path=/story/state--internal-react-state,,,,,,,,
64,React FilePond,pqina/react-filepond,react-filepond,,file-handling,https://github.com/pqina/react-filepond,https://github.com/pqina/react-filepond,MIT,2018-03-08 14:52:44.000,2021-06-22 11:19:54.000,2021-06-22 11:19:54.000,60,14.0,156.0,1077,92.0,2021-02-11 12:26:38.817,7.1.1,26.0,A handy FilePond adapter component for React.,2281.0,2087.0,6.0,25,https://www.npmjs.com/package/react-filepond,2021-02-11 12:26:38.817,194.0,104581.0,104581.0,True,3,https://codesandbox.io/s/react-filepond-live-demo-iw9ri,,,,,,,,
65,Storybook Addon Material-UI,react-theming/storybook-addon-material-ui,storybook-addon-material-ui,['material-ui'],dev-tools,https://github.com/react-theming/storybook-addon-material-ui,https://github.com/react-theming/storybook-addon-material-ui,MIT,2016-09-13 08:30:16.000,2021-04-09 14:33:27.000,2021-03-25 21:33:47.000,111,14.0,62.0,528,176.0,2020-01-04 17:03:56.000,0.9.0-alpha.21,56.0,Addon for storybook wich wrap material-ui components into MuiThemeProvider. This helps and simplifies development of..,949.0,781.0,40.0,25,https://www.npmjs.com/package/storybook-addon-material-ui,2021-02-20 19:36:07.318,168.0,142021.0,142021.0,True,3,,-1.0,,,,,,,
66,Reactotron,infinitered/reactotron,,,dev-tools,https://github.com/infinitered/reactotron,https://github.com/infinitered/reactotron,MIT,2016-04-15 21:58:32.000,2021-06-25 19:11:46.000,2021-06-25 19:11:45.000,819,120.0,374.0,12986,1256.0,2019-08-28 01:19:24.000,2.17.1,100.0,"A desktop app for inspecting your React JS and React Native projects. macOS, Linux, and Windows.",,,103.0,24,,,,,25811.0,True,3,,,1626096.0,,,,,,
67,Unstated Next,jamiebuilds/unstated-next,unstated-next,,state-management,https://github.com/jamiebuilds/unstated-next,https://github.com/jamiebuilds/unstated-next,MIT,2019-05-02 00:44:35.000,2020-09-28 23:34:51.000,2020-05-04 17:55:59.000,116,50.0,27.0,3538,23.0,2019-05-13 23:34:47.580,1.1.0,3.0,200 bytes to never think about React state management libraries ever again.,1613.0,1553.0,11.0,24,https://www.npmjs.com/package/unstated-next,2019-05-13 23:34:47.580,60.0,166532.0,166532.0,False,1,,,,,,,,,
68,react-pivottable,plotly/react-pivottable,react-pivottable,,data-tables,https://github.com/plotly/react-pivottable,https://github.com/plotly/react-pivottable,MIT,2017-08-14 18:36:06.000,2021-06-24 11:25:16.000,2020-11-19 15:02:35.000,186,68.0,42.0,762,110.0,2020-11-19 15:06:48.000,0.11.0,24.0,React-based drag'n'drop pivot table with Plotly.js charts.,312.0,276.0,10.0,24,https://www.npmjs.com/package/react-pivottable,2020-11-19 15:04:38.247,36.0,73463.0,73463.0,True,3,https://react-pivottable.js.org/,,,,,,,,
69,react-file-viewer,plangrid/react-file-viewer,react-file-viewer,,file-handling,https://github.com/plangrid/react-file-viewer,https://github.com/plangrid/react-file-viewer,MIT,2017-05-16 04:05:21.000,2021-05-27 07:34:06.000,2019-11-13 20:16:39.000,183,103.0,12.0,300,118.0,2019-11-13 20:16:45.447,1.2.1,74.0,Extendable file viewer for web.,827.0,793.0,12.0,24,https://www.npmjs.com/package/react-file-viewer,2019-11-13 20:16:45.447,34.0,76007.0,76007.0,False,3,,,,,,,,,
70,React Lazylog,mozilla-frontend-infra/react-lazylog,react-lazylog,,other-components,https://github.com/mozilla-frontend-infra/react-lazylog,https://github.com/mozilla-frontend-infra/react-lazylog,MPL-2.0,2017-04-27 16:46:34.000,2021-05-28 04:12:05.000,2020-07-23 15:46:22.000,69,46.0,23.0,210,159.0,2020-07-23 15:47:23.944,4.5.3,49.0,React Lazy Logviewer.,280.0,238.0,15.0,24,https://www.npmjs.com/package/react-lazylog,2020-07-23 15:47:23.944,42.0,83817.0,83817.0,True,3,https://mozilla-frontend-infra.github.io/react-lazylog/#lazylog,,,,,,,,
71,Tauri,tauri-apps/tauri,tauri,,desktop-apps,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,MIT,2019-07-13 09:09:37.000,2021-07-01 17:58:36.000,2021-06-30 22:08:48.000,380,62.0,449.0,17729,,2021-06-29 01:24:16.000,cli.rs-v1.0.0-beta.4,100.0,"Build smaller, faster, and more secure desktop applications with a web frontend.",154.0,150.0,76.0,23,https://www.npmjs.com/package/tauri,2021-01-24 12:41:34.564,4.0,999.0,1227.0,True,3,,,2740.0,,,,,,
72,RevoGrid,revolist/revogrid,@revolist/revogrid,,data-tables,https://github.com/revolist/revogrid,https://github.com/revolist/revogrid,MIT,2020-05-04 21:23:09.000,2021-06-30 23:58:03.000,2021-06-18 19:44:07.000,71,43.0,88.0,1649,600.0,2021-06-18 19:46:34.642,3.0.95,168.0,Powerful virtual data grid smartsheet with advanced customization. Best features from excel plus incredible performance.,44.0,44.0,8.0,23,https://www.npmjs.com/package/@revolist/revogrid,2021-06-30 19:03:58.395,0.0,6522.0,6522.0,True,3,,,,,,,,,
73,Material-UI Treasury,siriwatknp/mui-treasury,@mui-treasury/components,['material-ui'],other-components,https://github.com/siriwatknp/mui-treasury,https://github.com/siriwatknp/mui-treasury,MIT,2019-03-11 16:21:23.000,2021-06-30 17:10:07.000,2021-06-18 17:07:27.000,112,48.0,230.0,1569,747.0,2021-02-03 01:12:27.460,1.10.1,53.0,A collection of ready-to-use components based on Material-UI.,19.0,19.0,18.0,23,https://www.npmjs.com/package/@mui-treasury/components,2021-06-18 16:46:52.506,0.0,11326.0,11326.0,True,3,https://mui-treasury.com/components/,,,,,,,,
74,Reaviz,reaviz/reaviz,reaviz,,data-viz,https://github.com/reaviz/reaviz,https://github.com/reaviz/reaviz,Apache-2.0,2020-04-17 21:17:18.000,2021-06-18 11:53:15.000,2021-06-18 11:50:53.000,60,15.0,7.0,1122,301.0,2021-06-09 18:33:23.189,10.2.2,234.0,Data visualization library for React based on D3.,157.0,151.0,8.0,23,https://www.npmjs.com/package/reaviz,2021-06-18 11:51:01.755,6.0,5840.0,5840.0,True,3,,,,,,,,,
75,React Spreadsheet,iddan/react-spreadsheet,react-spreadsheet,,data-tables,https://github.com/iddan/react-spreadsheet,https://github.com/iddan/react-spreadsheet,MIT,2018-02-18 17:12:32.000,2021-05-30 07:28:00.000,2021-05-30 07:27:57.000,35,24.0,41.0,444,526.0,2021-02-28 09:11:25.265,0.5.3,39.0,"Simple, customizable yet performant spreadsheet for React.",143.0,137.0,14.0,23,https://www.npmjs.com/package/react-spreadsheet,2021-02-28 09:11:25.265,6.0,14127.0,14127.0,True,3,https://iddan.github.io/react-spreadsheet,,,,,,,,
76,ReactPivot,davidguttman/react-pivot,react-pivot,,data-tables,https://github.com/davidguttman/react-pivot,https://github.com/davidguttman/react-pivot,MIT,2015-02-28 00:29:35.000,2021-05-12 02:23:10.000,2020-06-17 22:37:49.000,141,36.0,23.0,987,171.0,2020-06-17 22:38:08.272,4.4.0,49.0,"React-Pivot is a data-grid component with pivot-table-like functionality for data display, filtering, and exploration.",185.0,137.0,20.0,21,https://www.npmjs.com/package/react-pivot,2020-06-17 22:38:08.272,48.0,2531.0,2531.0,False,3,http://davidguttman.github.io/react-pivot/,,,,,,,,
77,React-Data-Export,securedeveloper/react-data-export,react-data-export,,file-handling,https://github.com/securedeveloper/react-data-export,https://github.com/securedeveloper/react-data-export,MIT,2017-10-13 20:35:38.000,2021-04-14 13:58:02.000,2020-01-23 21:39:15.000,101,53.0,47.0,149,137.0,2020-01-20 11:33:32.229,0.6.0,13.0,Export dataset in react.,846.0,806.0,13.0,21,https://www.npmjs.com/package/react-data-export,2020-01-20 11:33:32.229,40.0,44029.0,44029.0,False,3,,-1.0,,,,,,,
78,Monaco Yaml,pengx17/monaco-yaml,monaco-yaml,,editors,https://github.com/pengx17/monaco-yaml,https://github.com/pengx17/monaco-yaml,MIT,2018-02-26 06:08:04.000,2021-04-28 15:50:59.000,2021-04-13 19:07:09.000,30,19.0,14.0,74,128.0,2020-10-05 10:36:15.031,2.5.1,12.0,YAML plugin for the Monaco Editor.,68.0,68.0,16.0,20,https://www.npmjs.com/package/monaco-yaml,2020-10-05 10:36:15.031,0.0,230406.0,230406.0,False,3,,,,,,,,,
79,React Dashboard,flatlogic/react-dashboard,,['bootstrap'],admin-dashboards,https://github.com/flatlogic/react-dashboard,https://github.com/flatlogic/react-dashboard,MIT,2016-02-02 14:08:02.000,2021-06-15 22:56:20.000,2021-02-18 16:53:02.000,295,9.0,9.0,1311,1028.0,2020-10-07 10:43:47.000,1.4.0,5.0,"React Dashboard - isomorphic admin dashboard template (React.js, Bootstrap, Node.js, GraphQL, React Router, Babel,..",,,152.0,19,,,,,,True,2,https://flatlogic.com/templates/react-dashboard/demo,,,,,,,,
80,Remotion,JonnyBurger/remotion,,,others,https://github.com/remotion-dev/remotion,https://github.com/remotion-dev/remotion,,2020-06-23 19:49:10.000,2021-06-30 20:03:18.000,2021-06-30 18:15:03.000,276,30.0,181.0,7668,,2021-06-24 17:55:58.000,2.1.12,34.0,Create videos programmatically in React.,135.0,135.0,56.0,18,,,,,,False,1,,,,remotion-dev/remotion,,,,,
81,React Material Admin,flatlogic/react-material-admin,,['material-ui'],admin-dashboards,https://github.com/flatlogic/react-material-admin,https://github.com/flatlogic/react-material-admin,MIT,2019-04-24 12:47:06.000,2021-06-05 01:06:39.000,2021-04-13 09:36:57.000,369,13.0,16.0,1102,78.0,2021-02-02 10:54:17.000,1.3.2,8.0,React Material Admin is a React template built with Material-UI.,,,9.0,17,,,,,,True,3,https://flatlogic.com/templates/react-material-admin/demo,1.0,,,,,,,
82,Radix Primitives,radix-ui/primitives,@radix-ui/utils,,ui-frameworks,https://github.com/radix-ui/primitives,https://github.com/radix-ui/primitives,MIT,2020-06-19 13:23:22.000,2021-07-01 16:12:24.000,2021-07-01 13:07:15.000,31,49.0,140.0,1058,,2021-01-27 10:06:42.425,0.0.3,3.0,"An open-source UI component library for building high-quality, accessible design systems and web apps. Maintained by..",2.0,2.0,10.0,17,https://www.npmjs.com/package/@radix-ui/utils,2021-01-27 10:06:42.425,0.0,14153.0,14153.0,True,3,,,,,,,,,
83,orb,nnajm/orb,orb,,data-tables,https://github.com/nnajm/orb,https://github.com/nnajm/orb,MIT,2014-11-11 13:09:07.000,2020-12-30 22:32:47.000,2020-12-30 22:32:47.000,160,72.0,23.0,522,78.0,2015-06-29 00:03:49.124,1.0.9,9.0,Pivot table javascript library.,21.0,17.0,2.0,17,https://www.npmjs.com/package/orb,2015-06-29 00:03:49.124,4.0,164.0,164.0,True,3,https://nnajm.github.io/orb/,,,,,,,,
84,reactdatagrid,inovua/reactdatagrid,@inovua/reactdatagrid-community,,data-tables,https://github.com/inovua/reactdatagrid,https://github.com/inovua/reactdatagrid,MIT,2020-10-07 13:47:44.000,2021-06-03 08:59:57.000,2021-06-03 08:30:11.000,12,31.0,78.0,165,256.0,2021-06-03 09:01:20.000,4.1.18,64.0,Empower Your Data with the best React Data Grid there is.,0.0,,1.0,17,https://www.npmjs.com/package/@inovua/reactdatagrid-community,2021-06-03 08:29:41.276,0.0,4248.0,4248.0,True,3,https://reactdatagrid.io/demo,,,,,,,,
85,React SaaS Template,dunky11/react-saas-template,,,admin-dashboards,https://github.com/dunky11/react-saas-template,https://github.com/dunky11/react-saas-template,MIT,2020-01-30 23:38:23.000,2021-06-29 04:21:02.000,2021-06-14 09:48:54.000,267,,9.0,1122,1214.0,,,,Template for building an SaaS / admin website using React + Material-UI.,,,8.0,16,,,,,,True,3,https://reactsaastemplate.com/,,,,,,,,
86,Material Kit React,devias-io/material-kit-react,,['material-ui'],admin-dashboards,https://github.com/devias-io/material-kit-react,https://github.com/devias-io/material-kit-react,MIT,2019-05-02 15:25:39.000,2021-05-18 20:47:11.000,2021-04-18 07:25:48.000,1180,11.0,16.0,3108,,2019-07-29 07:50:25.000,1.0.0,1.0,"React Dashboard made with Material UIs components. Our pro template contains features like TypeScript version,..",,,8.0,15,,,,,,True,3,https://react-material-dashboard.devias.io/app/dashboard,,,,,,,,
87,Luna,rvpanoz/luna,,,dev-tools,https://github.com/rvpanoz/luna,https://github.com/rvpanoz/luna,GPL-3.0,2017-09-18 22:22:06.000,2020-11-01 09:43:41.000,2020-10-31 22:27:04.000,41,9.0,84.0,969,1491.0,2020-10-29 23:06:39.000,.3.4.6,26.0,Manage npm dependencies through a modern UI.,,,10.0,15,,,,,169.0,True,3,,,7437.0,,,,,,
88,React Ansi,RaoHai/react-ansi,react-ansi,,other-components,https://github.com/RaoHai/react-ansi,https://github.com/RaoHai/react-ansi,MIT,2019-05-29 15:39:22.000,2021-06-30 21:39:35.000,2020-12-17 09:06:28.000,4,4.0,2.0,17,115.0,2020-12-17 09:09:03.463,2.1.4,23.0,A foldable and searchable ansi log viewer for React.,10.0,10.0,4.0,15,https://www.npmjs.com/package/react-ansi,2020-12-17 09:09:03.463,,336.0,336.0,False,3,,,,,,,,,
89,Volt React Dashboard,themesberg/volt-react-dashboard,,['bootstrap'],admin-dashboards,https://github.com/themesberg/volt-react-dashboard,https://github.com/themesberg/volt-react-dashboard,MIT,2021-01-20 16:17:34.000,2021-02-13 10:39:35.000,2021-02-13 10:39:35.000,95,1.0,2.0,346,44.0,2021-01-22 09:58:07.000,1.0.0,1.0,A React.js admin dashboard template and UI library based on Bootstrap 5.,,,3.0,12,,,,,,True,3,https://demo.themesberg.com/volt-react-dashboard/,,,,,,,,
90,Notus React,creativetimofficial/notus-react,,,admin-dashboards,https://github.com/creativetimofficial/notus-react,https://github.com/creativetimofficial/notus-react,MIT,2020-09-01 07:23:16.000,2021-03-19 12:58:05.000,2021-03-19 12:57:49.000,79,,3.0,336,,2021-03-19 12:58:05.000,1.1.0,2.0,Notus React: Free Tailwind CSS UI Kit and Admin.,,,2.0,12,,,,,,True,3,https://demos.creative-tim.com/notus-react/,,,,,,,,
91,Material-UI Theme Creator,bareynol/mui-theme-creator,,['material-ui'],dev-tools,https://github.com/bareynol/mui-theme-creator,https://github.com/bareynol/mui-theme-creator,0BSD,2020-08-25 14:51:49.000,2020-08-27 18:19:42.000,2020-08-27 18:08:37.000,18,6.0,2.0,82,102.0,,,,A tool to help design and customize themes for the Material-UI component library. Includes basic site templates to..,,,1.0,7,,,,,,False,3,https://bareynol.github.io/mui-theme-creator/,,,,,,,,
