,name,github_id,npm_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,demo_url,github_release_downloads,trending,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
27,react-table,tannerlinsley/react-table,react-table,,data-tables,https://github.com/tannerlinsley/react-table,https://github.com/tannerlinsley/react-table,MIT,2016-10-20 17:25:08.000,2021-11-14 21:54:01.000,2021-10-26 15:05:14.000,2132,214.0,1764.0,15513,1391.0,2021-04-25 22:58:23.000,7.7.0,216.0,Hooks for building fast and extendable tables and datagrids for React.,44498.0,40958.0,266,36,https://www.npmjs.com/package/react-table,2021-04-25 22:58:20.146,3540.0,3630363.0,3630363.0,True,1,,,,,,,,,
28,sweetalert2,sweetalert2/sweetalert2,sweetalert2,,other-components,https://github.com/sweetalert2/sweetalert2,https://github.com/sweetalert2/sweetalert2,MIT,2015-01-03 16:15:52.000,2021-11-15 08:26:02.000,2021-11-15 08:26:01.000,1395,7.0,1432.0,13792,2650.0,2021-11-08 20:01:52.000,11.1.10,589.0,"A beautiful, responsive, highly customizable and accessible (WAI-ARIA) replacement for JavaScript's popup boxes. Zero..",130948.0,124056.0,121,36,https://www.npmjs.com/package/sweetalert2,2021-11-08 20:01:29.603,6892.0,1488626.0,1494071.0,True,1,,92570.0,,,,,,,
29,react-slick,akiran/react-slick,react-slick,,other-components,https://github.com/akiran/react-slick,https://github.com/akiran/react-slick,MIT,2014-11-16 05:14:39.000,2021-10-13 14:15:14.000,2021-09-17 09:51:39.000,1914,410.0,1158.0,9990,1210.0,2021-03-08 05:01:08.649,0.28.1,114.0,React carousel component.,165542.0,147148.0,148,36,https://www.npmjs.com/package/react-slick,2021-03-08 05:01:08.649,18394.0,3526737.0,3526737.0,True,1,,,,,,,,,
30,React Dropzone,react-dropzone/react-dropzone,react-dropzone,,file-handling,https://github.com/react-dropzone/react-dropzone,https://github.com/react-dropzone/react-dropzone,MIT,2014-09-27 11:57:09.000,2021-10-23 19:14:13.000,2021-10-03 00:49:46.000,716,15.0,660.0,8584,560.0,2021-09-23 23:58:10.000,11.4.2,149.0,Simple HTML5 drag-drop zone with React.js.,88538.0,78222.0,170,36,https://www.npmjs.com/package/react-dropzone,2021-09-14 13:21:29.494,10316.0,7162580.0,7162580.0,True,2,https://react-dropzone.js.org/#section-basic-example,,,,,,,,
31,i18next,i18next/i18next,i18next,,utils,https://github.com/i18next/i18next,https://github.com/i18next/i18next,MIT,2011-12-16 12:37:42.000,2021-11-17 14:21:09.000,2021-11-16 12:39:52.000,569,3.0,1114.0,5925,1739.0,2021-11-16 12:40:14.548,21.5.2,338.0,i18next: learn once - translate everywhere.,77103.0,67713.0,207,36,https://www.npmjs.com/package/i18next,2021-11-16 12:40:14.548,9390.0,9063196.0,9063196.0,True,3,,,,,,,,,
32,log4js-node,log4js-node/log4js-node,log4js,,utils,https://github.com/log4js-node/log4js-node,https://github.com/log4js-node/log4js-node,Apache-2.0,2010-01-17 00:57:58.000,2021-11-11 10:57:32.000,2020-05-25 03:14:20.000,751,128.0,623.0,5159,1541.0,2020-05-24 23:01:08.195,6.3.0,134.0,A port of log4js to node.js.,1403044.0,1225074.0,159,36,https://www.npmjs.com/package/log4js,2020-05-24 23:01:08.195,177970.0,11686482.0,11686482.0,False,3,,,,,,,,,
33,Electron,electron/electron,electron,,desktop-apps,https://github.com/electron/electron,https://github.com/electron/electron,MIT,2013-04-12 01:47:36.000,2021-11-18 13:01:36.000,,12916,1376.0,,98919,,2021-11-16 01:17:55.600,16.0.0,643.0,"Build cross-platform desktop apps with JavaScript, HTML, and CSS.",46992.0,,777,35,https://www.npmjs.com/package/electron,2021-11-17 17:45:54.798,46992.0,2259874.0,2259874.0,True,1,,,,,,,,,
34,React Admin,marmelab/react-admin,react-admin,['material-ui'],admin-dashboards,https://github.com/marmelab/react-admin,https://github.com/marmelab/react-admin,MIT,2016-07-13 07:58:54.000,2021-11-18 13:34:27.000,2021-11-18 08:22:16.000,4015,154.0,3204.0,18305,11046.0,2021-11-17 14:00:13.000,3.19.1,185.0,"A frontend Framework for building B2B applications running in the browser on top of REST/GraphQL APIs, using ES6,..",8234.0,7738.0,493,35,https://www.npmjs.com/package/react-admin,2021-11-17 13:58:41.981,496.0,209373.0,209373.0,True,1,https://marmelab.com/react-admin-demo/,,,,,,,,
35,lerna,lerna/lerna,lerna,,dev-tools,https://github.com/lerna/lerna,https://github.com/lerna/lerna,MIT,2015-12-04 09:36:55.000,2021-11-11 19:35:14.000,2021-06-02 22:46:25.000,1992,719.0,1474.0,30630,,2021-02-10 22:42:55.000,4.0.0,184.0,A tool for managing JavaScript projects with multiple packages.,129323.0,101161.0,280,34,https://www.npmjs.com/package/lerna,2021-02-10 22:42:31.218,28162.0,5247196.0,5247196.0,True,2,,,,,,,,,
36,react-beautiful-dnd,atlassian/react-beautiful-dnd,react-beautiful-dnd,,other-components,https://github.com/atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,Apache-2.0,2017-08-09 03:37:15.000,2021-11-18 02:38:21.000,2021-10-15 06:06:19.000,1918,476.0,992.0,25543,793.0,2021-03-21 23:46:09.000,13.1.0,93.0,Beautiful and accessible drag and drop for lists with React.,35114.0,33130.0,126,34,https://www.npmjs.com/package/react-beautiful-dnd,2021-03-21 23:24:40.308,1984.0,4381891.0,4381891.0,True,2,,,,,,,,,
37,react-testing-library,testing-library/react-testing-library,react-testing-library,,testing,https://github.com/testing-library/react-testing-library,https://github.com/testing-library/react-testing-library,MIT,2018-03-19 13:39:49.000,2021-11-18 11:41:23.000,2021-10-07 12:12:08.000,884,20.0,530.0,15487,,2021-10-03 13:19:49.000,12.1.2,100.0,Simple and complete React DOM testing utilities that encourage good testing practices.,3271270.0,3266638.0,166,34,https://www.npmjs.com/package/react-testing-library,2019-05-30 18:10:43.138,4632.0,372881.0,372881.0,True,3,,,,,,,,,
38,tinymce,tinymce/tinymce,tinymce,,editors,https://github.com/tinymce/tinymce,https://github.com/tinymce/tinymce,LGPL-2.1,2010-01-11 14:46:42.000,2021-11-18 11:07:43.000,2021-11-18 01:43:23.000,1852,848.0,4651.0,10034,24802.0,2021-11-17 04:34:14.764,5.10.2,142.0,"The world's #1 JavaScript library for rich text editing. Available for React, Vue and Angular.",3383.0,375.0,298,34,https://www.npmjs.com/package/tinymce,2021-11-17 04:34:14.764,3008.0,1036441.0,1036441.0,False,1,,,,,,,,,
39,React-Toastify,fkhadra/react-toastify,react-toastify,,notifications,https://github.com/fkhadra/react-toastify,https://github.com/fkhadra/react-toastify,MIT,2016-11-08 12:32:52.000,2021-11-03 18:52:26.000,2021-11-03 18:51:28.000,410,36.0,447.0,7982,1090.0,2021-11-03 18:53:43.000,8.1.0,123.0,React notification made easy !.,132437.0,126501.0,71,34,https://www.npmjs.com/package/react-toastify,2021-11-03 18:52:17.547,5936.0,3444992.0,3444992.0,True,1,https://fkhadra.github.io/react-toastify/introduction/,,,,,,,,
40,Semantic-UI,Semantic-Org/Semantic-UI,semantic-ui,,ui-frameworks,https://github.com/Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,MIT,2013-04-08 23:32:04.000,2021-09-05 13:15:39.000,2018-10-21 20:59:02.000,5139,1055.0,5232.0,49681,6684.0,2018-10-21 21:03:55.194,2.4.2,100.0,Semantic is a UI component framework based around useful principles from natural language.,17268.0,12896.0,225,33,https://www.npmjs.com/package/semantic-ui,2018-10-21 21:03:55.194,4372.0,38660.0,38703.0,False,2,,4036.0,,,,,,,
41,Draft JS,facebook/draft-js,draft-js,,editors,https://github.com/facebook/draft-js,https://github.com/facebook/draft-js,MIT,2016-02-19 20:18:26.000,2021-11-09 19:40:21.000,2021-11-09 19:40:18.000,2469,905.0,955.0,21047,,2020-08-17 16:40:16.000,0.11.7,32.0,A React framework for building text editors.,116330.0,97912.0,315,33,https://www.npmjs.com/package/draft-js,2020-08-17 16:36:23.849,18418.0,3134975.0,3134975.0,True,1,,,,,,,,,
42,swr,vercel/swr,swr,,data-fetching,https://github.com/vercel/swr,https://github.com/vercel/swr,MIT,2019-10-28 18:16:01.000,2021-11-16 12:05:47.000,2021-11-11 10:33:06.000,729,60.0,464.0,19893,522.0,2021-09-12 21:38:50.997,1.0.1,101.0,React Hooks for data fetching.,36682.0,36656.0,121,33,https://www.npmjs.com/package/swr,2021-11-11 10:42:28.959,26.0,1959576.0,1959576.0,True,2,,,,,,,,,
43,umi,umijs/umi,umi,,cms-frameworks,https://github.com/umijs/umi,https://github.com/umijs/umi,MIT,2017-11-22 10:09:36.000,2021-11-15 08:54:48.911,2021-10-13 13:47:27.000,1927,350.0,4176.0,11579,4494.0,2021-09-28 05:56:20.000,3.5.20,521.0,Pluggable enterprise-level react application framework.,1986.0,772.0,317,33,https://www.npmjs.com/package/umi,2021-11-15 08:54:48.911,1214.0,133305.0,133305.0,True,3,,,,,,,,,
44,nivo,plouc/nivo,@nivo/core,,data-viz,https://github.com/plouc/nivo,https://github.com/plouc/nivo,MIT,2016-04-16 03:27:56.000,2021-11-17 19:21:20.000,2021-11-10 00:45:28.000,765,101.0,1085.0,9437,1572.0,2021-10-09 22:59:30.835,0.74.0,58.0,"nivo provides a rich set of dataviz components, built on top of the awesome d3 and Reactjs libraries.",1543.0,1241.0,160,33,https://www.npmjs.com/package/@nivo/core,2021-10-09 22:59:30.835,302.0,985653.0,985653.0,True,1,https://nivo.rocks/components/,,,,,,,,
45,ag-Grid,ag-grid/ag-grid,ag-grid-community,,data-tables,https://github.com/ag-grid/ag-grid,https://github.com/ag-grid/ag-grid,MIT,2014-12-23 16:20:14.000,2021-11-18 15:06:11.000,2021-11-18 15:06:06.000,1370,18.0,4247.0,7756,21406.0,2021-11-17 08:25:24.000,26.2.0,100.0,The best JavaScript Data Table for building Enterprise Applications. Supports React / Angular / Vue / Plain JavaScript.,1624.0,978.0,131,33,https://www.npmjs.com/package/ag-grid-community,2021-11-17 08:19:18.490,646.0,1126339.0,1126339.0,True,2,,,,,,,,,
46,React Chartjs 2,reactchartjs/react-chartjs-2,react-chartjs-2,,data-viz,https://github.com/reactchartjs/react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,MIT,2016-05-06 22:01:08.000,2021-11-17 19:09:43.000,2021-11-12 10:28:03.000,880,114.0,498.0,4575,385.0,2021-10-26 09:07:10.000,3.3.0,73.0,"React components for Chart.js, the most popular charting library.",107044.0,100320.0,68,33,https://www.npmjs.com/package/react-chartjs-2,2021-10-26 09:06:24.203,6724.0,1880433.0,1880433.0,True,1,https://reactchartjs.github.io/react-chartjs-2/,,,,,,,,
47,material-table,mbrn/material-table,material-table,['material-ui'],data-tables,https://github.com/mbrn/material-table,https://github.com/mbrn/material-table,MIT,2018-08-06 13:15:08.000,2021-11-09 11:16:21.000,2021-04-21 11:22:33.000,1042,103.0,2352.0,3176,1576.0,2021-04-21 11:24:11.402,1.69.3,187.0,Datatable for React based on material-ui's table with additional features.,18005.0,17477.0,198,33,https://www.npmjs.com/package/material-table,2021-04-21 11:24:11.402,528.0,576248.0,576248.0,True,2,,,,,,,,,
48,Slate,ianstormtaylor/slate,slate,,editors,https://github.com/ianstormtaylor/slate,https://github.com/ianstormtaylor/slate,MIT,2016-06-18 01:52:42.000,2021-11-17 17:01:03.000,2021-11-16 11:31:36.000,2516,418.0,2286.0,22828,,2021-11-16 11:35:42.000,slate-react@0.70.1,587.0,A completely customizable framework for building rich text editors. (Currently in beta.).,71997.0,64999.0,446,32,https://www.npmjs.com/package/slate,2021-04-01 02:10:51.453,6998.0,1246886.0,1246886.0,True,1,https://www.slatejs.org/examples/richtext,,,,,,,,
49,Blueprint,palantir/blueprint,@blueprintjs/core,,ui-frameworks,https://github.com/palantir/blueprint,https://github.com/palantir/blueprint,Apache-2.0,2016-10-25 21:17:50.000,2021-11-17 22:00:04.000,2021-11-10 15:38:43.000,1920,641.0,1943.0,18296,,2021-10-25 20:09:18.743,3.51.3,168.0,A React-based UI toolkit for the web.,12329.0,10251.0,294,32,https://www.npmjs.com/package/@blueprintjs/core,2021-11-11 15:16:23.290,2078.0,781856.0,781856.0,True,2,https://blueprintjs.com/docs/,,,,,,,,
50,Handsontable,handsontable/handsontable,handsontable,,data-tables,https://github.com/handsontable/handsontable,https://github.com/handsontable/handsontable,ICU,2011-05-23 22:38:58.000,2021-11-18 14:28:53.000,2021-11-17 15:15:23.000,2671,816.0,6290.0,15952,7299.0,2021-11-17 15:19:55.000,11.0.1,100.0,"JavaScript data grid with a spreadsheet look & feel. Works with React, Angular, and Vue. Supported by the Handsontable..",4764.0,4040.0,120,32,https://www.npmjs.com/package/handsontable,2021-11-17 15:17:10.950,724.0,364472.0,364472.0,False,2,https://handsontable.com/examples,,,,,,,,
