,name,github_id,category,npm_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,trending,demo_url,github_release_downloads,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
51,emotion,emotion-js/emotion,styling,@emotion/react,https://github.com/emotion-js/emotion,https://github.com/emotion-js/emotion,MIT,2017-05-27 04:23:45.000,2021-08-03 10:23:19.000,2021-06-06 23:38:08.000,857,140.0,1192.0,13421,,2021-05-07 00:52:02.000,@emotion/cache@11.4.0,100.0,CSS-in-JS library designed for high performance style composition.,20062.0,20062.0,260,32,https://www.npmjs.com/package/@emotion/react,2021-05-07 00:51:52.620,0.0,4281701.0,4281701.0,True,3,,,,,,,,,,
52,Grommet,grommet/grommet,ui-frameworks,grommet,https://github.com/grommet/grommet,https://github.com/grommet/grommet,Apache-2.0,2015-03-24 08:54:10.000,2021-08-04 20:15:10.000,2021-08-04 16:33:19.000,901,207.0,2469.0,7405,5948.0,2021-07-27 20:13:10.000,2.17.4,134.0,"a react-based framework that provides accessibility, modularity, responsiveness, and theming in a tidy package.",8000.0,6768.0,300,32,https://www.npmjs.com/package/grommet,2021-07-27 20:10:32.885,1232.0,89426.0,89454.0,True,2,,,https://v2.grommet.io/components,1842.0,,,,,,
53,react-json-view,mac-s-g/react-json-view,file-handling,react-json-view,https://github.com/mac-s-g/react-json-view,https://github.com/mac-s-g/react-json-view,MIT,2017-03-26 06:01:36.000,2021-07-20 12:05:36.000,2021-03-09 03:27:31.000,292,108.0,89.0,2165,732.0,2021-03-09 03:08:46.252,1.21.3,111.0,JSON viewer for react.,18890.0,17896.0,33,32,https://www.npmjs.com/package/react-json-view,2021-03-09 03:08:46.252,994.0,980230.0,980230.0,True,2,,,https://mac-s-g.github.io/react-json-view/demo/dist/,,,,,,,
54,editor.js,codex-team/editor.js,editors,@editorjs/editorjs,https://github.com/codex-team/editor.js,https://github.com/codex-team/editor.js,Apache-2.0,2015-11-28 20:56:35.000,2021-08-05 15:32:12.000,2021-07-21 19:14:12.000,1219,393.0,597.0,16015,523.0,2021-07-21 19:19:41.654,2.22.2,39.0,A block-styled editor with clean JSON output.,2160.0,2086.0,36,31,https://www.npmjs.com/package/@editorjs/editorjs,2021-07-21 19:19:41.654,74.0,61100.0,61128.0,True,2,,,,1546.0,,,,,,
55,zustand,pmndrs/zustand,state-management,zustand,https://github.com/pmndrs/zustand,https://github.com/pmndrs/zustand,MIT,2019-04-09 09:10:06.000,2021-07-30 12:48:33.000,2021-07-23 22:02:16.000,254,31.0,224.0,9949,512.0,2021-07-13 23:49:05.000,3.5.7,59.0,Bear necessities for state management in React.,5087.0,5067.0,72,31,https://www.npmjs.com/package/zustand,2021-06-09 00:28:50.157,20.0,416261.0,416261.0,True,2,,,,,,,,,,
56,sql.js,sql-js/sql.js,others,sql.js,https://github.com/sql-js/sql.js,https://github.com/sql-js/sql.js,MIT,2012-02-27 03:05:49.000,2021-07-16 08:06:46.000,2021-07-16 08:01:13.000,882,97.0,255.0,9018,468.0,2021-03-15 10:04:56.737,1.5.0,30.0,A javascript library to run SQLite on the web.,3992.0,3194.0,40,31,https://www.npmjs.com/package/sql.js,2021-03-15 10:04:56.737,798.0,226424.0,227009.0,True,2,,,,12291.0,,,,,,
57,Victory,FormidableLabs/victory,data-viz,victory,https://github.com/FormidableLabs/victory,https://github.com/FormidableLabs/victory,MIT,2015-07-02 22:36:50.000,2021-08-04 20:20:37.000,2021-08-04 20:20:37.000,446,157.0,1242.0,9006,,2021-08-04 16:13:51.054,35.10.0,205.0,A collection of composable React components for building interactive data visualizations.,11050.0,9678.0,234,31,https://www.npmjs.com/package/victory,2021-08-04 16:13:51.054,1372.0,528967.0,528967.0,True,2,,,https://formidable.com/open-source/victory/gallery/,,,,,,,
58,baseweb,uber/baseweb,ui-frameworks,baseui,https://github.com/uber/baseweb,https://github.com/uber/baseweb,MIT,2018-03-09 01:32:10.000,2021-08-05 00:30:28.000,2021-08-04 19:59:57.000,591,115.0,714.0,6618,2854.0,2021-07-26 23:46:16.140,10.0.0,565.0,A React Component library implementing the Base design language.,2111.0,2067.0,205,31,https://www.npmjs.com/package/baseui,2021-07-26 23:46:16.140,44.0,119431.0,119431.0,True,2,,,,,,,,,,
59,redux-toolkit,reduxjs/redux-toolkit,state-management,redux-toolkit,https://github.com/reduxjs/redux-toolkit,https://github.com/reduxjs/redux-toolkit,MIT,2018-03-03 21:21:53.000,2021-08-05 02:04:50.000,2021-08-05 02:04:50.000,452,70.0,714.0,6018,1037.0,2021-07-17 23:47:39.000,1.6.1,59.0,"The official, opinionated, batteries-included toolset for efficient Redux development.",91838.0,91834.0,156,31,https://www.npmjs.com/package/redux-toolkit,2015-10-21 03:50:29.233,4.0,5707.0,5707.0,True,2,,,,,,,,,,
60,React Suite,rsuite/rsuite,ui-frameworks,rsuite,https://github.com/rsuite/rsuite,https://github.com/rsuite/rsuite,MIT,2016-06-06 02:27:46.000,2021-08-05 16:35:15.000,2021-08-05 16:35:14.000,591,153.0,430.0,5747,1641.0,2021-06-03 06:32:49.982,4.10.2,222.0,A suite of React components .,3992.0,3860.0,55,31,https://www.npmjs.com/package/rsuite,2021-08-03 10:41:50.988,132.0,64472.0,64472.0,True,2,,,https://rsuitejs.com/components/overview/,,,,,,,
61,react-draft-wysiwyg,jpuri/react-draft-wysiwyg,editors,react-draft-wysiwyg,https://github.com/jpuri/react-draft-wysiwyg,https://github.com/jpuri/react-draft-wysiwyg,MIT,2016-09-04 18:33:34.000,2021-08-04 00:46:30.000,2021-05-05 01:18:14.000,910,528.0,359.0,5193,826.0,2021-05-05 01:18:31.148,1.14.7,130.0,A Wysiwyg editor build on top of ReactJS and DraftJS. https://jpuri.github.io/react-draft-wysiwyg.,15993.0,14421.0,83,31,https://www.npmjs.com/package/react-draft-wysiwyg,2021-05-05 01:18:31.148,1572.0,749242.0,749242.0,True,2,,,,,,,,,,
62,React Ace,securingsincity/react-ace,editors,react-ace,https://github.com/securingsincity/react-ace,https://github.com/securingsincity/react-ace,MIT,2014-11-29 05:15:14.000,2021-08-05 01:03:22.000,2021-07-31 20:43:42.000,530,123.0,284.0,3176,853.0,2021-07-31 20:44:51.577,9.4.3,94.0,React Ace Component.,16519.0,12939.0,116,31,https://www.npmjs.com/package/react-ace,2021-07-31 20:44:51.577,3580.0,1201386.0,1201398.0,True,2,,,https://securingsincity.github.io/react-ace/,902.0,,,,,,
63,Notistack,iamhosseindhv/notistack,notifications,notistack,https://github.com/iamhosseindhv/notistack,https://github.com/iamhosseindhv/notistack,MIT,2018-08-04 21:05:47.000,2021-08-04 12:21:52.000,2021-07-25 21:20:18.000,226,19.0,263.0,2207,477.0,2021-07-26 09:10:56.280,1.0.10,85.0,Highly customizable notification snackbars (toasts) that can be stacked on top of each other.,12043.0,11537.0,44,31,https://www.npmjs.com/package/notistack,2021-04-25 20:04:12.907,506.0,1282834.0,1282834.0,True,3,['material-ui'],,https://iamhosseindhv.com/notistack/demos,,,,,,,
64,primereact,primefaces/primereact,ui-frameworks,primereact,https://github.com/primefaces/primereact,https://github.com/primefaces/primereact,MIT,2016-12-16 15:56:27.000,2021-08-05 08:43:17.000,2021-07-31 21:24:59.000,466,189.0,1742.0,2156,4809.0,2021-07-16 13:39:38.000,6.5.0,88.0,The Most Complete React UI Component Library.,6199.0,5871.0,113,31,https://www.npmjs.com/package/primereact,2021-07-16 13:39:10.400,328.0,132837.0,132837.0,True,2,,,,,,,,,,
65,blitz,blitz-js/blitz,cms-frameworks,blitz,https://github.com/blitz-js/blitz,https://github.com/blitz-js/blitz,MIT,2020-02-17 21:54:15.000,2021-08-05 17:21:45.000,2021-08-04 20:06:53.000,493,155.0,780.0,8705,212.0,2021-07-21 22:38:18.000,0.38.6,305.0,The Fullstack React Framework built on Next.js.,1011.0,1005.0,232,30,https://www.npmjs.com/package/blitz,2021-07-31 13:35:12.581,6.0,12917.0,12917.0,True,3,,,,,,,,,,
66,Rebass,rebassjs/rebass,ui-frameworks,rebass,https://github.com/rebassjs/rebass,https://github.com/rebassjs/rebass,MIT,2015-02-11 14:48:09.000,2021-08-03 19:54:18.000,2021-08-03 19:54:17.000,604,74.0,429.0,7409,2024.0,2019-10-28 19:08:45.057,4.0.7,109.0,React primitive UI components built with styled-system.,11418.0,9930.0,58,30,https://www.npmjs.com/package/rebass,2019-10-28 19:08:45.057,1488.0,261318.0,261318.0,True,3,,,https://codesandbox.io/s/github/rebassjs/rebass/tree/master/examples/sandbox,,,,,,,
67,BizCharts,alibaba/BizCharts,data-viz,bizcharts,https://github.com/alibaba/BizCharts,https://github.com/alibaba/BizCharts,MIT,2017-11-10 08:27:54.000,2021-07-20 08:06:54.000,2021-07-13 06:11:40.000,635,261.0,973.0,5665,962.0,2021-07-06 07:56:25.000,4.1.11,216.0,Powerful data visualization library based on G2 and React.,12383.0,11151.0,78,30,https://www.npmjs.com/package/bizcharts,2021-07-06 07:39:27.956,1232.0,103398.0,103398.0,True,2,,,,,,,,,,
68,react-quill,zenoamaro/react-quill,editors,react-quill,https://github.com/zenoamaro/react-quill,https://github.com/zenoamaro/react-quill,MIT,2014-11-07 12:25:40.000,2021-08-03 21:52:15.000,2020-11-12 19:24:58.000,639,188.0,404.0,4487,414.0,2020-03-29 19:25:46.394,1.3.5,46.0,A Quill component for React.,17139.0,15585.0,51,30,https://www.npmjs.com/package/react-quill,2020-03-29 18:18:10.355,1554.0,751806.0,751808.0,True,2,,,,179.0,,,,,,
69,react-monaco-editor,react-monaco-editor/react-monaco-editor,editors,react-monaco-editor,https://github.com/react-monaco-editor/react-monaco-editor,https://github.com/react-monaco-editor/react-monaco-editor,MIT,2016-09-05 07:11:05.000,2021-08-01 05:02:16.000,2021-08-01 05:02:15.000,276,22.0,227.0,2330,383.0,2021-07-27 06:57:28.859,0.44.0,70.0,Monaco Editor for React.,10117.0,9521.0,62,30,https://www.npmjs.com/package/react-monaco-editor,2021-07-27 06:57:28.859,596.0,262756.0,262756.0,True,2,,,,,,,,,,
70,MUI-Datatables,gregnb/mui-datatables,data-tables,mui-datatables,https://github.com/gregnb/mui-datatables,https://github.com/gregnb/mui-datatables,MIT,2017-11-04 19:49:44.000,2021-07-13 20:55:59.000,2021-04-03 07:24:59.000,752,487.0,778.0,2089,925.0,2021-04-03 07:27:55.000,3.7.7,143.0,Datatables for React using Material-UI - https://www.material-ui-datatables.com.,5483.0,5229.0,129,30,https://www.npmjs.com/package/mui-datatables,2021-04-03 07:27:06.513,254.0,186682.0,186682.0,True,2,['material-ui'],,,,,,,,,
71,react-avatar-editor,mosch/react-avatar-editor,other-components,react-avatar-editor,https://github.com/mosch/react-avatar-editor,https://github.com/mosch/react-avatar-editor,MIT,2014-12-12 01:22:23.000,2021-07-23 09:01:09.370,2021-07-23 09:00:39.000,327,3.0,208.0,1801,527.0,2021-07-23 09:01:09.370,12.0.0,67.0,Small avatar & profile picture component. Resize and crop uploaded images using a intuitive user interface.,4434.0,4020.0,61,30,https://www.npmjs.com/package/react-avatar-editor,2021-07-23 09:01:09.370,414.0,299782.0,299782.0,True,2,,,,,,,,,,
72,uppy,transloadit/uppy,file-handling,uppy,https://github.com/transloadit/uppy,https://github.com/transloadit/uppy,MIT,2015-11-16 12:32:33.000,2021-08-05 16:32:54.000,2021-08-05 16:22:21.000,1565,133.0,1372.0,24314,,2021-07-29 15:16:03.028,1.31.0,140.0,The next open source file uploader for web browsers.,1445.0,1329.0,298,29,https://www.npmjs.com/package/uppy,2021-08-02 21:47:10.695,116.0,55946.0,55946.0,True,2,,-5.0,,,,,,,,
73,docz,pedronauck/docz,dev-tools,docz,https://github.com/doczjs/docz,https://github.com/doczjs/docz,MIT,2018-03-17 04:24:10.000,2021-08-05 16:37:37.000,2021-08-02 20:06:40.000,1327,83.0,1104.0,21555,,2020-04-05 08:58:58.000,2.3.1,273.0,It has never been so easy to document your things!.,6867.0,5495.0,128,29,https://www.npmjs.com/package/docz,2020-04-07 10:55:25.773,1372.0,127204.0,127204.0,True,2,,,,,doczjs/docz,,,,,
74,visx,airbnb/visx,data-viz,@visx/group,https://github.com/airbnb/visx,https://github.com/airbnb/visx,MIT,2017-03-15 16:25:41.000,2021-08-05 05:51:20.000,2021-07-21 22:44:53.000,515,94.0,484.0,13903,2956.0,2021-07-20 19:56:36.189,1.17.1,76.0,visx | visualization components.,66.0,66.0,116,29,https://www.npmjs.com/package/@visx/group,2021-07-20 19:56:36.189,0.0,241245.0,241245.0,True,2,,,https://airbnb.io/visx/gallery,,,,,,,
75,fluentui,microsoft/fluentui,ui-frameworks,@fluentui/react,https://github.com/microsoft/fluentui,https://github.com/microsoft/fluentui,MIT,2016-06-06 15:03:44.000,2021-08-05 18:17:44.000,2021-08-05 17:45:12.000,1957,955.0,7207.0,11853,11573.0,2021-08-05 12:23:50.000,@fluentui/react-examples_v0.14.22,369.0,"Fluent UI web represents a collection of utilities, React components, and web components for building web applications.",4.0,4.0,686,29,https://www.npmjs.com/package/@fluentui/react,2021-08-05 07:32:51.930,0.0,215189.0,215189.0,True,3,,,,,,,,,,
76,Evergreen,segmentio/evergreen,ui-frameworks,evergreen-ui,https://github.com/segmentio/evergreen,https://github.com/segmentio/evergreen,MIT,2017-07-30 10:03:14.000,2021-08-04 23:47:25.000,2021-07-29 20:07:29.000,681,23.0,352.0,10948,766.0,2021-07-29 20:11:17.000,6.3.0,212.0,Evergreen React UI Framework by Segment.,2570.0,2420.0,111,29,https://www.npmjs.com/package/evergreen-ui,2021-07-29 20:09:44.265,150.0,36041.0,36041.0,True,3,,,,,,,,,,
77,React-Move,sghall/react-move,animations,react-move,https://github.com/sghall/react-move,https://github.com/sghall/react-move,MIT,2017-03-20 15:38:13.000,2021-06-28 18:46:30.000,2021-06-13 06:33:28.000,202,1.0,39.0,6338,524.0,2021-06-13 05:41:59.344,6.5.0,60.0,"React Move | Beautiful, data-driven animations for React.",4494.0,3848.0,13,29,https://www.npmjs.com/package/react-move,2021-06-13 05:41:59.344,646.0,382858.0,382858.0,True,1,,,https://react-move-docs.netlify.app/#/demos/node-group,,,,,,,
78,theme-ui,system-ui/theme-ui,ui-frameworks,theme-ui,https://github.com/system-ui/theme-ui,https://github.com/system-ui/theme-ui,MIT,2019-04-03 22:10:49.000,2021-08-05 06:18:01.000,2021-08-05 06:18:00.000,498,83.0,496.0,3861,,2021-06-19 16:42:38.000,0.10.0,283.0,"Build consistent, themeable React apps based on constraint-based design principles.",14195.0,13533.0,131,29,https://www.npmjs.com/package/theme-ui,2021-05-19 08:13:11.218,662.0,462283.0,462283.0,True,3,,,,,,,,,,
79,react-copy-to-clipboard,nkbt/react-copy-to-clipboard,other-components,react-copy-to-clipboard,https://github.com/nkbt/react-copy-to-clipboard,https://github.com/nkbt/react-copy-to-clipboard,MIT,2015-07-04 09:10:02.000,2021-08-03 22:09:17.000,2021-01-12 23:38:42.000,106,15.0,68.0,1786,495.0,2021-01-12 23:41:45.000,5.0.3,27.0,Copy-to-clipboard React component.,53684.0,47768.0,17,29,https://www.npmjs.com/package/react-copy-to-clipboard,2021-01-12 23:38:39.178,5916.0,2562307.0,2562307.0,True,2,,,,,,,,,,
80,React Data Table,jbetancur/react-data-table-component,data-tables,react-data-table-component,https://github.com/jbetancur/react-data-table-component,https://github.com/jbetancur/react-data-table-component,Apache-2.0,2018-03-16 04:31:39.000,2021-07-18 00:10:36.000,2021-06-29 23:37:43.000,222,40.0,500.0,1099,787.0,2021-02-23 03:50:10.930,6.11.7,153.0,"A responsive table library with built-in sorting, pagination, selection, expandable rows, and customizable styling.",4784.0,4696.0,41,29,https://www.npmjs.com/package/react-data-table-component,2021-06-29 23:40:06.114,88.0,150038.0,150038.0,True,2,,,https://jbetancur.github.io/react-data-table-component/,,,,,,,
81,react-csv,react-csv/react-csv,file-handling,react-csv,https://github.com/react-csv/react-csv,https://github.com/react-csv/react-csv,MIT,2016-11-25 12:55:39.000,2021-07-20 14:58:36.000,2020-07-09 05:32:23.000,220,111.0,119.0,796,164.0,2020-04-01 19:55:11.000,2.0.3,30.0,React components to build CSV files on the fly basing on Array/literal object of data.,7490.0,6968.0,27,29,https://www.npmjs.com/package/react-csv,2020-04-01 16:36:39.880,522.0,778298.0,778298.0,False,2,,,,,,,,,,
82,Ant Design Pro,ant-design/ant-design-pro,admin-dashboards,,https://github.com/ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,MIT,2017-08-25 10:40:44.000,2021-08-05 12:22:38.000,2021-08-05 12:11:16.000,6889,90.0,7376.0,29802,2337.0,2021-07-02 02:42:28.000,5.0.0,23.0,Use Ant Design like a Pro!.,2235.0,2235.0,289,28,,,,,,True,2,['ant-design'],,https://preview.pro.ant.design/,,,,,,,
83,chakra-ui,chakra-ui/chakra-ui,ui-frameworks,chakra-ui,https://github.com/chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,MIT,2019-08-17 14:27:54.000,2021-08-05 17:32:45.000,2021-08-05 17:32:35.000,1623,132.0,1887.0,19730,,2021-07-08 15:05:57.000,@chakra-ui/theme-tools@1.1.8,100.0,"Simple, Modular & Accessible UI Components for your React Applications.",11408.0,11406.0,437,28,https://www.npmjs.com/package/chakra-ui,2019-04-27 08:34:34.655,2.0,1412.0,1412.0,True,3,,,,,,,,,,
84,relay,facebook/relay,data-fetching,relay,https://github.com/facebook/relay,https://github.com/facebook/relay,MIT,2015-08-10 22:09:16.000,2021-08-03 15:17:25.000,2021-07-30 17:21:40.000,1610,337.0,1494.0,15856,,2021-04-15 17:38:20.000,11.0.2,65.0,Relay is a JavaScript framework for building data-driven React applications.,4515.0,4437.0,592,28,https://www.npmjs.com/package/relay,2013-04-14 20:53:10.498,78.0,1045.0,1045.0,True,3,,,,,,,,,,
85,ncc,vercel/ncc,dev-tools,@vercel/ncc,https://github.com/vercel/ncc,https://github.com/vercel/ncc,MIT,2018-11-13 04:00:21.000,2021-08-04 17:04:13.000,2021-08-04 16:29:44.000,180,136.0,271.0,5756,,2021-07-16 21:57:47.000,0.29.0,66.0,"Compile a Node.js project into a single file. Supports TypeScript, binary addons, dynamic requires.",6019.0,6019.0,41,28,https://www.npmjs.com/package/@vercel/ncc,2021-07-16 21:57:33.922,0.0,415788.0,415788.0,True,3,,,,,,,,,,
86,react-data-grid,adazzle/react-data-grid,data-tables,react-data-grid,https://github.com/adazzle/react-data-grid,https://github.com/adazzle/react-data-grid,MIT,2015-03-06 10:15:04.000,2021-08-05 16:43:12.000,2021-08-05 16:40:03.000,1856,132.0,1134.0,4705,,2019-04-03 17:25:26.810,6.1.0,1002.0,"Excel-like grid component built with React, with editors, keyboard navigation, copy & paste, and the like.",5379.0,4497.0,124,28,https://www.npmjs.com/package/react-data-grid,2021-05-26 14:56:53.386,882.0,239245.0,239245.0,True,3,,,,,,,,,,
87,twin.macro,ben-rogerson/twin.macro,styling,twin.macro,https://github.com/ben-rogerson/twin.macro,https://github.com/ben-rogerson/twin.macro,MIT,2020-02-19 04:45:25.000,2021-08-04 09:29:05.000,2021-07-28 05:09:02.000,94,8.0,209.0,4458,705.0,2021-07-08 08:06:58.000,2.6.2,58.0,"Twin blends the magic of Tailwind with the flexibility of css-in-js (emotion, styled-components, stitches and goober)..",3762.0,3762.0,33,28,https://www.npmjs.com/package/twin.macro,2021-07-08 08:05:15.809,0.0,138815.0,138815.0,True,3,,,,,,,,,,
88,Reactive Search,appbaseio/reactivesearch,other-components,@appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,Apache-2.0,2017-02-15 15:21:24.000,2021-08-04 01:57:20.000,2021-07-28 09:35:54.000,448,163.0,876.0,4453,2378.0,2021-07-26 14:24:36.000,1.20.0-ue,282.0,Search UI components for React and Vue: powered by appbase.io / Elasticsearch.,301.0,117.0,61,28,https://www.npmjs.com/package/@appbaseio/reactivesearch,2021-07-26 13:44:58.854,184.0,25905.0,25905.0,True,2,,,https://opensource.appbase.io/reactivesearch/#examples,,,,,,,
89,react-sortable-tree,frontend-collective/react-sortable-tree,other-components,react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,MIT,2016-07-22 08:36:25.000,2021-08-03 20:06:48.000,2021-06-11 13:41:37.000,754,312.0,295.0,4202,553.0,2020-08-10 08:00:07.000,2.8.0,65.0,Drag-and-drop sortable component for nested data and hierarchies.,2855.0,2507.0,38,28,https://www.npmjs.com/package/react-sortable-tree,2020-08-10 07:56:50.631,348.0,357315.0,357315.0,True,2,,,https://frontend-collective.github.io/react-sortable-tree/?path=/story/basics--minimal-implementation,,,,,,,
90,polaris-react,Shopify/polaris-react,ui-frameworks,@shopify/polaris,https://github.com/Shopify/polaris-react,https://github.com/Shopify/polaris-react,MIT,2017-04-20 18:26:34.000,2021-08-05 18:03:31.000,2021-08-05 17:56:26.000,796,289.0,1640.0,4184,,2021-07-12 17:49:20.000,6.6.0,393.0,Shopifys admin product component library.,3213.0,2955.0,271,28,https://www.npmjs.com/package/@shopify/polaris,2021-07-19 16:53:03.738,258.0,242862.0,243559.0,True,3,,,,22316.0,,,,,,
91,Perspective,finos/perspective,data-tables,@finos/perspective,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2021-08-04 07:23:56.000,2021-07-21 23:32:06.000,382,65.0,365.0,3488,4601.0,2021-07-08 06:14:18.000,0.10.0,48.0,Streaming pivot visualization via WebAssembly.,214.0,200.0,64,28,https://www.npmjs.com/package/@finos/perspective,2021-07-08 04:55:02.466,6.0,6433.0,8709.0,True,3,,,https://perspective.finos.org/,,,perspective-python,https://pypi.org/project/perspective-python,2021-07-08 06:14:18.000,8.0,2276.0
92,eui,elastic/eui,ui-frameworks,@elastic/eui,https://github.com/elastic/eui,https://github.com/elastic/eui,ICU,2017-10-18 14:49:20.000,2021-08-05 17:20:03.000,2021-08-05 15:39:28.000,526,395.0,1832.0,2962,3723.0,2021-08-05 16:23:02.000,37.0.0,346.0,Elastic UI Framework.,131.0,63.0,194,28,https://www.npmjs.com/package/@elastic/eui,2021-08-05 15:27:59.481,68.0,62333.0,62414.0,False,3,,,,3359.0,,,,,,
93,react-rte,sstur/react-rte,editors,react-rte,https://github.com/sstur/react-rte,https://github.com/sstur/react-rte,ISC,2016-02-25 02:36:56.000,2021-07-21 17:20:19.000,2021-05-02 21:12:55.000,404,173.0,145.0,2576,314.0,2016-02-24 23:30:39.985,1.0.0,38.0,Pure React rich text WYSIWYG editor based on draft-js.,2792.0,2318.0,46,28,https://www.npmjs.com/package/react-rte,2016-02-24 23:30:39.985,474.0,116164.0,116164.0,True,2,,,,,,,,,,
94,Monaco React,suren-atoyan/monaco-react,editors,@monaco-editor/react,https://github.com/suren-atoyan/monaco-react,https://github.com/suren-atoyan/monaco-react,MIT,2019-06-16 07:46:31.000,2021-07-27 05:17:30.000,2021-07-27 05:17:30.000,96,37.0,165.0,1151,365.0,2021-06-21 05:31:26.000,4.2.1,85.0,Monaco Editor for React - use the monaco-editor in any React application without needing to use webpack (or..,2415.0,2393.0,24,28,https://www.npmjs.com/package/@monaco-editor/react,2021-06-21 05:29:31.524,22.0,262308.0,262308.0,True,2,,,https://monaco-react.surenatoyan.com/,,,,,,,
95,ant-design-charts,ant-design/ant-design-charts,data-viz,@ant-design/charts,https://github.com/ant-design/ant-design-charts,https://github.com/ant-design/ant-design-charts,MIT,2020-03-09 09:08:31.000,2021-08-04 16:55:56.000,2021-08-03 07:39:38.000,183,65.0,459.0,735,596.0,2021-08-03 07:40:16.000,1.2.5,81.0,A React Chart Library.,1327.0,1327.0,32,28,https://www.npmjs.com/package/@ant-design/charts,2021-08-03 07:37:57.469,0.0,123195.0,123195.0,True,2,['ant-design'],,,,,,,,,
96,Bit,teambit/bit,dev-tools,bit-bin,https://github.com/teambit/bit,https://github.com/teambit/bit,Apache-2.0,2017-01-22 14:51:43.000,2021-08-05 17:34:59.000,2021-08-05 09:18:47.000,729,110.0,1157.0,13817,8446.0,2020-07-13 09:59:04.000,14.8.8,757.0,"Build, distribute, and collaborate on components.",18.0,8.0,58,27,https://www.npmjs.com/package/bit-bin,2021-07-05 14:30:42.755,10.0,10087.0,10191.0,True,3,,,,5235.0,,,,,,
97,muuri,haltu/muuri,other-components,muuri,https://github.com/haltu/muuri,https://github.com/haltu/muuri,MIT,2015-12-21 07:00:44.000,2021-07-09 19:14:08.022,2021-07-09 19:05:04.000,597,70.0,396.0,9638,516.0,2021-07-09 19:14:08.022,0.9.5,22.0,"Infinite responsive, sortable, filterable and draggable layouts.",766.0,722.0,14,27,https://www.npmjs.com/package/muuri,2021-07-09 19:14:08.022,44.0,51934.0,51934.0,True,3,,,,,,,,,,
98,ReactPage,react-page/react-page,editors,@react-page/editor,https://github.com/react-page/react-page,https://github.com/react-page/react-page,MIT,2015-05-29 12:19:44.000,2021-08-04 00:37:15.000,2021-06-22 12:35:33.000,554,15.0,628.0,8575,1154.0,2021-06-21 13:01:32.000,3.2.1,253.0,"Next-gen, highly customizable content editor for the browser - based on React and written in TypeScript. WYSIWYG on..",60.0,60.0,52,27,https://www.npmjs.com/package/@react-page/editor,2021-06-21 13:01:12.179,0.0,4221.0,4221.0,True,3,,,,,,,,,,
99,react-vis,uber/react-vis,data-viz,react-vis,https://github.com/uber/react-vis,https://github.com/uber/react-vis,MIT,2016-02-22 20:45:50.000,2021-05-10 16:45:03.000,2020-07-13 14:33:01.000,820,327.0,505.0,7941,876.0,2019-04-19 03:58:15.000,1.11.7,99.0,Data Visualization Components.,1048.0,,122,27,https://www.npmjs.com/package/react-vis,2017-04-22 00:52:57.632,1048.0,291477.0,291477.0,False,3,,,http://uber.github.io/react-vis/examples/showcases/,,,,,,,
100,React-Datasheet,nadbm/react-datasheet,data-tables,react-datasheet,https://github.com/nadbm/react-datasheet,https://github.com/nadbm/react-datasheet,MIT,2016-09-25 19:18:17.000,2021-08-05 02:48:08.000,2021-08-05 02:48:08.000,456,116.0,97.0,4731,277.0,2021-02-14 04:56:00.552,1.4.9,46.0,Excel-like data grid (table) component for React.,617.0,557.0,44,27,https://www.npmjs.com/package/react-datasheet,2021-02-14 04:56:00.552,60.0,129525.0,129525.0,True,3,,,,,,,,,,
101,carbon,carbon-design-system/carbon,ui-frameworks,carbon-components-react,https://github.com/carbon-design-system/carbon,https://github.com/carbon-design-system/carbon,Apache-2.0,2017-03-13 14:23:59.000,2021-08-05 18:11:56.000,2021-08-05 14:26:31.000,1069,453.0,4512.0,4520,,2021-08-03 16:03:47.000,10.40.2,937.0,A design system built by IBM.,350.0,30.0,345,27,https://www.npmjs.com/package/carbon-components-react,2021-08-03 17:28:38.505,320.0,169335.0,169399.0,True,3,,,,1418.0,,,,,,
102,react-digraph,uber/react-digraph,editors,react-digraph,https://github.com/uber/react-digraph,https://github.com/uber/react-digraph,MIT,2016-11-11 07:43:00.000,2021-06-09 06:37:33.000,2021-05-28 22:17:49.000,243,73.0,98.0,2152,455.0,2021-05-28 22:22:04.000,8.0.0-beta.7,95.0,A library for creating directed graph editors.,268.0,236.0,44,27,https://www.npmjs.com/package/react-digraph,2021-05-28 22:58:26.271,32.0,26844.0,26844.0,True,3,,,,,,,,,,
