,name,github_id,category,npm_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,trending,demo_url,github_release_downloads,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
10,Bootstrap React,react-bootstrap/react-bootstrap,ui-frameworks,react-bootstrap,https://github.com/react-bootstrap/react-bootstrap,https://github.com/react-bootstrap/react-bootstrap,MIT,2013-12-27 19:06:07.000,2021-08-04 20:21:22.000,2021-08-02 05:25:53.000,3137,149.0,2970.0,19747,4145.0,2021-06-04 00:04:42.000,1.6.1,172.0,Bootstrap components built with React.,578634.0,519792.0,446,39,https://www.npmjs.com/package/react-bootstrap,2021-07-20 00:16:22.891,58842.0,3449036.0,3449628.0,True,1,"['bootstrap""']",,,50344.0,,,,,,
11,Tailewind CSS,tailwindlabs/tailwindcss,styling,tailwindcss,https://github.com/tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,MIT,2017-10-06 14:59:14.000,2021-08-05 10:03:03.000,2021-08-05 10:03:02.000,2113,101.0,1576.0,45319,4048.0,2021-07-23 11:49:51.462,2.2.7,195.0,A utility-first CSS framework for rapid UI development.,272916.0,267528.0,191,38,https://www.npmjs.com/package/tailwindcss,2021-07-23 11:49:51.462,5388.0,3474377.0,3474377.0,True,1,,,,,,,,,,
12,enzyme,enzymejs/enzyme,testing,enzyme,https://github.com/enzymejs/enzyme,https://github.com/enzymejs/enzyme,MIT,2015-11-10 21:45:38.000,2021-07-17 20:34:59.000,2021-06-15 18:14:30.000,2082,281.0,1477.0,19652,1961.0,2019-12-20 00:08:40.725,3.11.0,54.0,JavaScript Testing utilities for React.,492781.0,389911.0,396,38,https://www.npmjs.com/package/enzyme,2019-12-20 00:08:40.725,102870.0,9023765.0,9023765.0,True,3,,,,,,,,,,
13,winston,winstonjs/winston,utils,winston,https://github.com/winstonjs/winston,https://github.com/winstonjs/winston,MIT,2010-12-29 18:49:51.000,2021-08-03 17:25:01.000,2020-08-29 06:01:13.000,1489,358.0,896.0,17602,1356.0,2020-06-23 22:31:38.000,3.3.3,83.0,A logger for just about everything.,517292.0,398310.0,344,38,https://www.npmjs.com/package/winston,2020-06-23 22:31:24.942,118982.0,23599260.0,23599260.0,True,2,,-1.0,,,,,,,,
14,bulma,jgthms/bulma,ui-frameworks,bulma,https://github.com/jgthms/bulma,https://github.com/jgthms/bulma,MIT,2016-01-23 23:48:34.000,2021-08-02 23:06:12.000,2021-08-02 23:06:07.000,3768,321.0,2148.0,44009,1631.0,2021-06-18 17:45:30.000,0.9.3,59.0,Modern CSS framework based on Flexbox.,181997.0,161253.0,372,37,https://www.npmjs.com/package/bulma,2021-06-18 17:42:02.342,20744.0,927465.0,939023.0,True,2,,,,531683.0,,,,,,
15,Styled Components,styled-components/styled-components,styling,styled-components,https://github.com/styled-components/styled-components,https://github.com/styled-components/styled-components,MIT,2016-08-16 06:41:32.000,2021-08-04 16:19:47.000,2021-07-09 21:34:03.000,2107,266.0,2150.0,34350,,2021-05-05 02:17:54.000,5.3.0,287.0,Visual primitives for the component age. Use the best bits of ES6 and CSS to style your apps without stress.,785371.0,731059.0,315,36,https://www.npmjs.com/package/styled-components,2021-05-05 02:17:02.605,54312.0,10891570.0,10891570.0,True,2,,,,,,,,,,
16,preact,preactjs/preact,others,preact,https://github.com/preactjs/preact,https://github.com/preactjs/preact,MIT,2015-09-11 02:40:18.000,2021-08-01 08:56:23.000,2021-07-14 15:53:53.000,1643,228.0,1265.0,29602,4892.0,2021-07-01 16:57:57.000,10.5.14,182.0,Fast 3kB React alternative with the same modern API. Components & Virtual DOM.,62157.0,50635.0,282,36,https://www.npmjs.com/package/preact,2021-07-01 16:55:57.821,11522.0,2825675.0,2825675.0,True,1,,,,,,,,,,
17,react-hook-form,react-hook-form/react-hook-form,others,react-hook-form,https://github.com/react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,MIT,2019-03-05 23:47:10.000,2021-08-04 13:41:27.000,2021-08-04 08:00:46.000,1028,12.0,2489.0,22372,2770.0,2021-07-30 23:44:13.796,7.12.2,856.0,React Hooks for forms validation (Web + React Native).,75119.0,74865.0,168,36,https://www.npmjs.com/package/react-hook-form,2021-07-31 23:35:21.586,254.0,3655571.0,3655571.0,True,1,,,,,,,,,,
18,Draft JS,facebook/draft-js,editors,draft-js,https://github.com/facebook/draft-js,https://github.com/facebook/draft-js,MIT,2016-02-19 20:18:26.000,2021-08-04 02:40:47.000,2021-07-26 17:55:35.000,2393,883.0,949.0,20633,1122.0,2020-08-17 16:40:16.000,0.11.7,32.0,A React framework for building text editors.,110547.0,92129.0,308,36,https://www.npmjs.com/package/draft-js,2020-08-17 16:36:23.849,18418.0,2735642.0,2735642.0,True,1,,,,,,,,,,
19,Recharts,recharts/recharts,data-viz,recharts,https://github.com/recharts/recharts,https://github.com/recharts/recharts,MIT,2015-08-07 06:50:27.000,2021-07-29 16:41:59.000,2021-07-13 02:31:05.000,1276,221.0,1966.0,16775,1853.0,2021-07-13 02:31:20.327,2.0.10,179.0,Redefined chart library built with React and D3.,59587.0,52583.0,215,36,https://www.npmjs.com/package/recharts,2021-07-13 02:31:20.327,7004.0,2444343.0,2444343.0,True,1,,,http://recharts.org/en-US/examples,,,,,,,
20,react-table,tannerlinsley/react-table,data-tables,react-table,https://github.com/tannerlinsley/react-table,https://github.com/tannerlinsley/react-table,MIT,2016-10-20 17:25:08.000,2021-07-27 18:42:43.000,2021-06-09 14:08:15.000,2005,180.0,1762.0,14708,1390.0,2021-04-25 22:58:23.000,7.7.0,216.0,Hooks for building fast and extendable tables and datagrids for React.,39504.0,35964.0,266,36,https://www.npmjs.com/package/react-table,2021-04-25 22:58:20.146,3540.0,2797189.0,2797189.0,True,1,,,,,,,,,,
21,sweetalert2,sweetalert2/sweetalert2,other-components,sweetalert2,https://github.com/sweetalert2/sweetalert2,https://github.com/sweetalert2/sweetalert2,MIT,2015-01-03 16:15:52.000,2021-08-04 14:25:51.000,2021-08-03 18:03:10.000,1360,10.0,1412.0,13270,2603.0,2021-08-03 18:03:38.000,11.1.2,583.0,"A beautiful, responsive, highly customizable and accessible (WAI-ARIA) replacement for JavaScript's popup boxes. Zero..",112632.0,105740.0,114,36,https://www.npmjs.com/package/sweetalert2,2021-08-03 18:03:14.111,6892.0,1193094.0,1196270.0,True,1,,,,47644.0,,,,,,
22,Semantic UI React,Semantic-Org/Semantic-UI-React,ui-frameworks,semantic-ui-react,https://github.com/Semantic-Org/Semantic-UI-React,https://github.com/Semantic-Org/Semantic-UI-React,MIT,2015-06-19 16:47:19.000,2021-08-04 12:23:32.000,2021-08-02 13:10:52.000,3638,147.0,2277.0,12381,3071.0,2021-01-25 15:14:00.000,2.0.3,148.0,The official Semantic-UI-React integration.,141231.0,124301.0,311,36,https://www.npmjs.com/package/semantic-ui-react,2021-01-20 19:57:11.349,16930.0,878496.0,878496.0,True,2,,,https://react.semantic-ui.com/elements/button/,,,,,,,
23,react-slick,akiran/react-slick,other-components,react-slick,https://github.com/akiran/react-slick,https://github.com/akiran/react-slick,MIT,2014-11-16 05:14:39.000,2021-07-31 07:05:00.000,2021-03-08 05:01:23.000,1880,393.0,1151.0,9734,1209.0,2021-03-08 05:01:08.649,0.28.1,114.0,React carousel component.,152282.0,133888.0,148,36,https://www.npmjs.com/package/react-slick,2021-03-08 05:01:08.649,18394.0,2957702.0,2957702.0,True,1,,,,,,,,,,
24,React Dropzone,react-dropzone/react-dropzone,file-handling,react-dropzone,https://github.com/react-dropzone/react-dropzone,https://github.com/react-dropzone/react-dropzone,MIT,2014-09-27 11:57:09.000,2021-08-02 06:32:10.000,2021-06-25 04:12:04.000,703,13.0,648.0,8354,551.0,2021-06-25 04:04:03.000,11.3.4,147.0,Simple HTML5 drag-drop zone with React.js.,81813.0,71497.0,163,36,https://www.npmjs.com/package/react-dropzone,2021-06-25 04:04:00.853,10316.0,5488561.0,5488561.0,True,1,,,https://react-dropzone.js.org/#section-basic-example,,,,,,,
25,log4js-node,log4js-node/log4js-node,utils,log4js,https://github.com/log4js-node/log4js-node,https://github.com/log4js-node/log4js-node,Apache-2.0,2010-01-17 00:57:58.000,2021-07-14 13:06:30.000,2020-05-25 03:14:20.000,734,117.0,620.0,5061,1541.0,2020-05-24 23:01:08.195,6.3.0,134.0,A port of log4js to node.js.,1327531.0,1149561.0,159,36,https://www.npmjs.com/package/log4js,2020-05-24 23:01:08.195,177970.0,10152981.0,10152981.0,False,3,,,,,,,,,,
26,loglevel,pimterry/loglevel,utils,loglevel,https://github.com/pimterry/loglevel,https://github.com/pimterry/loglevel,MIT,2013-03-23 20:35:58.000,2021-06-16 12:15:38.000,2021-05-07 10:58:47.000,157,16.0,101.0,2051,286.0,2020-11-25 14:19:46.171,1.7.1,26.0,"Minimal lightweight logging for JavaScript, adding reliable log level methods to wrap any available console.log methods.",5508739.0,4929435.0,29,36,https://www.npmjs.com/package/loglevel,2020-11-25 14:19:46.171,579304.0,39261641.0,39261641.0,True,3,,,,,,,,,,
27,Electron,electron/electron,desktop-apps,electron,https://github.com/electron/electron,https://github.com/electron/electron,MIT,2013-04-12 01:47:36.000,2021-08-02 17:13:31.826,,12534,1215.0,,94861,,2021-07-15 19:38:18.046,13.1.7,571.0,"Build cross-platform desktop apps with JavaScript, HTML, and CSS.",46992.0,,647,35,https://www.npmjs.com/package/electron,2021-08-02 17:13:31.826,46992.0,1778896.0,1778896.0,True,1,,,,,,,,,,
28,react-beautiful-dnd,atlassian/react-beautiful-dnd,other-components,react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,Apache-2.0,2017-08-09 03:37:15.000,2021-08-05 07:42:03.000,2021-06-17 02:58:48.000,1808,448.0,985.0,24439,785.0,2021-03-21 23:46:09.000,13.1.0,93.0,Beautiful and accessible drag and drop for lists with React.,30210.0,28226.0,123,35,https://www.npmjs.com/package/react-beautiful-dnd,2021-03-21 23:24:40.308,1984.0,3414737.0,3414737.0,True,2,,,,,,,,,,
29,react-use,streamich/react-use,others,react-use,https://github.com/streamich/react-use,https://github.com/streamich/react-use,Unlicense,2018-10-27 10:16:05.000,2021-08-03 21:38:00.000,2021-05-14 11:29:10.000,1773,379.0,204.0,24378,2748.0,2021-04-23 14:17:08.000,17.2.4,260.0,React Hooks.,15022.0,14514.0,177,35,https://www.npmjs.com/package/react-use,2021-04-23 14:17:04.023,508.0,1899007.0,1899007.0,True,2,,,,,,,,,,
30,react-virtualized,bvaughn/react-virtualized,data-tables,react-virtualized,https://github.com/bvaughn/react-virtualized,https://github.com/bvaughn/react-virtualized,MIT,2015-11-03 00:48:07.000,2021-07-19 11:44:53.000,2021-05-17 21:35:30.000,2759,405.0,705.0,22208,1984.0,2020-12-18 22:18:53.000,9.22.3,294.0,React components for efficiently rendering large lists and tabular data.,39618.0,34162.0,214,35,https://www.npmjs.com/package/react-virtualized,2018-06-01 16:00:52.806,5456.0,3048664.0,3048664.0,True,1,,-1.0,https://bvaughn.github.io/react-virtualized/#/components/List,,,,,,,
31,react-query,tannerlinsley/react-query,data-fetching,react-query,https://github.com/tannerlinsley/react-query,https://github.com/tannerlinsley/react-query,MIT,2019-09-10 19:23:58.000,2021-08-05 12:46:25.000,2021-08-05 11:45:47.000,1039,31.0,694.0,21650,1307.0,2021-08-05 11:49:22.000,3.19.2,374.0,"Hooks for fetching, caching and updating asynchronous data in React.",18845.0,18835.0,326,35,https://www.npmjs.com/package/react-query,2021-08-05 11:49:18.649,10.0,2177409.0,2177409.0,True,1,,,,,,,,,,
32,localForage,localForage/localForage,state-management,localforage,https://github.com/localForage/localForage,https://github.com/localForage/localForage,Apache-2.0,2013-10-31 00:10:06.000,2021-04-07 03:28:45.000,2020-07-31 18:35:14.000,1110,203.0,485.0,19310,1118.0,2020-08-01 10:10:21.654,1.9.0,61.0,"Offline storage, improved. Wraps IndexedDB, WebSQL, or localStorage using a simple but powerful API.",205245.0,176785.0,110,35,https://www.npmjs.com/package/localforage,2020-08-01 10:10:21.654,28460.0,4180626.0,4180848.0,False,1,,,,19784.0,,,,,,
33,React Admin,marmelab/react-admin,admin-dashboards,react-admin,https://github.com/marmelab/react-admin,https://github.com/marmelab/react-admin,MIT,2016-07-13 07:58:54.000,2021-08-04 14:55:45.000,2021-08-04 14:55:45.000,3804,140.0,3081.0,17494,10591.0,2021-08-02 10:47:43.000,3.17.1,177.0,"A frontend Framework for building B2B applications running in the browser on top of REST/GraphQL APIs, using ES6,..",7265.0,6769.0,476,35,https://www.npmjs.com/package/react-admin,2021-08-02 10:46:40.571,496.0,161772.0,161772.0,True,1,['material-ui'],,https://marmelab.com/react-admin-demo/,,,,,,,
34,umi,umijs/umi,cms-frameworks,umi,https://github.com/umijs/umi,https://github.com/umijs/umi,MIT,2017-11-22 10:09:36.000,2021-08-04 03:55:23.000,2021-08-04 03:55:22.000,1747,197.0,4061.0,10968,4472.0,2021-08-03 07:16:32.000,3.5.15,511.0,Pluggable enterprise-level react application framework.,20931.0,19717.0,312,35,https://www.npmjs.com/package/umi,2021-08-03 07:16:19.815,1214.0,105472.0,105472.0,True,3,,,,,,,,,,
35,i18next,i18next/i18next,utils,i18next,https://github.com/i18next/i18next,https://github.com/i18next/i18next,MIT,2011-12-16 12:37:42.000,2021-08-04 12:17:24.000,2021-08-04 12:17:24.000,544,4.0,1075.0,5736,1653.0,2021-07-20 15:11:15.016,20.3.4,317.0,i18next: learn once - translate everywhere.,67850.0,58460.0,199,35,https://www.npmjs.com/package/i18next,2021-07-25 09:41:44.630,9390.0,6471004.0,6471004.0,True,3,,,,,,,,,,
36,lerna,lerna/lerna,dev-tools,lerna,https://github.com/lerna/lerna,https://github.com/lerna/lerna,MIT,2015-12-04 09:36:55.000,2021-08-03 19:28:13.000,2021-06-02 22:46:25.000,1879,654.0,1466.0,29321,,2021-02-10 22:42:55.000,4.0.0,184.0,A tool for managing JavaScript projects with multiple packages.,117347.0,89185.0,271,34,https://www.npmjs.com/package/lerna,2021-02-10 22:42:31.218,28162.0,4416115.0,4416115.0,True,2,,,,,,,,,,
37,SheetJS,SheetJS/sheetjs,file-handling,xlsx,https://github.com/SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,Apache-2.0,2012-12-03 19:25:52.000,2021-07-29 08:51:53.000,2021-07-29 08:50:50.000,6904,514.0,1541.0,26639,501.0,2021-05-13 19:13:41.651,0.17.0,160.0,SheetJS Community Edition -- Spreadsheet Data Toolkit.,10738.0,1980.0,132,34,https://www.npmjs.com/package/xlsx,2021-05-13 19:13:41.651,8758.0,4665585.0,4665585.0,True,2,,,,,,,,,,
38,esbuild,evanw/esbuild,dev-tools,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild,MIT,2016-06-14 16:08:50.000,2021-08-05 05:24:00.000,2021-08-05 05:23:58.000,607,190.0,1103.0,26330,2425.0,2021-08-05 05:24:11.000,0.12.18,270.0,An extremely fast JavaScript bundler and minifier.,55413.0,55413.0,58,34,https://www.npmjs.com/package/esbuild,2021-08-05 05:23:41.857,0.0,2885010.0,2885010.0,True,2,,,,,,,,,,
39,react-testing-library,testing-library/react-testing-library,testing,react-testing-library,https://github.com/testing-library/react-testing-library,https://github.com/testing-library/react-testing-library,MIT,2018-03-19 13:39:49.000,2021-07-24 13:02:07.000,2021-07-15 01:45:28.000,846,17.0,508.0,14953,,2021-06-23 06:36:03.000,12.0.0,100.0,Simple and complete React DOM testing utilities that encourage good testing practices.,2649871.0,2645239.0,161,34,https://www.npmjs.com/package/react-testing-library,2019-05-30 18:10:43.138,4632.0,356655.0,356655.0,True,3,,,,,,,,,,
40,tinymce,tinymce/tinymce,editors,tinymce,https://github.com/tinymce/tinymce,https://github.com/tinymce/tinymce,LGPL-2.1,2010-01-11 14:46:42.000,2021-08-05 11:08:24.000,2021-08-05 01:01:33.000,1814,741.0,4616.0,9655,24460.0,2021-06-23 06:52:34.480,5.8.2,136.0,"The world's #1 JavaScript library for rich text editing. Available for React, Vue and Angular.",3377.0,369.0,296,34,https://www.npmjs.com/package/tinymce,2021-06-23 06:52:34.480,3008.0,848823.0,848823.0,False,1,,,,,,,,,,
41,swr,vercel/swr,data-fetching,swr,https://github.com/vercel/swr,https://github.com/vercel/swr,MIT,2019-10-28 18:16:01.000,2021-08-03 18:40:01.000,2021-08-03 18:40:01.000,624,75.0,382.0,18168,395.0,2021-05-03 16:57:23.630,0.5.6,82.0,React Hooks for remote data fetching.,28792.0,28766.0,111,33,https://www.npmjs.com/package/swr,2021-07-27 12:35:49.528,26.0,1306745.0,1306745.0,True,2,,,,,,,,,,
42,Handsontable,handsontable/handsontable,data-tables,handsontable,https://github.com/handsontable/handsontable,https://github.com/handsontable/handsontable,ICU,2011-05-23 22:38:58.000,2021-08-05 13:54:12.000,2021-07-28 10:23:21.000,2617,757.0,6185.0,15492,7155.0,2021-07-28 10:31:46.000,9.0.2,100.0,"JavaScript data grid with a spreadsheet look & feel. Works for React, Angular, and Vue. Supported by the Handsontable..",4529.0,3805.0,119,33,https://www.npmjs.com/package/handsontable,2021-07-28 10:27:18.095,724.0,523780.0,523780.0,False,2,,,https://handsontable.com/examples,,,,,,,
43,nivo,plouc/nivo,data-viz,@nivo/core,https://github.com/plouc/nivo,https://github.com/plouc/nivo,MIT,2016-04-16 03:27:56.000,2021-08-05 09:49:53.000,2021-08-05 09:49:53.000,714,89.0,1020.0,9038,1463.0,2021-07-14 23:58:35.000,0.73.1,57.0,"nivo provides a rich set of dataviz components, built on top of the awesome d3 and Reactjs libraries.",1456.0,1154.0,151,33,https://www.npmjs.com/package/@nivo/core,2021-07-14 20:37:35.672,302.0,842032.0,842032.0,True,1,,1.0,https://nivo.rocks/components/,,,,,,,
44,ag-Grid,ag-grid/ag-grid,data-tables,ag-grid-community,https://github.com/ag-grid/ag-grid,https://github.com/ag-grid/ag-grid,MIT,2014-12-23 16:20:14.000,2021-08-05 15:51:25.000,2021-08-05 15:51:22.000,1311,40.0,4072.0,7414,21404.0,2021-06-14 15:11:55.000,25.3.0,100.0,The best JavaScript Data Table for building Enterprise Applications. Supports React / Angular / Vue / Plain JavaScript.,1511.0,865.0,120,33,https://www.npmjs.com/package/ag-grid-community,2021-05-27 07:29:42.415,646.0,949103.0,949103.0,True,2,,,,,,,,,,
45,React-Toastify,fkhadra/react-toastify,notifications,react-toastify,https://github.com/fkhadra/react-toastify,https://github.com/fkhadra/react-toastify,MIT,2016-11-08 12:32:52.000,2021-06-15 20:40:06.000,2021-04-23 12:34:23.000,381,25.0,423.0,7092,1039.0,2021-04-23 12:38:06.000,7.0.4,116.0,React notification made easy !.,109586.0,103650.0,69,33,https://www.npmjs.com/package/react-toastify,2021-04-23 12:37:40.399,5936.0,2590113.0,2590113.0,True,1,,,https://fkhadra.github.io/react-toastify/introduction/,,,,,,,
46,React Chartjs 2,reactchartjs/react-chartjs-2,data-viz,react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,MIT,2016-05-06 22:01:08.000,2021-07-20 11:05:44.000,2021-07-20 11:05:44.000,793,174.0,392.0,4259,284.0,2021-07-20 10:59:16.182,3.0.4,69.0,"React wrapper for Chart.js 2.0 and 3.0, the most popular charting library.",93471.0,86747.0,62,33,https://www.npmjs.com/package/react-chartjs-2,2021-07-20 10:59:16.182,6724.0,1491076.0,1491076.0,True,1,,,https://reactchartjs.github.io/react-chartjs-2/,,,,,,,
47,material-table,mbrn/material-table,data-tables,material-table,https://github.com/mbrn/material-table,https://github.com/mbrn/material-table,MIT,2018-08-06 13:15:08.000,2021-07-26 20:34:12.000,2021-04-21 11:22:33.000,955,146.0,2234.0,3082,1576.0,2021-04-21 11:24:11.402,1.69.3,187.0,Datatable for React based on material-ui's table with additional features.,16173.0,15645.0,198,33,https://www.npmjs.com/package/material-table,2021-04-21 11:24:11.402,528.0,529329.0,529329.0,True,2,['material-ui'],,,,,,,,,
48,Semantic-UI,Semantic-Org/Semantic-UI,ui-frameworks,semantic-ui,https://github.com/Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,MIT,2013-04-08 23:32:04.000,2021-04-18 15:16:46.000,2018-10-21 20:59:02.000,5131,1045.0,5230.0,49464,6684.0,2018-10-21 21:03:55.194,2.4.2,100.0,Semantic is a UI component framework based around useful principles from natural language.,17171.0,12799.0,225,32,https://www.npmjs.com/package/semantic-ui,2018-10-21 21:03:55.194,4372.0,33977.0,34022.0,False,2,,,,4032.0,,,,,,
49,Slate,ianstormtaylor/slate,editors,slate,https://github.com/ianstormtaylor/slate,https://github.com/ianstormtaylor/slate,MIT,2016-06-18 01:52:42.000,2021-08-05 18:09:26.000,2021-08-05 18:05:42.000,2349,446.0,2206.0,21825,,2021-06-09 16:07:36.000,slate-react@0.65.2,509.0,A completely customizable framework for building rich text editors. (Currently in beta.).,68176.0,61178.0,416,32,https://www.npmjs.com/package/slate,2021-04-01 02:10:51.453,6998.0,725585.0,725585.0,True,1,,,https://www.slatejs.org/examples/richtext,,,,,,,
50,Blueprint,palantir/blueprint,ui-frameworks,@blueprintjs/core,https://github.com/palantir/blueprint,https://github.com/palantir/blueprint,Apache-2.0,2016-10-25 21:17:50.000,2021-08-05 15:02:14.000,2021-07-29 15:29:42.000,1894,606.0,1891.0,18026,,2021-07-15 17:20:56.472,3.47.0,149.0,A React-based UI toolkit for the web.,11663.0,9585.0,283,32,https://www.npmjs.com/package/@blueprintjs/core,2021-04-13 17:30:43.042,2078.0,601097.0,601097.0,True,2,,,https://blueprintjs.com/docs/,,,,,,,
