,name,github_id,npm_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,demo_url,github_release_downloads,trending,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
40,react-csv,react-csv/react-csv,react-csv,file-handling,https://github.com/react-csv/react-csv,https://github.com/react-csv/react-csv,MIT,2016-11-25 12:55:39.000,2021-05-09 05:16:50.000,2020-07-09 05:32:23.000,211,101.0,115.0,760,164.0,2020-04-01 19:55:11.000,2.0.3,30.0,React components to build CSV files on the fly basing on Array/literal object of data.,6660.0,6138.0,26.0,29,https://www.npmjs.com/package/react-csv,2020-04-01 16:36:39.880,522.0,982065.0,982065.0,True,3,,,,,,,,,,
41,Ant Design Pro,ant-design/ant-design-pro,,admin-dashboards,https://github.com/ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,MIT,2017-08-25 10:40:44.000,2021-05-12 07:44:28.000,2021-04-26 02:16:48.000,6709,110.0,6972.0,29103,2287.0,2020-12-18 07:06:21.000,4.3.0,22.0,Use Ant Design like a Pro!.,2174.0,2174.0,279.0,28,,,,,,True,2,['ant-design'],https://preview.pro.ant.design/,,,,,,,,
42,react-virtualized,vaughn/react-virtualized,react-virtualized,data-tables,,https://github.com/bvaughn/react-virtualized,MIT,,2018-06-01 16:00:52.806,,2672,,,21646,,2020-12-18 22:16:25.269,9.22.3,294.0,"React components for efficiently rendering large, scrollable lists and tabular data.",5456.0,,,28,https://www.npmjs.com/package/react-virtualized,2018-06-01 16:00:52.806,5456.0,3652903.0,3652903.0,False,2,,https://bvaughn.github.io/react-virtualized/#/components/List,,,,,,,,
43,react-vis,uber/react-vis,react-vis,data-viz,https://github.com/uber/react-vis,https://github.com/uber/react-vis,MIT,2016-02-22 20:45:50.000,2021-05-10 16:45:03.000,2020-07-13 14:33:01.000,812,316.0,504.0,7820,876.0,2019-04-19 03:58:15.000,1.11.7,99.0,Data Visualization Components.,1048.0,,122.0,28,https://www.npmjs.com/package/react-vis,2017-04-22 00:52:57.632,1048.0,294497.0,294497.0,True,3,,http://uber.github.io/react-vis/examples/showcases/,,,,,,,,
44,react-data-grid,adazzle/react-data-grid,react-data-grid,data-tables,https://github.com/adazzle/react-data-grid,https://github.com/adazzle/react-data-grid,MIT,2015-03-06 10:15:04.000,2021-05-13 18:25:18.000,2021-05-13 17:31:20.000,1838,176.0,1071.0,4571,,2019-04-03 17:25:26.810,6.1.0,997.0,"Excel-like grid component built with React, with editors, keyboard navigation, copy & paste, and the like.",5144.0,4262.0,120.0,28,https://www.npmjs.com/package/react-data-grid,2021-05-06 17:12:12.717,882.0,257299.0,257299.0,True,2,,,,,,,,,,
45,Reactive Search,appbaseio/reactivesearch,@appbaseio/reactivesearch,other-components,https://github.com/appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,Apache-2.0,2017-02-15 15:21:24.000,2021-05-13 15:53:46.000,2021-05-13 15:53:46.000,440,166.0,853.0,4412,2378.0,2021-05-04 12:58:02.000,1.14.1-ue,274.0,Search UI components for React and Vue: powered by appbase.io / Elasticsearch.,296.0,112.0,60.0,28,https://www.npmjs.com/package/@appbaseio/reactivesearch,2021-05-03 08:16:37.145,184.0,19460.0,19460.0,True,1,,https://opensource.appbase.io/reactivesearch/#examples,,,,,,,,
46,react-sortable-tree,frontend-collective/react-sortable-tree,react-sortable-tree,other-components,https://github.com/frontend-collective/react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,MIT,2016-07-22 08:36:25.000,2021-05-10 07:44:50.000,2020-08-10 07:57:42.000,732,305.0,293.0,4081,552.0,2020-08-10 08:00:07.000,2.8.0,65.0,Drag-and-drop sortable component for nested data and hierarchies.,2607.0,2259.0,37.0,28,https://www.npmjs.com/package/react-sortable-tree,2020-08-10 07:56:50.631,348.0,349832.0,349832.0,True,1,,https://frontend-collective.github.io/react-sortable-tree/?path=/story/basics--minimal-implementation,,,,,,,,
47,Perspective,finos/perspective,@finos/perspective,data-tables,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2021-05-13 10:24:39.000,2021-05-12 05:48:37.000,366,66.0,348.0,3362,4483.0,2021-05-12 05:25:56.089,0.8.3,45.0,Streaming pivot visualization via WebAssembly.,200.0,186.0,63.0,28,https://www.npmjs.com/package/@finos/perspective,2021-05-12 05:25:56.089,6.0,6430.0,8699.0,True,2,,https://perspective.finos.org/,,,,perspective-python,https://pypi.org/project/perspective-python,2021-05-11 13:14:50.000,8.0,2269.0
48,react-mde,andrerpena/react-mde,react-mde,editors,https://github.com/andrerpena/react-mde,https://github.com/andrerpena/react-mde,MIT,2016-11-26 18:10:16.000,2021-05-11 07:12:43.000,2021-05-04 08:58:36.000,135,51.0,144.0,1246,764.0,2021-05-04 08:58:15.604,11.5.0,111.0,React Markdown Editor.,1385.0,1247.0,50.0,28,https://www.npmjs.com/package/react-mde,2021-05-04 08:58:15.604,138.0,93524.0,93524.0,True,3,,http://andrerpena.me/react-mde/,,,,,,,,
49,React Data Table,jbetancur/react-data-table-component,react-data-table-component,data-tables,https://github.com/jbetancur/react-data-table-component,https://github.com/jbetancur/react-data-table-component,Apache-2.0,2018-03-16 04:31:39.000,2021-05-13 15:48:14.000,2021-04-24 02:21:55.000,198,34.0,468.0,982,787.0,2021-02-23 03:50:10.930,6.11.7,145.0,"A responsive table library with built-in sorting, pagination, selection, expandable rows, and customizable styling.",3811.0,3723.0,37.0,28,https://www.npmjs.com/package/react-data-table-component,2021-04-24 02:21:38.042,88.0,149107.0,149107.0,True,2,,https://jbetancur.github.io/react-data-table-component/,,,,,,,,
50,material-ui-chip-input,TeamWertarbyte/material-ui-chip-input,material-ui-chip-input,other-components,https://github.com/TeamWertarbyte/material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,MIT,2016-09-07 16:47:10.000,2021-04-13 10:30:39.000,2020-09-08 13:18:49.000,172,32.0,232.0,701,305.0,2019-12-01 15:35:30.000,1.1.0,73.0,A chip input field using Material-UI.,4364.0,3538.0,48.0,28,https://www.npmjs.com/package/material-ui-chip-input,2019-08-03 17:18:32.033,826.0,206676.0,206676.0,True,1,['material-ui'],https://mui.wertarbyte.com/#material-ui-chip-input,,,,,,,,
51,ReactPage,react-page/react-page,@react-page/editor,editors,https://github.com/react-page/react-page,https://github.com/react-page/react-page,MIT,2015-05-29 12:19:44.000,2021-05-13 08:42:54.407,2021-05-13 08:34:47.000,552,23.0,600.0,8483,1086.0,2021-05-13 08:43:25.000,2.2.6,227.0,"Next-gen, highly customizable content editor for the browser - based on React and written in TypeScript. WYSIWYG on..",48.0,48.0,51.0,27,https://www.npmjs.com/package/@react-page/editor,2021-05-13 08:42:54.407,0.0,9865.0,9865.0,True,3,,,,2.0,,,,,,
52,React-Datasheet,nadbm/react-datasheet,react-datasheet,data-tables,https://github.com/nadbm/react-datasheet,https://github.com/nadbm/react-datasheet,MIT,2016-09-25 19:18:17.000,2021-05-12 00:30:41.000,2021-02-14 05:17:25.000,447,110.0,96.0,4630,271.0,2020-07-25 17:58:27.182,1.4.8,45.0,Excel-like data grid (table) component for React.,567.0,507.0,43.0,27,https://www.npmjs.com/package/react-datasheet,2020-07-25 17:58:27.182,60.0,127935.0,127935.0,True,3,,,,,,,,,,
53,Semiotic,nteract/semiotic,semiotic,data-viz,https://github.com/nteract/semiotic,https://github.com/nteract/semiotic,Apache-2.0,2017-03-16 17:46:24.000,2021-03-11 23:25:45.000,2020-12-02 03:45:24.000,135,114.0,396.0,2160,1988.0,2020-12-02 04:27:28.174,1.20.6,198.0,A data visualization framework combining React & D3.,369.0,303.0,24.0,27,https://www.npmjs.com/package/semiotic,2021-01-05 04:52:46.836,66.0,29458.0,29458.0,True,3,,https://semiotic.nteract.io/examples,,,,,,,,
54,Monaco React,suren-atoyan/monaco-react,@monaco-editor/react,editors,https://github.com/suren-atoyan/monaco-react,https://github.com/suren-atoyan/monaco-react,MIT,2019-06-16 07:46:31.000,2021-04-21 19:17:38.000,2021-04-21 19:16:09.000,81,31.0,154.0,927,355.0,2021-04-21 19:17:38.000,4.1.3,82.0,Monaco Editor for React - use the monaco-editor in any React application without needing to use webpack (or..,1699.0,1677.0,21.0,27,https://www.npmjs.com/package/@monaco-editor/react,2021-04-19 16:43:09.888,22.0,209830.0,209830.0,True,3,,https://monaco-react.surenatoyan.com/,,,,,,,,
55,material-ui-dropzone,Yuvaleros/material-ui-dropzone,material-ui-dropzone,file-handling,https://github.com/Yuvaleros/material-ui-dropzone,https://github.com/Yuvaleros/material-ui-dropzone,MIT,2017-10-16 11:50:16.000,2021-05-11 07:03:51.000,2020-10-01 14:00:45.000,158,61.0,128.0,346,427.0,2020-09-20 12:56:15.000,3.5.0,31.0,A Material-UI file upload dropzone.,2979.0,2867.0,48.0,27,https://www.npmjs.com/package/material-ui-dropzone,2020-08-18 09:32:20.910,112.0,172950.0,172950.0,True,3,['material-ui'],https://yuvaleros.github.io/material-ui-dropzone/,,,,,,,,
56,Bit,teambit/bit,bit-bin,dev-tools,https://github.com/teambit/bit,https://github.com/teambit/bit,Apache-2.0,2017-01-22 14:51:43.000,2021-05-13 17:59:15.000,2021-05-13 17:45:06.000,706,65.0,1091.0,13429,7954.0,2020-07-13 09:59:04.000,14.8.8,755.0,"Build, distribute, and collaborate on components.",10.0,,58.0,26,https://www.npmjs.com/package/bit-bin,2021-02-17 06:16:55.400,10.0,10472.0,10565.0,True,3,,,4400.0,,,,,,,
57,React Flow,wbkd/react-flow,react-flow-renderer,other-components,https://github.com/wbkd/react-flow,https://github.com/wbkd/react-flow,MIT,2019-07-15 14:47:30.000,2021-05-10 04:04:37.000,2021-05-05 11:41:04.000,279,48.0,471.0,6100,,2021-04-30 14:37:45.000,9.5.4,145.0,"Highly customizable library for building interactive node-based UIs, editors, flow charts and diagrams.",455.0,455.0,32.0,26,https://www.npmjs.com/package/react-flow-renderer,2021-04-30 14:36:00.338,0.0,99497.0,99497.0,True,3,,https://reactflow.dev/examples/,,,,,,,,
58,React ApexCharts,apexcharts/react-apexcharts,react-apexcharts,data-viz,https://github.com/apexcharts/react-apexcharts,https://github.com/apexcharts/react-apexcharts,MIT,2018-08-20 13:36:46.000,2021-05-11 09:50:22.000,2021-05-11 09:50:14.000,72,103.0,130.0,709,149.0,2020-04-04 18:04:06.022,1.3.7,23.0,React Component for ApexCharts.,11426.0,11138.0,17.0,26,https://www.npmjs.com/package/react-apexcharts,2021-04-11 17:44:40.019,288.0,343354.0,343354.0,True,3,,https://apexcharts.com/react-chart-demos/,,,,,,,,
59,Storybook Addon Material-UI,react-theming/storybook-addon-material-ui,storybook-addon-material-ui,dev-tools,https://github.com/react-theming/storybook-addon-material-ui,https://github.com/react-theming/storybook-addon-material-ui,MIT,2016-09-13 08:30:16.000,2021-04-09 14:33:27.000,2021-03-25 21:33:47.000,109,13.0,62.0,523,176.0,2020-01-04 17:03:56.000,0.9.0-alpha.21,55.0,Addon for storybook wich wrap material-ui components into MuiThemeProvider. This helps and simplifies development of..,902.0,734.0,40.0,26,https://www.npmjs.com/package/storybook-addon-material-ui,2021-02-06 22:26:52.974,168.0,134195.0,134195.0,True,3,['material-ui'],,,,,,,,,
60,rsuite-table,rsuite/rsuite-table,rsuite-table,data-tables,https://github.com/rsuite/rsuite-table,https://github.com/rsuite/rsuite-table,MIT,2016-06-10 16:19:14.000,2021-05-12 05:43:04.000,2021-05-12 02:17:59.000,73,28.0,66.0,402,468.0,2021-05-12 05:36:00.374,3.15.1,164.0,A React table component.,1113.0,1043.0,12.0,26,https://www.npmjs.com/package/rsuite-table,2021-03-19 06:11:25.653,70.0,64228.0,64228.0,True,3,,,,,,,,,,
61,Material-UI Treasury,siriwatknp/mui-treasury,@mui-treasury/components,other-components,https://github.com/siriwatknp/mui-treasury,https://github.com/siriwatknp/mui-treasury,MIT,2019-03-11 16:21:23.000,2021-05-13 06:52:51.000,2021-04-15 03:43:07.000,106,52.0,230.0,1503,735.0,2021-02-03 01:12:27.460,1.10.1,51.0,A collection of ready-to-use components based on Material-UI.,762.0,762.0,17.0,25,https://www.npmjs.com/package/@mui-treasury/components,2021-02-03 01:12:27.460,0.0,9222.0,9222.0,True,3,['material-ui'],https://mui-treasury.com/components/,,,,,,,,
62,Viser,viserjs/viser,viser-react,data-viz,https://github.com/viserjs/viser,https://github.com/viserjs/viser,MIT,2017-10-27 16:47:46.000,2021-05-11 21:12:29.000,2020-07-30 03:40:48.000,113,79.0,322.0,1465,502.0,2019-11-08 13:03:41.295,2.4.7,65.0,viser is a toolkit fit for data vis engineer. https://viserjs.gitee.io/.,2350.0,2304.0,22.0,25,https://www.npmjs.com/package/viser-react,2019-12-24 13:03:44.941,46.0,6383.0,6383.0,True,3,,https://viserjs.github.io/demoHome.html,,,,,,,,
63,Reactotron,infinitered/reactotron,,dev-tools,https://github.com/infinitered/reactotron,https://github.com/infinitered/reactotron,MIT,2016-04-15 21:58:32.000,2021-05-09 21:41:17.000,2020-08-12 16:29:19.000,811,117.0,374.0,12900,1255.0,2019-08-28 01:19:24.000,2.17.1,100.0,"A desktop app for inspecting your React JS and React Native projects. macOS, Linux, and Windows.",,,103.0,24,,,,,25321.0,True,3,,,1544582.0,,,,,,,
64,Unstated Next,jamiebuilds/unstated-next,unstated-next,state-management,https://github.com/jamiebuilds/unstated-next,https://github.com/jamiebuilds/unstated-next,MIT,2019-05-02 00:44:35.000,2020-09-28 23:34:51.000,2020-05-04 17:55:59.000,111,50.0,27.0,3447,23.0,2019-05-02 00:46:25.872,1.0.0,3.0,200 bytes to never think about React state management libraries ever again.,1422.0,1422.0,11.0,24,https://www.npmjs.com/package/unstated-next,2019-05-13 23:34:47.580,,140948.0,140948.0,True,1,,,,,,,,,,
65,React Email Editor,unlayer/react-email-editor,react-email-editor,editors,https://github.com/unlayer/react-email-editor,https://github.com/unlayer/react-email-editor,MIT,2017-10-01 22:44:29.000,2021-03-30 09:52:57.000,2021-02-10 16:00:54.000,420,104.0,84.0,2829,87.0,2020-10-09 15:26:47.477,1.2.0,20.0,Drag-n-Drop Email Editor Component for React.js.,292.0,278.0,4.0,24,https://www.npmjs.com/package/react-email-editor,2020-10-09 15:26:47.477,14.0,32713.0,32713.0,True,3,,https://react-email-editor-demo.netlify.app/,,,,,,,,
66,React Hot Toast,timolins/react-hot-toast,react-hot-toast,notifications,https://github.com/timolins/react-hot-toast,https://github.com/timolins/react-hot-toast,MIT,2020-12-07 22:05:40.000,2021-05-05 22:06:12.000,2021-04-26 10:13:47.000,74,36.0,22.0,2760,,2021-01-21 18:22:18.000,1.0.2,8.0,Smoking hot React Notifications.,979.0,979.0,11.0,24,https://www.npmjs.com/package/react-hot-toast,2021-01-21 18:20:30.704,0.0,107756.0,107756.0,True,3,,https://react-hot-toast.com/,,,,,,,,
67,Reaviz,reaviz/reaviz,reaviz,data-viz,https://github.com/reaviz/reaviz,https://github.com/reaviz/reaviz,Apache-2.0,2020-04-17 21:17:18.000,2021-04-26 19:19:30.000,2021-04-26 19:16:44.000,60,14.0,7.0,1122,298.0,2021-04-26 19:08:17.421,10.2.0,232.0,Data visualization library for React based on D3.,148.0,142.0,8.0,24,https://www.npmjs.com/package/reaviz,2021-04-26 19:17:20.849,6.0,8508.0,8508.0,True,3,,,,,,,,,,
68,React Flow Chart,MrBlenny/react-flow-chart,@mrblenny/react-flow-chart,other-components,https://github.com/MrBlenny/react-flow-chart,https://github.com/MrBlenny/react-flow-chart,MIT,2018-11-07 01:34:23.000,2021-05-09 19:08:25.000,2020-06-28 02:55:27.000,236,71.0,102.0,1088,268.0,2020-06-28 02:56:37.000,0.0.14,14.0,"A flexible, stateless, declarative flow chart library for react.",169.0,153.0,29.0,24,https://www.npmjs.com/package/@mrblenny/react-flow-chart,2020-06-28 02:55:34.091,16.0,19259.0,19259.0,True,3,,https://mrblenny.github.io/react-flow-chart/index.html?path=/story/state--internal-react-state,,,,,,,,
69,React FilePond,pqina/react-filepond,react-filepond,file-handling,https://github.com/pqina/react-filepond,https://github.com/pqina/react-filepond,MIT,2018-03-08 14:52:44.000,2021-05-11 22:19:21.000,2021-03-05 10:07:12.000,58,7.0,153.0,1051,89.0,2020-09-09 11:11:14.000,7.1.0,25.0,A handy FilePond adapter component for React.,2186.0,1992.0,6.0,24,https://www.npmjs.com/package/react-filepond,2020-09-09 11:10:21.244,194.0,98081.0,98081.0,True,3,,https://codesandbox.io/s/react-filepond-live-demo-iw9ri,,,,,,,,
70,react-pivottable,plotly/react-pivottable,react-pivottable,data-tables,https://github.com/plotly/react-pivottable,https://github.com/plotly/react-pivottable,MIT,2017-08-14 18:36:06.000,2021-05-12 01:25:02.000,2020-11-19 15:02:35.000,178,66.0,42.0,748,110.0,2020-11-19 15:06:48.000,0.11.0,24.0,React-based drag'n'drop pivot table with Plotly.js charts.,298.0,262.0,10.0,24,https://www.npmjs.com/package/react-pivottable,2020-11-19 15:04:38.247,36.0,72719.0,72719.0,True,3,,https://react-pivottable.js.org/,,-1.0,,,,,,
71,React Lazylog,mozilla-frontend-infra/react-lazylog,react-lazylog,other-components,https://github.com/mozilla-frontend-infra/react-lazylog,https://github.com/mozilla-frontend-infra/react-lazylog,MPL-2.0,2017-04-27 16:46:34.000,2021-05-12 00:35:01.000,2020-07-23 15:46:22.000,64,46.0,23.0,196,159.0,2020-07-23 15:47:23.944,4.5.3,49.0,React Lazy Logviewer.,259.0,217.0,15.0,24,https://www.npmjs.com/package/react-lazylog,2020-07-23 15:47:23.944,42.0,81397.0,81397.0,True,3,,https://mozilla-frontend-infra.github.io/react-lazylog/#lazylog,,,,,,,,
72,Tauri,tauri-apps/tauri,tauri,desktop-apps,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,MIT,2019-07-13 09:09:37.000,2021-05-13 17:55:59.000,2021-05-13 15:50:45.000,337,53.0,343.0,15996,,2021-05-13 13:26:07.000,cli.js-v1.0.0-beta.2,100.0,"Build smaller, faster, and more secure desktop applications with a web frontend.",47.0,43.0,66.0,23,https://www.npmjs.com/package/tauri,2021-01-06 12:29:04.131,4.0,3208.0,3461.0,True,3,,,2793.0,,,,,,,
73,React Spreadsheet,iddan/react-spreadsheet,react-spreadsheet,data-tables,https://github.com/iddan/react-spreadsheet,https://github.com/iddan/react-spreadsheet,MIT,2018-02-18 17:12:32.000,2021-05-10 09:19:05.000,2021-05-10 09:18:03.000,33,18.0,40.0,424,524.0,2021-02-28 09:11:25.265,0.5.3,39.0,"Simple, customizable yet performant spreadsheet for React.",113.0,107.0,14.0,23,https://www.npmjs.com/package/react-spreadsheet,2021-02-28 09:11:25.265,6.0,10206.0,10206.0,True,3,,https://iddan.github.io/react-spreadsheet,,,,,,,,
74,react-file-viewer,plangrid/react-file-viewer,react-file-viewer,file-handling,https://github.com/plangrid/react-file-viewer,https://github.com/plangrid/react-file-viewer,MIT,2017-05-16 04:05:21.000,2021-05-09 21:19:37.000,2019-11-13 20:16:39.000,181,103.0,11.0,288,118.0,2019-11-13 20:16:45.447,1.2.1,74.0,Extendable file viewer for web.,778.0,744.0,12.0,23,https://www.npmjs.com/package/react-file-viewer,2019-11-13 20:16:45.447,34.0,52448.0,52448.0,False,3,,,,,,,,,,
75,RevoGrid,revolist/revogrid,@revolist/revogrid,data-tables,https://github.com/revolist/revogrid,https://github.com/revolist/revogrid,MIT,2020-05-04 21:23:09.000,2021-05-11 22:05:23.000,2021-04-21 16:48:24.000,64,35.0,84.0,1551,589.0,2021-04-21 16:48:57.000,3.0.9,157.0,Powerful virtual data grid smartsheet with advanced customization. Best features from excel plus incredible performance.,40.0,40.0,8.0,22,https://www.npmjs.com/package/@revolist/revogrid,2021-04-11 22:53:41.388,0.0,3351.0,3351.0,True,3,,,,,,,,,,
76,ReactPivot,davidguttman/react-pivot,react-pivot,data-tables,https://github.com/davidguttman/react-pivot,https://github.com/davidguttman/react-pivot,MIT,2015-02-28 00:29:35.000,2021-05-12 02:23:10.000,2020-06-17 22:37:49.000,141,36.0,23.0,987,171.0,2020-06-17 22:38:08.272,4.4.0,49.0,"React-Pivot is a data-grid component with pivot-table-like functionality for data display, filtering, and exploration.",184.0,136.0,20.0,21,https://www.npmjs.com/package/react-pivot,2020-06-17 22:38:08.272,48.0,2163.0,2163.0,True,3,,http://davidguttman.github.io/react-pivot/,,,,,,,,
77,React-Data-Export,securedeveloper/react-data-export,react-data-export,file-handling,https://github.com/securedeveloper/react-data-export,https://github.com/securedeveloper/react-data-export,MIT,2017-10-13 20:35:38.000,2021-04-14 13:58:02.000,2020-01-23 21:39:15.000,101,52.0,47.0,148,137.0,2020-01-20 11:33:32.229,0.6.0,13.0,Export dataset in react.,794.0,754.0,13.0,21,https://www.npmjs.com/package/react-data-export,2020-01-20 11:33:32.229,40.0,37755.0,37755.0,False,3,,,,,,,,,,
78,Monaco Yaml,pengx17/monaco-yaml,monaco-yaml,editors,https://github.com/pengx17/monaco-yaml,https://github.com/pengx17/monaco-yaml,MIT,2018-02-26 06:08:04.000,2021-04-28 15:50:59.000,2021-04-13 19:07:09.000,30,19.0,12.0,70,128.0,2020-10-05 10:36:15.031,2.5.1,12.0,YAML plugin for the Monaco Editor.,61.0,61.0,16.0,21,https://www.npmjs.com/package/monaco-yaml,2020-10-05 10:36:15.031,0.0,243197.0,243197.0,False,3,,,,,,,,,,
79,React Dashboard,flatlogic/react-dashboard,,admin-dashboards,https://github.com/flatlogic/react-dashboard,https://github.com/flatlogic/react-dashboard,MIT,2016-02-02 14:08:02.000,2021-05-10 08:58:51.000,2021-02-18 16:53:02.000,291,9.0,9.0,1290,1028.0,2020-10-07 10:43:47.000,1.4.0,5.0,"React Dashboard - isomorphic admin dashboard template (React.js, Bootstrap, Node.js, GraphQL, React Router, Babel,..",,,152.0,19,,,,,,True,2,['bootstrap'],https://flatlogic.com/templates/react-dashboard/demo,,,,,,,,
80,Remotion,JonnyBurger/remotion,,others,https://github.com/JonnyBurger/remotion,https://github.com/JonnyBurger/remotion,,2020-06-23 19:49:10.000,2021-05-13 16:35:56.000,2021-05-13 08:58:01.000,240,42.0,129.0,7081,,2021-05-08 08:38:52.000,2.1.2,26.0,Create videos programmatically in React.,99.0,99.0,42.0,18,,,,,,False,1,,,,,,,,,,
81,Radix Primitives,radix-ui/primitives,@radix-ui/utils,ui-frameworks,https://github.com/radix-ui/primitives,https://github.com/radix-ui/primitives,MIT,2020-06-19 13:23:22.000,2021-05-13 13:23:17.000,2021-05-12 11:56:07.000,23,39.0,116.0,850,,2021-01-27 10:06:42.425,0.0.3,3.0,"An open-source UI component library for building high-quality, accessible design systems and web apps. Maintained by..",2.0,2.0,9.0,18,https://www.npmjs.com/package/@radix-ui/utils,2021-01-27 10:06:42.425,0.0,11803.0,11803.0,True,3,,,,,,,,,,
82,reactdatagrid,inovua/reactdatagrid,@inovua/reactdatagrid-community,data-tables,https://github.com/inovua/reactdatagrid,https://github.com/inovua/reactdatagrid,MIT,2020-10-07 13:47:44.000,2021-05-13 10:44:43.000,2021-05-13 10:44:33.000,12,20.0,73.0,155,251.0,2021-05-13 10:46:35.000,4.1.17,63.0,Empower Your Data with the best React Data Grid there is.,0.0,,1.0,17,https://www.npmjs.com/package/@inovua/reactdatagrid-community,2021-05-13 10:33:56.285,0.0,4890.0,4890.0,True,3,,https://reactdatagrid.io/demo,,,,,,,,
83,React Material Admin,flatlogic/react-material-admin,,admin-dashboards,https://github.com/flatlogic/react-material-admin,https://github.com/flatlogic/react-material-admin,MIT,2019-04-24 12:47:06.000,2021-05-10 07:18:54.000,2021-04-13 09:36:57.000,358,7.0,16.0,1064,78.0,2021-02-02 10:54:17.000,1.3.2,8.0,React Material Admin is a React template built with Material-UI.,,,9.0,16,,,,,,True,3,['material-ui'],https://flatlogic.com/templates/react-material-admin/demo,,,,,,,,
84,orb,nnajm/orb,orb,data-tables,https://github.com/nnajm/orb,https://github.com/nnajm/orb,MIT,2014-11-11 13:09:07.000,2020-12-30 22:32:47.000,2020-12-30 22:32:47.000,159,72.0,23.0,521,78.0,2015-06-29 00:03:49.124,1.0.9,9.0,Pivot table javascript library.,21.0,17.0,2.0,16,https://www.npmjs.com/package/orb,2015-06-29 00:03:49.124,4.0,76.0,76.0,True,3,,https://nnajm.github.io/orb/,,,,,,,,
85,Material Kit React,devias-io/material-kit-react,,admin-dashboards,https://github.com/devias-io/material-kit-react,https://github.com/devias-io/material-kit-react,MIT,2019-05-02 15:25:39.000,2021-05-08 20:59:12.000,2021-04-18 07:25:48.000,1107,5.0,16.0,3008,,2019-07-29 07:50:25.000,1.0.0,1.0,"React Dashboard made with Material UIs components. Our pro template contains features like TypeScript version,..",,,8.0,15,,,,,,True,3,['material-ui'],https://react-material-dashboard.devias.io/app/dashboard,,,,,,,,
86,React SaaS Template,dunky11/react-saas-template,,admin-dashboards,https://github.com/dunky11/react-saas-template,https://github.com/dunky11/react-saas-template,MIT,2020-01-30 23:38:23.000,2021-05-13 04:28:00.000,2021-05-10 15:33:02.000,251,3.0,9.0,1057,1198.0,,,,Template for building an SaaS / admin website using React + Material-UI.,,,8.0,15,,,,,,True,3,,https://reactsaastemplate.com/,,,,,,,,
87,Luna,rvpanoz/luna,,dev-tools,https://github.com/rvpanoz/luna,https://github.com/rvpanoz/luna,GPL-3.0,2017-09-18 22:22:06.000,2020-11-01 09:43:41.000,2020-10-31 22:27:04.000,41,9.0,84.0,957,1491.0,2020-10-29 23:06:39.000,.3.4.6,26.0,Manage npm dependencies through a modern UI.,,,10.0,15,,,,,171.0,True,3,,,7217.0,,,,,,,
88,React Ansi,RaoHai/react-ansi,react-ansi,other-components,https://github.com/RaoHai/react-ansi,https://github.com/RaoHai/react-ansi,MIT,2019-05-29 15:39:22.000,2021-05-10 18:50:28.000,2020-12-17 09:06:28.000,3,4.0,2.0,16,115.0,2020-12-17 09:09:03.463,2.1.4,23.0,A foldable and searchable ansi log viewer for React.,8.0,8.0,4.0,15,https://www.npmjs.com/package/react-ansi,2020-12-17 09:09:03.463,,606.0,606.0,False,3,,,,-1.0,,,,,,
89,Notus React,creativetimofficial/notus-react,,admin-dashboards,https://github.com/creativetimofficial/notus-react,https://github.com/creativetimofficial/notus-react,MIT,2020-09-01 07:23:16.000,2021-03-19 12:58:05.000,2021-03-19 12:57:49.000,62,,3.0,267,,2021-03-19 12:58:05.000,1.1.0,2.0,Notus React: Free Tailwind CSS UI Kit and Admin.,,,2.0,13,,,,,,True,3,,https://demos.creative-tim.com/notus-react/,,,,,,,,
90,Volt React Dashboard,themesberg/volt-react-dashboard,,admin-dashboards,https://github.com/themesberg/volt-react-dashboard,https://github.com/themesberg/volt-react-dashboard,MIT,2021-01-20 16:17:34.000,2021-02-13 10:39:35.000,2021-02-13 10:39:35.000,70,1.0,2.0,303,44.0,2021-01-22 09:58:07.000,1.0.0,1.0,A React.js admin dashboard template and UI library based on Bootstrap 5.,,,3.0,12,,,,,,True,3,['bootstrap'],https://demo.themesberg.com/volt-react-dashboard/,,,,,,,,
91,Material-UI Theme Creator,bareynol/mui-theme-creator,,dev-tools,https://github.com/bareynol/mui-theme-creator,https://github.com/bareynol/mui-theme-creator,0BSD,2020-08-25 14:51:49.000,2020-08-27 18:19:42.000,2020-08-27 18:08:37.000,16,5.0,2.0,69,102.0,,,,A tool to help design and customize themes for the Material-UI component library. Includes basic site templates to..,,,1.0,7,,,,,,False,3,['material-ui'],https://bareynol.github.io/mui-theme-creator/,,,,,,,,
