,name,github_id,category,npm_id,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,license,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,new_addition,labels,demo_url,trending,github_release_downloads,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
122,React Flow Chart,MrBlenny/react-flow-chart,other-components,@mrblenny/react-flow-chart,https://github.com/MrBlenny/react-flow-chart,https://github.com/MrBlenny/react-flow-chart,2018-11-07 01:34:23.000,2021-06-15 17:01:15.000,2020-06-28 02:55:27.000,255,89.0,103.0,1126,268.0,2020-06-28 02:56:37.000,0.0.14,14.0,"A flexible, stateless, declarative flow chart library for react.",174.0,158.0,29,25,https://www.npmjs.com/package/@mrblenny/react-flow-chart,MIT,2020-06-28 02:55:34.091,16.0,20477.0,20477.0,False,3,,,https://mrblenny.github.io/react-flow-chart/index.html?path=/story/state--internal-react-state,,,,,,,
123,React FilePond,pqina/react-filepond,file-handling,react-filepond,https://github.com/pqina/react-filepond,https://github.com/pqina/react-filepond,2018-03-08 14:52:44.000,2021-06-22 11:19:54.000,2021-06-22 11:19:54.000,60,14.0,158.0,1079,92.0,2021-02-11 12:26:38.817,7.1.1,26.0,A handy FilePond adapter component for React.,2297.0,2103.0,6,25,https://www.npmjs.com/package/react-filepond,MIT,2021-02-11 12:26:38.817,194.0,101800.0,101800.0,True,3,,,https://codesandbox.io/s/react-filepond-live-demo-iw9ri,,,,,,,
124,react-simple-code-editor,satya164/react-simple-code-editor,editors,react-simple-code-editor,https://github.com/satya164/react-simple-code-editor,https://github.com/satya164/react-simple-code-editor,2018-06-21 14:15:50.000,2021-04-06 21:51:05.000,2021-02-03 10:37:47.000,98,35.0,26.0,847,101.0,2020-01-17 14:38:58.265,0.11.0,35.0,Simple no-frills code editor with syntax highlighting.,6501.0,4901.0,10,25,https://www.npmjs.com/package/react-simple-code-editor,MIT,2020-01-17 14:38:58.265,1600.0,1006302.0,1006302.0,True,3,True,,,,,,,,,
125,Storybook Addon Material-UI,react-theming/storybook-addon-material-ui,dev-tools,storybook-addon-material-ui,https://github.com/react-theming/storybook-addon-material-ui,https://github.com/react-theming/storybook-addon-material-ui,2016-09-13 08:30:16.000,2021-04-09 14:33:27.000,2021-03-25 21:33:47.000,111,14.0,62.0,529,176.0,2020-01-04 17:03:56.000,0.9.0-alpha.21,56.0,Addon for storybook wich wrap material-ui components into MuiThemeProvider. This helps and simplifies development of..,958.0,790.0,40,25,https://www.npmjs.com/package/storybook-addon-material-ui,MIT,2021-02-20 19:36:07.318,168.0,141224.0,141224.0,True,3,,['material-ui'],,,,,,,,
126,tabler,tabler/tabler,ui-frameworks,tabler,https://github.com/tabler/tabler,https://github.com/tabler/tabler,2018-02-01 09:08:59.000,2021-07-01 05:28:33.000,2021-05-09 19:19:09.000,2620,72.0,385.0,23744,362.0,2020-04-20 21:19:30.000,1.0.0-alpha.7,26.0,Tabler is free and open-source HTML Dashboard UI Kit built on Bootstrap.,40.0,36.0,62,24,https://www.npmjs.com/package/tabler,MIT,2017-09-11 23:14:32.082,4.0,552.0,552.0,True,3,True,['bootstrap'],,,,,,,,
127,Reactotron,infinitered/reactotron,dev-tools,,https://github.com/infinitered/reactotron,https://github.com/infinitered/reactotron,2016-04-15 21:58:32.000,2021-06-25 19:11:46.000,2021-06-25 19:11:45.000,827,122.0,374.0,13005,1256.0,2019-08-28 01:19:24.000,2.17.1,100.0,"A desktop app for inspecting your React JS and React Native projects. macOS, Linux, and Windows.",,,103,24,,MIT,,,,26015.0,True,3,,,,,1638989.0,,,,,
128,Unstated Next,jamiebuilds/unstated-next,state-management,unstated-next,https://github.com/jamiebuilds/unstated-next,https://github.com/jamiebuilds/unstated-next,2019-05-02 00:44:35.000,2020-09-28 23:34:51.000,2020-05-04 17:55:59.000,117,50.0,27.0,3550,23.0,2019-05-13 23:34:47.580,1.1.0,3.0,200 bytes to never think about React state management libraries ever again.,1643.0,1583.0,11,24,https://www.npmjs.com/package/unstated-next,MIT,2019-05-13 23:34:47.580,60.0,164758.0,164758.0,False,3,,,,,,,,,,
129,dnd-kit,clauderic/dnd-kit,other-components,@dnd-kit/core,https://github.com/clauderic/dnd-kit,https://github.com/clauderic/dnd-kit,2020-11-26 00:46:52.000,2021-06-25 20:26:53.000,2021-06-23 01:29:59.000,83,54.0,131.0,2392,248.0,2021-06-17 17:16:18.000,@dnd-kit/core@3.1.1,53.0,"A modern, lightweight, performant, accessible and extensible drag & drop toolkit for React.",74.0,74.0,19,24,https://www.npmjs.com/package/@dnd-kit/core,MIT,2021-06-23 01:34:49.934,0.0,164599.0,164599.0,True,3,True,,,,,,,,,
130,atomize,proksh/atomize,ui-frameworks,atomize,https://github.com/proksh/atomize,https://github.com/proksh/atomize,2019-07-03 12:28:04.000,2021-06-14 08:09:10.456,2021-06-11 09:35:11.000,159,22.0,19.0,1199,53.0,2021-06-14 08:09:10.456,1.0.28,25.0,Design System for developers build on styled-components & React JS.,309.0,297.0,11,24,https://www.npmjs.com/package/atomize,MIT,2021-06-14 08:09:10.456,12.0,5244.0,5244.0,True,3,True,,,,,,,,,
131,react-pivottable,plotly/react-pivottable,data-tables,react-pivottable,https://github.com/plotly/react-pivottable,https://github.com/plotly/react-pivottable,2017-08-14 18:36:06.000,2021-06-24 11:25:16.000,2020-11-19 15:02:35.000,186,68.0,42.0,763,110.0,2020-11-19 15:06:48.000,0.11.0,24.0,React-based drag'n'drop pivot table with Plotly.js charts.,314.0,278.0,10,24,https://www.npmjs.com/package/react-pivottable,MIT,2020-11-19 15:04:38.247,36.0,68602.0,68602.0,True,3,,,https://react-pivottable.js.org/,,,,,,,
132,react-markdown-editor-lite,HarryChen0506/react-markdown-editor-lite,editors,react-markdown-editor-lite,https://github.com/HarryChen0506/react-markdown-editor-lite,https://github.com/HarryChen0506/react-markdown-editor-lite,2019-01-21 03:56:31.000,2021-07-05 02:40:08.787,2021-07-05 02:36:48.000,116,20.0,111.0,609,469.0,2021-07-05 02:42:39.000,1.3.0,46.0,a light-weight Markdown editor based on React. Reactmarkdown.,809.0,791.0,18,24,https://www.npmjs.com/package/react-markdown-editor-lite,MIT,2021-07-05 02:40:08.787,18.0,28342.0,28342.0,True,3,True,,,,,,,,,
133,Supabase UI,supabase/ui,ui-frameworks,@supabase/ui,https://github.com/supabase/ui,https://github.com/supabase/ui,2020-12-11 10:41:08.000,2021-07-05 06:13:07.000,2021-07-05 03:28:52.000,61,26.0,92.0,560,598.0,2021-07-02 08:42:15.000,0.28.1,94.0,Supabase UI Library.,254.0,254.0,30,24,https://www.npmjs.com/package/@supabase/ui,MIT,2020-12-23 10:07:30.739,,4638.0,4638.0,True,3,True,,,,,,,,,
134,react-file-viewer,plangrid/react-file-viewer,file-handling,react-file-viewer,https://github.com/plangrid/react-file-viewer,https://github.com/plangrid/react-file-viewer,2017-05-16 04:05:21.000,2021-05-27 07:34:06.000,2019-11-13 20:16:39.000,194,113.0,12.0,302,118.0,2019-11-13 20:16:45.447,1.2.1,74.0,Extendable file viewer for web.,839.0,805.0,12,24,https://www.npmjs.com/package/react-file-viewer,MIT,2019-11-13 20:16:45.447,34.0,73142.0,73142.0,False,3,,,,,,,,,,
135,elastic-charts,elastic/elastic-charts,data-viz,@elastic/charts,https://github.com/elastic/elastic-charts,https://github.com/elastic/elastic-charts,2019-01-14 11:49:41.000,2021-07-09 20:30:53.000,2021-07-08 12:54:20.000,72,209.0,379.0,218,882.0,2021-07-06 12:44:01.845,31.1.0,246.0,Elastic Charts library.,155.0,149.0,27,24,https://www.npmjs.com/package/@elastic/charts,Apache-2.0,2021-07-06 12:44:01.845,6.0,26834.0,26834.0,True,3,True,,,,,,,,,
136,React Lazylog,mozilla-frontend-infra/react-lazylog,other-components,react-lazylog,https://github.com/mozilla-frontend-infra/react-lazylog,https://github.com/mozilla-frontend-infra/react-lazylog,2017-04-27 16:46:34.000,2021-05-28 04:12:05.000,2020-07-23 15:46:22.000,75,54.0,23.0,211,159.0,2020-07-23 15:47:23.944,4.5.3,49.0,React Lazy Logviewer.,284.0,242.0,15,24,https://www.npmjs.com/package/react-lazylog,MPL-2.0,2020-07-23 15:47:23.944,42.0,79649.0,79649.0,True,3,,,https://mozilla-frontend-infra.github.io/react-lazylog/#lazylog,,,,,,,
137,Tauri,tauri-apps/tauri,desktop-apps,tauri,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,2019-07-13 09:09:37.000,2021-07-09 20:48:10.000,2021-07-08 15:06:04.000,391,74.0,463.0,17942,,2021-06-29 01:24:16.000,cli.rs-v1.0.0-beta.4,100.0,"Build smaller, faster, and more secure desktop applications with a web frontend.",163.0,159.0,78,23,https://www.npmjs.com/package/tauri,MIT,2021-01-24 12:41:34.564,4.0,947.0,1175.0,True,3,,,,,2743.0,,,,,
138,RevoGrid,revolist/revogrid,data-tables,@revolist/revogrid,https://github.com/revolist/revogrid,https://github.com/revolist/revogrid,2020-05-04 21:23:09.000,2021-06-30 23:58:03.000,2021-06-18 19:44:07.000,72,48.0,88.0,1663,600.0,2021-06-18 19:46:34.642,3.0.95,168.0,Powerful virtual data grid smartsheet with advanced customization. Best features from excel plus incredible performance.,45.0,45.0,8,23,https://www.npmjs.com/package/@revolist/revogrid,MIT,2021-06-30 19:03:58.395,0.0,6208.0,6208.0,True,3,,,,,,,,,,
139,Material-UI Treasury,siriwatknp/mui-treasury,other-components,@mui-treasury/components,https://github.com/siriwatknp/mui-treasury,https://github.com/siriwatknp/mui-treasury,2019-03-11 16:21:23.000,2021-07-08 06:34:36.000,2021-06-18 17:07:27.000,112,48.0,230.0,1580,747.0,2021-02-03 01:12:27.460,1.10.1,53.0,A collection of ready-to-use components based on Material-UI.,20.0,20.0,18,23,https://www.npmjs.com/package/@mui-treasury/components,MIT,2021-06-18 16:46:52.506,0.0,11489.0,11489.0,True,3,,['material-ui'],https://mui-treasury.com/components/,,,,,,,
140,Reaviz,reaviz/reaviz,data-viz,reaviz,https://github.com/reaviz/reaviz,https://github.com/reaviz/reaviz,2020-04-17 21:17:18.000,2021-07-09 11:25:24.000,2021-07-09 11:22:19.000,60,15.0,7.0,1122,302.0,2021-06-18 11:51:01.755,10.3.0,234.0,Data visualization library for React based on D3.,160.0,154.0,8,23,https://www.npmjs.com/package/reaviz,Apache-2.0,2021-06-18 11:51:01.755,6.0,5225.0,5225.0,True,3,,,,,,,,,,
141,CodeFlask,kazzkiq/CodeFlask,editors,codeflask,https://github.com/kazzkiq/CodeFlask,https://github.com/kazzkiq/CodeFlask,2015-08-15 19:58:05.000,2020-11-08 20:58:12.000,2020-06-05 16:46:21.000,93,24.0,61.0,849,190.0,2019-05-13 00:11:15.298,1.4.1,17.0,A micro code-editor for awesome web pages.,402.0,308.0,28,23,https://www.npmjs.com/package/codeflask,MIT,2019-05-13 00:11:15.298,94.0,22493.0,22493.0,False,3,True,,,,,,,,,
142,React Spreadsheet,iddan/react-spreadsheet,data-tables,react-spreadsheet,https://github.com/iddan/react-spreadsheet,https://github.com/iddan/react-spreadsheet,2018-02-18 17:12:32.000,2021-05-30 07:28:00.000,2021-05-30 07:27:57.000,35,25.0,42.0,447,526.0,2021-03-01 22:01:44.443,0.5.4,40.0,"Simple, customizable yet performant spreadsheet for React.",147.0,141.0,14,23,https://www.npmjs.com/package/react-spreadsheet,MIT,2021-03-01 22:01:44.443,6.0,13053.0,13053.0,True,3,,,https://iddan.github.io/react-spreadsheet,,,,,,,
143,headlessui,tailwindlabs/headlessui,ui-frameworks,headlessui,https://github.com/tailwindlabs/headlessui,https://github.com/tailwindlabs/headlessui,2020-09-16 09:53:09.000,2021-07-09 19:27:16.000,2021-06-22 10:29:59.000,306,47.0,240.0,9855,,2021-06-21 09:51:23.000,@headlessui/react@v1.3.0,23.0,"Completely unstyled, fully accessible UI components, designed to integrate beautifully with Tailwind CSS.",34.0,34.0,23,22,https://www.npmjs.com/package/headlessui,MIT,2020-09-13 00:34:17.623,,1123.0,1123.0,True,3,True,,,,,,,,,
144,styletron,styletron/styletron,styling,styletron,https://github.com/styletron/styletron,https://github.com/styletron/styletron,2016-04-01 00:00:06.000,2021-07-07 13:16:12.000,2021-06-01 19:21:49.000,124,32.0,147.0,3178,530.0,2019-05-03 17:11:41.000,styletron-react@5.0.0,38.0,Toolkit for component-oriented styling.,188.0,122.0,36,22,https://www.npmjs.com/package/styletron,MIT,2018-01-17 22:16:05.111,66.0,4814.0,4814.0,True,3,True,,,,,,,,,
145,Drawflow,jerosoler/Drawflow,data-viz,drawflow,https://github.com/jerosoler/Drawflow,https://github.com/jerosoler/Drawflow,2020-04-21 17:59:14.000,2021-07-09 17:43:41.000,2021-07-09 17:39:15.000,187,19.0,166.0,962,178.0,2021-07-09 17:43:41.000,0.0.45,44.0,Simple flow library.,27.0,27.0,7,22,https://www.npmjs.com/package/drawflow,MIT,2021-07-09 17:40:51.921,0.0,6077.0,6077.0,True,3,True,,,,,,,,,
146,react-lz-editor,leejaen/react-lz-editor,editors,react-lz-editor,https://github.com/leejaen/react-lz-editor,https://github.com/leejaen/react-lz-editor,2016-12-27 06:32:40.000,2021-05-09 13:47:32.000,2019-10-18 03:45:52.000,155,96.0,80.0,908,183.0,2018-03-31 07:30:24.605,0.12.1,60.0,"A multilingual react rich-text editor component includes media support such as texts, images, videos, audios, links..",448.0,372.0,14,22,https://www.npmjs.com/package/react-lz-editor,MIT,2018-03-31 07:30:24.605,76.0,702.0,702.0,False,3,True,,,,,,,,,
147,React-Data-Export,securedeveloper/react-data-export,file-handling,react-data-export,https://github.com/securedeveloper/react-data-export,https://github.com/securedeveloper/react-data-export,2017-10-13 20:35:38.000,2021-04-14 13:58:02.000,2020-01-23 21:39:15.000,101,54.0,47.0,149,137.0,2020-01-20 11:33:32.229,0.6.0,13.0,Export dataset in react.,855.0,815.0,13,22,https://www.npmjs.com/package/react-data-export,MIT,2020-01-20 11:33:32.229,40.0,42563.0,42563.0,False,3,,,,,,,,,,
148,mozaik,plouc/mozaik,others,,https://github.com/plouc/mozaik,https://github.com/plouc/mozaik,2014-12-26 03:18:38.000,2021-06-28 18:58:24.000,2019-05-28 02:07:43.000,367,86.0,90.0,3522,520.0,2016-04-14 11:53:39.000,1.4.4,16.0,Mozak is a tool based on nodejs / react / redux / nivo / d3 to easily craft beautiful dashboards.,51.0,51.0,31,21,,MIT,,,,,False,3,True,,,,,,,,,
149,ReactPivot,davidguttman/react-pivot,data-tables,react-pivot,https://github.com/davidguttman/react-pivot,https://github.com/davidguttman/react-pivot,2015-02-28 00:29:35.000,2021-05-12 02:23:10.000,2020-06-17 22:37:49.000,141,36.0,23.0,987,171.0,2020-06-17 22:38:08.272,4.4.0,49.0,"React-Pivot is a data-grid component with pivot-table-like functionality for data display, filtering, and exploration.",185.0,137.0,20,21,https://www.npmjs.com/package/react-pivot,MIT,2020-06-17 22:38:08.272,48.0,2526.0,2526.0,False,3,,,http://davidguttman.github.io/react-pivot/,,,,,,,
150,codejar,antonmedv/codejar,editors,codejar,https://github.com/antonmedv/codejar,https://github.com/antonmedv/codejar,2020-03-31 13:01:35.000,2021-06-26 11:24:20.000,2021-06-26 11:24:15.000,69,7.0,34.0,918,81.0,2021-06-26 11:24:23.000,3.5.0,12.0,An embeddable code editor for the browser.,109.0,109.0,17,21,https://www.npmjs.com/package/codejar,MIT,2021-06-26 11:24:10.978,0.0,5391.0,5391.0,True,3,True,,,,,,,,,
151,atomic-layout,kettanaito/atomic-layout,others,atomic-layout,https://github.com/kettanaito/atomic-layout,https://github.com/kettanaito/atomic-layout,2018-05-09 15:52:48.000,2021-06-16 10:05:30.000,2021-05-08 09:22:55.000,26,23.0,159.0,961,683.0,2020-08-06 08:19:55.000,atomic-layout@0.16.2,65.0,Physical representation of layout composition to create declarative responsive layouts in React.,76.0,74.0,14,20,https://www.npmjs.com/package/atomic-layout,MIT,2020-08-06 08:18:56.996,2.0,2994.0,2994.0,True,3,True,,,,,,,,,
152,react-design-editor,salgum1114/react-design-editor,editors,react-design-editor,https://github.com/salgum1114/react-design-editor,https://github.com/salgum1114/react-design-editor,2018-06-26 01:03:54.000,2021-05-27 04:51:05.000,2021-05-01 06:48:01.000,206,41.0,114.0,761,424.0,2021-05-01 06:55:33.892,0.0.34,34.0,"React Design Editor has started to developed direct manipulation of editable design tools like Powerpoint, We've..",7.0,5.0,3,20,https://www.npmjs.com/package/react-design-editor,MIT,2021-05-01 06:55:33.892,2.0,623.0,623.0,True,3,True,,,,,,,,,
153,shards-react,designrevision/shards-react,ui-frameworks,shards-react,https://github.com/DesignRevision/shards-react,https://github.com/DesignRevision/shards-react,2018-12-27 17:50:22.000,2021-05-09 20:45:35.000,2019-02-25 18:54:18.000,68,31.0,8.0,675,9.0,2019-02-25 18:54:46.150,1.0.3,9.0,A beautiful and modern React design system.,2878.0,2738.0,1,20,https://www.npmjs.com/package/shards-react,MIT,2019-02-25 18:54:46.150,140.0,8037.0,8037.0,False,3,True,,,,,,,,,
154,Monaco Yaml,pengx17/monaco-yaml,editors,monaco-yaml,https://github.com/pengx17/monaco-yaml,https://github.com/pengx17/monaco-yaml,2018-02-26 06:08:04.000,2021-04-28 15:50:59.000,2021-04-13 19:07:09.000,30,19.0,14.0,75,128.0,2020-10-05 10:36:15.031,2.5.1,12.0,YAML plugin for the Monaco Editor.,70.0,70.0,16,20,https://www.npmjs.com/package/monaco-yaml,MIT,2020-10-05 10:36:15.031,0.0,220159.0,220159.0,False,3,,,,,,,,,,
155,React Dashboard,flatlogic/react-dashboard,admin-dashboards,,https://github.com/flatlogic/react-dashboard,https://github.com/flatlogic/react-dashboard,2016-02-02 14:08:02.000,2021-06-15 22:56:20.000,2021-02-18 16:53:02.000,297,9.0,9.0,1318,1028.0,2020-10-07 10:43:47.000,1.4.0,5.0,"React Dashboard - isomorphic admin dashboard template (React.js, Bootstrap, Node.js, GraphQL, React Router, Babel,..",,,152,19,,MIT,,,,,True,2,,['bootstrap'],https://flatlogic.com/templates/react-dashboard/demo,,,,,,,
156,iconify,iconify/iconify,others,iconify,https://github.com/iconify/iconify,https://github.com/iconify/iconify,2017-02-22 15:23:59.000,2021-07-01 09:00:37.000,2021-07-01 09:00:13.000,23,8.0,52.0,605,208.0,2020-05-17 01:07:13.697,1.3.0,12.0,"Universal icon framework. One syntax for FontAwesome, Material Design Icons, DashIcons, Feather Icons, EmojiOne, Noto..",37.0,35.0,3,19,https://www.npmjs.com/package/iconify,Apache-2.0,2020-05-17 01:07:13.697,2.0,856.0,856.0,True,3,True,,,,,,,,,
157,coreui-free-bootstrap-admin-template,coreui/coreui-free-bootstrap-admin-template,admin-dashboards,,https://github.com/coreui/coreui-free-bootstrap-admin-template,https://github.com/coreui/coreui-free-bootstrap-admin-template,2016-08-04 12:30:57.000,2021-07-05 15:45:38.000,2021-07-05 15:44:01.000,2882,21.0,442.0,10856,,2021-07-05 15:45:38.000,4.0.1,34.0,CoreUI is free bootstrap admin template.,,,26,18,,MIT,,,,1.0,True,2,True,,,,47.0,,,,,
158,Remotion,remotion-dev/remotion,others,,https://github.com/remotion-dev/remotion,https://github.com/remotion-dev/remotion,2020-06-23 19:49:10.000,2021-07-09 14:43:01.000,2021-07-09 14:43:00.000,289,40.0,187.0,7754,,2021-06-24 17:55:58.000,2.1.12,34.0,Create videos programmatically in React.,136.0,136.0,58,18,,,,,,,False,3,,,,,,,,,,
159,glide-data-grid,glideapps/glide-data-grid,data-tables,@glideapps/glide-data-grid,https://github.com/glideapps/glide-data-grid,https://github.com/glideapps/glide-data-grid,2020-10-28 04:19:29.000,2021-07-05 16:03:30.574,2021-07-05 16:02:19.000,40,9.0,18.0,501,,2021-07-05 16:03:30.574,2.2.3,60.0,"A high-performance React grid component, with rich rendering and first-class TypeScript support.",9.0,9.0,12,18,https://www.npmjs.com/package/@glideapps/glide-data-grid,MIT,2021-07-05 16:03:30.574,,1838.0,1838.0,True,3,True,,,,,,,,,
160,dashboard-ui-kit,march08/dashboard-ui-kit,ui-frameworks,@duik/it,https://github.com/march08/dashboard-ui-kit,https://github.com/march08/dashboard-ui-kit,2019-02-27 06:58:38.000,2021-06-04 23:36:39.000,2020-05-19 14:07:37.000,23,18.0,10.0,176,202.0,2020-05-14 18:39:21.000,0.6.0,36.0,React UI components for rapid development.,21.0,20.0,1,18,https://www.npmjs.com/package/@duik/it,MIT,2020-05-14 18:31:07.948,1.0,920.0,920.0,False,3,True,,,,,,,,,
161,React Material Admin,flatlogic/react-material-admin,admin-dashboards,,https://github.com/flatlogic/react-material-admin,https://github.com/flatlogic/react-material-admin,2019-04-24 12:47:06.000,2021-06-05 01:06:39.000,2021-04-13 09:36:57.000,373,13.0,19.0,1112,78.0,2021-02-02 10:54:17.000,1.3.2,8.0,React Material Admin is a React template built with Material-UI.,,,9,17,,MIT,,,,,True,3,,['material-ui'],https://flatlogic.com/templates/react-material-admin/demo,,,,,,,
162,Radix Primitives,radix-ui/primitives,ui-frameworks,@radix-ui/utils,https://github.com/radix-ui/primitives,https://github.com/radix-ui/primitives,2020-06-19 13:23:22.000,2021-07-09 15:42:42.000,2021-07-09 15:42:41.000,33,50.0,147.0,1095,,2021-01-27 10:06:42.425,0.0.3,3.0,"An open-source UI component library for building high-quality, accessible design systems and web apps. Maintained by..",2.0,2.0,10,17,https://www.npmjs.com/package/@radix-ui/utils,MIT,2021-01-27 10:06:42.425,0.0,12659.0,12659.0,True,3,,,,,,,,,,
163,react-nice-avatar,chilllab/react-nice-avatar,other-components,react-nice-avatar,https://github.com/chilllab/react-nice-avatar,https://github.com/chilllab/react-nice-avatar,2021-05-29 15:41:45.000,2021-07-02 03:04:01.000,2021-07-02 03:03:51.000,30,,6.0,452,,2021-06-28 11:58:31.619,1.2.1,13.0,react library for generating avatar.,11.0,11.0,8,17,https://www.npmjs.com/package/react-nice-avatar,MIT,2021-06-28 11:58:31.619,,681.0,681.0,True,3,True,,,,,,,,,
164,reactdatagrid,inovua/reactdatagrid,data-tables,@inovua/reactdatagrid-community,https://github.com/inovua/reactdatagrid,https://github.com/inovua/reactdatagrid,2020-10-07 13:47:44.000,2021-07-09 15:01:38.000,2021-07-09 15:01:28.000,13,26.0,85.0,167,269.0,2021-07-09 15:02:11.000,4.1.22,68.0,Empower Your Data with the best React Data Grid there is.,0.0,,1,17,https://www.npmjs.com/package/@inovua/reactdatagrid-community,MIT,2021-07-09 14:58:54.988,0.0,4443.0,4443.0,True,3,,,https://reactdatagrid.io/demo,,,,,,,
165,React SaaS Template,dunky11/react-saas-template,admin-dashboards,,https://github.com/dunky11/react-saas-template,https://github.com/dunky11/react-saas-template,2020-01-30 23:38:23.000,2021-07-08 04:24:31.000,2021-07-06 21:26:29.000,269,,9.0,1136,1222.0,,,,Template for building an SaaS / admin website using React + Material-UI.,,,8,16,,MIT,,,,,True,3,,,https://reactsaastemplate.com/,,,,,,,
166,orb,nnajm/orb,data-tables,orb,https://github.com/nnajm/orb,https://github.com/nnajm/orb,2014-11-11 13:09:07.000,2020-12-30 22:32:47.000,2020-12-30 22:32:47.000,160,72.0,23.0,523,78.0,2015-06-29 00:03:49.124,1.0.9,9.0,Pivot table javascript library.,21.0,17.0,2,16,https://www.npmjs.com/package/orb,MIT,2015-06-29 00:03:49.124,4.0,127.0,127.0,True,3,,,https://nnajm.github.io/orb/,-1.0,,,,,,
167,Material Kit React,devias-io/material-kit-react,admin-dashboards,,https://github.com/devias-io/material-kit-react,https://github.com/devias-io/material-kit-react,2019-05-02 15:25:39.000,2021-05-18 20:47:11.000,2021-04-18 07:25:48.000,1180,11.0,16.0,3125,,2019-07-29 07:50:25.000,1.0.0,1.0,"React Dashboard made with Material UIs components. Our pro template contains features like TypeScript version,..",,,8,15,,MIT,,,,,True,3,,['material-ui'],https://react-material-dashboard.devias.io/app/dashboard,,,,,,,
168,datav,datav-io/datav,others,,https://github.com/datav-io/datav,https://github.com/datav-io/datav,2017-09-28 03:36:52.000,2021-07-09 01:33:21.000,2021-07-09 01:33:17.000,461,2.0,4.0,2617,328.0,,,,"Beautiful and interactive data visualization platform, visualize metrics,logs,traces and big-screens.",,,4,15,,Apache-2.0,,,,,True,3,True,,,,,,,,,
169,Luna,rvpanoz/luna,dev-tools,,https://github.com/rvpanoz/luna,https://github.com/rvpanoz/luna,2017-09-18 22:22:06.000,2020-11-01 09:43:41.000,2020-10-31 22:27:04.000,41,9.0,84.0,970,1491.0,2020-10-29 23:06:39.000,.3.4.6,26.0,Manage npm dependencies through a modern UI.,,,10,15,,GPL-3.0,,,,170.0,True,3,,,,,7489.0,,,,,
170,React Ansi,RaoHai/react-ansi,other-components,react-ansi,https://github.com/RaoHai/react-ansi,https://github.com/RaoHai/react-ansi,2019-05-29 15:39:22.000,2021-07-07 21:32:43.000,2020-12-17 09:06:28.000,4,4.0,2.0,17,115.0,2020-12-17 09:09:03.463,2.1.4,23.0,A foldable and searchable ansi log viewer for React.,11.0,11.0,4,15,https://www.npmjs.com/package/react-ansi,MIT,2020-12-17 09:09:03.463,,431.0,431.0,False,3,,,,,,,,,,
171,Volt React Dashboard,themesberg/volt-react-dashboard,admin-dashboards,,https://github.com/themesberg/volt-react-dashboard,https://github.com/themesberg/volt-react-dashboard,2021-01-20 16:17:34.000,2021-02-13 10:39:35.000,2021-02-13 10:39:35.000,96,1.0,2.0,353,44.0,2021-01-22 09:58:07.000,1.0.0,1.0,A React.js admin dashboard template and UI library based on Bootstrap 5.,1.0,1.0,3,12,,MIT,,,,,True,3,,['bootstrap'],https://demo.themesberg.com/volt-react-dashboard/,,,,,,,
172,Notus React,creativetimofficial/notus-react,admin-dashboards,,https://github.com/creativetimofficial/notus-react,https://github.com/creativetimofficial/notus-react,2020-09-01 07:23:16.000,2021-03-19 12:58:05.000,2021-03-19 12:57:49.000,83,,3.0,340,,2021-03-19 12:58:05.000,1.1.0,2.0,Notus React: Free Tailwind CSS UI Kit and Admin.,,,2,12,,MIT,,,,,True,3,,,https://demos.creative-tim.com/notus-react/,,,,,,,
173,matx-react,uilibrary/matx-react,admin-dashboards,,https://github.com/uilibrary/matx-react,https://github.com/uilibrary/matx-react,2020-01-16 10:56:54.000,2021-07-05 07:48:40.000,2021-07-05 07:45:12.000,179,1.0,9.0,463,18.0,,,,Matx React Redux Material Design Admin Dashboard Template.,,,2,11,,MIT,,,,,True,3,True,,,,,,,,,
174,Material-UI Theme Creator,bareynol/mui-theme-creator,dev-tools,,https://github.com/bareynol/mui-theme-creator,https://github.com/bareynol/mui-theme-creator,2020-08-25 14:51:49.000,2020-08-27 18:19:42.000,2020-08-27 18:08:37.000,18,6.0,2.0,85,102.0,,,,A tool to help design and customize themes for the Material-UI component library. Includes basic site templates to..,,,1,7,,0BSD,,,,,False,3,,['material-ui'],https://bareynol.github.io/mui-theme-creator/,,,,,,,
