,name,github_id,category,npm_id,github_url,homepage,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,license,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,new_addition,labels,demo_url,trending,github_release_downloads,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
0,lodash,lodash/lodash,utils,lodash,https://github.com/lodash/lodash,https://github.com/lodash/lodash,2012-04-07 04:11:46.000,2021-07-06 00:29:23.000,2021-04-23 17:25:37.000,5837,255.0,3807.0,49974,8005.0,2021-02-20 15:42:16.891,4.17.21,114.0,"A modern JavaScript utility library delivering modularity, performance, & extras.",13287617.0,11305151.0,327,42,https://www.npmjs.com/package/lodash,MIT,2021-02-20 15:42:16.891,1982466.0,176343005.0,176343005.0,True,1,True,,,,,,,,,
1,jest,facebook/jest,testing,jest,https://github.com/facebook/jest,https://github.com/facebook/jest,2013-12-10 00:18:04.000,2021-07-08 15:51:17.000,2021-07-02 05:45:32.000,5174,1513.0,4943.0,35682,5520.0,2021-06-28 17:08:31.000,27.0.6,281.0,Delightful JavaScript Testing.,3985004.0,3444346.0,1322,42,https://www.npmjs.com/package/jest,MIT,2021-06-28 17:06:18.626,540658.0,52999280.0,52999280.0,True,1,True,,,,,,,,,
2,axios,axios/axios,utils,axios,https://github.com/axios/axios,https://github.com/axios/axios,2014-08-18 22:30:27.000,2021-07-02 05:03:43.000,2021-05-27 05:44:43.000,8321,231.0,2880.0,85704,1005.0,2021-01-04 15:04:38.000,0.21.1,46.0,Promise based HTTP client for the browser and node.js.,5117431.0,4568543.0,279,41,https://www.npmjs.com/package/axios,MIT,2020-12-22 04:20:06.101,548888.0,74740735.0,74740735.0,True,2,True,,,,,,,,,
3,Ant Design,ant-design/ant-design,ui-frameworks,antd,https://github.com/ant-design/ant-design,https://github.com/ant-design/ant-design,2015-04-24 15:37:24.000,2021-07-09 13:24:17.000,2021-07-09 03:14:07.000,28947,678.0,20873.0,73021,20882.0,2021-06-29 06:02:15.000,4.16.6,599.0,An enterprise-class UI design language and React UI library.,256280.0,229078.0,1634,41,https://www.npmjs.com/package/antd,MIT,2021-06-29 06:01:38.351,27202.0,3149883.0,3149883.0,True,1,,['ant-design'],,,,,,,,
4,Material-UI,mui-org/material-ui,ui-frameworks,@material-ui/core,https://github.com/mui-org/material-ui,https://github.com/mui-org/material-ui,2014-08-18 19:11:54.000,2021-07-09 17:47:02.000,2021-07-09 17:47:02.000,22693,512.0,12832.0,69385,12092.0,2021-07-07 13:11:34.000,4.12.1,154.0,"Material-UI is a simple and customizable component library to build faster, beautiful, and more accessible React..",30114.0,602.0,2456,41,https://www.npmjs.com/package/@material-ui/core,MIT,2021-07-01 12:12:53.955,29512.0,8991089.0,8991089.0,True,1,,['material-ui'],,,,,,,,
5,Next.js,vercel/next.js,cms-frameworks,next,https://github.com/vercel/next.js,https://github.com/vercel/next.js,2016-10-05 23:32:51.000,2021-07-09 17:17:33.000,2021-07-09 16:39:00.000,13370,1149.0,8888.0,70344,8577.0,2021-06-22 20:05:28.000,11.0.1,1197.0,The React Framework.,15654.0,222.0,1740,40,https://www.npmjs.com/package/next,MIT,2021-07-09 01:21:42.249,15432.0,6558422.0,6558422.0,True,1,,,https://nextjs.org/showcase,,,,,,,
6,Storybook,storybookjs/storybook,dev-tools,@storybook/react,https://github.com/storybookjs/storybook,https://github.com/storybookjs/storybook,2016-03-18 04:23:44.000,2021-07-09 20:24:58.000,2021-07-09 08:17:50.000,6317,1291.0,6583.0,63249,33498.0,2021-07-08 15:05:28.000,6.3.4,875.0,"The UI component explorer. Develop, document, & test React, Vue, Angular, Web Components, Ember, Svelte & more!.",26576.0,11998.0,1531,40,https://www.npmjs.com/package/@storybook/react,MIT,2021-07-09 07:37:50.324,14578.0,9043413.0,9043413.0,True,1,,,,,,,,,,
7,Gatsby,gatsbyjs/gatsby,cms-frameworks,gatsby,https://github.com/gatsbyjs/gatsby,https://github.com/gatsbyjs/gatsby,2015-05-21 22:43:05.000,2021-07-09 20:16:45.000,2021-07-09 17:57:35.000,9700,437.0,12559.0,50750,18695.0,2021-07-06 19:21:35.000,gatsby@3.9.0,2230.0,"Build blazing fast, modern apps and websites with React.",377139.0,352779.0,4039,40,https://www.npmjs.com/package/gatsby,MIT,2021-07-08 14:34:01.222,24360.0,1759021.0,1759021.0,True,1,,,https://www.gatsbyjs.com/showcase/,-1.0,,,,,,
8,Webpack,webpack/webpack,dev-tools,webpack,https://github.com/webpack/webpack,https://github.com/webpack/webpack,2012-03-10 10:08:14.000,2021-07-09 02:03:20.000,2021-07-08 19:37:44.000,7677,285.0,8134.0,58648,,2021-07-08 19:39:03.000,5.44.0,757.0,A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading..,8445434.0,7157770.0,764,39,https://www.npmjs.com/package/webpack,MIT,2021-07-08 19:38:10.559,1287664.0,70559778.0,70559778.0,True,1,,,,,,,,,,
9,cypress,cypress-io/cypress,testing,cypress,https://github.com/cypress-io/cypress,https://github.com/cypress-io/cypress,2015-03-04 00:46:28.000,2021-07-09 20:57:46.000,2021-07-09 14:38:28.000,1862,1521.0,6776.0,32060,15669.0,2021-07-07 14:56:53.000,7.7.0,138.0,"Fast, easy and reliable testing for anything that runs in a browser.",239274.0,231268.0,285,39,https://www.npmjs.com/package/cypress,MIT,2021-07-07 13:10:24.459,8006.0,10504812.0,10504812.0,True,2,True,,,,,,,,,
10,Bootstrap React,react-bootstrap/react-bootstrap,ui-frameworks,react-bootstrap,https://github.com/react-bootstrap/react-bootstrap,https://github.com/react-bootstrap/react-bootstrap,2013-12-27 19:06:07.000,2021-07-09 19:54:59.000,2021-07-07 00:16:15.000,3115,131.0,2947.0,19628,4135.0,2021-06-04 00:04:42.000,1.6.1,170.0,Bootstrap components built with React.,558957.0,500115.0,443,39,https://www.npmjs.com/package/react-bootstrap,MIT,2021-06-19 00:11:46.250,58842.0,3691252.0,3691851.0,True,1,,"['bootstrap""']",,,50329.0,,,,,
11,winston,winstonjs/winston,utils,winston,https://github.com/winstonjs/winston,https://github.com/winstonjs/winston,2010-12-29 18:49:51.000,2021-06-18 21:38:01.000,2020-08-29 06:01:13.000,1489,356.0,895.0,17493,1356.0,2020-06-23 22:31:38.000,3.3.3,83.0,A logger for just about everything.,510981.0,391999.0,344,39,https://www.npmjs.com/package/winston,MIT,2020-06-23 22:31:24.942,118982.0,26059526.0,26059526.0,True,2,True,,,,,,,,,
12,Tailewind CSS,tailwindlabs/tailwindcss,styling,tailwindcss,https://github.com/tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,2017-10-06 14:59:14.000,2021-07-09 17:06:04.000,2021-07-09 03:04:01.000,2042,70.0,1536.0,44374,4023.0,2021-06-23 19:30:20.000,2.2.4,192.0,A utility-first CSS framework for rapid UI development.,252216.0,246828.0,190,38,https://www.npmjs.com/package/tailwindcss,MIT,2021-06-23 19:29:55.806,5388.0,3782540.0,3782540.0,True,1,,,,,,,,,,
13,enzyme,enzymejs/enzyme,testing,enzyme,https://github.com/enzymejs/enzyme,https://github.com/enzymejs/enzyme,2015-11-10 21:45:38.000,2021-06-29 16:23:44.000,2021-06-15 18:14:30.000,2082,281.0,1475.0,19618,1961.0,2019-12-20 00:08:40.725,3.11.0,54.0,JavaScript Testing utilities for React.,488668.0,385798.0,396,38,https://www.npmjs.com/package/enzyme,MIT,2019-12-20 00:08:40.725,102870.0,10112840.0,10112840.0,True,3,True,,,,,,,,,
14,bulma,jgthms/bulma,ui-frameworks,bulma,https://github.com/jgthms/bulma,https://github.com/jgthms/bulma,2016-01-23 23:48:34.000,2021-07-04 23:56:12.000,2021-07-04 08:07:14.000,3738,342.0,2134.0,43858,1626.0,2021-06-18 17:45:30.000,0.9.3,59.0,Modern CSS framework based on Flexbox.,179484.0,158740.0,372,37,https://www.npmjs.com/package/bulma,MIT,2021-06-18 17:42:02.342,20744.0,991662.0,1003324.0,True,2,True,,,,524808.0,,,,,
15,react-slick,akiran/react-slick,other-components,react-slick,https://github.com/akiran/react-slick,https://github.com/akiran/react-slick,2014-11-16 05:14:39.000,2021-07-08 12:52:17.000,2021-03-08 05:01:23.000,1866,374.0,1148.0,9660,1209.0,2021-03-08 05:01:08.649,0.28.1,114.0,React carousel component.,149264.0,130870.0,148,37,https://www.npmjs.com/package/react-slick,MIT,2021-03-08 05:01:08.649,18394.0,3365322.0,3365322.0,True,1,True,,,,,,,,,
16,Styled Components,styled-components/styled-components,styling,styled-components,https://github.com/styled-components/styled-components,https://github.com/styled-components/styled-components,2016-08-16 06:41:32.000,2021-07-08 21:38:50.000,2021-07-08 21:38:46.000,2066,260.0,2136.0,34104,,2021-05-05 02:17:54.000,5.3.0,287.0,Visual primitives for the component age. Use the best bits of ES6 and CSS to style your apps without stress.,754734.0,700422.0,315,36,https://www.npmjs.com/package/styled-components,MIT,2021-05-05 02:17:02.605,54312.0,11984007.0,11984007.0,True,2,,,,,,,,,,
17,preact,preactjs/preact,others,preact,https://github.com/preactjs/preact,https://github.com/preactjs/preact,2015-09-11 02:40:18.000,2021-07-08 07:55:00.000,2021-07-01 16:54:40.000,1618,217.0,1262.0,29422,4890.0,2021-07-01 16:57:57.000,10.5.14,182.0,Fast 3kB React alternative with the same modern API. Components & Virtual DOM.,59509.0,47987.0,282,36,https://www.npmjs.com/package/preact,MIT,2021-07-01 16:55:57.821,11522.0,2991030.0,2991030.0,True,1,True,,,,,,,,,
18,react-virtualized,bvaughn/react-virtualized,data-tables,react-virtualized,https://github.com/bvaughn/react-virtualized,https://github.com/bvaughn/react-virtualized,2015-11-03 00:48:07.000,2021-06-18 23:19:36.000,2021-05-17 21:35:30.000,2720,397.0,704.0,22030,1984.0,2020-12-18 22:18:53.000,9.22.3,294.0,React components for efficiently rendering large lists and tabular data.,38529.0,33073.0,214,36,https://www.npmjs.com/package/react-virtualized,MIT,2018-06-01 16:00:52.806,5456.0,3349704.0,3349704.0,True,1,,,https://bvaughn.github.io/react-virtualized/#/components/List,9.0,,,,,,
19,react-hook-form,react-hook-form/react-hook-form,others,react-hook-form,https://github.com/react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,2019-03-05 23:47:10.000,2021-07-09 20:04:47.000,2021-07-07 07:16:54.000,1002,13.0,2404.0,21882,2727.0,2021-07-05 04:10:04.000,7.10.1,848.0,React Hooks for forms validation (Web + React Native).,68966.0,68712.0,164,36,https://www.npmjs.com/package/react-hook-form,MIT,2021-07-05 04:09:57.541,254.0,3878737.0,3878737.0,True,1,True,,,,,,,,,
20,Draft JS,facebook/draft-js,editors,draft-js,https://github.com/facebook/draft-js,https://github.com/facebook/draft-js,2016-02-19 20:18:26.000,2021-07-05 13:54:25.000,2021-07-02 15:57:36.000,2387,877.0,949.0,20528,1119.0,2020-08-17 16:40:16.000,0.11.7,32.0,A React framework for building text editors.,109035.0,90617.0,306,36,https://www.npmjs.com/package/draft-js,MIT,2020-08-17 16:36:23.849,18418.0,2922568.0,2922568.0,True,1,,,,,,,,,,
21,Recharts,recharts/recharts,data-viz,recharts,https://github.com/recharts/recharts,https://github.com/recharts/recharts,2015-08-07 06:50:27.000,2021-06-30 21:47:53.000,2021-04-20 02:31:57.000,1266,205.0,1965.0,16620,1850.0,2021-03-24 03:50:34.413,2.0.9,178.0,Redefined chart library built with React and D3.,57794.0,50790.0,212,36,https://www.npmjs.com/package/recharts,MIT,2021-03-24 03:50:34.413,7004.0,2633455.0,2633455.0,True,1,,,http://recharts.org/en-US/examples,,,,,,,
22,react-table,tannerlinsley/react-table,data-tables,react-table,https://github.com/tannerlinsley/react-table,https://github.com/tannerlinsley/react-table,2016-10-20 17:25:08.000,2021-07-05 22:45:07.000,2021-06-09 14:08:15.000,1974,170.0,1757.0,14550,1390.0,2021-04-25 22:58:23.000,7.7.0,216.0,Hooks for building fast and extendable tables and datagrids for React.,38357.0,34817.0,266,36,https://www.npmjs.com/package/react-table,MIT,2021-04-25 22:58:20.146,3540.0,2933582.0,2933582.0,True,1,True,,,,,,,,,
23,sweetalert2,sweetalert2/sweetalert2,other-components,sweetalert2,https://github.com/sweetalert2/sweetalert2,https://github.com/sweetalert2/sweetalert2,2015-01-03 16:15:52.000,2021-07-09 15:09:34.000,2021-07-09 15:09:29.000,1307,16.0,1404.0,13149,2586.0,2021-06-20 08:35:06.000,11.0.18,578.0,"A beautiful, responsive, highly customizable and accessible (WAI-ARIA) replacement for JavaScript's popup boxes. Zero..",108192.0,101300.0,113,36,https://www.npmjs.com/package/sweetalert2,MIT,2021-06-20 08:34:41.923,6892.0,1324083.0,1326259.0,True,1,True,,,,32654.0,,,,,
24,Semantic UI React,Semantic-Org/Semantic-UI-React,ui-frameworks,semantic-ui-react,https://github.com/Semantic-Org/Semantic-UI-React,https://github.com/Semantic-Org/Semantic-UI-React,2015-06-19 16:47:19.000,2021-07-01 11:15:52.000,2021-07-01 11:15:51.000,3638,147.0,2262.0,12342,3068.0,2021-01-25 15:14:00.000,2.0.3,148.0,The official Semantic-UI-React integration.,138961.0,122031.0,309,36,https://www.npmjs.com/package/semantic-ui-react,MIT,2021-01-20 19:57:11.349,16930.0,933074.0,933074.0,True,2,,,https://react.semantic-ui.com/elements/button/,,,,,,,
25,React Dropzone,react-dropzone/react-dropzone,file-handling,react-dropzone,https://github.com/react-dropzone/react-dropzone,https://github.com/react-dropzone/react-dropzone,2014-09-27 11:57:09.000,2021-06-25 04:12:15.000,2021-06-25 04:12:04.000,703,13.0,648.0,8282,551.0,2021-06-25 04:04:03.000,11.3.4,147.0,Simple HTML5 drag-drop zone with React.js.,80215.0,69899.0,163,36,https://www.npmjs.com/package/react-dropzone,MIT,2021-06-25 04:04:00.853,10316.0,5952882.0,5952882.0,True,1,,,https://react-dropzone.js.org/#section-basic-example,,,,,,,
26,log4js-node,log4js-node/log4js-node,utils,log4js,https://github.com/log4js-node/log4js-node,https://github.com/log4js-node/log4js-node,2010-01-17 00:57:58.000,2021-06-20 20:30:19.000,2020-05-25 03:14:20.000,726,111.0,620.0,5032,1541.0,2020-05-24 23:01:08.195,6.3.0,134.0,A port of log4js to node.js.,1311894.0,1133924.0,159,36,https://www.npmjs.com/package/log4js,Apache-2.0,2020-05-24 23:01:08.195,177970.0,11374406.0,11374406.0,False,3,True,,,,,,,,,
27,loglevel,pimterry/loglevel,utils,loglevel,https://github.com/pimterry/loglevel,https://github.com/pimterry/loglevel,2013-03-23 20:35:58.000,2021-06-16 12:15:38.000,2021-05-07 10:58:47.000,157,16.0,101.0,2033,286.0,2020-11-25 14:19:46.171,1.7.1,26.0,"Minimal lightweight logging for JavaScript, adding reliable log level methods to wrap any available console.log methods.",5411399.0,4832095.0,29,36,https://www.npmjs.com/package/loglevel,MIT,2020-11-25 14:19:46.171,579304.0,44184943.0,44184943.0,True,3,True,,,,,,,,,
28,Electron,electron/electron,desktop-apps,electron,https://github.com/electron/electron,https://github.com/electron/electron,2013-04-12 01:47:36.000,2021-07-09 15:46:06.000,,12483,1207.0,,94333,,2021-07-05 23:39:47.894,13.1.6,558.0,"Build cross-platform desktop apps with JavaScript, HTML, and CSS.",46992.0,,647,35,https://www.npmjs.com/package/electron,MIT,2021-07-05 15:30:52.062,46992.0,1954792.0,1954792.0,True,1,,,,,,,,,,
29,lerna,lerna/lerna,dev-tools,lerna,https://github.com/lerna/lerna,https://github.com/lerna/lerna,2015-12-04 09:36:55.000,2021-06-20 10:07:38.000,2021-06-02 22:46:25.000,1879,654.0,1461.0,28947,,2021-02-10 22:42:55.000,4.0.0,184.0,A tool for managing JavaScript projects with multiple packages.,114425.0,86263.0,271,35,https://www.npmjs.com/package/lerna,MIT,2021-02-10 22:42:31.218,28162.0,5050021.0,5050021.0,True,2,,,,,,,,,,
30,react-beautiful-dnd,atlassian/react-beautiful-dnd,other-components,react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,2017-08-09 03:37:15.000,2021-07-09 14:05:05.000,2021-06-17 02:58:48.000,1769,435.0,980.0,24189,785.0,2021-03-21 23:46:09.000,13.1.0,93.0,Beautiful and accessible drag and drop for lists with React.,29049.0,27065.0,123,35,https://www.npmjs.com/package/react-beautiful-dnd,Apache-2.0,2021-03-21 23:24:40.308,1984.0,3682321.0,3682321.0,True,2,True,,,,,,,,,
31,react-use,streamich/react-use,others,react-use,https://github.com/streamich/react-use,https://github.com/streamich/react-use,2018-10-27 10:16:05.000,2021-07-09 14:00:35.000,2021-05-14 11:29:10.000,1703,373.0,203.0,23614,2748.0,2021-04-23 14:17:08.000,17.2.4,260.0,React Hooks.,14147.0,13639.0,177,35,https://www.npmjs.com/package/react-use,Unlicense,2021-04-23 14:17:04.023,508.0,2042106.0,2042106.0,True,2,True,,,,,,,,,
32,localForage,localForage/localForage,state-management,localforage,https://github.com/localForage/localForage,https://github.com/localForage/localForage,2013-10-31 00:10:06.000,2021-04-07 03:28:45.000,2020-07-31 18:35:14.000,1110,203.0,484.0,19188,1118.0,2020-08-01 10:10:21.654,1.9.0,61.0,"Offline storage, improved. Wraps IndexedDB, WebSQL, or localStorage using a simple but powerful API.",203845.0,175385.0,110,35,https://www.npmjs.com/package/localforage,Apache-2.0,2020-08-01 10:10:21.654,28460.0,4633222.0,4633445.0,True,1,True,,,,19690.0,,,,,
33,React Admin,marmelab/react-admin,admin-dashboards,react-admin,https://github.com/marmelab/react-admin,https://github.com/marmelab/react-admin,2016-07-13 07:58:54.000,2021-07-09 13:38:13.000,2021-07-09 13:25:54.000,3755,132.0,3051.0,17263,10543.0,2021-07-09 13:32:12.000,3.17.0,176.0,"A frontend Framework for building B2B applications running in the browser on top of REST/GraphQL APIs, using ES6,..",7029.0,6533.0,475,35,https://www.npmjs.com/package/react-admin,MIT,2021-07-09 13:26:27.108,496.0,178098.0,178098.0,True,1,,['material-ui'],https://marmelab.com/react-admin-demo/,,,,,,,
34,umi,umijs/umi,cms-frameworks,umi,https://github.com/umijs/umi,https://github.com/umijs/umi,2017-11-22 10:09:36.000,2021-07-09 15:27:25.000,2021-07-09 10:11:29.000,1711,161.0,4005.0,10781,4434.0,2021-07-09 10:13:40.000,3.5.8,504.0,Pluggable enterprise-level react application framework.,20449.0,19235.0,307,35,https://www.npmjs.com/package/umi,MIT,2021-07-09 10:13:30.859,1214.0,108308.0,108308.0,True,3,True,,,,,,,,,
35,i18next,i18next/i18next,utils,i18next,https://github.com/i18next/i18next,https://github.com/i18next/i18next,2011-12-16 12:37:42.000,2021-07-08 08:07:54.000,2021-07-08 08:07:54.000,544,3.0,1070.0,5697,1642.0,2021-06-17 19:07:45.517,20.3.2,314.0,i18next: learn once - translate everywhere.,65740.0,56350.0,197,35,https://www.npmjs.com/package/i18next,MIT,2021-06-17 19:07:45.517,9390.0,6967335.0,6967335.0,True,3,True,,,,,,,,,
36,SheetJS,SheetJS/sheetjs,file-handling,xlsx,https://github.com/SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,2012-12-03 19:25:52.000,2021-06-24 06:38:03.000,2021-05-13 19:07:05.000,6806,505.0,1533.0,26116,500.0,2021-05-13 19:13:41.651,0.17.0,160.0,SheetJS Community Edition -- Spreadsheet Data Toolkit.,10704.0,1946.0,131,34,https://www.npmjs.com/package/xlsx,Apache-2.0,2021-05-13 19:13:41.651,8758.0,4949828.0,4949828.0,True,2,,,,,,,,,,
37,esbuild,evanw/esbuild,dev-tools,esbuild,https://github.com/evanw/esbuild,https://github.com/evanw/esbuild,2016-06-14 16:08:50.000,2021-07-06 04:26:31.000,2021-07-06 04:26:25.000,588,161.0,1064.0,25689,2400.0,2021-07-06 04:26:43.000,0.12.15,267.0,An extremely fast JavaScript bundler and minifier.,46953.0,46953.0,56,34,https://www.npmjs.com/package/esbuild,MIT,2021-07-06 04:26:20.082,0.0,2769181.0,2769181.0,True,2,True,,,,,,,,,
38,uppy,transloadit/uppy,file-handling,uppy,https://github.com/transloadit/uppy,https://github.com/transloadit/uppy,2015-11-16 12:32:33.000,2021-07-09 20:45:53.000,2021-07-07 16:14:49.000,1549,156.0,1335.0,24259,8171.0,2021-06-30 22:09:07.730,1.30.0,138.0,The next open source file uploader for web browsers.,1392.0,1276.0,295,34,https://www.npmjs.com/package/uppy,MIT,2021-06-30 22:09:07.730,116.0,65175.0,65175.0,True,2,True,,,,,,,,,
39,react-query,tannerlinsley/react-query,data-fetching,react-query,https://github.com/tannerlinsley/react-query,https://github.com/tannerlinsley/react-query,2019-09-10 19:23:58.000,2021-07-08 14:42:12.000,2021-06-29 13:48:02.000,996,29.0,675.0,21154,1294.0,2021-06-28 11:22:22.000,3.18.1,371.0,"Hooks for fetching, caching and updating asynchronous data in React.",16521.0,16511.0,318,34,https://www.npmjs.com/package/react-query,MIT,2021-06-28 11:22:17.596,10.0,2210703.0,2210703.0,True,1,True,,,,,,,,,
40,react-testing-library,testing-library/react-testing-library,testing,react-testing-library,https://github.com/testing-library/react-testing-library,https://github.com/testing-library/react-testing-library,2018-03-19 13:39:49.000,2021-06-29 07:59:30.000,2021-06-23 06:29:11.000,839,15.0,504.0,14764,,2021-06-23 06:36:03.000,12.0.0,100.0,Simple and complete React DOM testing utilities that encourage good testing practices.,2497273.0,2492641.0,160,34,https://www.npmjs.com/package/react-testing-library,MIT,2019-05-30 18:10:43.138,4632.0,394744.0,394744.0,True,3,True,,,,,,,,,
41,tinymce,tinymce/tinymce,editors,tinymce,https://github.com/tinymce/tinymce,https://github.com/tinymce/tinymce,2010-01-11 14:46:42.000,2021-07-09 07:27:46.000,2021-07-07 09:21:34.000,1810,717.0,4609.0,9580,24449.0,2021-06-23 06:52:34.480,5.8.2,136.0,"The world's #1 JavaScript library for rich text editing. Available for React, Vue and Angular.",3375.0,367.0,296,34,https://www.npmjs.com/package/tinymce,LGPL-2.1,2021-06-23 06:52:34.480,3008.0,943416.0,943416.0,False,1,True,,,,,,,,,
42,swr,vercel/swr,data-fetching,swr,https://github.com/vercel/swr,https://github.com/vercel/swr,2019-10-28 18:16:01.000,2021-07-08 07:15:04.000,2021-07-08 07:15:04.000,613,79.0,364.0,17797,378.0,2021-05-03 16:57:23.630,0.5.6,81.0,React Hooks for remote data fetching.,26866.0,26840.0,109,33,https://www.npmjs.com/package/swr,MIT,2021-07-06 09:10:44.212,26.0,1409786.0,1409786.0,True,2,True,,,,,,,,,
43,Handsontable,handsontable/handsontable,data-tables,handsontable,https://github.com/handsontable/handsontable,https://github.com/handsontable/handsontable,2011-05-23 22:38:58.000,2021-07-09 11:18:04.000,2021-06-17 08:43:26.000,2604,628.0,6129.0,15369,7116.0,2021-06-17 08:48:17.000,9.0.1,100.0,"JavaScript data grid with a spreadsheet look & feel. Works for React, Angular, and Vue. Supported by the Handsontable..",4460.0,3736.0,118,33,https://www.npmjs.com/package/handsontable,ICU,2021-06-17 08:45:50.768,724.0,514595.0,514595.0,False,2,,,https://handsontable.com/examples,1.0,,,,,,
44,ag-Grid,ag-grid/ag-grid,data-tables,ag-grid-community,https://github.com/ag-grid/ag-grid,https://github.com/ag-grid/ag-grid,2014-12-23 16:20:14.000,2021-07-09 16:00:13.000,2021-07-09 15:59:58.000,1301,35.0,4045.0,7345,21404.0,2021-06-14 15:11:55.000,25.3.0,100.0,The best JavaScript Data Table for building Enterprise Applications. Supports React / Angular / Vue / Plain JavaScript.,1493.0,847.0,116,33,https://www.npmjs.com/package/ag-grid-community,MIT,2021-05-27 07:29:42.415,646.0,1046190.0,1046190.0,True,2,,,,,,,,,,
45,React-Toastify,fkhadra/react-toastify,notifications,react-toastify,https://github.com/fkhadra/react-toastify,https://github.com/fkhadra/react-toastify,2016-11-08 12:32:52.000,2021-06-15 20:40:06.000,2021-04-23 12:34:23.000,381,25.0,422.0,6987,1039.0,2021-04-23 12:38:06.000,7.0.4,116.0,React notification made easy !.,104267.0,98331.0,68,33,https://www.npmjs.com/package/react-toastify,MIT,2021-04-23 12:37:40.399,5936.0,2882162.0,2882162.0,True,1,,,https://fkhadra.github.io/react-toastify/introduction/,,,,,,,
46,React Chartjs 2,reactchartjs/react-chartjs-2,data-viz,react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,2016-05-06 22:01:08.000,2021-06-29 10:03:30.000,2021-05-03 16:33:04.000,771,172.0,389.0,4172,279.0,2021-04-27 14:58:12.459,3.0.3,68.0,"React wrapper for Chart.js 2.0 and 3.0, the most popular charting library.",90256.0,83532.0,60,33,https://www.npmjs.com/package/react-chartjs-2,MIT,2021-04-27 14:58:12.459,6724.0,1645252.0,1645252.0,True,1,,,https://reactchartjs.github.io/react-chartjs-2/,,,,,,,
47,material-table,mbrn/material-table,data-tables,material-table,https://github.com/mbrn/material-table,https://github.com/mbrn/material-table,2018-08-06 13:15:08.000,2021-07-08 08:59:43.000,2021-04-21 11:22:33.000,955,146.0,2204.0,3051,1576.0,2021-04-21 11:24:11.402,1.69.3,187.0,Datatable for React based on material-ui's table with additional features.,15689.0,15161.0,198,33,https://www.npmjs.com/package/material-table,MIT,2021-04-21 11:24:11.402,528.0,579933.0,579933.0,True,2,,['material-ui'],,1.0,,,,,,
48,Slate,ianstormtaylor/slate,editors,slate,https://github.com/ianstormtaylor/slate,https://github.com/ianstormtaylor/slate,2016-06-18 01:52:42.000,2021-07-09 15:55:49.000,2021-07-09 15:52:06.000,2349,446.0,2202.0,21202,,2021-06-09 16:07:36.000,slate-react@0.65.2,509.0,A completely customizable framework for building rich text editors. (Currently in beta.).,67325.0,60327.0,408,32,https://www.npmjs.com/package/slate,MIT,2021-04-01 02:10:51.453,6998.0,884154.0,884154.0,True,1,,,https://www.slatejs.org/examples/richtext,,,,,,,
49,Blueprint,palantir/blueprint,ui-frameworks,@blueprintjs/core,https://github.com/palantir/blueprint,https://github.com/palantir/blueprint,2016-10-25 21:17:50.000,2021-07-08 18:56:47.000,2021-07-07 22:19:13.000,1881,596.0,1883.0,17955,,2021-06-22 20:26:53.857,3.46.0,148.0,A React-based UI toolkit for the web.,11525.0,9447.0,282,32,https://www.npmjs.com/package/@blueprintjs/core,Apache-2.0,2021-04-13 17:30:43.042,2078.0,690394.0,690394.0,True,2,,,https://blueprintjs.com/docs/,,,,,,,
50,emotion,emotion-js/emotion,styling,@emotion/react,https://github.com/emotion-js/emotion,https://github.com/emotion-js/emotion,2017-05-27 04:23:45.000,2021-07-09 03:26:41.000,2021-06-06 23:38:08.000,851,126.0,1188.0,13300,,2021-05-07 00:52:02.000,@emotion/cache@11.4.0,100.0,CSS-in-JS library designed for high performance style composition.,17330.0,17330.0,260,32,https://www.npmjs.com/package/@emotion/react,MIT,2021-05-07 00:51:52.620,0.0,4398127.0,4398127.0,True,3,,,,1.0,,,,,,
51,nivo,plouc/nivo,data-viz,@nivo/core,https://github.com/plouc/nivo,https://github.com/plouc/nivo,2016-04-16 03:27:56.000,2021-07-06 15:17:51.000,2021-07-06 15:17:50.000,706,89.0,1001.0,8952,1447.0,2021-06-29 13:23:55.000,0.72.0,56.0,"nivo provides a rich set of dataviz components, built on top of the awesome d3 and Reactjs libraries.",1435.0,1133.0,147,32,https://www.npmjs.com/package/@nivo/core,MIT,2021-06-29 13:17:54.412,302.0,871498.0,871498.0,True,2,,,https://nivo.rocks/components/,,,,,,,
