,name,github_id,npm_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,demo_url,github_release_downloads,trending,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
0,Material-UI,mui-org/material-ui,@material-ui/core,['material-ui'],ui-frameworks,https://github.com/mui-org/material-ui,https://github.com/mui-org/material-ui,MIT,2014-08-18 19:11:54.000,2022-01-08 20:45:39.000,2022-01-07 17:06:00.000,25474,857.0,13979.0,74184,18798.0,2022-01-03 12:37:13.000,5.2.7,161.0,"MUI (formerly Material-UI) is the React UI library you always wanted. Follow your own design system, or start with..",813977.0,784465.0,2649,43,https://www.npmjs.com/package/@material-ui/core,2021-08-25 07:29:18.576,29512.0,7210957.0,7210957.0,True,1,,,,,,,,,
1,axios,axios/axios,axios,,utils,https://github.com/axios/axios,https://github.com/axios/axios,MIT,2014-08-18 22:30:27.000,2022-01-06 10:58:49.000,2021-12-29 05:30:54.000,9090,288.0,3192.0,90339,1069.0,2021-10-25 17:51:25.987,0.24.0,52.0,Promise based HTTP client for the browser and node.js.,6070740.0,5521852.0,319,42,https://www.npmjs.com/package/axios,2021-10-25 17:51:25.987,548888.0,78381761.0,78381761.0,True,1,,,,,,,,,
2,Next.js,vercel/next.js,next,,cms-frameworks,https://github.com/vercel/next.js,https://github.com/vercel/next.js,MIT,2016-10-05 23:32:51.000,2022-01-08 20:45:40.000,2022-01-08 01:47:22.000,16066,1237.0,10558.0,79289,8577.0,2021-12-05 01:08:57.000,12.0.7,1415.0,The React Framework.,32207.0,16775.0,2006,41,https://www.npmjs.com/package/next,2022-01-06 18:36:41.445,15432.0,7397897.0,7397897.0,True,1,https://nextjs.org/showcase,,,,,,,,
3,Ant Design,ant-design/ant-design,antd,['ant-design'],ui-frameworks,https://github.com/ant-design/ant-design,https://github.com/ant-design/ant-design,MIT,2015-04-24 15:37:24.000,2022-01-09 00:08:31.000,2022-01-07 10:24:18.000,31993,786.0,22116.0,76910,21444.0,2021-12-30 07:52:20.000,4.18.2,627.0,An enterprise-class UI design language and React UI library.,304349.0,277147.0,1752,41,https://www.npmjs.com/package/antd,2021-12-30 07:47:56.816,27202.0,2755653.0,2755653.0,True,1,,,,,,,,,
4,lodash,lodash/lodash,lodash,,utils,https://github.com/lodash/lodash,https://github.com/lodash/lodash,MIT,2012-04-07 04:11:46.000,2022-01-07 11:39:06.000,2021-04-23 17:25:37.000,6191,327.0,3734.0,51858,8005.0,2021-02-20 15:42:16.891,4.17.21,114.0,"A modern JavaScript utility library delivering modularity, performance, & extras.",15346370.0,13363904.0,327,41,https://www.npmjs.com/package/lodash,2021-02-20 15:42:16.891,1982466.0,162424868.0,162424868.0,True,2,,,,,,,,,
5,Storybook,storybookjs/storybook,@storybook/react,,dev-tools,https://github.com/storybookjs/storybook,https://github.com/storybookjs/storybook,MIT,2016-03-18 04:23:44.000,2022-01-08 09:28:12.000,2022-01-08 08:26:28.000,6976,1650.0,7006.0,67916,33500.0,2021-12-09 02:24:30.000,6.4.9,966.0,"The UI component explorer. Develop, document, & test React, Vue, Angular, Web Components, Ember, Svelte & more!.",30453.0,15875.0,1669,40,https://www.npmjs.com/package/@storybook/react,2022-01-08 08:23:24.754,14578.0,8153597.0,8153597.0,True,1,,,,,,,,,
6,Webpack,webpack/webpack,webpack,,dev-tools,https://github.com/webpack/webpack,https://github.com/webpack/webpack,MIT,2012-03-10 10:08:14.000,2022-01-07 08:52:30.000,2021-12-17 22:43:51.000,8085,276.0,8580.0,60211,,2021-12-06 13:57:50.000,5.65.0,795.0,A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading..,9751445.0,8463781.0,788,40,https://www.npmjs.com/package/webpack,2021-12-06 13:57:39.615,1287664.0,65949380.0,65949380.0,True,1,,,,,,,,,
7,Gatsby,gatsbyjs/gatsby,gatsby,,cms-frameworks,https://github.com/gatsbyjs/gatsby,https://github.com/gatsbyjs/gatsby,MIT,2015-05-21 22:43:05.000,2022-01-08 06:31:21.000,2022-01-07 19:09:20.000,10086,373.0,13009.0,52123,19661.0,2021-12-15 07:19:23.000,gatsby@4.4.0,2397.0,"Build blazing fast, modern apps and websites with React.",421132.0,396772.0,4150,40,https://www.npmjs.com/package/gatsby,2022-01-06 16:10:36.441,24360.0,1354020.0,1354020.0,True,2,https://www.gatsbyjs.com/showcase/,,,,,,,,
8,Tailewind CSS,tailwindlabs/tailwindcss,tailwindcss,,styling,https://github.com/tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,MIT,2017-10-06 14:59:14.000,2022-01-08 23:02:25.000,2022-01-08 00:00:46.000,2455,64.0,1982.0,51998,4440.0,2022-01-07 16:49:45.702,3.0.12,482.0,A utility-first CSS framework for rapid UI development.,506212.0,500824.0,211,39,https://www.npmjs.com/package/tailwindcss,2022-01-07 16:49:45.702,5388.0,6232064.0,6232430.0,True,1,,6223.0,,,,,,,
9,jest,facebook/jest,jest,,testing,https://github.com/facebook/jest,https://github.com/facebook/jest,MIT,2013-12-10 00:18:04.000,2022-01-06 16:25:45.000,2022-01-06 16:25:45.000,5551,1690.0,5111.0,37565,,2022-01-05 13:06:35.000,27.4.7,290.0,Delightful JavaScript Testing.,4870976.0,4330318.0,1386,39,https://www.npmjs.com/package/jest,2022-01-05 13:05:50.479,540658.0,50268830.0,50268830.0,True,1,,,,,,,,,
