,name,github_id,npm_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,demo_url,trending,github_release_downloads,updated_github_id,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
0,Webpack,webpack/webpack,webpack,dev-tools,https://github.com/webpack/webpack,https://github.com/webpack/webpack,MIT,2012-03-10 10:08:14.000,2021-04-08 16:34:02.000,2021-04-07 16:39:07.000,7512,326.0,7931.0,57910,13378.0,2021-04-07 16:39:57.000,5.31.0,731.0,A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading..,8007759.0,6720095.0,746.0,43,https://www.npmjs.com/package/webpack,2021-04-01 18:46:12.454,1287664.0,69193870.0,69193870.0,True,1,,,,,,,,,,
1,Material-UI,mui-org/material-ui,@material-ui/core,ui-frameworks,https://github.com/mui-org/material-ui,https://github.com/mui-org/material-ui,MIT,2014-08-18 19:11:54.000,2021-04-08 18:08:54.000,2021-04-08 17:42:25.000,21263,503.0,12315.0,67388,12026.0,2021-01-24 12:54:25.000,4.11.3,140.0,"Material-UI is a simple and customizable component library to build faster, beautiful, and more accessible React..",30046.0,534.0,2385.0,41,https://www.npmjs.com/package/@material-ui/core,2021-03-24 12:54:50.435,29512.0,8020900.0,8020900.0,True,1,['material-ui'],,,,,,,,,
2,Gatsby,gatsbyjs/gatsby,gatsby,cms-frameworks,https://github.com/gatsbyjs/gatsby,https://github.com/gatsbyjs/gatsby,MIT,2015-05-21 22:43:05.000,2021-04-08 18:01:07.000,2021-04-08 18:01:06.000,9442,624.0,12035.0,49728,18174.0,2021-04-01 18:48:40.515,3.2.1,2120.0,"Build blazing fast, modern apps and websites with React.",349139.0,324779.0,3964.0,41,https://www.npmjs.com/package/gatsby,2021-03-30 16:11:33.676,24360.0,2104382.0,2104382.0,True,1,,https://www.gatsbyjs.com/showcase/,1.0,,,,,,,
3,Storybook,storybookjs/storybook,@storybook/react,dev-tools,https://github.com/storybookjs/storybook,https://github.com/storybookjs/storybook,MIT,2016-03-18 04:23:44.000,2021-04-08 16:36:46.000,2021-04-08 16:36:07.000,5969,1101.0,6289.0,60244,33410.0,2021-04-07 10:51:17.000,6.2.5,779.0,"The UI component explorer. Develop, document, & test React, Vue, Angular, Web Components, Ember, Svelte & more!.",23982.0,9404.0,1460.0,40,https://www.npmjs.com/package/@storybook/react,2021-04-08 16:31:16.172,14578.0,8794593.0,8794593.0,True,2,,,,,,,,,,
4,Next.js,vercel/next.js,next,cms-frameworks,https://github.com/vercel/next.js,https://github.com/vercel/next.js,MIT,2016-10-05 23:32:51.000,2021-04-08 17:43:30.000,2021-04-08 16:52:15.000,11912,1051.0,8093.0,65478,7917.0,2021-04-02 10:32:09.242,10.1.3,1123.0,The React Framework.,15613.0,181.0,1609.0,39,https://www.npmjs.com/package/next,2021-04-08 14:41:08.070,15432.0,5892338.0,5892338.0,True,3,,https://nextjs.org/showcase,,,,,,,,
5,Styled Components,styled-components/styled-components,styled-components,styling,https://github.com/styled-components/styled-components,https://github.com/styled-components/styled-components,MIT,2016-08-16 06:41:32.000,2021-04-06 15:29:50.000,2021-03-31 14:17:41.000,2016,231.0,2115.0,33198,3208.0,2021-03-31 14:16:12.000,5.2.3,285.0,Visual primitives for the component age. Use the best bits of ES6 and CSS to style your apps without stress.,660329.0,606017.0,311.0,39,https://www.npmjs.com/package/styled-components,2021-03-30 15:40:59.368,54312.0,11484912.0,11484912.0,True,1,,,,,,,,,,
6,Bootstrap React,react-bootstrap/react-bootstrap,react-bootstrap,ui-frameworks,https://github.com/react-bootstrap/react-bootstrap,https://github.com/react-bootstrap/react-bootstrap,MIT,2013-12-27 19:06:07.000,2021-04-08 16:55:39.000,2021-04-05 16:10:50.000,3064,124.0,2870.0,19225,3969.0,2021-03-11 18:36:27.000,1.5.2,162.0,Bootstrap components built with React.,485347.0,426505.0,426.0,39,https://www.npmjs.com/package/react-bootstrap,2021-03-11 18:26:21.036,58842.0,3805369.0,3805989.0,True,2,"['bootstrap""']",,,50257.0,,,,,,
7,Ant Design,ant-design/ant-design,antd,ui-frameworks,https://github.com/ant-design/ant-design,https://github.com/ant-design/ant-design,MIT,2015-04-24 15:37:24.000,2021-04-08 12:47:19.000,2021-04-08 12:47:19.000,27347,609.0,20167.0,5589,20584.0,2021-03-29 08:49:51.000,4.15.0,583.0,A UI Design Language and React UI library.,232625.0,205423.0,1578.0,39,https://www.npmjs.com/package/antd,2021-03-29 08:22:20.154,27202.0,2631829.0,2631830.0,True,2,['ant-design'],,,16.0,,,,,,
8,Tailewind CSS,tailwindlabs/tailwindcss,tailwindcss,styling,https://github.com/tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,MIT,2017-10-06 14:59:14.000,2021-04-07 17:44:57.000,2021-04-05 22:13:49.000,1791,103.0,1278.0,39761,3672.0,2021-04-05 22:15:22.201,2.1.1,153.0,A utility-first CSS framework for rapid UI development.,183009.0,177621.0,174.0,37,https://www.npmjs.com/package/tailwindcss,2021-04-05 22:15:22.201,5388.0,3030131.0,3030131.0,True,3,,,,,,,,,,
9,Semantic UI React,Semantic-Org/Semantic-UI-React,semantic-ui-react,ui-frameworks,https://github.com/Semantic-Org/Semantic-UI-React,https://github.com/Semantic-Org/Semantic-UI-React,MIT,2015-06-19 16:47:19.000,2021-03-23 18:02:21.000,2021-01-25 15:14:50.000,3578,138.0,2252.0,12176,3064.0,2021-01-25 15:14:00.000,2.0.3,148.0,The official Semantic-UI-React integration.,129159.0,112229.0,307.0,37,https://www.npmjs.com/package/semantic-ui-react,2021-01-20 19:57:11.349,16930.0,930845.0,930845.0,True,2,,https://react.semantic-ui.com/elements/button/,,,,,,,,
