,name,github_id,npm_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,show,projectrank_placing,labels,demo_url,trending,github_release_downloads,pypi_id,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads
12,Recharts,recharts/recharts,recharts,data-viz,https://github.com/recharts/recharts,https://github.com/recharts/recharts,MIT,2015-08-07 06:50:27.000,2021-03-24 03:50:34.413,2021-03-24 03:49:53.000,1227,146.0,1947.0,16020,1842.0,2021-03-24 03:50:34.413,2.0.9,178.0,Redefined chart library built with React and D3.,51091.0,44087.0,209.0,36,https://www.npmjs.com/package/recharts,2021-03-24 03:50:34.413,7004.0,2570772.0,2570772.0,True,1,,http://recharts.org/en-US/examples,,,,,,,
13,Electron,electron/electron,electron,desktop-apps,https://github.com/electron/electron,https://github.com/electron/electron,MIT,2013-04-12 01:47:36.000,2021-03-25 17:03:32.127,,12117,1059.0,,90803,,2021-03-24 01:24:36.303,12.0.2,497.0,"Build cross-platform desktop apps with JavaScript, HTML, and CSS.",46992.0,,647.0,35,https://www.npmjs.com/package/electron,2021-03-25 17:03:32.127,46992.0,2016112.0,2016112.0,True,1,,,,,,,,,
14,lerna,lerna/lerna,lerna,dev-tools,https://github.com/lerna/lerna,https://github.com/lerna/lerna,MIT,2015-12-04 09:36:55.000,2021-03-22 19:29:44.000,2021-02-10 23:24:50.000,1695,552.0,1448.0,27345,,2021-02-10 22:42:55.000,4.0.0,184.0,A tool for managing JavaScript projects with multiple packages.,102366.0,74204.0,271.0,35,https://www.npmjs.com/package/lerna,2021-02-10 22:42:31.218,28162.0,5193761.0,5193761.0,True,2,,,,,,,,,
15,React Admin,marmelab/react-admin,react-admin,admin-dashboards,https://github.com/marmelab/react-admin,https://github.com/marmelab/react-admin,MIT,2016-07-13 07:58:54.000,2021-03-24 13:51:25.000,2021-03-24 13:51:25.000,3547,136.0,2888.0,16366,9881.0,2021-03-19 15:45:00.000,3.13.5,158.0,"A frontend Framework for building B2B applications running in the browser on top of REST/GraphQL APIs, using ES6,..",6016.0,5520.0,451.0,35,https://www.npmjs.com/package/react-admin,2021-03-15 16:38:08.694,496.0,177377.0,177377.0,True,1,['material-ui'],https://marmelab.com/react-admin-demo/,,,,,,,
16,SheetJS,SheetJS/sheetjs,xlsx,file-handling,https://github.com/SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,Apache-2.0,2012-12-03 19:25:52.000,2021-03-08 08:20:05.000,2020-12-15 09:24:35.000,6488,458.0,1511.0,25001,493.0,2020-11-20 07:22:22.859,0.16.9,159.0,SheetJS Community Edition -- Spreadsheet Data Toolkit.,10550.0,1792.0,125.0,34,https://www.npmjs.com/package/xlsx,2020-11-20 07:22:22.859,8758.0,4623235.0,4623235.0,True,1,,,,,,,,,
17,React Dropzone,react-dropzone/react-dropzone,react-dropzone,file-handling,https://github.com/react-dropzone/react-dropzone,https://github.com/react-dropzone/react-dropzone,MIT,2014-09-27 11:57:09.000,2021-03-19 05:22:36.000,2021-02-08 06:34:31.000,680,17.0,626.0,8013,546.0,2021-02-08 06:36:35.000,11.3.1,143.0,Simple HTML5 drag-drop zone with React.js.,73648.0,63332.0,158.0,34,https://www.npmjs.com/package/react-dropzone,2021-02-03 01:26:02.791,10316.0,5831613.0,5831613.0,True,1,,https://react-dropzone.js.org/#section-basic-example,,,,,,,
18,emotion,emotion-js/emotion,@emotion/react,styling,https://github.com/emotion-js/emotion,https://github.com/emotion-js/emotion,MIT,2017-05-27 04:23:45.000,2021-03-24 23:27:26.000,2021-03-17 21:21:05.000,805,96.0,1155.0,12726,1599.0,2021-03-07 13:56:36.000,@emotion/serialize@1.0.1,100.0,CSS-in-JS library designed for high performance style composition.,7470.0,7470.0,253.0,33,https://www.npmjs.com/package/@emotion/react,2020-12-22 07:48:03.779,0.0,2509128.0,2509128.0,True,3,,,,,,,,,
19,ag-Grid,ag-grid/ag-grid,ag-grid-community,data-tables,https://github.com/ag-grid/ag-grid,https://github.com/ag-grid/ag-grid,MIT,2014-12-23 16:20:14.000,2021-03-25 15:13:51.000,2021-03-02 13:14:25.000,1246,24.0,3912.0,7036,21402.0,2021-02-25 21:18:26.000,25.1.0,100.0,The best JavaScript Data Table for building Enterprise Applications. Supports React / Angular / Vue / Plain JavaScript.,1404.0,758.0,113.0,33,https://www.npmjs.com/package/ag-grid-community,2021-01-15 08:21:29.989,646.0,975782.0,975782.0,True,1,,,,,,,,,
20,React-Toastify,fkhadra/react-toastify,react-toastify,notifications,https://github.com/fkhadra/react-toastify,https://github.com/fkhadra/react-toastify,MIT,2016-11-08 12:32:52.000,2021-03-10 17:40:37.000,2021-02-01 11:49:03.000,343,21.0,405.0,6502,1025.0,2021-02-01 13:53:05.000,7.0.3,114.0,React notification made easy !.,84792.0,78856.0,67.0,33,https://www.npmjs.com/package/react-toastify,2021-01-28 19:17:22.281,5936.0,2575115.0,2575115.0,True,1,,https://fkhadra.github.io/react-toastify/introduction/,,,,,,,
21,React Chartjs 2,reactchartjs/react-chartjs-2,react-chartjs-2,data-viz,https://github.com/reactchartjs/react-chartjs-2,https://github.com/reactchartjs/react-chartjs-2,MIT,2016-05-06 22:01:08.000,2021-03-09 09:26:39.000,2020-11-28 04:12:38.000,668,140.0,362.0,3760,227.0,2020-11-06 12:38:11.000,2.11.1,62.0,React wrapper for Chart.js.,76947.0,70223.0,57.0,33,https://www.npmjs.com/package/react-chartjs-2,2020-11-06 06:02:07.189,6724.0,1525139.0,1525139.0,True,1,,https://reactchartjs.github.io/react-chartjs-2/,1.0,,,,,,
22,docz,doczjs/docz,docz,dev-tools,https://github.com/doczjs/docz,https://github.com/doczjs/docz,MIT,2018-03-17 04:24:10.000,2021-03-12 18:44:17.000,2020-11-19 15:31:27.000,1232,67.0,1096.0,19987,1581.0,2020-04-05 08:58:58.000,2.3.1,273.0,It has never been so easy to document your things!.,6511.0,5139.0,122.0,32,https://www.npmjs.com/package/docz,2020-04-07 10:55:25.773,1372.0,215136.0,215136.0,True,2,,,,,,,,,
23,Blueprint,palantir/blueprint,@blueprintjs/core,ui-frameworks,https://github.com/palantir/blueprint,https://github.com/palantir/blueprint,Apache-2.0,2016-10-25 21:17:50.000,2021-03-25 17:44:15.000,2021-03-25 15:57:35.000,1824,553.0,1826.0,17525,,2021-03-10 20:47:46.662,3.41.0,139.0,A React-based UI toolkit for the web.,10822.0,8744.0,276.0,32,https://www.npmjs.com/package/@blueprintjs/core,2021-03-10 20:47:46.662,2078.0,709160.0,709160.0,True,3,,https://blueprintjs.com/docs/,,,,,,,
24,Handsontable,handsontable/handsontable,handsontable,data-tables,https://github.com/handsontable/handsontable,https://github.com/handsontable/handsontable,ICU,2011-05-23 22:38:58.000,2021-03-25 15:07:55.000,2021-03-18 10:02:32.000,2577,665.0,5834.0,14925,7029.0,2021-03-16 10:58:01.000,8.3.2,100.0,"JavaScript data grid with a spreadsheet look & feel. Works for React, Angular, and Vue. Supported by the Handsontable..",4227.0,3503.0,117.0,32,https://www.npmjs.com/package/handsontable,2021-02-10 11:36:40.612,724.0,268010.0,268010.0,False,1,,https://handsontable.com/examples,,,,,,,
25,nivo,plouc/nivo,@nivo/core,data-viz,https://github.com/plouc/nivo,https://github.com/plouc/nivo,MIT,2016-04-16 03:27:56.000,2021-03-14 02:09:23.000,2021-01-07 23:30:49.000,650,169.0,842.0,8511,1229.0,2020-11-27 14:36:21.000,0.66.0,49.0,"nivo provides a rich set of dataviz components, built on top of the awesome d3 and Reactjs libraries.",1298.0,996.0,121.0,32,https://www.npmjs.com/package/@nivo/core,2020-11-27 14:33:04.742,302.0,672538.0,672538.0,True,2,,https://nivo.rocks/components/,,,,,,,
26,Grommet,grommet/grommet,grommet,ui-frameworks,https://github.com/grommet/grommet,https://github.com/grommet/grommet,Apache-2.0,2015-03-24 08:54:10.000,2021-03-25 18:03:10.000,2021-03-25 15:17:03.000,867,210.0,2309.0,7133,5748.0,2021-03-23 04:04:35.000,2.17.0,129.0,"a react-based framework that provides accessibility, modularity, responsiveness, and theming in a tidy package.",7391.0,6159.0,285.0,32,https://www.npmjs.com/package/grommet,2021-02-04 17:52:31.436,1232.0,95733.0,95761.0,True,3,,https://v2.grommet.io/components,,1695.0,,,,,
27,material-table,mbrn/material-table,material-table,data-tables,https://github.com/mbrn/material-table,https://github.com/mbrn/material-table,MIT,2018-08-06 13:15:08.000,2021-03-19 16:29:02.000,2020-11-17 09:07:01.000,865,333.0,2065.0,2905,1573.0,2020-08-23 16:38:26.000,1.69.0,184.0,Datatable for React based on material-ui's table with additional features.,13609.0,13081.0,198.0,32,https://www.npmjs.com/package/material-table,2020-08-23 16:32:05.989,528.0,543598.0,543598.0,True,1,['material-ui'],,,,,,,,
28,Victory,FormidableLabs/victory,victory,data-viz,https://github.com/FormidableLabs/victory,https://github.com/FormidableLabs/victory,MIT,2015-07-02 22:36:50.000,2021-03-19 16:38:14.000,2021-03-19 16:37:59.000,420,163.0,1170.0,8757,,2021-03-02 00:42:12.095,35.4.10,181.0,A collection of composable React components for building interactive data visualizations.,9538.0,8166.0,234.0,31,https://www.npmjs.com/package/victory,2021-03-04 17:53:38.418,1372.0,781848.0,781848.0,True,2,,https://formidable.com/open-source/victory/gallery/,,,,,,,
29,React Ace,securingsincity/react-ace,react-ace,editors,https://github.com/securingsincity/react-ace,https://github.com/securingsincity/react-ace,MIT,2014-11-29 05:15:14.000,2021-03-23 05:10:48.000,2021-03-10 14:54:46.000,489,115.0,282.0,3000,853.0,2021-02-01 03:31:32.000,9.3.0,90.0,React Ace Component.,14812.0,11232.0,114.0,31,https://www.npmjs.com/package/react-ace,2020-12-07 01:05:37.310,3580.0,1331154.0,1331165.0,True,2,,https://securingsincity.github.io/react-ace/,,816.0,,,,,
30,react-json-view,mac-s-g/react-json-view,react-json-view,file-handling,https://github.com/mac-s-g/react-json-view,https://github.com/mac-s-g/react-json-view,MIT,2017-03-26 06:01:36.000,2021-03-09 03:27:31.000,2021-03-09 03:27:31.000,280,91.0,85.0,1961,732.0,2021-03-09 03:08:46.252,1.21.3,111.0,JSON viewer for react.,13113.0,12119.0,33.0,31,https://www.npmjs.com/package/react-json-view,2021-03-09 03:08:46.252,994.0,1264063.0,1264063.0,True,2,,https://mac-s-g.github.io/react-json-view/demo/dist/,,,,,,,
31,Notistack,iamhosseindhv/notistack,notistack,notifications,https://github.com/iamhosseindhv/notistack,https://github.com/iamhosseindhv/notistack,MIT,2018-08-04 21:05:47.000,2021-03-11 18:01:31.000,2021-02-28 19:19:33.000,170,26.0,220.0,1882,470.0,2021-02-28 19:20:10.635,1.0.5,73.0,Highly customizable notification snackbars (toasts) that can be stacked on top of each other.,9131.0,8625.0,42.0,31,https://www.npmjs.com/package/notistack,2021-02-28 19:28:43.619,506.0,1103132.0,1103132.0,True,3,['material-ui'],https://iamhosseindhv.com/notistack/demos,,,,,,,
32,Rebass,rebassjs/rebass,rebass,ui-frameworks,https://github.com/rebassjs/rebass,https://github.com/rebassjs/rebass,MIT,2015-02-11 14:48:09.000,2021-03-08 16:52:45.000,2021-03-08 16:48:37.000,528,42.0,428.0,7201,2010.0,2019-10-28 19:08:45.057,4.0.7,109.0,React primitive UI components built with styled-system.,9643.0,8155.0,58.0,30,https://www.npmjs.com/package/rebass,2019-10-28 19:08:45.057,1488.0,403989.0,403989.0,True,3,,https://codesandbox.io/s/github/rebassjs/rebass/tree/master/examples/sandbox,,,,,,,
33,BizCharts,alibaba/BizCharts,bizcharts,data-viz,https://github.com/alibaba/BizCharts,https://github.com/alibaba/BizCharts,MIT,2017-11-10 08:27:54.000,2021-03-09 03:02:44.000,2021-03-09 03:01:34.000,604,236.0,957.0,5546,943.0,2021-03-09 03:02:44.000,4.1.9,209.0,Powerful data visualization library based on G2 and React.,11772.0,10540.0,75.0,30,https://www.npmjs.com/package/bizcharts,2021-03-09 02:56:47.573,1232.0,150148.0,150148.0,True,2,,,,,,,,,
34,React Suite,rsuite/rsuite,rsuite,ui-frameworks,https://github.com/rsuite/rsuite,https://github.com/rsuite/rsuite,MIT,2016-06-06 02:27:46.000,2021-03-20 00:32:35.000,2021-03-19 07:11:23.000,499,122.0,391.0,5356,1639.0,2021-03-11 09:35:16.987,4.9.3,211.0,A suite of React components .,2917.0,2785.0,51.0,30,https://www.npmjs.com/package/rsuite,2021-02-23 07:44:05.660,132.0,63590.0,63590.0,True,3,,https://rsuitejs.com/components/overview/,,,,,,,
35,react-monaco-editor,react-monaco-editor/react-monaco-editor,react-monaco-editor,editors,https://github.com/react-monaco-editor/react-monaco-editor,https://github.com/react-monaco-editor/react-monaco-editor,MIT,2016-09-05 07:11:05.000,2021-03-15 17:34:44.054,2021-03-15 17:33:50.000,270,19.0,216.0,2127,348.0,2021-03-15 17:34:44.054,0.43.0,69.0,Monaco Editor for React.,9592.0,8996.0,60.0,30,https://www.npmjs.com/package/react-monaco-editor,2021-03-15 17:34:44.054,596.0,360887.0,360887.0,True,2,,,,,,,,,
36,MUI-Datatables,gregnb/mui-datatables,mui-datatables,data-tables,https://github.com/gregnb/mui-datatables,https://github.com/gregnb/mui-datatables,MIT,2017-11-04 19:49:44.000,2021-03-09 08:30:15.000,2021-02-19 11:47:52.000,689,433.0,764.0,1941,920.0,2021-02-05 12:22:17.000,3.7.6,142.0,Datatables for React using Material-UI - https://www.material-ui-datatables.com.,4463.0,4209.0,129.0,30,https://www.npmjs.com/package/mui-datatables,2021-02-05 12:21:15.302,254.0,203497.0,203497.0,True,2,['material-ui'],,,,,,,,
37,React-Move,sghall/react-move,react-move,animations,https://github.com/sghall/react-move,https://github.com/sghall/react-move,MIT,2017-03-20 15:38:13.000,2021-02-03 23:14:08.000,2021-02-03 23:11:22.000,188,5.0,34.0,6278,508.0,2020-06-30 01:48:33.306,6.3.0,58.0,"React Move | Beautiful, data-driven animations for React.",4164.0,3518.0,12.0,29,https://www.npmjs.com/package/react-move,2020-06-30 01:48:33.306,646.0,496025.0,496025.0,True,1,,https://react-move-docs.netlify.app/#/demos/node-group,,,,,,,
38,react-csv,react-csv/react-csv,react-csv,file-handling,https://github.com/react-csv/react-csv,https://github.com/react-csv/react-csv,MIT,2016-11-25 12:55:39.000,2021-03-24 09:57:30.000,2020-07-09 05:32:23.000,195,89.0,112.0,733,164.0,2020-04-01 19:55:11.000,2.0.3,30.0,React components to build CSV files on the fly basing on Array/literal object of data.,6228.0,5706.0,26.0,29,https://www.npmjs.com/package/react-csv,2020-04-01 16:36:39.880,522.0,1090696.0,1090696.0,True,3,,,,,,,,,
39,Ant Design Pro,ant-design/ant-design-pro,,admin-dashboards,https://github.com/ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,MIT,2017-08-25 10:40:44.000,2021-03-24 14:30:34.000,2021-03-24 14:19:12.000,6567,86.0,6791.0,28690,2279.0,2020-12-18 07:06:21.000,4.3.0,22.0,Use Ant Design like a Pro!.,2119.0,2119.0,277.0,28,,,,,,True,2,['ant-design'],https://preview.pro.ant.design/,,,,,,,
40,react-virtualized,vaughn/react-virtualized,react-virtualized,data-tables,,https://github.com/bvaughn/react-virtualized,MIT,,2018-06-01 16:00:52.806,,2623,,,21228,,2020-12-18 22:16:25.269,9.22.3,294.0,"React components for efficiently rendering large, scrollable lists and tabular data.",5456.0,,,28,https://www.npmjs.com/package/react-virtualized,2018-06-01 16:00:52.806,5456.0,3728443.0,3728443.0,False,2,,https://bvaughn.github.io/react-virtualized/#/components/List,,,,,,,
41,visx,airbnb/visx,@visx/group,data-viz,https://github.com/airbnb/visx,https://github.com/airbnb/visx,MIT,2017-03-15 16:25:41.000,2021-03-18 21:46:22.000,2021-03-18 21:38:25.000,475,87.0,426.0,12851,2862.0,2021-03-08 20:16:56.000,1.6.1,76.0,visx | visualization components.,33.0,33.0,106.0,28,https://www.npmjs.com/package/@visx/group,2021-03-08 20:10:00.881,0.0,161772.0,161772.0,True,3,,https://airbnb.io/visx/gallery,,,,,,,
42,Evergreen,segmentio/evergreen,evergreen-ui,ui-frameworks,https://github.com/segmentio/evergreen,https://github.com/segmentio/evergreen,MIT,2017-07-30 10:03:14.000,2021-03-24 18:49:43.000,2020-12-04 22:52:34.000,633,73.0,291.0,10587,707.0,2020-09-28 15:23:38.000,5.1.2,203.0,Evergreen React UI Framework by Segment.,2179.0,2029.0,107.0,28,https://www.npmjs.com/package/evergreen-ui,2021-03-11 18:37:03.962,150.0,33648.0,33648.0,True,3,,,,,,,,,
43,react-vis,uber/react-vis,react-vis,data-viz,https://github.com/uber/react-vis,https://github.com/uber/react-vis,MIT,2016-02-22 20:45:50.000,2021-03-09 09:43:06.000,2020-07-13 14:33:01.000,808,309.0,504.0,7736,876.0,2019-04-19 03:58:15.000,1.11.7,99.0,Data Visualization Components.,1048.0,,122.0,28,https://www.npmjs.com/package/react-vis,2017-04-22 00:52:57.632,1048.0,306800.0,306800.0,True,3,,http://uber.github.io/react-vis/examples/showcases/,,,,,,,
44,react-data-grid,adazzle/react-data-grid,react-data-grid,data-tables,https://github.com/adazzle/react-data-grid,https://github.com/adazzle/react-data-grid,MIT,2015-03-06 10:15:04.000,2021-03-23 17:26:50.000,2021-03-23 17:14:59.000,1820,168.0,1056.0,4483,,2019-04-03 17:25:26.810,6.1.0,989.0,"Excel-like grid component built with React, with editors, keyboard navigation, copy & paste, and the like.",4987.0,4105.0,119.0,28,https://www.npmjs.com/package/react-data-grid,2021-03-23 17:16:02.387,882.0,247404.0,247404.0,True,2,,,,,,,,,
45,Reactive Search,appbaseio/reactivesearch,@appbaseio/reactivesearch,other-components,https://github.com/appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,Apache-2.0,2017-02-15 15:21:24.000,2021-03-24 12:01:10.000,2021-03-23 16:22:27.000,431,164.0,850.0,4370,2378.0,2021-03-22 17:11:54.000,3.16.2,271.0,"React, React Native and Vue UI components for building data-driven apps with Elasticsearch.",287.0,103.0,59.0,28,https://www.npmjs.com/package/@appbaseio/reactivesearch,2021-03-01 14:29:12.859,184.0,22560.0,22560.0,True,1,,https://opensource.appbase.io/reactivesearch/#examples,,,,,,,
46,react-sortable-tree,frontend-collective/react-sortable-tree,react-sortable-tree,other-components,https://github.com/frontend-collective/react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,MIT,2016-07-22 08:36:25.000,2021-03-09 06:39:36.000,2020-08-10 07:57:42.000,714,296.0,290.0,3967,552.0,2020-08-10 08:00:07.000,2.8.0,65.0,Drag-and-drop sortable component for nested data and hierarchies.,2459.0,2111.0,37.0,28,https://www.npmjs.com/package/react-sortable-tree,2020-08-10 07:56:50.631,348.0,345194.0,345194.0,True,1,,https://frontend-collective.github.io/react-sortable-tree/?path=/story/basics--minimal-implementation,,,,,,,
47,react-mde,andrerpena/react-mde,react-mde,editors,https://github.com/andrerpena/react-mde,https://github.com/andrerpena/react-mde,MIT,2016-11-26 18:10:16.000,2021-03-12 11:04:31.000,2021-01-17 11:35:58.000,128,51.0,141.0,1203,732.0,2021-01-17 11:35:49.247,11.0.6,105.0,React Markdown Editor.,1303.0,1165.0,47.0,28,https://www.npmjs.com/package/react-mde,2021-01-17 11:35:49.247,138.0,77399.0,77399.0,True,3,,http://andrerpena.me/react-mde/,,,,,,,
48,React Data Table,jbetancur/react-data-table-component,react-data-table-component,data-tables,https://github.com/jbetancur/react-data-table-component,https://github.com/jbetancur/react-data-table-component,Apache-2.0,2018-03-16 04:31:39.000,2021-03-16 23:12:20.000,2021-02-23 03:42:30.000,180,34.0,457.0,920,786.0,2021-02-23 03:47:03.000,6.11.7,142.0,"A simple table library with built in sorting, pagination, selection, expandable rows and customizable styling.",3325.0,3237.0,38.0,28,https://www.npmjs.com/package/react-data-table-component,2021-02-23 03:36:16.853,88.0,163206.0,163206.0,True,2,,https://jbetancur.github.io/react-data-table-component/,,,,,,,
49,material-ui-chip-input,TeamWertarbyte/material-ui-chip-input,material-ui-chip-input,other-components,https://github.com/TeamWertarbyte/material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,MIT,2016-09-07 16:47:10.000,2021-01-11 15:31:54.000,2020-09-08 13:18:49.000,165,27.0,231.0,692,305.0,2019-12-01 15:35:30.000,1.1.0,73.0,A chip input field using Material-UI.,4291.0,3465.0,48.0,28,https://www.npmjs.com/package/material-ui-chip-input,2019-08-03 17:18:32.033,826.0,209675.0,209675.0,True,1,['material-ui'],https://mui.wertarbyte.com/#material-ui-chip-input,,,,,,,
50,React-Datasheet,nadbm/react-datasheet,react-datasheet,data-tables,https://github.com/nadbm/react-datasheet,https://github.com/nadbm/react-datasheet,MIT,2016-09-25 19:18:17.000,2021-03-18 07:54:06.000,2021-02-14 05:17:25.000,395,84.0,96.0,4566,271.0,2020-07-25 17:58:27.182,1.4.8,45.0,Excel-like data grid (table) component for React.,542.0,482.0,43.0,27,https://www.npmjs.com/package/react-datasheet,2020-07-25 17:58:27.182,60.0,117578.0,117578.0,True,3,,,,,,,,,
51,Perspective,finos/perspective,@finos/perspective,data-tables,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2021-03-25 04:05:43.000,2021-03-22 14:58:39.000,351,78.0,312.0,3284,4372.0,2021-02-24 14:38:08.000,0.6.1,40.0,Streaming pivot visualization via WebAssembly.,194.0,180.0,62.0,27,https://www.npmjs.com/package/@finos/perspective,2021-02-11 21:02:22.334,6.0,4028.0,4555.0,True,3,,https://perspective.finos.org/,,,perspective-python,https://pypi.org/project/perspective-python,2021-02-24 14:38:08.000,8.0,527.0
52,Semiotic,nteract/semiotic,semiotic,data-viz,https://github.com/nteract/semiotic,https://github.com/nteract/semiotic,Apache-2.0,2017-03-16 17:46:24.000,2021-03-11 23:25:45.000,2020-12-02 03:45:24.000,135,114.0,395.0,2137,1988.0,2020-12-02 04:27:28.174,1.20.6,198.0,A data visualization framework combining React & D3.,359.0,293.0,24.0,27,https://www.npmjs.com/package/semiotic,2021-01-05 04:52:46.836,66.0,25168.0,25168.0,True,3,,https://semiotic.nteract.io/examples,,,,,,,
53,Bit,teambit/bit,bit-bin,dev-tools,https://github.com/teambit/bit,https://github.com/teambit/bit,Apache-2.0,2017-01-22 14:51:43.000,2021-03-25 17:46:57.000,2021-03-25 15:33:25.000,678,51.0,1039.0,13175,7568.0,2020-07-13 09:59:04.000,14.8.8,755.0,"Build, distribute, and collaborate on components.",10.0,,55.0,26,https://www.npmjs.com/package/bit-bin,2021-02-17 06:16:55.400,10.0,17493.0,17580.0,True,3,,,,3945.0,,,,,
54,React Flow,wbkd/react-flow,react-flow-renderer,other-components,https://github.com/wbkd/react-flow,https://github.com/wbkd/react-flow,MIT,2019-07-15 14:47:30.000,2021-03-22 10:36:16.000,2021-03-22 09:53:55.000,179,39.0,405.0,2948,,2021-03-22 09:54:00.000,9.3.2,134.0,"Highly customizable library for building interactive node-based UIs, editors, flow charts and diagrams.",311.0,311.0,27.0,26,https://www.npmjs.com/package/react-flow-renderer,2021-03-21 16:18:11.100,0.0,78494.0,78494.0,True,3,,https://reactflow.dev/examples/,,,,,,,
55,Viser,viserjs/viser,viser-react,data-viz,https://github.com/viserjs/viser,https://github.com/viserjs/viser,MIT,2017-10-27 16:47:46.000,2021-03-11 03:35:21.000,2020-07-30 03:40:48.000,111,79.0,319.0,1449,502.0,2019-11-08 13:03:41.295,2.4.7,65.0,viser is a toolkit fit for data vis engineer. https://viserjs.gitee.io/.,2266.0,2220.0,22.0,26,https://www.npmjs.com/package/viser-react,2019-12-24 13:03:44.941,46.0,9179.0,9179.0,True,3,,https://viserjs.github.io/demoHome.html,,,,,,,
56,Monaco React,suren-atoyan/monaco-react,@monaco-editor/react,editors,https://github.com/suren-atoyan/monaco-react,https://github.com/suren-atoyan/monaco-react,MIT,2019-06-16 07:46:31.000,2021-03-18 07:58:15.000,2021-03-18 07:54:04.000,71,23.0,144.0,801,349.0,2021-03-18 07:58:15.000,4.1.0,80.0,Monaco Editor for React - use the monaco-editor in any React application without needing to use webpack (or..,1277.0,1255.0,18.0,26,https://www.npmjs.com/package/@monaco-editor/react,2021-03-18 07:54:25.169,22.0,211689.0,211689.0,True,3,,https://monaco-react.surenatoyan.com/,,,,,,,
57,rsuite-table,rsuite/rsuite-table,rsuite-table,data-tables,https://github.com/rsuite/rsuite-table,https://github.com/rsuite/rsuite-table,MIT,2016-06-10 16:19:14.000,2021-03-19 06:11:25.653,2021-03-19 06:10:26.000,69,28.0,63.0,382,462.0,2021-03-11 11:34:18.405,3.14.5,158.0,A React table component.,1017.0,947.0,12.0,26,https://www.npmjs.com/package/rsuite-table,2021-03-19 06:11:25.653,70.0,62855.0,62855.0,True,3,,,,,,,,,
58,material-ui-dropzone,Yuvaleros/material-ui-dropzone,material-ui-dropzone,file-handling,https://github.com/Yuvaleros/material-ui-dropzone,https://github.com/Yuvaleros/material-ui-dropzone,MIT,2017-10-16 11:50:16.000,2021-03-24 19:13:20.000,2020-10-01 14:00:45.000,146,44.0,126.0,331,427.0,2020-09-20 12:56:15.000,3.5.0,31.0,A Material-UI file upload dropzone.,2670.0,2558.0,48.0,26,https://www.npmjs.com/package/material-ui-dropzone,2020-08-18 09:32:20.910,112.0,161747.0,161747.0,True,3,['material-ui'],https://yuvaleros.github.io/material-ui-dropzone/,,,,,,,
59,ReactPage,react-page/react-page,@react-page/editor,editors,https://github.com/react-page/react-page,https://github.com/react-page/react-page,MIT,2015-05-29 12:19:44.000,2021-03-24 19:12:42.000,2021-03-08 15:50:39.000,540,16.0,576.0,8400,1006.0,2021-03-08 15:59:50.000,1.4.1,180.0,"Next-gen, highly customizable content editor for the browser - based on React and Redux and written in TypeScript...",39.0,39.0,50.0,25,https://www.npmjs.com/package/@react-page/editor,2021-03-10 11:54:35.446,0.0,6923.0,6923.0,True,3,,,,,,,,,
60,React Email Editor,unlayer/react-email-editor,react-email-editor,editors,https://github.com/unlayer/react-email-editor,https://github.com/unlayer/react-email-editor,MIT,2017-10-01 22:44:29.000,2021-03-16 20:37:47.000,2021-02-10 16:00:54.000,386,91.0,83.0,2665,87.0,2020-10-09 15:26:47.477,1.2.0,20.0,Drag-n-Drop Email Editor Component for React.js.,265.0,251.0,4.0,25,https://www.npmjs.com/package/react-email-editor,2020-10-09 15:26:47.477,14.0,30794.0,30794.0,True,3,,https://react-email-editor-demo.netlify.app/,,,,,,,
61,Material-UI Treasury,siriwatknp/mui-treasury,@mui-treasury/components,other-components,https://github.com/siriwatknp/mui-treasury,https://github.com/siriwatknp/mui-treasury,MIT,2019-03-11 16:21:23.000,2021-03-23 05:54:30.000,2021-03-12 17:36:53.000,106,52.0,229.0,1430,734.0,2021-02-03 01:12:27.460,1.10.1,51.0,A collection of ready-to-use components based on Material-UI.,663.0,663.0,17.0,25,https://www.npmjs.com/package/@mui-treasury/components,2021-02-03 01:12:27.460,0.0,9147.0,9147.0,True,3,['material-ui'],https://mui-treasury.com/components/,,,,,,,
