,name,github_id,npm_id,category,maven_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,maven_url,maven_latest_release_published_at,maven_dependent_project_count,show,projectrank_placing,labels,demo_url,trending,nuget_id,pypi_id,github_release_downloads,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,conda_id,conda_url,conda_latest_release_published_at,conda_total_downloads,brew_id,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,new_addition
121,Rebass,rebassjs/rebass,rebass,ui-frameworks,org.webjars.npm:rebass,https://github.com/rebassjs/rebass,https://github.com/rebassjs/rebass,MIT,2015-02-11 14:48:09.000,2021-10-31 08:29:24.000,2021-08-03 19:54:17.000,2024.0,,604,69.0,662.0,74.0,429.0,7580,2019-10-28 19:08:45.057,4.0.7,109.0,React primitive UI components built with styled-system.,12365.0,11352.0,58.0,31,https://www.npmjs.com/package/rebass,2019-10-28 19:08:45.057,1013.0,223656.0,223656.0,https://search.maven.org/artifact/org.webjars.npm/rebass,2016-08-09 00:00:00.000,,True,3,,https://codesandbox.io/s/github/rebassjs/rebass/tree/master/examples/sandbox,,,,,,,,,,,,,,,,,,,,,,,,
122,react-avatar-editor,mosch/react-avatar-editor,react-avatar-editor,other-components,org.webjars.npm:react-avatar-editor,https://github.com/mosch/react-avatar-editor,https://github.com/mosch/react-avatar-editor,MIT,2014-12-12 01:22:23.000,2021-12-07 13:01:05.000,2021-09-03 07:54:44.000,529.0,,331,39.0,150.0,5.0,209.0,1856,2021-07-23 09:01:09.370,12.0.0,67.0,Small avatar & profile picture component. Resize and crop uploaded images using a intuitive user interface.,4784.0,4486.0,62.0,31,https://www.npmjs.com/package/react-avatar-editor,2021-07-23 09:01:09.370,298.0,310822.0,310822.0,https://search.maven.org/artifact/org.webjars.npm/react-avatar-editor,2016-10-01 20:23:54.000,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
123,react-bootstrap-table2,react-bootstrap-table/react-bootstrap-table2,react-bootstrap-table2-paginator,data-tables,org.webjars.npm:react-bootstrap-table2-filter,https://github.com/react-bootstrap-table/react-bootstrap-table2,https://github.com/react-bootstrap-table/react-bootstrap-table2,MIT,2017-08-13 07:28:01.000,2021-12-16 14:30:56.000,2020-05-31 07:17:04.000,875.0,,323,30.0,399.0,434.0,912.0,1166,2020-03-15 08:30:41.362,2.1.2,28.0,Next Generation of react-bootstrap-table.,10794.0,10665.0,52.0,31,https://www.npmjs.com/package/react-bootstrap-table2-paginator,2020-03-15 08:30:41.362,129.0,171772.0,171772.0,https://search.maven.org/artifact/org.webjars.npm/react-bootstrap-table2-filter,2019-12-12 00:00:00.000,,False,2,['bootstrap'],,,,,,,,,,,,,,,,,,,,,,,,,
124,ant-design-charts,ant-design/ant-design-charts,@ant-design/charts,data-viz,,https://github.com/ant-design/ant-design-charts,https://github.com/ant-design/ant-design-charts,MIT,2020-03-09 09:08:31.000,2022-01-13 09:48:47.000,2022-01-13 09:48:47.000,750.0,139.0,261,16.0,370.0,145.0,589.0,971,2022-01-07 16:02:34.000,1.3.4,98.0,A React Chart Library.,2407.0,2400.0,35.0,31,https://www.npmjs.com/package/@ant-design/charts,2022-01-07 15:55:34.890,7.0,115921.0,115921.0,,,,True,2,['ant-design'],,,,,,,,,,,,,,,,,,,,,,,,,
125,carbon-charts,carbon-design-system/carbon-charts,@carbon/charts,data-viz,org.webjars.npm:carbon__charts,https://github.com/carbon-design-system/carbon-charts,https://github.com/carbon-design-system/carbon-charts,Apache-2.0,2018-07-31 19:41:49.000,2022-01-12 20:58:12.000,2022-01-11 18:48:35.000,2725.0,58.0,117,27.0,680.0,130.0,467.0,439,2022-01-11 17:52:54.781,0.54.5,363.0,Robust dataviz framework implemented using D3 & typescript.,261.0,247.0,62.0,31,https://www.npmjs.com/package/@carbon/charts,2022-01-11 17:52:54.781,13.0,77196.0,77196.0,https://search.maven.org/artifact/org.webjars.npm/carbon__charts,2019-11-07 00:00:00.000,1.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Electron,electron/electron,electron,desktop-apps,,,https://github.com/electron/electron#readme,MIT,,2022-01-11 19:17:25.652,,,,13100,,,,,99707,2022-01-11 19:48:30.473,16.0.7,666.0,"Build cross platform desktop apps with JavaScript, HTML, and CSS.",27117.0,,,30,https://www.npmjs.com/package/electron,2022-01-11 19:17:25.652,27117.0,1753312.0,1753312.0,,,,True,3,,,-4.0,,,,,,,,,,,,,,,,,,,,,,,
127,charts,frappe/charts,frappe-charts,data-viz,org.webjars.npm:frappe-charts,https://github.com/frappe/charts,https://github.com/frappe/charts,MIT,2017-10-26 10:13:21.000,2021-12-20 18:15:22.000,2021-10-04 14:10:13.000,422.0,,659,228.0,117.0,132.0,138.0,14132,2021-06-16 11:00:29.296,1.6.2,51.0,"Simple, responsive, modern SVG Charts with zero dependencies.",1573.0,1482.0,49.0,30,https://www.npmjs.com/package/frappe-charts,2021-02-24 10:22:26.613,91.0,38155.0,38155.0,https://search.maven.org/artifact/org.webjars.npm/frappe-charts,2017-11-16 18:47:26.000,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
128,muuri,haltu/muuri,muuri,other-components,org.webjars.npm:muuri,https://github.com/haltu/muuri,https://github.com/haltu/muuri,MIT,2015-12-21 07:00:44.000,2021-12-11 05:10:49.000,2021-07-09 19:05:04.000,516.0,,597,182.0,28.0,80.0,400.0,9819,2021-07-09 19:14:08.022,0.9.5,22.0,"Infinite responsive, sortable, filterable and draggable layouts.",864.0,824.0,14.0,30,https://www.npmjs.com/package/muuri,2021-07-09 19:14:08.022,40.0,53968.0,53968.0,https://search.maven.org/artifact/org.webjars.npm/muuri,2020-02-26 00:00:00.000,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
129,mleibman/SlickGrid,mleibman/SlickGrid,slickgrid,data-tables,,https://github.com/mleibman/SlickGrid,https://github.com/mleibman/SlickGrid,MIT,2009-12-17 18:27:47.000,2021-12-23 04:11:23.000,2016-03-10 23:33:32.000,677.0,,2393,378.0,333.0,475.0,539.0,6738,2021-12-06 23:59:18.595,2.4.44,62.0,A lightning fast JavaScript grid/spreadsheet.,133.0,,65.0,30,https://www.npmjs.com/package/slickgrid,2021-12-06 23:59:18.595,133.0,23778.0,23778.0,,,,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,
130,searchkit,searchkit/searchkit,searchkit,other-components,,https://github.com/searchkit/searchkit,https://github.com/searchkit/searchkit,Apache-2.0,2015-11-19 18:27:43.000,2022-01-09 14:08:57.000,2021-11-14 11:53:04.000,1968.0,6.0,408,93.0,504.0,39.0,531.0,4352,2021-11-03 19:04:48.000,3.0.0-canary.46,93.0,GraphQL API & React UI components for Elasticsearch. The easiest way to build a great search experience.,763.0,608.0,53.0,30,https://www.npmjs.com/package/searchkit,2021-01-13 21:30:25.068,155.0,10415.0,10415.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
131,dnd-kit,clauderic/dnd-kit,@dnd-kit/core,other-components,,https://github.com/clauderic/dnd-kit,https://github.com/clauderic/dnd-kit,MIT,2020-11-26 00:46:52.000,2022-01-11 15:49:17.000,2022-01-11 15:49:13.000,338.0,52.0,147,26.0,170.0,80.0,252.0,3596,2022-01-10 22:08:50.000,@dnd-kit/core@5.0.1,74.0,"The modern, lightweight, performant, accessible and extensible drag & drop toolkit for React.",326.0,324.0,29.0,30,https://www.npmjs.com/package/@dnd-kit/core,2022-01-10 22:08:47.253,2.0,380974.0,380974.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
132,react-rte,sstur/react-rte,react-rte,editors,org.webjars.npm:github-com-sstur-react-rte,https://github.com/sstur/react-rte,https://github.com/sstur/react-rte,ISC,2016-02-25 02:36:56.000,2022-01-05 17:00:36.000,2021-11-30 15:51:07.000,316.0,2.0,423,45.0,96.0,180.0,149.0,2691,2021-12-01 15:05:41.000,0.16.4,39.0,Pure React rich text WYSIWYG editor based on draft-js.,2834.0,2536.0,46.0,30,https://www.npmjs.com/package/react-rte,2016-02-24 23:30:39.985,298.0,103854.0,103854.0,https://search.maven.org/artifact/org.webjars.npm/github-com-sstur-react-rte,2021-04-13 14:58:29.000,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
133,react-digraph,uber/react-digraph,react-digraph,editors,,https://github.com/uber/react-digraph,https://github.com/uber/react-digraph,MIT,2016-11-11 07:43:00.000,2022-01-02 16:18:54.000,2021-09-25 04:17:54.000,460.0,,250,1551.0,158.0,77.0,100.0,2235,2021-09-25 04:40:42.000,8.0.0-beta.8,96.0,A library for creating directed graph editors.,275.0,252.0,45.0,30,https://www.npmjs.com/package/react-digraph,2021-09-25 04:27:21.587,23.0,15580.0,15580.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Semiotic,nteract/semiotic,semiotic,data-viz,,https://github.com/nteract/semiotic,https://github.com/nteract/semiotic,Apache-2.0,2017-03-16 17:46:24.000,2022-01-12 18:15:58.000,2022-01-12 18:15:58.000,2458.0,159.0,148,44.0,153.0,35.0,417.0,2234,2020-12-02 04:27:28.174,1.20.6,205.0,A data visualization framework combining React & D3.,368.0,325.0,30.0,30,https://www.npmjs.com/package/semiotic,2022-01-04 17:06:06.876,43.0,16281.0,16281.0,,,,True,3,,https://semiotic.nteract.io/examples,,,,,,,,,,,,,,,,,,,,,,,,
135,jsgrid,tabalinas/jsgrid,jsgrid,data-tables,org.webjars.bower:js-grid,https://github.com/tabalinas/jsgrid,https://github.com/tabalinas/jsgrid,MIT,2014-10-24 22:43:46.000,2021-08-31 08:32:07.000,2020-09-04 08:38:37.000,447.0,,339,79.0,73.0,345.0,1007.0,1480,2016-12-15 18:36:06.357,1.5.3,12.0,Lightweight Grid jQuery Plugin.,15907.0,15776.0,35.0,30,https://www.npmjs.com/package/jsgrid,2016-12-15 18:36:06.357,131.0,77566.0,78366.0,https://search.maven.org/artifact/org.webjars.bower/js-grid,2016-07-14 00:00:00.000,,False,2,,,,,,68008.0,,,,,,,,,,,,,,,,,,,,
136,Monaco React,suren-atoyan/monaco-react,@monaco-editor/react,editors,,https://github.com/suren-atoyan/monaco-react,https://github.com/suren-atoyan/monaco-react,MIT,2019-06-16 07:46:31.000,2021-12-26 15:50:23.000,2021-11-24 09:16:14.000,382.0,4.0,129,11.0,49.0,43.0,199.0,1471,2021-10-03 14:26:32.000,4.3.1,88.0,Monaco Editor for React - use the monaco-editor in any React application without needing to use webpack (or..,4000.0,3886.0,31.0,30,https://www.npmjs.com/package/@monaco-editor/react,2021-10-03 14:25:47.775,114.0,409772.0,409772.0,,,,True,3,,https://monaco-react.surenatoyan.com/,,,,,,,,,,,,,,,,,,,,,,,,
137,SlickGrid,6pac/SlickGrid,slickgrid,data-tables,org.webjars.npm:slickgrid,https://github.com/6pac/SlickGrid,https://github.com/6pac/SlickGrid,MIT,2015-03-11 01:05:16.000,2021-12-23 04:11:17.000,2021-12-23 04:11:17.000,1502.0,19.0,346,98.0,308.0,75.0,274.0,1442,2021-12-07 00:01:49.000,2.4.44,62.0,A lightning fast JavaScript grid/spreadsheet.,133.0,,133.0,30,https://www.npmjs.com/package/slickgrid,2021-12-06 23:59:18.595,133.0,23778.0,23778.0,https://search.maven.org/artifact/org.webjars.npm/slickgrid,2019-06-21 00:00:00.000,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
138,react-highcharts,kirjs/react-highcharts,react-highcharts,data-viz,org.webjars.npm:react-highcharts,https://github.com/kirjs/react-highcharts,https://github.com/kirjs/react-highcharts,MIT,2015-03-11 16:26:47.000,2021-09-20 20:48:09.000,2020-03-17 22:29:48.000,378.0,,249,27.0,193.0,56.0,265.0,1257,2019-09-23 13:03:26.247,16.1.0,49.0,React wrapper for Highcharts library.,6565.0,5606.0,33.0,30,https://www.npmjs.com/package/react-highcharts,2019-09-23 13:03:26.247,959.0,156231.0,156231.0,https://search.maven.org/artifact/org.webjars.npm/react-highcharts,2016-11-26 22:56:44.000,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,True
139,elastic-charts,elastic/elastic-charts,@elastic/charts,data-viz,,https://github.com/elastic/elastic-charts,https://github.com/elastic/elastic-charts,ICU,2019-01-14 11:49:41.000,2022-01-12 20:22:16.000,2022-01-12 15:02:47.000,1081.0,70.0,81,249.0,861.0,231.0,460.0,243,2022-01-10 15:33:18.938,42.1.0,290.0,Elastic Charts library.,201.0,192.0,30.0,30,https://www.npmjs.com/package/@elastic/charts,2022-01-10 15:33:18.938,9.0,135439.0,135439.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Reactotron,infinitered/reactotron,reactotron,dev-tools,,https://github.com/infinitered/reactotron,https://github.com/infinitered/reactotron,MIT,2016-04-15 21:58:32.000,2021-11-16 17:18:06.000,2021-11-16 17:18:05.000,1257.0,1.0,827,165.0,754.0,122.0,376.0,13373,2019-08-28 01:19:24.000,2.17.1,100.0,"A desktop app for inspecting your React JS and React Native projects. macOS, Linux, and Windows.",81.0,,103.0,29,https://www.npmjs.com/package/reactotron,2016-08-09 12:27:37.454,81.0,1681.0,29738.0,,,,True,3,,,,,,1935961.0,,,,,,,,,,,,,,,,,,,,
141,headlessui,tailwindlabs/headlessui,headlessui,ui-frameworks,,https://github.com/tailwindlabs/headlessui,https://github.com/tailwindlabs/headlessui,MIT,2020-09-16 09:53:09.000,2021-12-31 01:15:10.000,2021-11-08 13:21:01.000,241.0,11.0,443,159.0,230.0,83.0,297.0,12591,2021-11-08 10:21:38.000,@headlessui/react@v1.4.2,29.0,"Completely unstyled, fully accessible UI components, designed to integrate beautifully with Tailwind CSS.",120.0,120.0,27.0,29,https://www.npmjs.com/package/headlessui,2020-09-13 00:34:17.623,,4932.0,4932.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
142,jspreadsheet,jspreadsheet/ce,jexcel,data-tables,,https://github.com/jspreadsheet/ce,https://github.com/jspreadsheet/ce,MIT,2017-02-20 11:48:15.000,2022-01-09 21:34:55.000,2022-01-09 21:28:19.000,690.0,15.0,677,140.0,173.0,128.0,1200.0,5851,2021-02-24 21:23:07.966,4.6.1,52.0,Jspreadsheet is a lightweight vanilla javascript plugin to create amazing web-based interactive tables and..,50.0,34.0,59.0,29,https://www.npmjs.com/package/jexcel,2021-02-24 21:23:07.966,16.0,11474.0,11474.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
143,React Hot Toast,timolins/react-hot-toast,react-hot-toast,notifications,,https://github.com/timolins/react-hot-toast,https://github.com/timolins/react-hot-toast,MIT,2020-12-07 22:05:40.000,2022-01-04 14:35:50.000,2022-01-04 14:35:08.000,215.0,7.0,133,18.0,45.0,38.0,60.0,4402,2022-01-04 14:37:11.000,2.2.0,13.0,Smoking hot React Notifications.,8013.0,8008.0,19.0,29,https://www.npmjs.com/package/react-hot-toast,2022-01-04 14:35:47.019,5.0,485506.0,485506.0,,,,True,3,,https://react-hot-toast.com/,,,,,,,,,,,,,,,,,,,,,,,,
144,react-sortable-tree,frontend-collective/react-sortable-tree,react-sortable-tree,other-components,org.webjars.npm:react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,https://github.com/frontend-collective/react-sortable-tree,MIT,2016-07-22 08:36:25.000,2021-08-03 20:06:48.000,2021-06-11 13:41:37.000,553.0,,809,70.0,344.0,321.0,298.0,4362,2020-08-10 08:00:07.000,2.8.0,65.0,Drag-and-drop sortable component for nested data and hierarchies.,3454.0,3147.0,38.0,29,https://www.npmjs.com/package/react-sortable-tree,2020-08-10 07:56:50.631,307.0,298948.0,298948.0,https://search.maven.org/artifact/org.webjars.npm/react-sortable-tree,2016-12-07 00:00:00.000,,True,3,,https://frontend-collective.github.io/react-sortable-tree/?path=/story/basics--minimal-implementation,,,,,,,,,,,,,,,,,,,,,,,,
145,react-copy-to-clipboard,nkbt/react-copy-to-clipboard,react-copy-to-clipboard,other-components,org.webjars.npm:react-copy-to-clipboard,https://github.com/nkbt/react-copy-to-clipboard,https://github.com/nkbt/react-copy-to-clipboard,MIT,2015-07-04 09:10:02.000,2021-08-17 15:55:10.000,2021-08-17 15:55:09.000,515.0,,113,18.0,90.0,18.0,68.0,1900,2021-08-17 13:21:12.109,5.0.4,28.0,Copy-to-clipboard React component.,64287.0,60130.0,18.0,29,https://www.npmjs.com/package/react-copy-to-clipboard,2021-08-17 13:21:12.109,4157.0,2655646.0,2655646.0,https://search.maven.org/artifact/org.webjars.npm/react-copy-to-clipboard,2021-03-12 07:03:15.000,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
146,react-contenteditable,lovasoa/react-contenteditable,react-contenteditable,other-components,org.webjars.bowergithub.lovasoa:react-contenteditable,https://github.com/lovasoa/react-contenteditable,https://github.com/lovasoa/react-contenteditable,Apache-2.0,2014-12-28 16:29:46.000,2021-08-12 07:14:05.000,2021-08-12 07:12:19.000,187.0,,188,13.0,120.0,33.0,104.0,1231,2021-08-12 07:13:17.326,3.3.6,40.0,React component for a div with editable contents.,4688.0,4265.0,33.0,29,https://www.npmjs.com/package/react-contenteditable,2021-08-12 07:13:17.326,423.0,282558.0,282559.0,https://search.maven.org/artifact/org.webjars.bowergithub.lovasoa/react-contenteditable,2018-07-07 20:01:18.000,,True,3,,,,,,94.0,,,,,,,,,,,,,,,,,,,,
147,why-did-you-render,welldone-software/why-did-you-render,why-did-you-render,dev-tools,,https://github.com/welldone-software/why-did-you-render,https://github.com/welldone-software/why-did-you-render,MIT,2018-11-10 19:31:09.000,2022-01-06 15:35:54.000,2022-01-06 15:35:54.000,411.0,9.0,128,38.0,66.0,16.0,150.0,7828,2021-11-14 16:43:54.000,6.2.3,81.0,why-did-you-render by Welldone Software monkey patches React to notify you about potentially avoidable re-renders...,4781.0,4781.0,29.0,28,https://www.npmjs.com/package/why-did-you-render,2020-05-17 14:12:57.191,,217.0,217.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
148,react-diagrams,projectstorm/react-diagrams,@projectstorm/react-diagrams,data-viz,org.webjars.npm:storm-react-diagrams,https://github.com/projectstorm/react-diagrams,https://github.com/projectstorm/react-diagrams,MIT,2016-06-03 09:10:01.000,2022-01-05 16:30:56.000,2021-11-12 17:17:34.000,842.0,2.0,954,139.0,197.0,252.0,471.0,6642,2021-08-10 00:10:06.057,6.6.1,29.0,"a super simple, no-nonsense diagramming library written in react that just works.",232.0,205.0,82.0,28,https://www.npmjs.com/package/@projectstorm/react-diagrams,2021-08-10 00:10:06.057,27.0,33540.0,33540.0,https://search.maven.org/artifact/org.webjars.npm/storm-react-diagrams,2017-12-11 00:00:00.000,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
149,React-Move,sghall/react-move,react-move,animations,org.webjars.npm:github-com-tannerlinsley-react-move,https://github.com/sghall/react-move,https://github.com/sghall/react-move,MIT,2017-03-20 15:38:13.000,2021-09-20 20:55:33.000,2021-06-13 06:33:28.000,524.0,,204,56.0,36.0,2.0,39.0,6400,2021-06-13 05:41:59.344,6.5.0,60.0,"React Move | Beautiful, data-driven animations for React.",4749.0,4367.0,13.0,28,https://www.npmjs.com/package/react-move,2021-06-13 05:41:59.344,382.0,341823.0,341823.0,https://search.maven.org/artifact/org.webjars.npm/github-com-tannerlinsley-react-move,2017-08-03 00:00:00.000,,True,1,,https://react-move-docs.netlify.app/#/demos/node-group,,,,,,,,,,,,,,,,,,,,,,,,
150,prosemirror,ProseMirror/prosemirror,prosemirror,editors,org.webjars.npm:prosemirror,https://github.com/ProseMirror/prosemirror,https://github.com/ProseMirror/prosemirror,MIT,2015-08-06 08:55:00.000,2021-11-25 11:57:40.000,2021-09-29 06:11:06.000,179.0,,286,115.0,140.0,84.0,1008.0,5634,2021-07-14 12:57:54.000,0.10.1,21.0,The ProseMirror WYSIWYM editor.,252.0,151.0,36.0,28,https://www.npmjs.com/package/prosemirror,2017-09-28 08:02:29.773,101.0,8247.0,8247.0,https://search.maven.org/artifact/org.webjars.npm/prosemirror,2021-07-14 12:57:54.000,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
151,react-sparklines,borisyankov/react-sparklines,react-sparklines,data-viz,,https://github.com/borisyankov/react-sparklines,https://github.com/borisyankov/react-sparklines,MIT,2015-06-27 20:15:06.000,2021-09-05 14:40:44.000,2017-07-27 12:46:34.000,149.0,,192,40.0,49.0,64.0,36.0,2714,2017-07-27 12:46:50.902,1.7.0,29.0,Beautiful and expressive Sparklines React component.,13134.0,11685.0,20.0,28,https://www.npmjs.com/package/react-sparklines,2017-07-27 12:46:50.902,1449.0,178497.0,178497.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,True
152,tabler-react,tabler/tabler-react,tabler-react,ui-frameworks,,https://github.com/tabler/tabler-react,https://github.com/tabler/tabler-react,MIT,2018-04-12 21:32:09.000,2022-01-13 13:55:32.000,2021-03-07 23:12:06.000,1363.0,,449,58.0,390.0,71.0,147.0,1841,2019-06-04 21:54:09.577,1.30.1,66.0,React components and demo for the Tabler UI theme.,647.0,624.0,34.0,28,https://www.npmjs.com/package/tabler-react,2019-06-30 13:10:01.077,23.0,9429.0,9429.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
153,material-ui-chip-input,TeamWertarbyte/material-ui-chip-input,material-ui-chip-input,other-components,org.webjars.npm:material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,https://github.com/TeamWertarbyte/material-ui-chip-input,MIT,2016-09-07 16:47:10.000,2021-10-21 14:50:06.000,2020-09-08 13:18:49.000,305.0,,194,14.0,93.0,38.0,237.0,726,2019-12-01 15:35:30.000,1.1.0,73.0,A chip input field using Material-UI.,5331.0,4846.0,51.0,28,https://www.npmjs.com/package/material-ui-chip-input,2019-12-01 15:47:13.811,484.0,196241.0,196241.0,https://search.maven.org/artifact/org.webjars.npm/material-ui-chip-input,2019-03-26 00:00:00.000,1.0,False,3,['material-ui'],https://mui.wertarbyte.com/#material-ui-chip-input,,,,,,,,,,,,,,,,,,,,,,,,
154,material-ui-dropzone,Yuvaleros/material-ui-dropzone,material-ui-dropzone,file-handling,,https://github.com/Yuvaleros/material-ui-dropzone,https://github.com/Yuvaleros/material-ui-dropzone,MIT,2017-10-16 11:50:16.000,2021-12-16 21:55:16.000,2020-10-01 14:00:45.000,427.0,,201,8.0,139.0,97.0,128.0,415,2020-09-20 20:21:49.283,3.5.0,32.0,A Material-UI file upload dropzone.,4229.0,4136.0,48.0,28,https://www.npmjs.com/package/material-ui-dropzone,2020-09-20 20:21:49.283,93.0,175279.0,175279.0,,,,False,3,['material-ui'],https://yuvaleros.github.io/material-ui-dropzone/,,,,,,,,,,,,,,,,,,,,,,,,
155,React-Datasheet,nadbm/react-datasheet,react-datasheet,data-tables,,https://github.com/nadbm/react-datasheet,https://github.com/nadbm/react-datasheet,MIT,2016-09-25 19:18:17.000,2021-10-17 09:53:27.000,2021-08-05 02:48:08.000,277.0,,456,44.0,115.0,116.0,97.0,4886,2021-02-14 04:56:00.552,1.4.9,46.0,Excel-like data grid (table) component for React.,662.0,618.0,44.0,27,https://www.npmjs.com/package/react-datasheet,2021-02-14 04:56:00.552,44.0,100489.0,100489.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
156,react-refetch,heroku/react-refetch,react-refetch,data-fetching,,https://github.com/heroku/react-refetch,https://github.com/heroku/react-refetch,MIT,2015-11-11 21:02:02.000,2021-10-12 14:35:48.000,2021-10-12 14:35:48.000,639.0,,151,110.0,121.0,37.0,102.0,3417,2019-10-28 22:11:40.841,3.0.1,82.0,"A simple, declarative, and composable way to fetch data for React components.",938.0,759.0,71.0,27,https://www.npmjs.com/package/react-refetch,2020-01-20 05:17:56.980,179.0,21954.0,21954.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
157,gridjs,grid-js/gridjs,gridjs,data-tables,,https://github.com/grid-js/gridjs,https://github.com/grid-js/gridjs,MIT,2020-04-15 17:41:40.000,2022-01-11 21:10:13.000,2021-11-16 23:17:33.000,1248.0,33.0,129,29.0,681.0,57.0,144.0,3257,2021-06-15 19:07:55.111,5.0.2,65.0,Advanced table plugin.,418.0,406.0,20.0,27,https://www.npmjs.com/package/gridjs,2021-06-15 19:07:55.111,12.0,17760.0,17760.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
158,GGEditor,alibaba/GGEditor,gg-editor,data-viz,,https://github.com/alibaba/GGEditor,https://github.com/alibaba/GGEditor,MIT,2018-08-24 05:50:30.000,2020-09-10 10:08:53.000,2020-07-10 10:33:23.000,405.0,,536,77.0,124.0,277.0,203.0,3231,2020-07-10 10:34:08.312,3.1.3,48.0,A visual graph editor based on G6 and React.,2218.0,2142.0,6.0,27,https://www.npmjs.com/package/gg-editor,2020-07-10 10:34:08.312,76.0,16466.0,16466.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,
159,jqGrid,tonytomov/jqGrid,,data-tables,org.webjars.bower:jqgrid,https://github.com/tonytomov/jqGrid,https://github.com/tonytomov/jqGrid,MIT,2009-05-01 13:29:43.000,2022-01-12 12:43:52.000,2022-01-12 12:43:49.000,3599.0,16.0,1186,218.0,335.0,49.0,623.0,2807,2015-04-14 20:53:08.000,4.8.2,2.0,jQuery grid plugin.,108.0,108.0,118.0,27,,,,,,https://search.maven.org/artifact/org.webjars.bower/jqgrid,2015-04-14 20:53:08.000,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
160,restful-react,contiamo/restful-react,restful-react,data-fetching,,https://github.com/contiamo/restful-react,https://github.com/contiamo/restful-react,MIT,2018-06-29 12:52:25.000,2022-01-07 11:53:21.000,2021-12-27 22:34:17.000,618.0,7.0,107,21.0,223.0,37.0,126.0,1825,2021-12-27 22:28:09.722,15.9.4,194.0,"A consistent, declarative way of interacting with RESTful backends, featuring code-generation from Swagger and OpenAPI..",323.0,307.0,49.0,27,https://www.npmjs.com/package/restful-react,2021-12-27 22:28:09.722,16.0,42513.0,42513.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Drawflow,jerosoler/Drawflow,drawflow,data-viz,,https://github.com/jerosoler/Drawflow,https://github.com/jerosoler/Drawflow,MIT,2020-04-21 17:59:14.000,2022-01-04 07:47:19.000,2022-01-04 07:42:38.000,212.0,22.0,286,38.0,30.0,42.0,280.0,1582,2022-01-04 07:47:20.000,0.0.55,53.0,Simple flow library.,63.0,61.0,11.0,27,https://www.npmjs.com/package/drawflow,2022-01-04 07:46:08.025,2.0,5503.0,5503.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
162,react-base-table,Autodesk/react-base-table,react-base-table,data-tables,,https://github.com/Autodesk/react-base-table,https://github.com/Autodesk/react-base-table,MIT,2019-03-22 01:44:23.000,2022-01-02 23:00:03.000,2021-12-24 11:58:26.000,169.0,3.0,130,25.0,134.0,43.0,184.0,1195,2021-10-24 11:20:00.957,1.13.0,51.0,A react table component to display large datasets with high performance and flexibility.,302.0,283.0,10.0,27,https://www.npmjs.com/package/react-base-table,2021-10-24 11:20:00.957,19.0,54698.0,54698.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
