,name,github_id,npm_id,category,maven_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,monthly_downloads,maven_url,maven_latest_release_published_at,maven_dependent_project_count,show,projectrank_placing,labels,demo_url,trending,nuget_id,pypi_id,github_release_downloads,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,conda_id,conda_url,conda_latest_release_published_at,conda_total_downloads,brew_id,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,new_addition
78,theme-ui,system-ui/theme-ui,theme-ui,ui-frameworks,,https://github.com/system-ui/theme-ui,https://github.com/system-ui/theme-ui,MIT,2019-04-03 22:10:49.000,2022-01-11 15:49:21.000,2022-01-11 15:49:20.000,3950.0,125.0,547,49.0,1315.0,75.0,527.0,4216,2022-01-05 10:05:26.000,0.13.1,361.0,"Build consistent, themeable React apps based on constraint-based design principles.",19929.0,18835.0,138.0,36,https://www.npmjs.com/package/theme-ui,2021-05-19 08:13:11.218,1094.0,367974.0,367974.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
79,React Ace,securingsincity/react-ace,react-ace,editors,org.webjars.npm:react-ace,https://github.com/securingsincity/react-ace,https://github.com/securingsincity/react-ace,MIT,2014-11-29 05:15:14.000,2022-01-13 01:01:31.000,2021-11-04 01:38:59.000,1154.0,35.0,551,30.0,934.0,149.0,289.0,3377,2021-10-22 01:16:22.000,9.5.0,95.0,React Ace Component.,17403.0,15070.0,116.0,36,https://www.npmjs.com/package/react-ace,2021-10-22 01:15:52.387,2332.0,1048584.0,1048595.0,https://search.maven.org/artifact/org.webjars.npm/react-ace,2018-11-03 00:00:00.000,1.0,True,2,,https://securingsincity.github.io/react-ace/,,,,938.0,,,,,,,,,,,,,,,,,,,,
80,docz,doczjs/docz,docz,dev-tools,,https://github.com/doczjs/docz,https://github.com/doczjs/docz,MIT,2018-03-17 04:24:10.000,2022-01-13 03:05:40.000,2021-11-09 19:42:48.000,1599.0,1.0,1384,188.0,463.0,101.0,1116.0,22096,2020-04-05 08:58:58.000,2.3.1,274.0,It has never been so easy to document your things!.,7871.0,5845.0,130.0,35,https://www.npmjs.com/package/docz,2021-09-10 12:11:28.492,2026.0,69662.0,69662.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Bit,teambit/bit,bit-bin,dev-tools,,https://github.com/teambit/bit,https://github.com/teambit/bit,Apache-2.0,2017-01-22 14:51:43.000,2022-01-13 15:22:58.000,2022-01-13 03:58:43.000,9142.0,408.0,799,179.0,3767.0,217.0,1224.0,14562,2020-07-13 09:59:04.000,14.8.8,757.0,"Build, distribute, and collaborate on components.",97.0,9.0,64.0,35,https://www.npmjs.com/package/bit-bin,2021-07-05 14:30:42.755,88.0,9454.0,9563.0,,,,True,3,,,,,,6013.0,,,,,,,,,,,,,,,,,,,,
82,blitz,blitz-js/blitz,blitz,cms-frameworks,,https://github.com/blitz-js/blitz,https://github.com/blitz-js/blitz,MIT,2020-02-17 21:54:15.000,2022-01-10 12:17:39.000,2022-01-10 12:17:38.000,2369.0,156.0,618,115.0,1641.0,153.0,955.0,10607,2022-01-06 15:32:27.000,0.45.0,355.0,The Fullstack React Framework built on Next.js.,1408.0,1402.0,270.0,35,https://www.npmjs.com/package/blitz,2022-01-06 15:26:40.098,6.0,17172.0,17172.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
83,React-Toastify,fkhadra/react-toastify,react-toastify,notifications,,https://github.com/fkhadra/react-toastify,https://github.com/fkhadra/react-toastify,MIT,2016-11-08 12:32:52.000,2022-01-13 07:31:59.000,2021-11-03 18:51:28.000,1090.0,2.0,425,47.0,181.0,44.0,449.0,8242,2021-11-03 18:53:43.000,8.1.0,123.0,React notification made easy !.,144282.0,140644.0,71.0,35,https://www.npmjs.com/package/react-toastify,2021-11-03 18:52:17.547,3638.0,3030841.0,3030841.0,,,,True,1,,https://fkhadra.github.io/react-toastify/introduction/,,,,,,,,,,,,,,,,,,,,,,,,
84,baseweb,uber/baseweb,baseui,ui-frameworks,,https://github.com/uber/baseweb,https://github.com/uber/baseweb,MIT,2018-03-09 01:32:10.000,2022-01-13 08:55:45.000,2022-01-12 19:35:56.000,2984.0,63.0,673,79.0,3817.0,107.0,776.0,7287,2022-01-12 19:50:13.092,10.7.2,669.0,A React Component library implementing the Base design language.,2746.0,2671.0,220.0,35,https://www.npmjs.com/package/baseui,2022-01-12 19:50:13.092,75.0,100665.0,100665.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
85,polished,styled-components/polished,polished,styling,org.webjars.npm:polished,https://github.com/styled-components/polished,https://github.com/styled-components/polished,MIT,2016-11-03 14:39:21.000,2022-01-03 18:09:22.000,2021-10-09 12:26:17.000,843.0,,228,42.0,380.0,13.0,202.0,7091,2021-05-31 01:12:03.000,3.7.2,89.0,A lightweight toolset for writing styles in JavaScript.,128764.0,120375.0,80.0,35,https://www.npmjs.com/package/polished,2021-05-31 00:58:17.296,8386.0,14410952.0,14410952.0,https://search.maven.org/artifact/org.webjars.npm/polished,2020-10-29 14:41:13.000,3.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
86,React Suite,rsuite/rsuite,rsuite,ui-frameworks,,https://github.com/rsuite/rsuite,https://github.com/rsuite/rsuite,MIT,2016-06-06 02:27:46.000,2022-01-13 13:41:42.000,2022-01-13 10:28:18.000,2313.0,189.0,709,98.0,1490.0,114.0,606.0,6425,2022-01-13 10:54:24.000,5.5.0,251.0,A suite of React components .,5323.0,5174.0,66.0,35,https://www.npmjs.com/package/rsuite,2022-01-13 10:25:15.322,149.0,118154.0,118154.0,,,,True,3,,https://rsuitejs.com/components/overview/,-1.0,,,,,,,,,,,,,,,,,,,,,,,
87,material-table,mbrn/material-table,material-table,data-tables,,https://github.com/mbrn/material-table,https://github.com/mbrn/material-table,MIT,2018-08-06 13:15:08.000,2022-01-06 05:03:24.000,2021-04-21 11:22:33.000,1576.0,,1048,52.0,619.0,101.0,2401.0,3216,2021-04-21 11:24:11.402,1.69.3,187.0,Datatable for React based on material-uis table with additional features.,18708.0,18300.0,198.0,35,https://www.npmjs.com/package/material-table,2021-04-21 11:24:11.402,408.0,430623.0,430623.0,,,,True,2,['material-ui'],,,,,,,,,,,,,,,,,,,,,,,,,
88,material-ui-x,mui-org/material-ui-x,@material-ui/data-grid,data-tables,,https://github.com/mui-org/material-ui-x,https://github.com/mui-org/material-ui-x,MIT,2020-04-30 14:52:39.000,2022-01-13 15:55:49.000,2022-01-13 12:14:56.000,2325.0,463.0,188,31.0,2559.0,252.0,794.0,1003,2022-01-06 16:26:27.000,5.2.2,62.0,MUI X: Build complex and data-rich applications using a growing list of advanced components. Were kicking it off with..,4698.0,4669.0,83.0,35,https://www.npmjs.com/package/@material-ui/data-grid,2021-08-12 16:09:10.396,29.0,385190.0,385190.0,,,,True,2,['material-ui'],,,,,,,,,,,,,,,,,,,,,,,,,
89,editor.js,codex-team/editor.js,@editorjs/editorjs,editors,org.webjars.npm:editorjs__editorjs,https://github.com/codex-team/editor.js,https://github.com/codex-team/editor.js,Apache-2.0,2015-11-28 20:56:35.000,2022-01-13 15:16:35.000,2022-01-13 15:15:40.000,617.0,3.0,1362,212.0,810.0,458.0,615.0,17760,2021-09-20 15:59:27.000,2.22.3,41.0,A block-styled editor with clean JSON output.,2864.0,2752.0,36.0,34,https://www.npmjs.com/package/@editorjs/editorjs,2021-11-24 20:05:38.213,112.0,85243.0,85297.0,https://search.maven.org/artifact/org.webjars.npm/editorjs__editorjs,2021-07-06 13:05:49.000,,True,2,,,,,,3280.0,,,,,,,,,,,,,,,,,,,,
90,visx,airbnb/visx,@visx/group,data-viz,,https://github.com/airbnb/visx,https://github.com/airbnb/visx,MIT,2017-03-15 16:25:41.000,2022-01-06 19:30:26.000,2022-01-05 00:41:58.000,3017.0,31.0,558,156.0,640.0,98.0,523.0,14643,2021-08-17 20:42:16.915,2.1.0,76.0,visx | visualization components.,200.0,177.0,128.0,34,https://www.npmjs.com/package/@visx/group,2021-08-10 07:12:40.063,23.0,385440.0,385440.0,,,,True,2,,https://airbnb.io/visx/gallery,,,,,,,,,,,,,,,,,,,,,,,,
91,sql.js,sql-js/sql.js,sql.js,others,,https://github.com/sql-js/sql.js,https://github.com/sql-js/sql.js,MIT,2012-02-27 03:05:49.000,2021-12-30 09:35:40.000,2021-09-30 15:23:15.000,482.0,,914,239.0,132.0,103.0,265.0,9700,2021-09-30 15:31:29.334,1.6.2,33.0,A javascript library to run SQLite on the web.,4203.0,3568.0,42.0,34,https://www.npmjs.com/package/sql.js,2021-09-30 15:31:29.334,635.0,191488.0,192119.0,,,,True,2,,,,,,16421.0,,,,,,,,,,,,,,,,,,,,
92,ncc,vercel/ncc,@vercel/ncc,dev-tools,,https://github.com/vercel/ncc,https://github.com/vercel/ncc,MIT,2018-11-13 04:00:21.000,2022-01-13 09:42:54.000,2022-01-01 23:54:43.000,486.0,24.0,205,54.0,406.0,146.0,303.0,6290,2021-12-18 20:33:29.595,0.33.1,74.0,"Compile a Node.js project into a single file. Supports TypeScript, binary addons, dynamic requires.",9197.0,9026.0,45.0,34,https://www.npmjs.com/package/@vercel/ncc,2021-12-18 20:33:29.595,171.0,571034.0,571034.0,,,,True,3,,,,,,,,,,,,,,,,,,,ncc,,,,,,,
93,react-data-grid,adazzle/react-data-grid,react-data-grid,data-tables,org.webjars.npm:react-data-grid,https://github.com/adazzle/react-data-grid,https://github.com/adazzle/react-data-grid,MIT,2015-03-06 10:15:04.000,2022-01-12 23:55:46.000,2021-12-09 14:29:05.000,2175.0,3.0,1941,130.0,1388.0,96.0,1232.0,5058,2019-04-03 17:25:26.810,6.1.0,1006.0,Feature-rich and customizable data grid React component.,5631.0,5015.0,125.0,34,https://www.npmjs.com/package/react-data-grid,2021-05-26 14:56:53.386,616.0,238422.0,238422.0,https://search.maven.org/artifact/org.webjars.npm/react-data-grid,2017-11-11 17:55:34.000,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
94,FluidFramework,microsoft/FluidFramework,@fluidframework/eslint-config-fluid,others,,https://github.com/microsoft/FluidFramework,https://github.com/microsoft/FluidFramework,MIT,2019-08-22 17:37:57.000,2022-01-13 15:31:16.000,2022-01-13 00:21:07.000,10828.0,378.0,302,70.0,6091.0,550.0,2110.0,3623,2021-10-22 19:26:31.502,0.24.0,18.0,"Library for building distributed, real-time collaborative web applications.",100.0,,174.0,34,https://www.npmjs.com/package/@fluidframework/eslint-config-fluid,2022-01-05 23:02:11.878,100.0,1298.0,1298.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
95,eui,elastic/eui,@elastic/eui,ui-frameworks,org.webjars.npm:elastic__eui,https://github.com/elastic/eui,https://github.com/elastic/eui,ICU,2017-10-18 14:49:20.000,2022-01-13 13:42:09.000,2022-01-12 20:58:03.000,4084.0,159.0,587,304.0,3046.0,385.0,2064.0,3308,2022-01-05 18:39:37.000,44.0.0,387.0,Elastic UI Framework.,125.0,81.0,207.0,34,https://www.npmjs.com/package/@elastic/eui,2022-01-05 18:31:34.641,44.0,210113.0,210188.0,https://search.maven.org/artifact/org.webjars.npm/elastic__eui,2020-08-21 00:00:00.000,,False,3,,,,,,3466.0,,,,,,,,,,,,,,,,,,,,
96,jodit,xdan/jodit,jodit,editors,org.webjars.npm:jodit,https://github.com/xdan/jodit,https://github.com/xdan/jodit,MIT,2017-07-24 15:06:37.000,2022-01-05 23:26:23.324,2022-01-05 23:25:59.000,1906.0,132.0,277,46.0,110.0,138.0,514.0,1142,2022-01-05 23:26:23.324,3.12.4,463.0,Jodit - Best WYSIWYG Editor for You.,916.0,857.0,71.0,34,https://www.npmjs.com/package/jodit,2022-01-05 23:26:23.324,59.0,88887.0,88887.0,https://search.maven.org/artifact/org.webjars.npm/jodit,2021-10-27 10:15:21.000,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Tauri,tauri-apps/tauri,tauri,desktop-apps,,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,MIT,2019-07-13 09:09:37.000,2022-01-12 18:07:09.000,2022-01-12 13:19:27.000,2025.0,190.0,655,302.0,2018.0,137.0,783.0,27514,2021-08-23 14:51:22.000,cli.rs-v1.0.0-beta.7,100.0,"Build smaller, faster, and more secure desktop applications with a web frontend.",795.0,779.0,135.0,33,https://www.npmjs.com/package/tauri,2021-01-24 12:41:34.564,7.0,684.0,11174.666666666666,,,,True,1,,,-1.0,,,2305.0,,,,,,,,,,,,,,tauri-utils,https://crates.io/crates/tauri-utils,2021-04-25 21:08:22.344,9.0,10234.666666666666,79977.0,
98,react-draft-wysiwyg,jpuri/react-draft-wysiwyg,react-draft-wysiwyg,editors,,https://github.com/jpuri/react-draft-wysiwyg,https://github.com/jpuri/react-draft-wysiwyg,MIT,2016-09-04 18:33:34.000,2022-01-11 10:52:01.000,2021-05-05 01:18:14.000,826.0,,990,85.0,345.0,573.0,367.0,5476,2021-05-05 01:18:31.148,1.14.7,130.0,A Wysiwyg editor build on top of ReactJS and DraftJS. https://jpuri.github.io/react-draft-wysiwyg.,18527.0,17492.0,83.0,33,https://www.npmjs.com/package/react-draft-wysiwyg,2021-05-05 01:18:31.148,1035.0,638827.0,638827.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
99,react-quill,zenoamaro/react-quill,react-quill,editors,,https://github.com/zenoamaro/react-quill,https://github.com/zenoamaro/react-quill,MIT,2014-11-07 12:25:40.000,2021-12-01 19:33:42.000,2021-08-18 17:37:34.000,425.0,,662,59.0,149.0,198.0,412.0,4797,2020-03-29 19:25:46.394,1.3.5,48.0,A Quill component for React.,20850.0,19761.0,52.0,33,https://www.npmjs.com/package/react-quill,2020-03-29 18:18:10.355,1089.0,842697.0,842699.0,,,,True,2,,,,,,187.0,,,,,,,,,,,,,,,,,,,,
100,yarn,yarnpkg/berry,@yarnpkg/pnpify,dev-tools,,https://github.com/yarnpkg/berry,https://github.com/yarnpkg/berry,BSD-2-Clause,2018-09-10 22:49:22.000,2022-01-12 18:44:19.000,2022-01-12 18:28:30.000,2661.0,165.0,656,56.0,1869.0,374.0,1426.0,4523,2021-11-26 13:43:52.000,@yarnpkg/cli/3.1.1,68.0,Active development trunk for Yarn.,362.0,129.0,275.0,33,https://www.npmjs.com/package/@yarnpkg/pnpify,2022-01-04 08:11:22.978,233.0,58846.0,58855.0,,,,True,3,,,,,,272.0,,,,,,,,,,,,,,,,,,,,
101,tabulator,olifolkerd/tabulator,tabulator-tables,data-tables,org.webjars.npm:tabulator-tables,https://github.com/olifolkerd/tabulator,https://github.com/olifolkerd/tabulator,MIT,2015-10-24 13:28:31.000,2022-01-05 06:57:42.000,2022-01-03 10:58:50.000,3087.0,137.0,592,124.0,231.0,112.0,3213.0,4356,2021-12-30 11:13:24.513,5.0.10,100.0,Interactive Tables and Data Grids for JavaScript.,58.0,,79.0,33,https://www.npmjs.com/package/tabulator-tables,2021-12-30 11:13:24.513,58.0,154282.0,154282.0,https://search.maven.org/artifact/org.webjars.npm/tabulator-tables,2021-12-01 09:47:25.000,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Perspective,finos/perspective,@finos/perspective,data-tables,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-01-07 18:07:44.000,2022-01-06 21:41:52.000,4989.0,216.0,428,98.0,1155.0,70.0,419.0,4130,2022-01-06 01:42:23.000,1.1.0,60.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",249.0,221.0,65.0,33,https://www.npmjs.com/package/@finos/perspective,2022-01-05 23:51:03.528,19.0,7745.0,12726.0,,,,True,2,,https://perspective.finos.org/,,,perspective-python,,https://pypi.org/project/perspective-python,2022-01-06 01:42:23.000,9.0,3030.0,,,,,conda-forge/perspective,https://anaconda.org/conda-forge/perspective,2021-12-27 21:24:59.366,37072.0,,,,,,,,
103,react-monaco-editor,react-monaco-editor/react-monaco-editor,react-monaco-editor,editors,,https://github.com/react-monaco-editor/react-monaco-editor,https://github.com/react-monaco-editor/react-monaco-editor,MIT,2016-09-05 07:11:05.000,2022-01-13 15:02:33.000,2022-01-13 15:02:32.000,450.0,43.0,284,18.0,211.0,27.0,242.0,2573,2021-10-26 20:47:08.479,0.46.0,71.0,Monaco Editor for React.,10749.0,10239.0,64.0,33,https://www.npmjs.com/package/react-monaco-editor,2021-10-26 20:47:08.479,510.0,257914.0,257914.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
104,MUI-Datatables,gregnb/mui-datatables,mui-datatables,data-tables,,https://github.com/gregnb/mui-datatables,https://github.com/gregnb/mui-datatables,MIT,2017-11-04 19:49:44.000,2021-12-22 18:43:20.000,2021-10-30 11:06:48.000,984.0,24.0,824,43.0,543.0,522.0,790.0,2266,2021-10-25 12:05:16.226,4.0.0,148.0,Datatables for React using Material-UI - https://www.material-ui-datatables.com.,6630.0,6427.0,140.0,33,https://www.npmjs.com/package/mui-datatables,2021-10-25 12:05:16.226,203.0,189355.0,189355.0,,,,True,2,['material-ui'],,,,,,,,,,,,,,,,,,,,,,,,,
105,React Data Table,jbetancur/react-data-table-component,react-data-table-component,data-tables,,https://github.com/jbetancur/react-data-table-component,https://github.com/jbetancur/react-data-table-component,Apache-2.0,2018-03-16 04:31:39.000,2022-01-11 11:07:22.000,2021-12-19 18:43:44.000,899.0,11.0,251,23.0,376.0,56.0,568.0,1350,2021-12-18 15:36:39.000,7.4.6,174.0,"A responsive table library with built-in sorting, pagination, selection, expandable rows, and customizable styling.",6625.0,6555.0,54.0,33,https://www.npmjs.com/package/react-data-table-component,2021-12-18 15:31:52.672,70.0,186291.0,186291.0,,,,True,2,,https://jbetancur.github.io/react-data-table-component/,,,,,,,,,,,,,,,,,,,,,,,,
106,react-google-charts,RakanNimer/react-google-charts,react-google-charts,data-viz,org.webjars.npm:react-google-charts,https://github.com/rakannimer/react-google-charts,https://github.com/rakannimer/react-google-charts,MIT,2015-06-07 07:16:09.000,2022-01-11 20:29:37.000,2021-12-27 15:12:01.000,379.0,44.0,278,27.0,184.0,121.0,228.0,1100,2019-08-30 16:03:43.735,3.0.15,82.0,"A thin, typed, React wrapper over Google Charts Visualization and Charts API.",11405.0,10943.0,50.0,33,https://www.npmjs.com/package/react-google-charts,2021-12-27 15:02:19.611,462.0,233511.0,233511.0,https://search.maven.org/artifact/org.webjars.npm/react-google-charts,2015-07-17 15:51:15.000,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,True
107,tabler,tabler/tabler,tabler,ui-frameworks,org.webjars.npm:tabler,https://github.com/tabler/tabler,https://github.com/tabler/tabler,MIT,2018-02-01 09:08:59.000,2022-01-11 10:34:11.000,2022-01-09 20:52:41.000,1825.0,77.0,2788,608.0,441.0,52.0,439.0,24769,2021-12-07 19:46:26.000,1.0.0-beta5,28.0,Tabler is free and open-source HTML Dashboard UI Kit built on Bootstrap.,95.0,89.0,69.0,32,https://www.npmjs.com/package/tabler,2017-09-11 23:14:32.082,6.0,305.0,305.0,https://search.maven.org/artifact/org.webjars.npm/tabler,2021-11-03 07:51:37.000,,True,3,['bootstrap'],,,,,,,,,,,,,,,,,,,,,,,,,
108,Evergreen,segmentio/evergreen,evergreen-ui,ui-frameworks,org.webjars.npm:github-com-segmentio-evergreen,https://github.com/segmentio/evergreen,https://github.com/segmentio/evergreen,MIT,2017-07-30 10:03:14.000,2022-01-11 18:37:39.000,2022-01-11 18:34:09.000,823.0,39.0,745,122.0,935.0,31.0,371.0,11396,2022-01-11 18:46:39.000,6.7.0,223.0,Evergreen React UI Framework by Segment.,2999.0,2845.0,130.0,32,https://www.npmjs.com/package/evergreen-ui,2022-01-11 18:35:54.847,154.0,56592.0,56592.0,https://search.maven.org/artifact/org.webjars.npm/github-com-segmentio-evergreen,2019-02-06 00:00:00.000,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Remotion,remotion-dev/remotion,@remotion/renderer,others,,https://github.com/remotion-dev/remotion,https://github.com/remotion-dev/remotion,ICU,2020-06-23 19:49:10.000,2022-01-13 05:58:57.000,2022-01-11 21:18:01.000,3545.0,353.0,371,64.0,413.0,49.0,291.0,8964,2022-01-11 21:23:30.000,2.6.3,352.0,Create videos programmatically in React.,253.0,252.0,80.0,32,https://www.npmjs.com/package/@remotion/renderer,2021-12-12 16:35:33.372,1.0,5989.0,5989.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,
110,BizCharts,alibaba/BizCharts,bizcharts,data-viz,,https://github.com/alibaba/BizCharts,https://github.com/alibaba/BizCharts,MIT,2017-11-10 08:27:54.000,2021-12-07 02:32:49.000,2021-12-06 10:48:33.000,974.0,5.0,651,147.0,194.0,300.0,992.0,5786,2021-12-07 02:34:01.000,4.1.15,229.0,Powerful data visualization library based on G2 and React.,13011.0,11812.0,79.0,32,https://www.npmjs.com/package/bizcharts,2021-12-07 02:30:24.101,1199.0,99543.0,99543.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
111,twin.macro,ben-rogerson/twin.macro,twin.macro,styling,,https://github.com/ben-rogerson/twin.macro,https://github.com/ben-rogerson/twin.macro,MIT,2020-02-19 04:45:25.000,2022-01-12 11:54:42.000,2022-01-12 11:54:41.000,774.0,16.0,119,33.0,144.0,15.0,235.0,5234,2021-12-07 23:59:40.000,2.8.2,62.0,"Twin blends the magic of Tailwind with the flexibility of css-in-js (emotion, styled-components, stitches and goober)..",5580.0,5513.0,35.0,32,https://www.npmjs.com/package/twin.macro,2021-12-07 23:59:18.539,67.0,170138.0,170138.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Reactive Search,appbaseio/reactivesearch,@appbaseio/reactivesearch,other-components,,https://github.com/appbaseio/reactivesearch,https://github.com/appbaseio/reactivesearch,Apache-2.0,2017-02-15 15:21:24.000,2022-01-13 14:56:53.000,2022-01-12 12:01:45.000,3592.0,88.0,458,64.0,739.0,168.0,890.0,4540,2022-01-10 18:26:58.000,1.25.0-ue,295.0,Search UI components for React and Vue: powered by appbase.io / Elasticsearch.,229.0,125.0,64.0,32,https://www.npmjs.com/package/@appbaseio/reactivesearch,2022-01-10 17:58:10.136,104.0,16617.0,16617.0,,,,True,2,,https://opensource.appbase.io/reactivesearch/#examples,,,,,,,,,,,,,,,,,,,,,,,,
113,Notistack,iamhosseindhv/notistack,notistack,notifications,,https://github.com/iamhosseindhv/notistack,https://github.com/iamhosseindhv/notistack,MIT,2018-08-04 21:05:47.000,2021-12-29 16:35:24.000,2021-10-31 03:49:11.000,480.0,2.0,248,24.0,147.0,24.0,293.0,2613,2021-10-31 03:52:26.752,2.0.3,92.0,Highly customizable notification snackbars (toasts) that can be stacked on top of each other.,15860.0,15386.0,45.0,32,https://www.npmjs.com/package/notistack,2021-10-31 03:39:16.160,474.0,1190635.0,1190635.0,,,,True,3,['material-ui'],https://iamhosseindhv.com/notistack/demos,,,,,,,,,,,,,,,,,,,,,,,,
114,react-json-view,mac-s-g/react-json-view,react-json-view,file-handling,org.webjars.npm:react-json-view,https://github.com/mac-s-g/react-json-view,https://github.com/mac-s-g/react-json-view,MIT,2017-03-26 06:01:36.000,2021-11-30 05:39:18.000,2021-03-09 03:27:31.000,732.0,,329,24.0,187.0,132.0,89.0,2415,2021-03-09 03:08:46.252,1.21.3,111.0,JSON viewer for react.,26954.0,26045.0,33.0,32,https://www.npmjs.com/package/react-json-view,2021-03-09 03:08:46.252,909.0,1123319.0,1123319.0,https://search.maven.org/artifact/org.webjars.npm/react-json-view,2018-01-12 00:00:00.000,,True,2,,https://mac-s-g.github.io/react-json-view/demo/dist/,,,,,,,,,,,,,,,,,,,,,,,,
115,components,primer/react,@primer/components,ui-frameworks,,https://github.com/primer/react,https://github.com/primer/react,MIT,2018-02-17 00:09:05.000,2022-01-13 14:48:53.000,2022-01-13 14:16:51.000,6523.0,153.0,225,21.0,1325.0,66.0,403.0,1524,2021-12-22 12:33:14.000,34.1.0,3732.0,An implementation of GitHubs Primer Design System using React.,59.0,16.0,88.0,32,https://www.npmjs.com/package/@primer/components,2021-12-08 18:39:49.931,43.0,189118.0,189118.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
116,fixed-data-table-2,schrodinger/fixed-data-table-2,fixed-data-table-2,data-tables,,https://github.com/schrodinger/fixed-data-table-2,https://github.com/schrodinger/fixed-data-table-2,BSD-3-Clause,2016-02-22 17:02:05.000,2022-01-02 11:43:20.000,2021-11-24 08:53:22.000,764.0,10.0,287,33.0,277.0,47.0,296.0,1173,2021-11-24 10:54:15.000,1.2.2,98.0,A React table component designed to allow presenting millions of rows of data.,1313.0,1079.0,101.0,32,https://www.npmjs.com/package/fixed-data-table-2,2021-12-01 03:33:02.522,234.0,104639.0,104639.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
117,react-csv,react-csv/react-csv,react-csv,file-handling,,https://github.com/react-csv/react-csv,https://github.com/react-csv/react-csv,MIT,2016-11-25 12:55:39.000,2022-01-11 21:01:30.000,2022-01-03 15:09:05.000,228.0,44.0,241,16.0,100.0,81.0,138.0,863,2021-12-20 12:06:28.617,2.2.1,39.0,React components to build CSV files on the fly basing on Array/literal object of data.,8986.0,8648.0,38.0,32,https://www.npmjs.com/package/react-csv,2021-12-20 12:06:28.617,338.0,894174.0,894174.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
118,ReactPage,react-page/react-page,@react-page/editor,editors,,https://github.com/react-page/react-page,https://github.com/react-page/react-page,MIT,2015-05-29 12:19:44.000,2021-12-30 14:18:08.786,2021-12-30 14:09:49.000,1210.0,12.0,583,159.0,375.0,8.0,647.0,8726,2021-12-30 14:18:26.000,4.4.1,271.0,"Next-gen, highly customizable content editor for the browser - based on React and written in TypeScript. WYSIWYG on..",95.0,83.0,52.0,31,https://www.npmjs.com/package/@react-page/editor,2021-12-30 14:18:08.786,12.0,4414.0,4414.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
119,React Flow,wbkd/react-flow,react-flow-renderer,other-components,,https://github.com/wbkd/react-flow,https://github.com/wbkd/react-flow,MIT,2019-07-15 14:47:30.000,2022-01-13 09:47:42.000,2022-01-11 12:13:34.000,2305.0,139.0,511,65.0,825.0,82.0,704.0,8583,2022-01-11 12:13:38.000,9.7.3,194.0,"Highly customizable library for building interactive node-based UIs, editors, flow charts and diagrams.",9.0,,46.0,31,https://www.npmjs.com/package/react-flow-renderer,2022-01-13 09:44:41.570,9.0,303944.0,303944.0,,,,True,2,,https://reactflow.dev/examples/,,,,,,,,,,,,,,,,,,,,,,,,
120,react-vis,uber/react-vis,react-vis,data-viz,cljsjs:react-vis,https://github.com/uber/react-vis,https://github.com/uber/react-vis,MIT,2016-02-22 20:45:50.000,2021-09-03 11:19:49.000,2020-07-13 14:33:01.000,876.0,,820,2137.0,631.0,327.0,507.0,8111,2019-04-19 03:58:15.000,1.11.7,99.0,Data Visualization Components.,640.0,,122.0,31,https://www.npmjs.com/package/react-vis,2017-04-22 00:52:57.632,640.0,287261.0,287261.0,https://search.maven.org/artifact/cljsjs/react-vis,2020-02-09 17:45:49.000,,False,2,,http://uber.github.io/react-vis/examples/showcases/,,,,,,,,,,,,,,,,,,,,,,,,
